Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m7-VR-001.txt
Log File Name:                   SEP_d1_m7-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1904393293
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m7-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	527.462459	1	-1.569825023453	0.903645253590	0.032942740617	-0.008644351479	0.000031657077	0.977407985548	N\A	0.027960604857	0.026092384210	0.003574857526	57	30	
1050000	548.811927	1	-1.568612117189	0.859906235051	0.116969163831	-0.021022387554	0.000084905298	0.975279406023	N\A	0.027747004289	0.024615138208	0.003129146530	34	22	
1100000	542.937987	1	-1.585081128455	0.865767635848	0.141974144032	-0.026747109867	0.000077540405	0.972007082055	N\A	0.027379843139	0.024666539091	0.003294366147	41	17	
1150000	536.294251	1	-1.622757755844	0.909218028318	0.067851881560	-0.017459672039	0.000065510655	0.975050694434	N\A	0.026914036470	0.025221488731	0.003636413497	42	25	
1200000	537.729341	1	-1.570239952453	0.859464453819	0.113651916499	-0.019914396615	0.000064705811	0.975554950569	N\A	0.028133392210	0.025094602303	0.003192417977	39	22	
1250000	557.445176	1	-1.501047874046	0.838857436875	0.099135925792	-0.014614000081	0.000060760581	0.981443767942	N\A	0.024349023268	0.021471170801	0.002987503894	45	29	
1300000	544.356043	1	-1.579670204672	0.868310750804	0.104666251323	-0.019154373654	0.000053704830	0.973932167118	N\A	0.028134412121	0.025732012889	0.003502751940	41	21	
1350000	536.785965	1	-1.443998870447	0.817787882714	0.077027847963	-0.004741845623	0.000094386124	0.971275381551	N\A	0.027666198896	0.024624674890	0.003334026166	43	23	
1400000	536.628613	1	-1.575698907888	0.881573782357	0.084240384678	-0.013591272188	0.000109102855	0.972385577337	N\A	0.029180263745	0.026421032300	0.003457210654	47	22	
1450000	535.370452	1	-1.574675136671	0.880711743173	0.080513899097	-0.013191763998	0.000075028360	0.975319198877	N\A	0.025180250502	0.023298767609	0.003057400814	43	25	
1500000	544.162228	1	-1.583840008039	0.869250543691	0.127548043573	-0.023541394189	0.000052164316	0.975685781473	N\A	0.027475887213	0.024727477750	0.003361790069	40	18	
1550000	535.600440	1	-1.519533851411	0.848179828693	0.101578845105	-0.014111594864	0.000060196291	0.976945060220	N\A	0.024145859812	0.023579146320	0.003169350883	41	25	
1600000	541.995659	1	-1.653180533318	0.919887900808	0.069237904979	-0.018400933894	0.000067291713	0.973776108118	N\A	0.024709571593	0.023425531816	0.003206135843	46	25	
1650000	521.003033	1	-1.547400647546	0.842946862886	0.149834496983	-0.025125160491	0.000062853166	0.973686304391	N\A	0.026871065886	0.025175028817	0.003319494623	41	20	
1700000	545.839346	1	-1.622256246624	0.887690045908	0.090602414278	-0.016666279498	0.000095228666	0.973672813464	N\A	0.026238600068	0.023871740438	0.003159987715	47	31	
1750000	543.372717	1	-1.527788052444	0.842854357548	0.120313533252	-0.019641146232	0.000086303400	0.972750378359	N\A	0.026121372008	0.023574286874	0.003286249155	42	24	
1800000	524.854265	1	-1.536382445929	0.846566458947	0.114335755680	-0.017662491818	0.000075358475	0.968716785135	N\A	0.029917180668	0.026422408623	0.003431180161	53	15	
1850000	543.708455	1	-1.579721718502	0.882316170948	0.072068363816	-0.014434346458	0.000070220736	0.974725340392	N\A	0.025860779087	0.022913583269	0.003026124920	47	27	
1900000	553.550158	1	-1.677610143486	0.924210291237	0.088854044152	-0.023338904046	0.000058470612	0.976932333193	N\A	0.027573540691	0.025000949625	0.003108124834	44	25	
1950000	550.711425	1	-1.528239004155	0.861826793943	0.088770747958	-0.014074963300	0.000057493755	0.972962146256	N\A	0.026764734553	0.024061682970	0.003130183201	55	22	
2000000	530.896644	1	-1.516518390792	0.841936409745	0.081497733298	-0.009340327148	0.000091535601	0.975269312710	N\A	0.025023142865	0.023141369073	0.003121903262	45	24	
2050000	542.552698	1	-1.604682252025	0.899143093264	0.064244791028	-0.015608101142	0.000055853754	0.971808450602	N\A	0.028074493599	0.025515348035	0.003406709688	45	22	
2100000	542.464496	1	-1.593433715571	0.869953546834	0.105348980455	-0.019243185081	0.000071746643	0.975740587262	N\A	0.027274366001	0.024054279109	0.003126860565	49	27	
2150000	543.582941	1	-1.628181579360	0.902169422642	0.085255325324	-0.018861805154	0.000047963669	0.980975701302	N\A	0.022667929181	0.021306504418	0.002784143490	51	23	
2200000	541.345300	1	-1.609961567484	0.897312524389	0.092802443553	-0.022385570207	0.000079684643	0.975058572962	N\A	0.028906798876	0.025105661570	0.003067255478	37	27	
2250000	545.530354	1	-1.538888407607	0.869956057273	0.097330946537	-0.016452127822	0.000070735436	0.973039789145	N\A	0.025950430696	0.023785887075	0.003173262604	59	26	
2300000	546.743766	1	-1.580438366325	0.885924147757	0.096125016355	-0.019449477730	0.000076066816	0.975561818728	N\A	0.025264959809	0.021813326068	0.002901593458	54	23	
2350000	561.423363	1	-1.627186264801	0.912555081263	0.058998640214	-0.013098476290	0.000060566370	0.977474948397	N\A	0.025123495777	0.022957360233	0.002986320200	39	28	
2400000	539.777058	1	-1.559462317749	0.861070005498	0.086960277336	-0.013828468379	0.000061446020	0.973763180458	N\A	0.025672494194	0.023882517265	0.003215544209	45	19	
2450000	543.885148	1	-1.662255958779	0.927504999495	0.060352386947	-0.015704687556	0.000057710508	0.976566660714	N\A	0.027623040250	0.025540991670	0.003146841732	40	27	
2500000	530.696878	1	-1.625594614348	0.878610301295	0.099123683457	-0.018708085872	0.000067040716	0.973448066092	N\A	0.025855671571	0.024014422557	0.003409785175	38	16	
2550000	542.984866	1	-1.548586222476	0.864258057765	0.079714707321	-0.010639780794	0.000064185036	0.975505460720	N\A	0.027824552510	0.024807834072	0.003321358092	43	20	
2600000	546.854115	1	-1.573889084530	0.860896811933	0.091518633173	-0.014152815843	0.000055508980	0.975536505500	N\A	0.026310962229	0.024029911590	0.003129074105	38	29	
2650000	549.886006	1	-1.593731519336	0.903557157240	0.052165541501	-0.011444288081	0.000059588142	0.976662267665	N\A	0.024874230632	0.022780642182	0.003176395413	48	22	
2700000	546.552355	1	-1.463772718721	0.813684688103	0.140844172710	-0.019084837173	0.000047682984	0.972772004680	N\A	0.026090016718	0.024000017420	0.003301009071	60	26	
2750000	528.278855	1	-1.549773125240	0.843668523134	0.120121365264	-0.020438350536	0.000081078316	0.973543982991	N\A	0.026689692209	0.025557754246	0.003593834692	52	25	
2800000	541.919078	1	-1.644803093810	0.900474107866	0.093462328492	-0.018739489766	0.000057464035	0.976158289981	N\A	0.026809767766	0.024746462550	0.003504092359	44	24	
2850000	539.280472	1	-1.627760491444	0.891763521405	0.083120156773	-0.015894230642	0.000091030658	0.978088664791	N\A	0.026010767748	0.023869208583	0.003468217643	38	35	
2900000	534.899655	1	-1.483228515159	0.832569057630	0.093966369198	-0.012257389506	0.000064904928	0.973918893213	N\A	0.026454536938	0.024317036849	0.003320854456	51	24	
2950000	528.897682	1	-1.599818590252	0.896190899387	0.064877596576	-0.015404413038	0.000075152085	0.975255204476	N\A	0.030880344223	0.027392592518	0.003673797020	44	24	
3000000	542.143526	1	-1.549570458168	0.878323594800	0.069067779792	-0.012107365978	0.000070485857	0.975853062690	N\A	0.025248491859	0.023089854300	0.003095804135	48	20	
3050000	543.979812	1	-1.522432076184	0.844154394262	0.092832249490	-0.012288762571	0.000057309574	0.975211139258	N\A	0.025696649067	0.023882620989	0.003292240372	46	16	
3100000	549.944620	1	-1.576348772169	0.881351447636	0.084392347206	-0.015771498098	0.000063091423	0.974793984926	N\A	0.027582665463	0.024907071376	0.003463717639	50	28	
3150000	544.637657	1	-1.569442437227	0.876594945208	0.080619900429	-0.014658085991	0.000068344212	0.976165834714	N\A	0.025683616566	0.023025050326	0.003103578848	44	25	
