Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m7-glob-005.txt
Log File Name:                   PAL_d1_m7-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1780222479
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m7-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	445.364377	1	-0.828642955957	0.921116081023	0.079320812466	-0.021343526790	0.000304071136	0.955201492260	N\A	0.039806213362	0.037289495928	0.004557337975	24	12	-0.017402848928	Global Trend	
1050000	454.052648	1	-0.877348942693	0.969914271960	0.050246844397	-0.019419248198	0.000231441481	0.999706670080	N\A	0.030819964151	0.033795824289	0.003672941348	31	10	0.391761043997	Global Trend	
1100000	441.887163	1	-0.876660995913	0.937927206707	0.090462665062	-0.025955816369	0.000106907350	0.999423627889	N\A	0.031260205349	0.034146688363	0.003389473277	39	12	0.079791809354	Global Trend	
1150000	455.645647	1	-0.645912147866	0.858723719548	0.172760371831	-0.031070725281	0.000043530072	0.999987794347	N\A	0.033405252505	0.036616700182	0.003876926906	29	13	0.465513058554	Global Trend	
1200000	460.275824	1	-0.858363694984	0.972989211829	0.043671006049	-0.017503527604	0.000305873012	0.999410586455	N\A	0.027410907289	0.030078261959	0.003457716467	34	12	-0.382626944206	Global Trend	
1250000	448.424177	1	-0.912355081313	0.982435096359	0.036416791277	-0.018737714618	0.000220193934	0.991824711975	N\A	0.028221786291	0.030359132601	0.003346741122	36	14	-0.059302528819	Global Trend	
1300000	445.192542	1	-0.963013432807	0.982015135138	0.036877322536	-0.017974836212	0.000176029862	0.989532193303	N\A	0.027010363256	0.028617251802	0.002945729984	41	10	-0.035611251538	Global Trend	
1350000	443.555998	1	-0.813508911299	0.893463200853	0.129605111310	-0.023819830895	0.000135184594	0.999902545131	N\A	0.028744577156	0.031252659780	0.003100640505	38	9	-0.321057550873	Global Trend	
1400000	432.523318	1	-0.952865113976	0.999412017655	0.015977578436	-0.014036415419	0.000145298033	0.989552669402	N\A	0.035326771917	0.037536392097	0.003454131941	39	10	0.031815628065	Global Trend	
1450000	440.783576	1	-0.533979695437	0.938766529524	0.033534131188	-0.010367173664	0.000327036630	0.982448559171	N\A	0.033205544355	0.034521856070	0.003960439920	34	9	-0.060235522398	Global Trend	
