Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-glob-003.txt
Log File Name:                   STR_d1_m7-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            761549842
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	523.579253	1	-1.427526405664	1.066125364478	-0.053564870116	0.003096949588	0.000170693624	0.978499545738	N\A	0.029086968819	0.028039840937	0.003537936562	41	2	0.002024586524	Global Trend	
1050000	531.019030	1	-1.403580414274	1.115535817322	-0.089985441811	0.001044542804	0.000163301789	0.982331836706	N\A	0.026246613155	0.025541250018	0.003014231524	38	1	0.025460259892	Global Trend	
1100000	541.351239	1	-1.382811582786	1.075754318867	-0.080060631537	0.005978294216	0.000076454618	0.999229232696	N\A	0.023631923179	0.025598868769	0.002605720226	37	2	0.101076139415	Global Trend	
1150000	545.627388	1	-1.485323731140	1.140249236120	-0.095749295251	-0.001111249608	0.000122879134	0.983038211288	N\A	0.024496179319	0.023970767249	0.002875100935	41	1	0.010686152182	Global Trend	
1200000	535.763446	1	-1.392685153930	1.105399622963	-0.096888747369	0.003767592426	0.000500914032	0.983198050824	N\A	0.027875875389	0.026852653323	0.003087493134	31	2	0.061276474934	Global Trend	
1250000	555.900658	1	-1.552345286959	1.135993850030	-0.122403833155	0.008018219814	0.000116968761	0.986522851678	N\A	0.023509900311	0.022161157259	0.002948701536	34	4	-0.005892937913	Global Trend	
1300000	541.250557	1	-1.617599658112	1.109755235918	-0.040308471640	-0.006501011277	0.000094493220	0.984373755214	N\A	0.024883792618	0.023946624541	0.003208538146	42	3	-0.006948315395	Global Trend	
1350000	547.023983	1	-1.413316836909	1.110248513520	-0.114147744790	0.006376226783	0.000096533435	0.996597517353	N\A	0.023482559708	0.025164568048	0.002665551056	44	3	0.054942234197	Global Trend	
1400000	532.795088	1	-1.435617074000	1.061446460386	-0.076893215899	0.007655725098	0.000030645799	0.986511888768	N\A	0.025762015733	0.026203301105	0.002982141490	40	0	0.005905279457	Global Trend	
1450000	539.980655	1	-1.523196428357	1.106469474409	-0.119866847524	0.013116921766	0.000023181689	0.999984721318	N\A	0.023453964869	0.025571474268	0.002639614163	38	3	0.192006065489	Global Trend	
