Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m8-VR-005.txt
Log File Name:                   CEREB_d1_m8-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3950002118
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m8-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	560.352923	1	-1.009004328411	1.069336605232	-0.007458491114	0.008448562313	0.000089905997	0.982431383231	N\A	0.038568593238	0.004423342318	0.016726411949	47	26	
1050000	558.873612	1	-0.949152584737	1.045362206091	-0.004936955859	0.009692838947	0.000076606963	0.979145397436	N\A	0.041683100193	0.005086308435	0.016945044758	54	19	
1100000	563.320078	1	-0.860763073872	0.994622682870	-0.004467534397	0.035534099503	0.000080037242	0.988443491927	N\A	0.039486805982	0.003431516632	0.014324164170	49	30	
1150000	575.066556	1	-1.006346826519	1.060898407576	-0.008973575500	0.020345685336	0.000069375609	0.988156401516	N\A	0.037415532707	0.003944715238	0.015377097557	48	27	
1200000	556.806584	1	-1.117219886170	1.144820411081	-0.023652876540	0.030245022953	0.000080856429	0.985004855925	N\A	0.042434040712	0.004966258197	0.017009217270	51	26	
1250000	568.300143	1	-0.946845188612	1.029219637589	-0.001778652086	0.009810120202	0.000115808343	0.983039526564	N\A	0.043556840112	0.004857064319	0.017421794910	50	22	
1300000	557.142731	1	-0.983282410565	1.039469011862	-0.009053600053	0.038206824703	0.000079885066	0.982755750063	N\A	0.042549198499	0.004711211413	0.016797646637	43	25	
1350000	563.911681	1	-1.014396448358	1.071389437016	-0.011386151726	0.029893982131	0.000096176661	0.992837654030	N\A	0.016954471478	0.002885176122	0.011742124613	42	30	
1400000	557.900819	1	-1.052400619167	1.090531176415	-0.011542231187	0.016717574893	0.000082749310	0.984415128068	N\A	0.040389407707	0.004409617820	0.017023642516	45	26	
1450000	548.882276	1	-0.984798696621	1.052197758416	-0.010770556655	0.038916397430	0.000085932877	0.990845824262	N\A	0.042305548856	0.004451161348	0.013006156179	50	21	
