Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m8-VR-001.txt
Log File Name:                   DIE_d1_m8-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3318013593
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m8-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	717.634743	1	-0.982140498645	0.958264958004	-0.013782769501	0.078776301153	0.000022879325	0.991902583455	N\A	0.027337100900	0.003815459398	0.011697142977	52	26	
1050000	719.289669	1	-1.096339143172	1.029761991215	-0.016408282149	0.039483956779	0.000025441930	0.991928950657	N\A	0.028822194846	0.003871425213	0.012057999263	52	18	
1100000	719.870904	1	-1.026766019447	0.988791284790	-0.011848755749	0.045784392617	0.000023551766	0.991968534265	N\A	0.027106944017	0.003692493573	0.011408546530	45	24	
1150000	714.867539	1	-1.047554322206	0.996150128398	-0.014344514971	0.054918795673	0.000022856599	0.992919533644	N\A	0.023767843881	0.002837420394	0.010669914183	68	33	
1200000	730.450762	1	-1.202154493734	1.085854774388	-0.022451964492	0.035721918833	0.000043466090	0.992178304077	N\A	0.028943207213	0.003703728443	0.012312323614	43	13	
1250000	724.706035	1	-1.080656734564	1.019881078090	-0.014702817101	0.033034130834	0.000023315393	0.992147421610	N\A	0.025649458476	0.003683222018	0.011310696936	51	24	
1300000	727.378925	1	-1.040764887594	0.982182730304	-0.009164996052	0.047011137298	0.000027454777	0.991955722659	N\A	0.029461621850	0.004068643794	0.011942344114	51	20	
1350000	715.322157	1	-1.011351533736	0.966439398344	-0.011500711350	0.068663574804	0.000022226343	0.991555696526	N\A	0.027824963157	0.003824476462	0.011603483080	48	28	
1400000	715.716755	1	-1.063231986650	0.986540820223	-0.005893726156	0.037151050031	0.000022900385	0.991804743144	N\A	0.029869843503	0.004262177770	0.011539741152	41	19	
1450000	728.775032	1	-1.071400328302	1.019091833492	-0.014930546400	0.038583560796	0.000022732639	0.991973495015	N\A	0.027915903095	0.003648966354	0.011455593661	40	31	
1500000	720.234972	1	-1.069170124461	1.002577806595	-0.010595757227	0.039869372642	0.000026962251	0.992850590713	N\A	0.026490788105	0.003430190949	0.011698044822	41	24	
1550000	719.756127	1	-1.125301833466	1.039006566412	-0.015252689577	0.030499600738	0.000028197926	0.991751961630	N\A	0.027954105187	0.003391697288	0.012447758862	51	25	
1600000	723.248313	1	-1.039972278470	0.999718611763	-0.017933957996	0.065758248442	0.000025855477	0.992044970824	N\A	0.028758529116	0.003999265508	0.011885958012	49	20	
1650000	725.410391	1	-1.053951397407	0.997786176281	-0.010247641784	0.035599500153	0.000026257783	0.992010079823	N\A	0.027013766095	0.004007191228	0.011862679131	48	21	
1700000	720.635350	1	-1.093326922472	1.026536763911	-0.018836061717	0.055322924147	0.000025920675	0.991088465474	N\A	0.027094759214	0.003651503568	0.012197813713	55	21	
1750000	726.120320	1	-1.026982117801	0.974303877584	-0.010705522144	0.060640014124	0.000026652907	0.992299235449	N\A	0.027276542961	0.003627021945	0.011473036416	45	13	
1800000	735.078500	1	-1.021486853803	0.990745652331	-0.013881176795	0.049366674613	0.000021654178	0.992759281652	N\A	0.025227949634	0.003777377484	0.011106708579	55	26	
1850000	719.586666	1	-1.090545052982	1.015859484431	-0.013307268353	0.041467037768	0.000025962900	0.991719785694	N\A	0.027105248774	0.003915264206	0.011153588897	40	21	
1900000	721.071919	1	-1.103069397037	1.027978409081	-0.017976645308	0.052942135880	0.000023934137	0.992320054645	N\A	0.028642272731	0.004068063066	0.011841622793	60	24	
1950000	729.003952	1	-1.041757699306	0.984759943044	-0.009532832587	0.049758627675	0.000023044663	0.993248391692	N\A	0.026776169531	0.004066175601	0.012121449044	41	29	
2000000	730.978422	1	-1.059815646841	0.992743174543	-0.010343556670	0.047048819476	0.000031017992	0.992666976381	N\A	0.027891495783	0.003918662021	0.011356520098	51	31	
2050000	715.642553	1	-1.136934347482	1.029527730653	-0.015528791971	0.050662737777	0.000026588798	0.992340919304	N\A	0.029909735284	0.004281694784	0.011899945847	39	15	
2100000	716.793923	1	-1.179320088314	1.085876281726	-0.024614493033	0.035761010872	0.000030724761	0.992227204290	N\A	0.027088109841	0.003667743135	0.011767420845	43	21	
2150000	720.337161	1	-1.143452529124	1.054236658336	-0.022935819371	0.057211787122	0.000028564424	0.991893819806	N\A	0.027246622894	0.003639549295	0.011749334890	51	31	
2200000	721.811100	1	-1.128487569409	1.025078389972	-0.012122990862	0.035875157309	0.000021838419	0.993908549491	N\A	0.024615415498	0.003619942301	0.010491453991	46	24	
2250000	730.697778	1	-1.018769669686	0.964918259584	-0.008308397312	0.060813743307	0.000024682667	0.992101891551	N\A	0.027888716208	0.004026714667	0.011465767741	49	25	
2300000	723.326503	1	-1.066179012517	0.999847707034	-0.011341572901	0.043792033877	0.000026712914	0.991398876332	N\A	0.028066867192	0.003656591836	0.011697263682	62	18	
2350000	730.632663	1	-0.994463776999	0.961692825588	-0.012846059151	0.078109967546	0.000027057633	0.993123794586	N\A	0.025912057210	0.003679968840	0.010262213541	56	30	
2400000	720.919000	1	-1.066911169655	1.001753985838	-0.012906735265	0.045499477135	0.000023471251	0.992449683109	N\A	0.027158793594	0.003646624458	0.012148884676	51	20	
2450000	725.521074	1	-0.935226887415	0.923559605995	-0.002757016467	0.055381495500	0.000021512216	0.992459162084	N\A	0.026234408230	0.003969729370	0.011711086433	52	23	
2500000	721.270781	1	-1.125711180519	1.034850834499	-0.009831597341	0.011729820719	0.000026058047	0.990939837921	N\A	0.030484939142	0.004170636409	0.012205539123	44	23	
2550000	719.801049	1	-1.082843073829	1.029990882137	-0.023266306270	0.066347060680	0.000028326458	0.992054924437	N\A	0.025851664359	0.003401508511	0.010280768119	42	27	
2600000	729.194695	1	-1.069868852197	0.999425273709	-0.007897378099	0.031554663664	0.000022208026	0.991932637578	N\A	0.027864972386	0.003979181340	0.013126162149	40	24	
2650000	711.488431	1	-1.074972035089	0.995439384268	-0.012516398229	0.054422373933	0.000016448559	0.992669378826	N\A	0.025976649515	0.003733427796	0.010559245600	48	31	
2700000	715.652324	1	-1.027394065601	0.981303996450	-0.011614386837	0.055750189591	0.000025051460	0.991232980082	N\A	0.027053068446	0.003874547788	0.011694548785	49	18	
2750000	722.366141	1	-1.056643159902	0.996050690636	-0.012370074252	0.050090155310	0.000027516937	0.991718666063	N\A	0.027302437061	0.003772509512	0.011835286084	40	22	
2800000	724.416821	1	-1.087543998768	1.018443753399	-0.018342746169	0.059567721605	0.000025152286	0.991508236786	N\A	0.026812028518	0.003624398071	0.011298805283	36	28	
2850000	718.633356	1	-1.028323041996	0.975567385881	-0.010176594590	0.057783803509	0.000024952057	0.992303835602	N\A	0.027244692145	0.003932296275	0.011471716492	45	28	
2900000	724.833327	1	-1.044315254568	0.986132982116	-0.012960391901	0.057364828101	0.000027826215	0.992014007440	N\A	0.026241305479	0.003679634910	0.011531434630	43	18	
2950000	718.215599	1	-1.097365624785	1.015331633581	-0.010286701321	0.031170358117	0.000019412784	0.991609678650	N\A	0.028922990419	0.004229377197	0.012003569381	27	24	
3000000	727.440186	1	-1.081534386855	1.017602959983	-0.017086967937	0.054428071456	0.000022883481	0.991779948588	N\A	0.026930470796	0.003769546907	0.011220324597	46	23	
