Species_TTOL	PAL	BOD	BOD2
Rousettus_amplexicaudatus	2.02	1.856	3.444736
Scotonycteris_zenkeri	1.601	1.328	1.763584
Sphaerias_blanfordi	1.63	1.47	2.1609
Syconycteris_australis	1.551	1.207	1.456849
Anoura_caudifer	1.199	1.025	1.050625
Anoura_geoffroyi	1.407	1.204	1.449616
Ardops_nichollsi	1.483	1.352	1.827904
Artibeus_cinereus	1.403	1.1	1.21
Artibeus_concolor	1.531	1.288	1.658944
Artibeus_jamaicensis	1.736	1.613	2.601769
Artibeus_lituratus	1.851	1.748	3.055504
Aselliscus_stoliczkanus	0.642	0.69	0.4761
Aselliscus_tricuspidatus	0.681	0.643	0.413449
Brachyphylla_cavernarum	1.833	1.648	2.715904
Cardioderma_cor	1.215	1.415	2.002225
Carollia_perspicillata	1.515	1.25	1.5625
Chalinolobus_gouldii	0.917	1.068	1.140624
Chalinolobus_morio	0.752	0.919	0.844561
Chiroderma_salvini	1.577	1.417	2.007889
Chiroderma_trinitatum	1.393	1.137	1.292769
Chiroderma_villosum	1.508	1.394	1.943236
Choeroniscus_minor	1.117	0.982	0.964324
Coleura_afra	0.949	1.061	1.125721
Cormura_brevirostris	0.867	0.914	0.835396
Craseonycteris_thonglongyai	0.356	0.408	0.166464
Desmodus_rotundus	1.631	1.56	2.4336
Diphylla_ecaudata	1.59	1.49	2.2201
Emballonura_monticola	0.651	0.724	0.524176
Emballonura_raffrayana	0.781	0.771	0.594441
Eptesicus_brasiliensis	0.988	0.964	0.929296
Eptesicus_fuscus_bahamensis	1.029	1.134	1.285956
Eumops_auripendulus	1.352	1.529	2.337841
Eumops_glaucinus	1.34	1.562	2.439844
Furipterus_horrens	0.572	0.535	0.286225
Glischropus_tylopus	0.612	0.69	0.4761
Glossophaga_longirostris	1.292	1.053	1.108809
Glossophaga_soricina	1.267	0.996	0.992016
Harpiocephalus_harpia	1.553	1.13	1.2769
Hesperoptenus_blanfordi	0.794	0.863	0.744769
Hipposideros_armiger	1.394	1.748	3.055504
Hipposideros_ater	0.865	0.839	0.703921
Hipposideros_caffer	0.98	1.041	1.083681
Macronycteris_commersoni	1.487	1.997	3.988009
Hipposideros_diadema	1.365	1.622	2.630884
Hipposideros_fulvus	0.914	0.845	0.714025
Hipposideros_lankadiva	1.45	1.686	2.842596
Hipposideros_larvatus	1.173	1.312	1.721344
Hipposideros_ridleyi	0.979	0.982	0.964324
Hipposideros_speoris	0.97	1.061	1.125721
Hipposideros_turpis	1.32	1.542	2.377764
Ia_io	1.5	1.727	2.982529
Kerivoula_papillosa	0.898	1.004	1.008016
Lasiurus_borealis	0.757	0.892	0.795664
Leptonycteris_curasoae	1.468	1.389	1.929321
Leptonycteris_nivalis	1.43	1.358	1.844164
Lonchophylla_mordax	1.255	1.029	1.058841
Hsunycteris_thomasi	1.179	0.839	0.703921
Lophostoma_silvicolum	1.328	1.509	2.277081
Macroderma_gigas	1.605	2.078	4.318084
Macrophyllum_macrophyllum	0.987	0.934	0.872356
Megaderma_lyra	1.41	1.587	2.518569
Megaderma_spasma	1.265	1.354	1.833316
Mesophylla_macconnelli	1.176	0.875	0.765625
Micronycteris_brachyotis	1.407	1.167	1.361889
Micronycteris_megalotis	1.188	0.813	0.660969
Micronycteris_minuta	1.201	0.839	0.703921
Micronycteris_schmidtorum	1.225	0.892	0.795664
Gardnerycteris_crenulatum	1.013	1.072	1.149184
Miniopterus_australis	0.865	0.851	0.724201
Miniopterus_inflatus	1.061	1.173	1.375929
Miniopterus_magnater	1.053	1.176	1.382976
Miniopterus_pusillus	0.915	0.934	0.872356
Miniopterus_tristis	1.097	1.193	1.423249
Molossus_molossus	1.111	1.137	1.292769
Molossus_rufus	1.324	1.526	2.328676
Monophyllus_plethodon	1.32	1.176	1.382976
Mormoops_megalophylla	1.072	1.196	1.430416
Murina_cyclotis	1.303	0.851	0.724201
Murina_huttoni	1.318	0.944	0.891136
Myotis_adversus	1.033	1.049	1.100401
Myotis_albescens	0.711	0.602	0.362404
Myotis_annectans	0.966	0.991	0.982081
Myotis_bechsteinii	1.149	0.978	0.956484
Myotis_bocagii	0.868	0.845	0.714025
Myotis_dasycneme	1.072	1.176	1.382976
Myotis_myotis	1.262	1.408	1.982464
Myotis_nigricans	0.847	0.663	0.439569
Myotis_siligorensis	0.573	0.539	0.290521
Natalus_tumidirostris	0.909	0.839	0.703921
Noctilio_albiventris	1.217	1.515	2.295225
Noctilio_leporinus	1.497	1.763	3.108169
Nyctalus_noctula	1.086	1.431	2.047761
Nycteris_arge	1.004	1.025	1.050625
Nycteris_grandis	1.204	1.474	2.172676
Nycteris_hispida	0.88	0.892	0.795664
Nycteris_javanica	0.945	1.265	1.600225
Nycteris_macrotis	0.974	1.161	1.347921
Nycteris_thebaica	0.925	0.949	0.900601
Nyctophilus_geoffroyi	0.817	0.857	0.734449
Otomops_martiensseni	1.418	1.618	2.617924
Peropteryx_macrotis	0.667	0.748	0.559504
Phylloderma_stenops	2.019	1.664	2.768896
Phyllostomus_discolor	1.727	1.563	2.442969
Phyllostomus_elongatus	1.53	1.652	2.729104
Phyllostomus_hastatus	1.814	1.963	3.853369
Pipistrellus_javanicus	0.685	0.653	0.426409
Pipistrellus_tenuis	0.585	0.591	0.349281
Afronycteris_nana	0.64	0.591	0.349281
Hypsugo_pulveratus	0.768	0.724	0.524176
Perimyotis_subflavus	0.757	0.724	0.524176
Pteronotus_gymnonotus	1.049	1.134	1.285956
Pteronotus_parnellii_mesoamericanus	1.348	1.305	1.703025
Pteronotus_personatus	0.94	0.908	0.824464
Rhinolophus_cornutus	0.768	0.82	0.6724
Rhinolophus_eloquens	1.199	1.281	1.640961
Rhinolophus_hipposideros	0.737	0.663	0.439569
Rhinolophus_landeri	1	0.987	0.974169
Rhinolophus_lepidus	0.895	0.778	0.605284
Rhinolophus_luctus	1.223	1.516	2.298256
Rhinolophus_macrotis	0.862	0.799	0.638401
Rhinolophus_malayanus	0.862	0.806	0.649636
Rhinolophus_megaphyllus	0.938	0.991	0.982081
Rhinolophus_pearsonii	1.004	1.143	1.306449
Rhinolophus_pusillus	0.801	0.672	0.451584
Rhinolophus_trifoliatus	0.981	1.164	1.354896
Rhinolophus_yunnanensis	1.161	1.371	1.879641
Rhinonicteris_aurantia	0.886	0.934	0.872356
Rhinophylla_pumilio	1.34	0.949	0.900601
Rhinopoma_hardwickii	1.033	1.111	1.234321
Rhinopoma_microphyllum	1.228	1.468	2.155024
Rhogeessa_parvula	0.69	0.653	0.426409
Rhynchonycteris_naso	0.559	0.58	0.3364
Saccopteryx_bilineata	0.877	0.924	0.853776
Saccopteryx_canescens	0.569	0.531	0.281961
Saccopteryx_leptura	0.704	0.708	0.501264
Scotomanes_ornatus	1.201	1.338	1.790244
Scotophilus_dinganii	1.185	1.386	1.920996
Scotophilus_kuhlii	1.057	1.31	1.7161
Sphaeronycteris_toxophyllum	1.382	1.265	1.600225
Sturnira_lilium	1.579	1.305	1.703025
Sturnira_ludovici	1.571	1.413	1.996569
Sturnira_tildae	1.614	1.387	1.923769
Tadarida_aegyptiaca	1.207	1.248	1.557504
Taphozous_australis	1.21	1.38	1.9044
Taphozous_hildegardeae	1.303	1.438	2.067844
Taphozous_mauritianus	1.25	1.462	2.137444
Taphozous_melanopogon	1.307	1.356	1.838736
Tonatia_bidens	1.623	1.468	2.155024
Lophostoma_schulzi	1.155	1.328	1.763584
Trachops_cirrhosus	1.556	1.567	2.455489
Triaenops_persicus	0.863	1.137	1.292769
Tylonycteris_pachypus	0.524	0.681	0.463761
Tylonycteris_robustula	0.663	0.857	0.734449
Uroderma_bilobatum	1.505	1.21	1.4641
Vampyressa_pusilla	1.294	0.934	0.872356
Vampyrum_spectrum	2.084	2.238	5.008644
Alouatta_seniculus	2.605	3.806	14.485636
Aotus_trivirgatus	2.301	2.919	8.520561
Ateles_geoffroyi	2.879	3.903	15.233409
Avahi_laniger	2.222	3.109	9.665881
Plecturocebus_moloch	2.301	2.954	8.726116
Callimico_goeldii	2.025	2.681	7.187761
Callithrix_jacchus	1.928	2.447	5.987809
Cebuella_pygmaea	1.761	2.146	4.605316
Cebus_albifrons	2.675	3.491	12.187081
Cercopithecus_ascanius	2.68	3.531	12.467961
Cercopithecus_mitis_mitis	2.748	3.799	14.432401
Cheirogaleus_major	2.361	2.653	7.038409
Cheirogaleus_medius	2.125	2.248	5.053504
Daubentonia_madagascariensis	3.024	3.447	11.881809
Erythrocebus_patas	2.814	3.892	15.147664
Eulemur_fulvus_fulvus	2.58	3.146	9.897316
Galago_senegalensis	1.953	2.27	5.1529
Galagoides_demidoff	2.091	1.908	3.640464
Gorilla_gorilla	3.327	5.021	25.210441
Homo_sapiens	3.779	4.813	23.164969
Hylobates_lar	2.777	3.756	14.107536
Indri_indri	2.643	3.796	14.409616
Lagothrix_lagotricha	2.808	3.716	13.808656
Lepilemur_mustelinus	2.225	2.961	8.767521
Lophocebus_albigena	2.934	3.898	15.194404
Loris_tardigradus_tardigradus	2.181	2.508	6.290064
Macaca_mulatta	2.733	3.892	15.147664
Microcebus_murinus	1.823	1.732	2.999824
Miopithecus_talapoin	2.467	3.079	9.480241
Nasalis_larvatus	2.739	4.146	17.189316
Nycticebus_coucang	2.507	2.903	8.427409
Otolemur_crassicaudatus	2.376	2.929	8.579041
Pan_troglodytes	3.122	4.663	21.743569
Papio_cynocephalus	3.063	4.398	19.342404
Perodicticus_potto	2.661	3.061	9.369721
Pithecia_monachus	2.49	3.176	10.086976
Piliocolobus_badius	2.64	3.845	14.784025
Propithecus_verreauxi	2.558	3.542	12.545764
Pygathrix_nemaeus	2.656	3.875	15.015625
Saguinus_midas	1.993	2.531	6.405961
Saguinus_oedipus	2.057	2.58	6.6564
Saimiri_sciureus_sciureus	2.231	2.82	7.9524
Tarsius_tarsier	1.594	2.097	4.397409
Varecia_variegata	2.789	3.477	12.089529
