Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m7-fab-005.txt
Log File Name:                   MES_d1_m7-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3333174676
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m7-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	570.287932	1	-0.505714541193	0.682011659044	0.223198498982	-0.024587112640	0.000054300252	0.974025335899	N\A	0.027027525810	0.023779525385	0.002517458824	43	2	
1050000	562.671051	1	-0.502119232390	0.704107603865	0.199750520072	-0.022158192361	0.000037941963	0.974754630819	N\A	0.028184531182	0.024921336288	0.002864934861	37	1	
1100000	561.651210	1	-0.486240442511	0.686078296551	0.223856705952	-0.026557952113	0.000068541818	0.973637139757	N\A	0.018621874566	0.018054556897	0.002446385480	37	2	
1150000	561.564187	1	-0.412750150632	0.625053149299	0.272921482219	-0.028609752241	0.000184177596	0.972134199900	N\A	0.025425754104	0.022646511734	0.002891169756	43	5	
1200000	563.502053	1	-0.321763560233	0.614664082367	0.235377869509	-0.022051558355	0.000052283436	0.970360636278	N\A	0.023680129896	0.021856346775	0.002908825457	41	5	
1250000	576.138347	1	-0.585785190757	0.744978257351	0.151181234722	-0.019817100768	0.000062900633	0.974473558404	N\A	0.023813113673	0.021204479360	0.002846386871	36	3	
1300000	570.606080	1	-0.579407677138	0.757544256315	0.184535488460	-0.030747647493	0.000067909168	0.973205093562	N\A	0.024776946964	0.022508437141	0.002908779343	40	5	
1350000	563.469853	1	-0.537334961667	0.693217590410	0.215975382289	-0.024564829953	0.000101957418	0.972883802083	N\A	0.025929469061	0.023100013907	0.003065189068	33	0	
1400000	572.512531	1	-0.651415275508	0.769916738165	0.134017018693	-0.016966587344	0.000090248987	0.971737255295	N\A	0.025508172021	0.022688762621	0.002810635329	27	3	
1450000	572.480138	1	-0.521510654340	0.695938890486	0.215141432121	-0.026740174774	0.000111055936	0.973508221678	N\A	0.026228191676	0.023508359247	0.003176122473	27	2	
1500000	560.025605	1	-0.496298720096	0.681428049738	0.219781626375	-0.024295222106	0.000059145101	0.973113962961	N\A	0.021381461149	0.020456708674	0.002748191534	38	3	
1550000	563.945364	1	-0.517508442076	0.679080300022	0.248759713643	-0.030188827620	0.000069149289	0.975078244414	N\A	0.025438208542	0.023238209271	0.002244190712	35	2	
1600000	560.893175	1	-0.439591957668	0.667299785422	0.202412181816	-0.019697611635	0.000061335531	0.969679611190	N\A	0.024793998162	0.023576598015	0.002917638521	36	1	
1650000	560.875874	1	-0.601821247194	0.713863771488	0.176795382824	-0.019659535530	0.000086912546	0.970946796339	N\A	0.027288632455	0.023593759315	0.003150807458	37	1	
1700000	578.248785	1	-0.657972626089	0.735795204494	0.195943950415	-0.024459505856	0.000077484340	0.976077683202	N\A	0.022645937276	0.021602531227	0.002832303452	39	3	
1750000	578.680831	1	-0.708763312496	0.726805675294	0.206785458751	-0.026056134189	0.000094639326	0.987427739445	N\A	0.025478906746	0.020737727153	0.002563701544	40	4	
1800000	552.940516	1	-0.518131017730	0.689245786836	0.213023063199	-0.024423155191	0.000174090512	0.972062013206	N\A	0.026498048700	0.023724298178	0.002878172560	37	1	
1850000	560.529413	1	-0.529986928979	0.702157481518	0.193029243891	-0.020900315639	0.000113513056	0.973162643420	N\A	0.027119664760	0.024455144670	0.003238902848	43	2	
1900000	564.628516	1	-0.421834691377	0.637818337273	0.239616056257	-0.024499778765	0.000058533457	0.970931148636	N\A	0.024809740997	0.022349724077	0.002783777887	35	2	
1950000	568.220624	1	-0.643347291668	0.739559781563	0.203490413731	-0.030707950962	0.000068225141	0.978124470781	N\A	0.023611554373	0.022529922088	0.002753123323	40	5	
2000000	582.737566	1	-0.529805122857	0.686469989949	0.200953807503	-0.018720967219	0.000073596171	0.975288689105	N\A	0.025941338767	0.023045093202	0.003089072834	44	4	
2050000	576.676722	1	-0.778691379214	0.735415382754	0.181171494517	-0.021573838233	0.000083203921	0.980708056880	N\A	0.023557811505	0.019870534957	0.002777669543	37	5	
2100000	590.830179	1	-0.603702509441	0.739309794614	0.170778472370	-0.023863667700	0.000083744898	0.977088095567	N\A	0.025022247848	0.022055211625	0.002886093862	30	5	
2150000	572.443399	1	-0.628190280401	0.768944584723	0.132258716399	-0.019827736152	0.000072855887	0.979201458953	N\A	0.019846757467	0.022239226207	0.002723610260	31	2	
2200000	570.952647	1	-0.601580160050	0.728813903394	0.169006081515	-0.018773998703	0.000036170574	0.976575778608	N\A	0.027467573231	0.023773868012	0.002582466105	47	4	
2250000	566.767970	1	-0.451210493481	0.672518183114	0.213848973635	-0.024902459064	0.000060747822	0.971760834458	N\A	0.024470954684	0.021725652983	0.002779960065	32	1	
2300000	564.398355	1	-0.560041248200	0.722178638370	0.207422734034	-0.027183730035	0.000064766899	0.973978534828	N\A	0.029365720345	0.025996597385	0.003132758647	40	2	
2350000	577.112030	1	-0.683784238122	0.733721184221	0.218444192200	-0.028100460852	0.000136506642	0.975329768385	N\A	0.024042968080	0.021753310087	0.002746028065	32	4	
2400000	563.832784	1	-0.496670665172	0.699057001567	0.176659237988	-0.017607925459	0.000075852400	0.972116822792	N\A	0.025888805279	0.023211451070	0.002644214562	24	1	
