Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m8-fab-002.txt
Log File Name:                   MOB_d1_m8-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            528340058
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m8-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	340.248127	1	-1.381985523712	1.292811414205	-0.087758542267	0.140398645313	0.000232425890	0.939041683538	N\A	0.079655420371	0.011635487327	0.027731260175	38	24	
1050000	312.766267	1	-1.096700319761	1.052911781763	-0.061155044234	0.208655522470	0.000261156178	0.913920000981	N\A	0.081322581387	0.009355261664	0.031955887341	22	22	
1100000	320.547475	1	-1.122403804340	1.095916510686	-0.051388117002	0.141871553941	0.000323093596	0.946608419432	N\A	0.059894586106	0.008543907516	0.025998538854	53	25	
1150000	325.357248	1	-1.382413013806	1.216434762806	-0.048043208208	0.059374802477	0.000234217552	0.940756942234	N\A	0.065942677850	0.008601475812	0.027150743394	37	20	
1200000	314.010732	1	-1.648869171870	1.428983033888	-0.097400861437	0.109428578631	0.000189927455	0.932127692527	N\A	0.078588919246	0.012216608109	0.031785687901	51	19	
1250000	326.250462	1	-1.025058643521	1.070775135857	-0.066863756095	0.190781371244	0.000067044532	0.938157482509	N\A	0.082415985137	0.012156519814	0.028994354223	48	19	
1300000	333.893336	1	-1.422508950981	1.254231066647	-0.070883075948	0.116781369171	0.000358593655	0.929615769912	N\A	0.076007519630	0.010472361421	0.032330460930	36	26	
1350000	309.586400	1	-1.536915474611	1.343450581699	-0.101751160096	0.155673231881	0.000202003294	0.933468024397	N\A	0.083734180793	0.012087536946	0.030150751951	50	25	
1400000	296.079868	1	-1.227197578348	1.112896093687	-0.060928018978	0.172768042877	0.000359924440	0.909220616690	N\A	0.100272227939	0.013837044067	0.044351270200	42	21	
1450000	284.304825	1	-1.353408260836	1.242235851033	-0.111448926607	0.300869859766	0.000249122755	0.904242231217	N\A	0.098608631827	0.013992073420	0.038658649097	32	25	
1500000	306.195651	1	-1.158203203524	1.103797330261	-0.067951585121	0.197226083504	0.000262771570	0.917193695526	N\A	0.095514973429	0.014082379403	0.038068910750	34	18	
1550000	290.471890	1	-1.766135469734	1.425501122720	-0.115382133222	0.200554472905	0.000311430177	0.923686974168	N\A	0.098532431121	0.014474294572	0.033806560103	35	15	
1600000	316.121997	1	-1.740679463354	1.483040228200	-0.125740454231	0.190880387895	0.000276929971	0.939504878350	N\A	0.088041279788	0.012366506088	0.031064196949	38	23	
1650000	296.819207	1	-1.375049760216	1.228586643463	-0.055196615745	0.069499045398	0.000257237888	0.929131576031	N\A	0.078501291644	0.012573845809	0.032814192489	35	27	
1700000	303.078447	1	-1.573848266500	1.307157416647	-0.079925058279	0.116486759368	0.000297605786	0.925397410026	N\A	0.076200991883	0.010650036626	0.028932722445	39	22	
1750000	330.274694	1	-1.712187344288	1.417349589120	-0.091451173877	0.097422150673	0.000241591974	0.916542277970	N\A	0.069899297508	0.006613895926	0.028138219861	49	25	
1800000	330.583317	1	-1.458651635864	1.287297232417	-0.098058589772	0.219871055384	0.000219928022	0.925665050615	N\A	0.081072505034	0.011596881242	0.031030190719	37	20	
1850000	313.088562	1	-1.647053762817	1.401173979617	-0.086541009034	0.079706984473	0.000294130616	0.922496332323	N\A	0.085263540453	0.011993103781	0.035919198700	40	20	
1900000	313.199507	1	-1.477734408150	1.246867198039	-0.067510637504	0.110016077605	0.000235007012	0.919801515800	N\A	0.086462195268	0.011265039816	0.039338939752	44	18	
1950000	310.540415	1	-1.782789019700	1.507414700625	-0.110490858562	0.101346572344	0.000226128831	0.924833966169	N\A	0.075644048539	0.011489465709	0.033242360226	35	21	
2000000	292.502231	1	-1.251964233796	1.185061326982	-0.066799921584	0.122581293664	0.000286811713	0.909046221074	N\A	0.095304269838	0.014864658616	0.042863598430	35	16	
2050000	321.867102	1	-1.180703393238	1.182835811951	-0.082404064520	0.183384405738	0.000046060486	0.929511141233	N\A	0.079582383219	0.011745079427	0.032133851035	37	20	
2100000	277.853089	1	-1.363847723966	1.281229945111	-0.112485683754	0.242750014880	0.000028425580	0.906919443351	N\A	0.089062530257	0.014184878124	0.042460117022	43	17	
2150000	309.572217	1	-1.890719831440	1.536147153696	-0.135028304034	0.174163459450	0.000247015944	0.906607888390	N\A	0.088576610386	0.012509378106	0.037178035916	44	22	
2200000	325.832154	1	-1.242532773357	1.154930682086	-0.048774485432	0.079549870292	0.000281610082	0.929948421367	N\A	0.075363660599	0.010875195067	0.028696942074	44	25	
2250000	312.576926	1	-1.790182153838	1.524813348590	-0.125581643075	0.151289044077	0.000264538229	0.943118836414	N\A	0.073007908606	0.011740288272	0.024213052036	50	19	
2300000	281.594665	1	-2.069429792793	1.687190892697	-0.138266003037	0.102748516391	0.000276353899	0.926663679033	N\A	0.098187406277	0.014586522056	0.030253369905	30	15	
