Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m5-glob-006.txt
Log File Name:                   SCH_d1_m5-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2103188845
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m5-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.179389
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	468.778936	1	-1.718676394507	1.179796838551	-0.031515316225	0.000184420998	0.961729299219	N\A	0.046450954236	0.007073624744	28	3	0.000533524615	Global Trend	
1050000	474.727091	1	-1.632769650070	1.137355782112	-0.026828538649	0.000120390662	0.962900766439	N\A	0.044741543647	0.006728806849	25	4	0.001161914583	Global Trend	
1100000	477.143059	1	-1.610894835747	1.233968538493	-0.042453468068	0.000161153805	0.963179781387	N\A	0.036348477307	0.005800815692	39	3	0.006449105504	Global Trend	
1150000	454.909773	1	-1.641702789284	1.184652335599	-0.035859345846	0.000251410285	0.956516809600	N\A	0.045701769848	0.007249579256	40	4	0.004950918974	Global Trend	
1200000	461.259520	1	-1.637924981949	1.209926100326	-0.040723212573	0.000108200697	0.963397313958	N\A	0.039498659183	0.006159322764	37	2	0.003256773343	Global Trend	
1250000	491.206044	1	-1.757085347592	1.218619767679	-0.043449421978	0.000100369895	0.965341265724	N\A	0.047190890786	0.007392296993	32	7	-0.001087743533	Global Trend	
1300000	475.678245	1	-1.545450611001	1.128325707204	-0.030648503289	0.000128033126	0.966159768887	N\A	0.038046255367	0.005876342738	37	3	0.002961629328	Global Trend	
1350000	494.543668	1	-1.577253784926	1.115692160110	-0.026327416790	0.000173001105	0.969789143206	N\A	0.048003405949	0.007532521248	38	4	0.001155736291	Global Trend	
1400000	491.869993	1	-1.769182830913	1.228534670141	-0.043607640663	0.000125149459	0.967056116873	N\A	0.042676209849	0.006824778785	32	7	-0.001109808212	Global Trend	
1450000	494.935919	1	-1.704532819908	1.199369879864	-0.038943688813	0.000079825983	0.966898186730	N\A	0.047680809205	0.007737089437	35	4	0.000262180962	Global Trend	
