Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m7-fab-004.txt
Log File Name:                   HIP_d1_m7-fab-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            913995956
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m7-fab-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	437.923427	1	-0.773128095439	0.889962150540	0.025662959482	-0.008506215753	0.000101068500	0.956303128341	N\A	0.034145796378	0.032003276860	0.004557846714	38	8	
1050000	450.802192	1	-0.936922599116	0.957374263010	0.005000794675	-0.013026102088	0.000089372382	0.957442632380	N\A	0.035649214434	0.033354276496	0.004773416126	38	5	
1100000	475.519151	1	-0.850624737691	0.947278929988	-0.026920636627	-0.006453941019	0.000090621542	0.959821270727	N\A	0.032469220712	0.029020198628	0.004384932378	48	5	
1150000	470.008618	1	-0.959555624241	0.990126997985	-0.028372674236	-0.010604614726	0.000123564619	0.962873019082	N\A	0.037204204644	0.032407888242	0.004069383564	41	8	
1200000	472.389015	1	-0.771818578739	0.885845146560	0.056364520459	-0.014355306106	0.000189491767	0.963488151585	N\A	0.034059971013	0.029512893640	0.003952452060	34	7	
1250000	455.412570	1	-0.928503917242	0.952237211198	0.015252965447	-0.014155089424	0.000118714256	0.953819302560	N\A	0.037800624717	0.033712625082	0.004451748420	40	8	
1300000	449.206075	1	-0.663296118474	0.836643241221	0.045962938810	-0.006962628419	0.000127145226	0.952888357419	N\A	0.038964994169	0.034531412980	0.004619116374	37	4	
1350000	445.503429	1	-0.934418176275	0.967418561698	-0.015909265357	-0.009667451679	0.000115921743	0.953022930469	N\A	0.043812590827	0.036998717623	0.004677007867	53	4	
1400000	449.309317	1	-0.815429325015	0.920011848016	0.000254557814	-0.009290538206	0.000115014128	0.955434748603	N\A	0.037377970620	0.034233836300	0.004559286934	44	5	
1450000	450.370262	1	-0.846248315398	0.914281793228	0.023605647787	-0.008505923355	0.000108787514	0.963782366287	N\A	0.034923701053	0.029762207927	0.004187725593	43	5	
1500000	455.001028	1	-0.785391619784	0.881096661214	0.053730707746	-0.014305189030	0.000093972926	0.960145114325	N\A	0.034148344274	0.031496088663	0.004246834425	41	4	
1550000	438.335196	1	-0.808425663626	0.881898852005	0.058026284559	-0.015104298072	0.000144501795	0.956790654708	N\A	0.037221789895	0.034424084629	0.005000960112	44	4	
1600000	488.193057	1	-0.834789539233	0.914908887564	0.009656121571	-0.005519027253	0.000087683498	0.971021324807	N\A	0.028825573711	0.026028789416	0.003524644505	41	10	
1650000	474.037115	1	-0.926700004362	0.945501639855	0.036316275267	-0.017821391923	0.000040724901	0.974502481166	N\A	0.031875918688	0.023974423129	0.003771870357	46	9	
1700000	447.591398	1	-0.931108527251	0.940022689077	-0.021452765547	-0.004673777422	0.000097094833	0.953341403723	N\A	0.036925159184	0.032971117955	0.004480694721	44	10	
1750000	468.027370	1	-0.834219450171	0.888475468572	0.065573272368	-0.014926004735	0.000091805270	0.959059759134	N\A	0.033286595938	0.030972326087	0.004090004694	37	7	
1800000	463.926995	1	-0.660191741322	0.812037614429	0.105971538164	-0.016035684707	0.000128309603	0.957855378808	N\A	0.035567158217	0.031376680601	0.004617205104	42	5	
1850000	457.069681	1	-0.814771888997	0.847381153609	0.130431743283	-0.020985993768	0.000162355613	0.962072896649	N\A	0.036183883306	0.032556038000	0.004163394013	44	4	
1900000	468.312548	1	-0.905655086900	0.935998433007	0.007993319057	-0.010673675897	0.000096205734	0.963560075946	N\A	0.033223369608	0.028952305489	0.003677219072	35	8	
1950000	458.297933	1	-0.623945887008	0.824120717316	0.098480739178	-0.015935212213	0.000096304007	0.953565316921	N\A	0.039577020452	0.033686163928	0.004371665229	33	5	
2000000	457.395670	1	-0.769975789027	0.870629291739	0.082315611877	-0.018638645686	0.000100731982	0.957067795261	N\A	0.036356469177	0.033297248397	0.004720975503	53	4	
2050000	472.107298	1	-0.917821846142	0.925109472007	0.044748285618	-0.013535547645	0.000105130374	0.964016844386	N\A	0.033806812854	0.029980294366	0.003990824238	47	5	
2100000	465.121577	1	-0.882078477537	0.958795264987	-0.019199389283	-0.008077632903	0.000021198057	0.959360684506	N\A	0.031289074859	0.028003086674	0.004193280856	40	7	
2150000	449.553744	1	-0.904119756518	0.943987874070	0.029564291566	-0.018234608303	0.000021167332	0.957999892197	N\A	0.039078605259	0.034296159845	0.004769665701	44	4	
2200000	460.818624	1	-0.881766373093	0.908544207313	0.063099915830	-0.021253712161	0.000156577587	0.962106402748	N\A	0.032279581444	0.029788919276	0.004214325365	46	7	
2250000	454.315305	1	-0.829805370022	0.910056586738	0.024583820239	-0.009899051946	0.000091855571	0.957297554815	N\A	0.036443084574	0.032463106606	0.004673671723	36	5	
2300000	466.770367	1	-0.754890652751	0.860904575579	0.042500007146	-0.003536878335	0.000109491533	0.968341595795	N\A	0.032459919146	0.028328025060	0.003866119512	45	4	
2350000	443.088047	1	-0.873873217689	0.892122309477	0.102885342828	-0.024286193296	0.000098499528	0.957477899772	N\A	0.036262352131	0.032834311939	0.004439106524	42	7	
2400000	445.769962	1	-0.961922302794	0.945436918683	0.063959342974	-0.024610491938	0.000146334231	0.956567232381	N\A	0.036745228918	0.033894795281	0.004646196174	46	7	
2450000	455.217270	1	-0.784156005617	0.941093970598	0.020035982164	-0.014344181942	0.000117479551	0.959800402325	N\A	0.037751486045	0.034701949494	0.004811153134	30	7	
2500000	454.542444	1	-0.983389730493	1.002770273653	-0.042082911156	-0.010145818411	0.000165715107	0.956525409033	N\A	0.038055922183	0.033196845136	0.004286679570	49	7	
2550000	480.364754	1	-0.697834522885	0.852883388536	0.065296516596	-0.012539249335	0.000076671706	0.963450204781	N\A	0.036187247020	0.032428801674	0.004108013951	36	6	
2600000	453.507823	1	-0.843447833842	0.896489167913	0.092610789319	-0.025386692579	0.000017289681	0.954532338353	N\A	0.037309400476	0.035028314485	0.004986368588	38	5	
2650000	486.277158	1	-0.787378047866	0.872751879637	0.089907835506	-0.019433052770	0.000032567735	0.972163324544	N\A	0.029387332877	0.027785089030	0.004009037253	46	8	
2700000	473.348603	1	-0.927655464834	0.967826899618	0.015426335136	-0.015462560769	0.000015156832	0.970154978338	N\A	0.029047263604	0.027664315319	0.003651337261	44	4	
2750000	481.491429	1	-0.928765938626	0.946737847676	0.032305056915	-0.016356000887	0.000033198084	0.963622315044	N\A	0.032374119717	0.030164105565	0.004518592388	40	12	
2800000	481.096774	1	-0.851952610861	0.949586645798	-0.004609541552	-0.009793656761	0.000017250724	0.987317083635	N\A	0.025514337636	0.031897399773	0.004347610899	38	8	
2850000	461.000327	1	-0.942190200512	0.935753007461	0.067359247578	-0.022125922397	0.000047509437	0.962087639706	N\A	0.035254902939	0.032000387087	0.004114410467	49	8	
2900000	470.257871	1	-0.807390330391	0.896513417881	0.033277520023	-0.009949469696	0.000090748358	0.965056740905	N\A	0.036213797781	0.031142658872	0.004318011894	40	9	
2950000	469.181143	1	-0.908222204074	0.915756216487	0.040556721640	-0.014176358748	0.000113512016	0.957818161512	N\A	0.032704387317	0.030634030732	0.004271784658	29	6	
3000000	478.808608	1	-0.886523121959	0.965856102829	-0.023298226825	-0.007596951404	0.000082316487	0.962671632877	N\A	0.034460782958	0.030586431426	0.004269033454	49	8	
3050000	459.308361	1	-0.759096044321	0.895740416430	0.036925967214	-0.010309360339	0.000015205839	0.954710773818	N\A	0.038657107109	0.034174235117	0.004414847015	49	5	
3100000	455.128832	1	-0.882795164190	0.914560385417	0.047333704647	-0.013792590826	0.000137077406	0.954548111498	N\A	0.036128408922	0.031485994999	0.004212013840	42	10	
3150000	444.220652	1	-0.807504198612	0.872431479463	0.077100414011	-0.013962082512	0.000123618532	0.962857319192	N\A	0.035564745374	0.031466311029	0.004272078190	49	6	
3200000	458.428285	1	-0.992726785959	0.982462129023	-0.005201567097	-0.010970534355	0.000120450176	0.969401012851	N\A	0.027671832586	0.029112730844	0.004370984679	32	6	
3250000	483.032489	1	-0.775736872445	0.860404441580	0.080293413178	-0.014075429749	0.000060694457	0.977952807773	N\A	0.023858218764	0.021465118136	0.003051203418	37	9	
3300000	456.301614	1	-0.623832437659	0.805855991692	0.094687686495	-0.014095791993	0.000083747640	0.953626591587	N\A	0.036751303684	0.031463490215	0.004385875395	42	4	
3350000	460.131001	1	-0.998795399661	0.984143282333	-0.004140296087	-0.012961475169	0.000111682060	0.959255150069	N\A	0.036650817735	0.032876641190	0.004241972767	37	6	
3400000	438.700460	1	-0.821894866303	0.913630165911	0.012846667918	-0.007777005955	0.000141992269	0.959187769622	N\A	0.035293782254	0.032943626262	0.004772063461	49	2	
3450000	447.719386	1	-0.787413194423	0.860427918846	0.095447295917	-0.020402115004	0.000104174394	0.959924868691	N\A	0.034457205005	0.031214468972	0.004147219817	37	8	
3500000	469.153311	1	-0.729060699377	0.834972808629	0.117831094378	-0.019908389865	0.000068565995	0.955207795163	N\A	0.036170623972	0.031367381109	0.004504166685	41	11	
3550000	466.172177	1	-0.930021492045	0.995722197977	-0.050105422166	-0.004695548146	0.000009136713	0.965789871604	N\A	0.034505877244	0.025766077978	0.003807851709	42	6	
3600000	486.402629	1	-0.773559009895	0.913282100692	0.005519843443	-0.005639193515	0.000006814001	0.964393724219	N\A	0.029268869795	0.026600421518	0.003800512248	42	10	
3650000	463.766590	1	-0.875052364447	0.955275170644	0.001288684064	-0.010611672593	0.000020101920	0.959533338626	N\A	0.035182942170	0.031008639693	0.004179559155	40	7	
3700000	447.898113	1	-0.841039710708	0.886760216609	0.073825815956	-0.016329320080	0.000079925000	0.956123193818	N\A	0.037594473735	0.034066933101	0.004466072548	39	6	
3750000	453.809565	1	-0.888894882395	0.974397084293	-0.021845201665	-0.008298074611	0.000053153510	0.957484202062	N\A	0.035400158705	0.033308064631	0.004558269960	42	9	
3800000	435.926488	1	-0.968079118232	0.995256986025	-0.059225554054	-0.000749480994	0.000081172000	0.948854121886	N\A	0.039812076305	0.037472501603	0.005332222892	43	3	
3850000	453.602103	1	-0.790366760577	0.881318865624	0.063399397637	-0.016067220312	0.000132350670	0.957354792322	N\A	0.039876296768	0.035367022670	0.004450401172	39	5	
