Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m7-fab-003.txt
Log File Name:                   DIE_d1_m7-fab-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3180288413
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m7-fab-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	736.272597	1	-1.033678640376	0.955914550997	0.056810247210	-0.007850667825	0.000012886162	0.992263169649	N\A	0.017264515888	0.016119508291	0.002196408033	30	0	
1050000	734.096816	1	-0.946085069939	0.911083084451	0.084347036427	-0.007753726246	0.000026867803	0.993499870831	N\A	0.012059146427	0.012191413071	0.001770528376	39	0	
1100000	731.363307	1	-0.924088021877	0.913681326023	0.059840428134	-0.002292742191	0.000023685081	0.992067082767	N\A	0.015954947935	0.014686115003	0.002181545915	38	1	
1150000	730.302762	1	-0.921127594692	0.898690473763	0.088602769621	-0.006414362402	0.000035181614	0.992206642673	N\A	0.017079522449	0.015225630755	0.002109051294	34	0	
1200000	737.012325	1	-0.957697437295	0.912636879780	0.081614150892	-0.006120062177	0.000024788388	0.994242368204	N\A	0.017344035282	0.016162067758	0.002201291206	31	0	
1250000	735.202548	1	-0.948397631798	0.913531515783	0.085438435645	-0.008884878932	0.000022546427	0.992596281072	N\A	0.016746740545	0.015098541008	0.002154571092	27	0	
1300000	730.478413	1	-0.985743612446	0.933386100773	0.068071084780	-0.007660312196	0.000032017127	0.991694972815	N\A	0.017385554586	0.015659343715	0.002193616253	42	0	
1350000	745.657692	1	-0.948400566796	0.919286560625	0.070367452153	-0.006750590741	0.000030664779	0.992991821741	N\A	0.016429914836	0.014877943973	0.002002013859	31	2	
1400000	734.886290	1	-0.986111782480	0.941446901448	0.057903120531	-0.007979994733	0.000020767446	0.992409800457	N\A	0.014514323256	0.013873032810	0.001971908780	42	1	
1450000	742.503179	1	-1.021939440512	0.949110615988	0.065082671803	-0.008746771508	0.000024240760	0.992489078407	N\A	0.016328866796	0.014215054184	0.002062510995	32	2	
1500000	728.414083	1	-1.006010622798	0.950735637393	0.044369151991	-0.004357336513	0.000025063214	0.992220736673	N\A	0.016226881646	0.015126891528	0.002102643191	32	0	
1550000	725.157833	1	-0.956931821956	0.917548200314	0.080851536374	-0.006936105172	0.000024988594	0.992599780606	N\A	0.016940215309	0.015353336474	0.002059162642	29	0	
1600000	729.130136	1	-0.925853167142	0.913002298635	0.056110299354	-0.000702285619	0.000024783845	0.992698944768	N\A	0.015873271204	0.014899981620	0.002127546687	45	0	
1650000	726.181622	1	-0.941176532266	0.904041991716	0.099077390090	-0.010288223494	0.000031149820	0.991463191013	N\A	0.017489680029	0.015945020085	0.002272102589	31	0	
1700000	739.268124	1	-0.989092925092	0.937819689605	0.060087602722	-0.006140893904	0.000023278762	0.992586179596	N\A	0.017860191804	0.015923168607	0.002085464969	44	0	
1750000	729.774301	1	-1.029393570429	0.957946566955	0.052535836165	-0.008438260852	0.000022077721	0.991984603404	N\A	0.017788840813	0.015926701473	0.002116468449	37	0	
1800000	737.605646	1	-0.987737164211	0.929811615751	0.064226254967	-0.003357934671	0.000023116724	0.992201572762	N\A	0.017268136691	0.015685794858	0.002240868778	36	0	
1850000	733.130862	1	-0.981240407979	0.926175936063	0.068760756424	-0.004708110300	0.000011616375	0.992696970298	N\A	0.012544816384	0.013317630875	0.002174522364	39	0	
1900000	727.757282	1	-0.998785066934	0.934225909261	0.072579739405	-0.007394061793	0.000020843128	0.992616296389	N\A	0.015817199319	0.014853816635	0.002065081702	29	0	
