Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m3-glob-001.txt
Log File Name:                   SCH_d1_m3-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3520042751
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m3-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.179389
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	383.095811	1	0.458557667187	0.754757034979	-0.034154462322	0.000277552539	0.924902935080	N\A	0.023206604244	0.004929830032	38	13	-0.003706537519	Global Trend	
1050000	377.778105	1	0.299566417354	0.773435367220	-0.039009072432	0.000231318542	0.923158463752	N\A	0.022326352341	0.004458780972	36	20	-0.000407812153	Global Trend	
1100000	373.722408	1	0.347782440230	0.734412055214	-0.033791067779	0.000327988958	0.923426361430	N\A	0.022956329456	0.005112547793	31	14	0.000380819853	Global Trend	
1150000	371.905198	1	0.414384593620	0.729859892514	-0.027774884920	0.000214350948	0.925975505204	N\A	0.022022948288	0.004779482066	36	10	-0.001747631058	Global Trend	
1200000	360.874106	1	0.387425376794	0.790848516997	-0.042994710878	0.000294315516	0.913483006227	N\A	0.023768567961	0.004765199282	34	9	-0.003035134044	Global Trend	
1250000	360.308029	1	0.318595423653	0.794522564211	-0.042273411591	0.000228770248	0.918051578376	N\A	0.023116475296	0.005035316133	42	8	-0.001389380442	Global Trend	
1300000	353.414601	1	0.264678524475	0.751206195015	-0.033061408626	0.000254855815	0.914611423809	N\A	0.024987885250	0.005082488570	36	8	0.000810867590	Global Trend	
1350000	356.331108	1	0.172375282777	0.768373420777	-0.038653766465	0.000182331213	0.929710749025	N\A	0.022396774323	0.004474723595	40	12	0.002268760890	Global Trend	
1400000	378.221066	1	0.349255962301	0.797988319976	-0.046442056869	0.000213172464	0.925913185521	N\A	0.023000937193	0.004774241331	28	14	-0.001799120873	Global Trend	
1450000	365.231580	1	0.310436086622	0.744133603282	-0.034364313034	0.000253902759	0.937166602291	N\A	0.021944433337	0.004806487847	29	12	-0.000062840030	Global Trend	
