Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m9-VR-002.txt
Log File Name:                   PAL_d1_m9-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            264474478
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m9-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1500000	397.041030	1	-1.362077356007	1.083212660233	-0.042568536916	0.133844407894	-0.012839786965	0.000243135169	0.941342191138	N\A	0.156395704928	0.022037165457	0.063903582600	0.011761315413	57	26	
1550000	389.735107	1	-1.609564577043	1.397802899547	-0.073046425520	-0.015517126477	0.005679617355	0.000325637386	0.943777922871	N\A	0.154394365474	0.022310623089	0.061850873207	0.011554819142	41	34	
1600000	414.448384	1	-1.533412700854	1.364285745191	-0.065547435617	-0.054340910721	0.006362629307	0.000184245726	0.952511121629	N\A	0.102035659363	0.016897743058	0.042350515946	0.009151031971	48	28	
1650000	398.479087	1	-1.267467113272	1.106811912284	-0.033072384071	0.042110080243	-0.008857320928	0.000211152823	0.947310229590	N\A	0.126040950534	0.017982669763	0.053039722009	0.009594403684	46	30	
1700000	402.925906	1	-1.351987945641	1.285749761334	-0.061080883657	0.003891938069	0.004093307738	0.000245443811	0.945956543877	N\A	0.103422337970	0.014348571504	0.049334996920	0.008645539611	51	28	
1750000	405.462309	1	-1.085130617500	0.996475676259	-0.006461765601	0.071343222645	-0.024272768165	0.000263843636	0.945822374346	N\A	0.085009625053	0.014400683502	0.033088892358	0.007996842972	56	25	
1800000	383.096026	1	-1.359370017579	1.196188070366	-0.045678487953	0.025559383954	-0.006779511636	0.000700868617	0.934539305464	N\A	0.127907219445	0.017840915412	0.058023963405	0.009950389964	41	36	
1850000	404.208886	1	-1.766792656829	1.663363164766	-0.131106380503	-0.097291054844	0.039714661097	0.000130231480	0.950980120448	N\A	0.142508736664	0.021812481897	0.055208803833	0.011360275363	61	30	
1900000	413.776000	1	-1.452776168002	1.319320302200	-0.044913576560	-0.098846605204	0.007733497593	0.000217677735	0.957508250996	N\A	0.083506304550	0.014212500355	0.035380941361	0.007895090275	44	29	
1950000	391.948849	1	-1.594812096815	1.384637228461	-0.066394839353	-0.035127300758	0.000056937538	0.000260296949	0.939773389831	N\A	0.125225553404	0.018086381706	0.055023756911	0.010047683970	44	23	
2000000	407.327162	1	-1.338436742316	1.276131830742	-0.042848826571	-0.068968616147	0.003726557762	0.000305920070	0.962896035275	N\A	0.077192578553	0.013480288695	0.033137985298	0.007871900660	51	29	
2050000	369.366923	1	-1.102419317418	0.966474726267	-0.016457264580	0.108000826373	-0.019483612741	0.000413910695	0.934221779208	N\A	0.159408234390	0.023715807145	0.064942770055	0.012743963275	49	22	
2100000	391.359264	1	-1.122852499037	1.014803632427	-0.019035556339	0.076009277003	-0.011819461149	0.000131896953	0.941421950444	N\A	0.149326059572	0.020788788293	0.062684650663	0.011284783111	55	27	
2150000	388.865162	1	-0.911708740376	0.916346539633	-0.011721461060	0.085851358392	-0.008908740725	0.000474188788	0.938985500192	N\A	0.121928493347	0.016799149857	0.058763311597	0.010879116452	42	23	
2200000	390.901410	1	-0.948748505494	0.832836025983	0.022856907569	0.097649313645	-0.031867706939	0.000574484295	0.944634301064	N\A	0.149933798943	0.022594876701	0.060071854116	0.011553828630	43	23	
2250000	395.813662	1	-1.303585792714	1.216715261763	-0.043406415395	0.042456861741	-0.014227460137	0.000200120661	0.937905681630	N\A	0.149422425256	0.020344096853	0.065539207954	0.010910881073	40	22	
2300000	393.679329	1	-1.469414945616	1.334869621137	-0.048502397626	-0.056452570821	0.003402021495	0.000274785138	0.943473402421	N\A	0.114690471554	0.017056568239	0.049269644336	0.008902688125	43	24	
2350000	401.203868	1	-0.887667611862	0.881759659927	0.011754480540	0.120343385618	-0.034367145310	0.000264309473	0.944914527884	N\A	0.109668758108	0.014702263473	0.051785223157	0.008735822579	44	18	
2400000	388.915228	1	-1.082474094524	1.096153423622	-0.026228502137	-0.022953418518	0.005119471570	0.000394584175	0.938473981061	N\A	0.141359180744	0.021156094301	0.057805136557	0.011068362818	49	23	
2450000	379.067796	1	-1.691660752668	1.481685361255	-0.067162796425	-0.132442284192	0.013307204560	0.000289499128	0.942265957225	N\A	0.150667950211	0.021726086195	0.057804168074	0.011047036211	47	36	
2500000	403.655883	1	-1.515893040608	1.089056753559	-0.021869533372	0.047279996367	-0.015009404363	0.000233018301	0.944069041778	N\A	0.137329040873	0.019333328649	0.058091335441	0.010550478895	51	28	
2550000	387.859921	1	-1.004950578571	0.896605626763	-0.012063501147	0.168227763109	-0.025614376235	0.000428549852	0.942703313942	N\A	0.133679528522	0.018266062278	0.058549595150	0.010289182516	48	28	
2600000	379.312704	1	-1.258187880568	1.095579205944	-0.029290422119	0.098872160684	-0.022884591691	0.000360991154	0.931094307165	N\A	0.152650850082	0.022789681685	0.063288681786	0.012137763567	45	28	
2650000	400.106515	1	-1.725368394967	1.370636608757	-0.075334226721	-0.017900002099	0.012880003660	0.000265297628	0.947962090224	N\A	0.128684835366	0.018626827321	0.052134402329	0.009775064905	44	25	
2700000	396.550875	1	-1.417137433792	1.181526437740	-0.053615053825	0.033812959155	0.002120285437	0.000341598890	0.940720039540	N\A	0.138686456051	0.019522158159	0.059618612101	0.011038540882	52	27	
2750000	409.566912	1	-0.442223452532	0.578197867002	0.042173307777	0.241421551311	-0.046419793022	0.000274900052	0.942802638153	N\A	0.110374479643	0.014604456588	0.051852499998	0.008916781233	41	26	
2800000	405.564172	1	-0.706902048263	0.765953817134	0.020602797628	0.140483016503	-0.028042723096	0.000067152416	0.938461674711	N\A	0.121146406206	0.015297373164	0.056838096751	0.008703423010	35	23	
2850000	388.324895	1	-1.442970927985	1.347235548221	-0.064030917334	-0.019873464975	0.001402784081	0.000200979092	0.939123143216	N\A	0.140353151513	0.019369615949	0.060984474822	0.010244108151	41	29	
2900000	397.156573	1	-1.510562269269	1.298460137554	-0.062115418772	-0.050360950312	0.015597380184	0.000501765335	0.941017425491	N\A	0.129739099504	0.019823146202	0.054646149831	0.011055911283	46	35	
2950000	401.745098	1	-1.130339953393	1.020791274411	-0.023258450762	0.072357776747	-0.009605946779	0.000365692861	0.947136558847	N\A	0.145375382317	0.020617833653	0.061293529324	0.011286285553	50	21	
3000000	396.255954	1	-1.401339220133	1.249014976818	-0.048555956929	-0.002521237665	0.000510633171	0.000321472509	0.937994875727	N\A	0.156641340687	0.022465622973	0.063933214048	0.011815657334	57	21	
3050000	398.331402	1	-1.580978513606	1.249180494975	-0.039164285036	-0.020534317593	-0.005167915928	0.000717310628	0.945163815475	N\A	0.117917018997	0.016455790819	0.051296005239	0.008640003227	47	24	
3100000	402.692549	1	-1.596105711605	1.305358744362	-0.060363351196	-0.012962249896	0.001399819847	0.000724258736	0.947494434575	N\A	0.118300452301	0.017687862909	0.050744440209	0.009478804155	51	32	
3150000	388.828154	1	-1.704869490712	1.371640213147	-0.057696068591	-0.081669053244	0.005926466249	0.000275407933	0.940982360642	N\A	0.140441024321	0.019028024131	0.060874542260	0.010536241036	49	30	
3200000	395.920136	1	-1.504574398910	1.271830899876	-0.055078580308	-0.042623513674	0.010948474750	0.000247019900	0.947441395765	N\A	0.123509126623	0.018772065636	0.052320125565	0.010171885313	47	23	
3250000	390.685779	1	-1.200881079253	1.051873481629	-0.017106672451	0.062236610632	-0.015819427075	0.000242942202	0.935724069143	N\A	0.132614531570	0.019888600328	0.056768325422	0.010564452722	49	27	
3300000	390.891883	1	-1.804763906315	1.578910033717	-0.086047083772	-0.126274179336	0.013360361472	0.000150866842	0.943735049738	N\A	0.137858100672	0.020395601248	0.057214757835	0.011053945692	53	16	
3350000	378.910328	1	-1.171370342077	0.978279657119	-0.005036695021	0.048540527270	-0.014882992221	0.000397621964	0.935548679113	N\A	0.133794732947	0.017206043193	0.062879267828	0.010356338272	45	30	
3400000	383.759219	1	-1.758519676332	1.280566722816	-0.042107821894	0.000642343474	-0.011247958429	0.000552902959	0.942183570484	N\A	0.148388361744	0.021070725870	0.060610190385	0.011045673875	45	25	
3450000	376.900521	1	-1.403929901149	1.128754255836	-0.024557699742	0.023403517322	-0.015782856625	0.000295506745	0.932191700168	N\A	0.143137947792	0.020053360052	0.063376598750	0.011634602662	46	18	
3500000	399.067869	1	-1.084002189723	0.945193373889	-0.001389803397	0.084032755184	-0.023080522196	0.000332792156	0.941855343672	N\A	0.128671160720	0.016585065713	0.061095457687	0.009907046260	37	34	
3550000	393.296735	1	-1.065563455236	1.036268673035	-0.014475323069	0.051210438026	-0.017863303841	0.000293108426	0.946651303627	N\A	0.124292945721	0.016068608566	0.057866595571	0.009411297934	52	22	
3600000	400.567301	1	-1.764664075692	1.428606034280	-0.078072540178	-0.055494524362	0.011300799567	0.000433146388	0.950168307168	N\A	0.107276816565	0.017057230460	0.044834566782	0.008996343986	38	30	
3650000	393.151888	1	-1.410809785848	1.141746424109	-0.026612212333	0.010825560526	-0.008972120320	0.000352269862	0.937871595823	N\A	0.122891173909	0.016088245831	0.056977310747	0.009595973965	48	25	
3700000	408.236157	1	-1.896712483648	1.503478142969	-0.092004058482	-0.091651241189	0.022526982921	0.000304726383	0.946713532038	N\A	0.120764243026	0.019084432318	0.048416553818	0.010084844334	47	28	
3750000	394.145695	1	-1.043624914594	0.880887550046	0.001596388382	0.127002461312	-0.031761984256	0.000176479659	0.940114742967	N\A	0.130502443396	0.017015910164	0.059012583281	0.009289136351	52	24	
3800000	384.589140	1	-1.434739455292	1.240227741645	-0.051674514421	0.029378950241	0.000613304876	0.000351721169	0.939203017266	N\A	0.147442301601	0.021241665905	0.061861126521	0.011444443504	39	24	
3850000	389.290459	1	-1.035962802642	0.984627895152	0.002780348064	0.023515026699	-0.019341158303	0.000221577765	0.941310598047	N\A	0.113122784727	0.015236427324	0.055141443969	0.009478877291	41	30	
3900000	398.585158	1	-1.390891373573	1.206651606879	-0.030371405833	-0.002293364078	-0.011269559755	0.000296842564	0.932884819433	N\A	0.144852104130	0.020828552911	0.062409033907	0.011546756935	47	20	
3950000	409.593094	1	-0.892802066667	0.949565240530	-0.013676049635	0.098010135442	-0.016410861412	0.000252123020	0.941850008626	N\A	0.153611894375	0.021506582756	0.063778131561	0.011230871854	52	16	
4000000	391.199621	1	-1.420807163714	1.321339270926	-0.051466443195	-0.034163193775	-0.000458810121	0.000215270209	0.942760877111	N\A	0.142985614880	0.019669412275	0.061199988813	0.010319567089	41	32	
4050000	404.493537	1	-1.176900574565	1.167003108859	-0.042351846889	0.037679854951	-0.006205555273	0.000360053017	0.949128582899	N\A	0.125450534275	0.018525106782	0.051899080213	0.010087541048	50	29	
4100000	400.660464	1	-1.336753884652	1.051033487641	-0.023296137439	-0.001838052186	-0.000520604055	0.000283765339	0.939865298776	N\A	0.135536074297	0.020416342103	0.056144871380	0.010859931215	50	31	
4150000	400.438278	1	-1.601082926639	1.301456108919	-0.054827939841	-0.023203291472	-0.003802677398	0.000346079548	0.947381477511	N\A	0.135453276255	0.020810526551	0.053562763858	0.010684594667	41	30	
4200000	379.968565	1	-1.389365815698	1.226392867135	-0.049873373182	0.047634870060	-0.007632826197	0.000171995460	0.935046852792	N\A	0.141022076024	0.019815942291	0.058716294229	0.009994912352	52	28	
4250000	410.526794	1	-1.350311325946	1.184786311401	-0.037342766147	-0.024006181284	0.001137976782	0.000275431672	0.947387436920	N\A	0.124000037046	0.017874814827	0.053209425293	0.009338628976	32	32	
4300000	397.408171	1	-1.150956079520	0.944549963448	-0.001343974277	0.059911041718	-0.018343962894	0.000213147211	0.939500771734	N\A	0.115855001499	0.015824828414	0.053397741876	0.009171070422	38	30	
4350000	404.513662	1	-1.678500033643	1.357893198428	-0.070414735408	-0.050208027688	0.013585225320	0.000376376116	0.945931009862	N\A	0.139827390047	0.019848202985	0.059375243345	0.010423244290	48	35	
4400000	399.398599	1	-0.951221872564	0.823782897245	0.015058900463	0.126546701934	-0.030230894976	0.000490650124	0.955091663971	N\A	0.085796785127	0.014266469855	0.040298393118	0.007839180757	46	29	
4450000	397.573891	1	-1.187979695787	1.000117022572	-0.027361277607	0.140832597192	-0.018547645121	0.000358962246	0.940124421991	N\A	0.141100787416	0.020439766778	0.057220377126	0.010838915649	53	27	
4500000	404.845368	1	-1.033323168247	0.893641124845	0.005805311539	0.123854981001	-0.028419060567	0.000309946529	0.943258122541	N\A	0.112275835789	0.014360531431	0.052578002329	0.008592544768	46	21	
4550000	406.869785	1	-1.510792674035	1.282375540267	-0.062938422603	-0.010874882309	0.007032329751	0.000294311476	0.941032053864	N\A	0.161702627566	0.023459058676	0.064034923733	0.012229837330	38	25	
4600000	396.953679	1	-1.047909191341	1.026261275175	-0.025882450177	0.116320425456	-0.015360260684	0.000244157452	0.940761583650	N\A	0.146156084370	0.020553409851	0.060161708088	0.010792219750	45	35	
4650000	402.286519	1	-1.228084160260	1.203790207988	-0.046499777250	0.008021829934	-0.000510245542	0.000173377686	0.942100715479	N\A	0.141405034799	0.019829453225	0.058154847342	0.010517149061	52	29	
4700000	388.765943	1	-1.195159623451	0.940677484060	0.009579447018	0.068636733292	-0.029219987471	0.000491115102	0.938285499890	N\A	0.139214715495	0.019841821773	0.058480977530	0.010674185941	47	33	
4750000	386.811607	1	-1.055585941388	0.904760009165	-0.007209775564	0.161065635011	-0.026768673314	0.000390262044	0.933134959478	N\A	0.135859745657	0.017328816331	0.062223975078	0.009743714295	44	31	
4800000	400.073132	1	-1.093747836565	0.926257509615	0.001447100042	0.061731825900	-0.016964562582	0.000341627079	0.945502236682	N\A	0.112816212139	0.015097351854	0.047673056459	0.008362125683	52	22	
4850000	398.737650	1	-1.231871504874	1.089586017049	-0.032065334336	0.062928780191	-0.011180829959	0.000375087873	0.949033805587	N\A	0.124617278672	0.017360939706	0.053251614271	0.009928274596	46	28	
4900000	382.099055	1	-1.720256281693	1.398664167381	-0.061549249584	-0.081261898587	0.004611921776	0.000288058233	0.937431423063	N\A	0.147244073695	0.021823307944	0.059167796160	0.011038015782	39	31	
4950000	382.828478	1	-1.325061859257	1.130568114150	-0.030821547662	0.032969446450	-0.012986718762	0.000340275950	0.941297153597	N\A	0.131013571572	0.019630373926	0.055797925537	0.010764773258	46	27	
5000000	403.793935	1	-1.442199432685	1.291051100778	-0.040933968421	-0.040982065961	-0.004687956058	0.000318407375	0.947512620538	N\A	0.101328083447	0.014446687776	0.047320858420	0.008611321186	58	29	
5050000	407.847326	1	-1.244156507124	1.222051229302	-0.045218007349	-0.021035716115	0.004973454137	0.000279544090	0.943274832091	N\A	0.132264830199	0.019591154836	0.052516862078	0.009968946485	52	25	
5100000	388.254323	1	-1.264673244252	1.093127123830	-0.042010243087	0.125589726351	-0.016089943708	0.000320916161	0.939406352766	N\A	0.141951857159	0.021105517004	0.057520148795	0.011371080758	57	28	
5150000	386.197642	1	-0.741184376460	0.770009510479	0.018141446664	0.149070700599	-0.033782637969	0.000346910987	0.937979111752	N\A	0.136705592599	0.018506293527	0.062223389840	0.010642295317	37	19	
5200000	401.495283	1	-1.486285421770	1.212304086908	-0.053687566853	0.049166594418	-0.007094630034	0.000245139290	0.945337862246	N\A	0.129136301295	0.018210044198	0.055052791661	0.009857896115	38	26	
5250000	388.422214	1	-1.341683986695	1.012776003688	-0.004044168394	0.077240065561	-0.026320174726	0.000275361188	0.941642313606	N\A	0.124948315600	0.016092220627	0.057902724921	0.009444887993	49	33	
5300000	405.878977	1	-1.154531306995	1.160026903076	-0.039726802266	-0.003404165103	0.001792550906	0.000276917016	0.948816462331	N\A	0.119646501263	0.017054719428	0.054024964125	0.009969192041	47	26	
5350000	395.483084	1	-1.037610863717	0.965329394915	-0.006115849063	0.051907443177	-0.014142353080	0.000375025736	0.946772118466	N\A	0.121883568338	0.017705266826	0.052948820219	0.009804958911	52	29	
5400000	399.155722	1	-1.452940090522	1.249378343950	-0.049296965759	-0.000383369244	-0.004120358405	0.000213849540	0.937356701576	N\A	0.126379436691	0.018195747423	0.051983965881	0.009546930276	55	33	
5450000	392.564126	1	-1.693389255974	1.442944070715	-0.073460576472	-0.083908849547	0.011754884625	0.000297297688	0.937352655760	N\A	0.123860272162	0.016168197919	0.058129824950	0.009865647043	37	23	
5500000	394.867154	1	-1.215519861941	1.171366160036	-0.031943707090	0.015534916772	-0.012694569473	0.000281937331	0.940110296662	N\A	0.144690440140	0.019870127857	0.061279565220	0.010750740416	52	29	
5550000	386.384800	1	-1.398041665555	1.160680382672	-0.046036463716	0.054507857979	-0.004592716678	0.000322647187	0.933967330573	N\A	0.147617706986	0.021137230369	0.063110793298	0.011547025708	42	23	
5600000	404.391226	1	-1.266733366006	0.989097859627	-0.008813939457	0.082175644267	-0.024793064085	0.000260392496	0.948053142313	N\A	0.107421622146	0.014203216421	0.050705697961	0.008548521329	41	23	
5650000	396.390423	1	-1.161007852262	1.122170832333	-0.041380118657	0.075304126531	-0.007840419179	0.000270112160	0.945814894064	N\A	0.124289273204	0.017004225840	0.055685870190	0.009793088572	39	34	
5700000	411.129965	1	-1.432650745972	1.218837237515	-0.046016461208	-0.016135575580	0.002193088236	0.000311696511	0.950977751128	N\A	0.106546524898	0.015471522222	0.044440720708	0.008650195922	51	35	
5750000	398.202311	1	-1.593704319006	1.338134545151	-0.072348419125	-0.042372392058	0.011329654839	0.000213867034	0.944049767692	N\A	0.115160296041	0.017303342653	0.051350076120	0.009970400551	47	29	
5800000	391.359422	1	-1.589273794506	1.405151550842	-0.082564938866	-0.062124118294	0.024592348144	0.000540267723	0.949109184760	N\A	0.122350486866	0.018760968518	0.050771406790	0.009994443129	48	45	
5850000	392.303442	1	-1.566763881422	1.270944255487	-0.052091633720	0.049576001549	-0.009026556941	0.000325690700	0.949559672889	N\A	0.123003601268	0.018612069871	0.052455018009	0.010321491355	52	32	
5900000	409.839330	1	-1.444514577040	1.176938496199	-0.032912755553	-0.007949438517	-0.005006071552	0.000314851685	0.952687376907	N\A	0.099699047404	0.016577103051	0.040614317736	0.008945443043	51	18	
5950000	386.089032	1	-1.027384728276	0.964814200781	-0.002940209970	0.069086999468	-0.019265983996	0.000472987041	0.937904338178	N\A	0.127447017571	0.017124820867	0.057146406109	0.009217216822	49	15	
6000000	407.297323	1	-1.258567817731	0.984206134384	-0.018400409493	0.142955151503	-0.023398289788	0.000263786664	0.946569440894	N\A	0.135976807990	0.019920318004	0.056426298582	0.010636726686	44	23	
6050000	395.914962	1	-1.404123879176	1.302857632386	-0.059905739410	0.024636621592	-0.004602941965	0.000255520824	0.940423551890	N\A	0.131344465762	0.019126445032	0.057333045759	0.010875228065	35	32	
6100000	395.911145	1	-1.356645660884	1.265975676700	-0.054076129886	-0.026061062417	0.005864550820	0.000249904871	0.935823467037	N\A	0.139329850655	0.020600418583	0.056736236576	0.010711618780	52	21	
6150000	414.162799	1	-1.415405243653	1.402906863776	-0.096468745557	-0.020343603825	0.025003634837	0.000219573984	0.950879785950	N\A	0.121565620821	0.017379246922	0.053605929272	0.009236551754	62	25	
6200000	398.252390	1	-1.274095248882	0.941619087880	-0.006929784171	0.104693407596	-0.023857778595	0.000320010571	0.940709329104	N\A	0.117508806423	0.015474057956	0.057193643197	0.009617305819	53	24	
6250000	398.515355	1	-1.026582100096	0.910692138998	0.005307814407	0.123845197217	-0.034653730389	0.000438931165	0.943873519018	N\A	0.138506630110	0.017837577187	0.061290906639	0.010071829513	49	28	
6300000	414.330416	1	-1.216867884126	1.014252730485	-0.019462648618	0.099221973934	-0.018463898921	0.000326972017	0.941413261332	N\A	0.136787595737	0.019611232944	0.058935065882	0.010792980907	45	22	
6350000	403.616845	1	-1.121465098170	1.146727225980	-0.039416772289	0.004026303586	0.001707270364	0.000270843660	0.950343693520	N\A	0.114168022330	0.017310022597	0.047902253360	0.009323465173	50	30	
6400000	402.299844	1	-0.840299676821	0.863118350052	-0.000657572879	0.144541968703	-0.024327744609	0.000394641080	0.936697280110	N\A	0.132552450492	0.018960388390	0.057240574003	0.010376839496	51	28	
6450000	401.485054	1	-1.847445948443	1.498684548992	-0.089951290562	-0.121148920892	0.024765403759	0.000312920236	0.951687670096	N\A	0.119602575783	0.018887652595	0.048188571549	0.010077041785	61	27	
6500000	405.052009	1	-1.270121260196	1.064190424713	-0.040088542969	0.105011678174	-0.007040127356	0.000411137624	0.948598929565	N\A	0.137377516336	0.019534945004	0.058149269523	0.010931079513	43	24	
6550000	393.973687	1	-1.502608324248	1.209423642292	-0.044760161287	0.013362157672	-0.003398795640	0.000368991517	0.944798291391	N\A	0.148445068906	0.022022179934	0.058399986752	0.011494154027	45	30	
6600000	402.222990	1	-1.195398053489	1.079250890004	-0.019747843465	-0.002548845729	-0.003860313661	0.000321734772	0.943938599348	N\A	0.133137630242	0.019243898961	0.057882798779	0.010595561728	45	25	
6650000	386.881446	1	-1.164186110489	1.015605898263	-0.022352363524	0.072526468364	-0.012167479723	0.000327983939	0.946181344557	N\A	0.133393021358	0.019767479186	0.056964594169	0.011159184199	48	23	
6700000	392.321018	1	-1.884812534696	1.497603486604	-0.094145348993	-0.069016120405	0.023030275160	0.000257160767	0.952480313528	N\A	0.124389652074	0.018256431101	0.048718762020	0.008337195924	38	33	
6750000	401.386723	1	-1.231642718010	1.048092604172	-0.014582319906	0.025089426615	-0.012976106538	0.000584404491	0.947726206948	N\A	0.131344764235	0.020660379024	0.052227777381	0.010275120949	51	29	
6800000	391.730209	1	-0.830469738198	0.762429254132	0.022132102556	0.172418062186	-0.041185016282	0.000346091128	0.940200870304	N\A	0.128468928892	0.016086203855	0.060634960515	0.009731324254	41	25	
6850000	377.044190	1	-1.329766934615	1.004313928830	0.001349553950	0.106661604506	-0.038285416483	0.000453263051	0.932697129428	N\A	0.123588463387	0.016936172770	0.056923727317	0.010262784246	36	20	
6900000	388.149497	1	-1.285527990029	1.041451003445	-0.011431523549	0.043639269480	-0.018921448312	0.000300947710	0.941681023744	N\A	0.142137994884	0.021467996496	0.056760033335	0.011398798291	42	29	
6950000	379.746496	1	-1.309391892755	1.261558773925	-0.060393238854	-0.031582461248	0.010438662220	0.000737539296	0.940088644839	N\A	0.120058852629	0.017156716554	0.052287625917	0.009345121839	40	34	
7000000	413.870208	1	-1.709498498116	1.387654619316	-0.072491813265	-0.063568264199	0.011565987840	0.000268124327	0.947234427597	N\A	0.116654953081	0.018738302433	0.046195663849	0.009844588398	45	24	
7050000	397.722174	1	-1.466473103441	1.201804939819	-0.047348874570	0.020342914212	-0.000543920473	0.000414814563	0.939016354412	N\A	0.147966495469	0.022218227411	0.057248114088	0.011194874895	45	32	
7100000	403.894049	1	-1.373028602854	1.323741799599	-0.068961516880	-0.025385050583	0.010628069949	0.000184592110	0.944956262365	N\A	0.124066006562	0.018010354756	0.052701816093	0.010010228531	39	25	
