Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m7-VR-004.txt
Log File Name:                   CEREB_d1_m7-VR-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            693778902
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m7-VR-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	565.039056	1	-0.890051089970	0.996919128512	0.014604266986	0.003488253149	0.000078862793	0.984264878423	N\A	0.027152277032	0.023665347057	0.003144893567	41	18	
1050000	564.784066	1	-0.807332126694	0.958986273367	0.035286491646	0.003768493483	0.000088483010	0.982913315412	N\A	0.023969866882	0.022513829801	0.003058387287	45	22	
1100000	583.327908	1	-0.851522774884	0.994126256199	0.014600231028	0.001109785436	0.000089313306	0.989978115047	N\A	0.023245944134	0.020445228658	0.002356702189	47	25	
1150000	563.754475	1	-0.912589725397	1.012401452519	0.013477666993	-0.000467980129	0.000089251903	0.982801845790	N\A	0.023880031622	0.022175048772	0.003024350185	46	31	
1200000	560.455511	1	-0.922457654763	1.011587180248	0.024107437302	-0.002024546458	0.000070373652	0.982063701102	N\A	0.023905565023	0.022435018103	0.003158788759	40	35	
1250000	562.254638	1	-0.803137487301	0.964429658626	0.026100826205	0.002431996036	0.000084167366	0.982957980098	N\A	0.023015210299	0.021297133044	0.003142308659	33	26	
1300000	562.520536	1	-0.878293207440	0.997890859757	0.026126588648	-0.002337686977	0.000074875721	0.987602765611	N\A	0.021914716183	0.020275864924	0.002969423991	47	23	
1350000	566.312152	1	-0.817660683255	0.969503551767	0.018667670097	0.004174386604	0.000069525383	0.983029932293	N\A	0.024027469003	0.023267279664	0.003076186119	37	25	
1400000	564.213317	1	-0.885406857337	0.996991069453	0.027867683607	-0.001372675229	0.000113424251	0.987728054407	N\A	0.017766345395	0.020471046292	0.002864011802	50	24	
1450000	564.641652	1	-1.027829058984	1.083093214590	-0.029810393589	-0.001522732631	0.000089466444	0.988452610064	N\A	0.019132036767	0.020673679868	0.003007450436	52	26	
