Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m6-glob-006.txt
Log File Name:                   AMY_d1_m6-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            335353048
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m6-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	490.175025	1	-0.919073155378	0.775597346491	0.065280805583	0.000105636678	0.963105093124	N\A	0.026322301341	0.018880260125	41	4	-0.001804035144	Global Trend	
1050000	489.228058	1	-0.972631719957	0.758605291153	0.077044632486	0.000108311793	0.967973201603	N\A	0.025493053078	0.017419331175	42	6	0.000896686578	Global Trend	
1100000	474.043143	1	-1.080812179553	0.828368636074	0.021894166350	0.000111007943	0.958513974268	N\A	0.032922404117	0.021856135604	40	3	0.000856640332	Global Trend	
1150000	494.268395	1	-1.102208556984	0.828682370006	0.027938830268	0.000106349701	0.958131472317	N\A	0.033015483118	0.021603507908	39	7	0.001046400971	Global Trend	
1200000	490.412270	1	-1.018778880301	0.794478111591	0.056945442338	0.000111603120	0.962736423112	N\A	0.030439722073	0.020701461426	34	6	-0.000220862134	Global Trend	
1250000	489.526873	1	-0.789400622859	0.711579400050	0.089331798587	0.000117928624	0.960530684943	N\A	0.035077060001	0.022597773231	42	4	-0.000959301490	Global Trend	
1300000	491.923759	1	-0.862517866432	0.717910681820	0.088574228887	0.000119614935	0.965241208846	N\A	0.029908581679	0.019954242942	38	3	0.000718178134	Global Trend	
1350000	473.926137	1	-0.813524906192	0.728998104229	0.081041492169	0.000106024338	0.953660389955	N\A	0.037881044347	0.025833148189	35	3	-0.001182190542	Global Trend	
1400000	477.448588	1	-1.045896761281	0.828406491716	0.021818327845	0.000121121591	0.957863113278	N\A	0.034112754744	0.022536142109	38	3	-0.000494098625	Global Trend	
1450000	492.162368	1	-0.895686109096	0.762210343322	0.049823275243	0.000163172267	0.963079174423	N\A	0.030572106799	0.020374110199	44	6	-0.001439529433	Global Trend	
1500000	485.695635	1	-0.930381533427	0.754139047723	0.065048108033	0.000141885560	0.958958831155	N\A	0.034011857625	0.022793394866	34	8	0.000477599126	Global Trend	
1550000	486.336982	1	-0.938687246349	0.765412225590	0.070622642401	0.000169759673	0.951616001765	N\A	0.033573073896	0.022603119625	36	5	-0.000661653198	Global Trend	
1600000	502.240007	1	-0.877247982833	0.803014718092	0.039411657428	0.000106021890	0.963087106386	N\A	0.031174524816	0.021275092594	41	6	-0.004581200892	Global Trend	
1650000	494.062403	1	-0.972856813682	0.790574261524	0.047997911026	0.000106971486	0.964415837937	N\A	0.031239756765	0.020809891312	36	8	-0.000445095708	Global Trend	
1700000	490.450226	1	-0.911416023070	0.744308934925	0.069196377499	0.000120552044	0.963014881216	N\A	0.026824391347	0.018364452532	50	6	0.000248163645	Global Trend	
1750000	484.119058	1	-0.943589469587	0.780715235447	0.051696351848	0.000100166132	0.957356318326	N\A	0.030301193470	0.020477034864	36	5	-0.000473645023	Global Trend	
1800000	488.622279	1	-0.947481944851	0.768503309034	0.055684316378	0.000099792330	0.960030904469	N\A	0.028150540871	0.019319367747	46	5	-0.000444205067	Global Trend	
1850000	484.864251	1	-1.226220072128	0.885704387425	-0.026273993193	0.000131402467	0.961428045318	N\A	0.027406372476	0.017736080335	40	4	0.003676135314	Global Trend	
1900000	499.924326	1	-0.934741374720	0.728978196377	0.082999361180	0.000124000595	0.966902696179	N\A	0.023620980688	0.015525780462	33	4	0.002103873043	Global Trend	
1950000	480.295012	1	-0.876930792681	0.796383530634	0.047634317097	0.000147849652	0.958147377643	N\A	0.033178929611	0.023049292944	24	4	-0.005256259635	Global Trend	
2000000	492.446537	1	-1.003406162135	0.803689256583	0.038927403296	0.000131875796	0.963679890098	N\A	0.026900263916	0.018039445895	46	5	-0.000545209370	Global Trend	
2050000	486.817947	1	-0.965957521476	0.747290695348	0.081813834427	0.000116462758	0.957512449529	N\A	0.031423998741	0.021458572473	33	6	0.001262286225	Global Trend	
2100000	488.129716	1	-0.878209434476	0.750572514795	0.056274675004	0.000127641320	0.956922677587	N\A	0.034404614793	0.023520484465	27	5	-0.000792260257	Global Trend	
2150000	498.914975	1	-0.890098310917	0.764077347338	0.062969553868	0.000118255533	0.965297159338	N\A	0.027673948138	0.019156982958	33	9	-0.001612825482	Global Trend	
2200000	497.460462	1	-0.805837997520	0.723384423879	0.068442919992	0.000122212063	0.957479502389	N\A	0.031139674496	0.020638903332	34	8	-0.000442053229	Global Trend	
2250000	478.800139	1	-0.757026159820	0.686720486831	0.107175588803	0.000103988752	0.954992995879	N\A	0.031945882642	0.021692827481	34	5	-0.000707815042	Global Trend	
2300000	488.469322	1	-1.009305084049	0.835939162657	0.012052651768	0.000115558815	0.968379092539	N\A	0.026309301272	0.018334430544	33	7	0.000072329979	Global Trend	
2350000	482.258046	1	-1.023364458309	0.795656438102	0.027126983968	0.000144176251	0.954997944105	N\A	0.035350707552	0.023899310286	29	6	0.001390043014	Global Trend	
2400000	484.910362	1	-0.818913311794	0.710987423528	0.075820197750	0.000128482899	0.952064602678	N\A	0.029650873026	0.020421244840	28	5	0.000916393763	Global Trend	
2450000	488.350907	1	-0.778126639538	0.716893748324	0.078410062162	0.000097494083	0.963014504151	N\A	0.031302591039	0.021436239274	36	7	-0.000808619653	Global Trend	
2500000	496.315393	1	-0.963056708346	0.778491404078	0.058331070149	0.000098687845	0.958611420413	N\A	0.030657470662	0.020614634203	40	8	-0.000168095884	Global Trend	
2550000	492.228101	1	-0.923552142066	0.807931138172	0.018175332352	0.000129027627	0.957982781447	N\A	0.032373692022	0.021906513777	27	6	0.000526133510	Global Trend	
2600000	486.131583	1	-0.894470169889	0.782758398995	0.052377762339	0.000250677769	0.960692655088	N\A	0.029332287608	0.019782014347	40	5	-0.003848194519	Global Trend	
2650000	482.326940	1	-0.913208198281	0.727614476968	0.090965580145	0.000137582221	0.956470697862	N\A	0.033488866473	0.022915031684	38	4	0.000860130069	Global Trend	
2700000	489.232559	1	-0.905745308118	0.777676146436	0.057524114146	0.000126248830	0.964299797910	N\A	0.025592661046	0.017828169619	35	6	-0.002068687833	Global Trend	
2750000	494.685122	1	-0.864484563337	0.730754381869	0.069237378856	0.000120461427	0.955850002894	N\A	0.030945223182	0.021299648685	27	4	0.000448822086	Global Trend	
