Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m7-VR-005.txt
Log File Name:                   AMY_d1_m7-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            746394841
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m7-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	477.073235	1	-1.005459391892	0.742932182848	0.189327181204	-0.024025396416	0.000099225205	0.958028611673	N\A	0.031559587085	0.030605041568	0.004415535580	44	22	
1050000	478.562892	1	-0.955122068120	0.768162206687	0.125625065787	-0.023453024200	0.000087423905	0.961417979837	N\A	0.034184489636	0.030052894880	0.004066735590	44	32	
1100000	498.940809	1	-0.878533088251	0.685426254243	0.227100023201	-0.028922984731	0.000084361327	0.962070442588	N\A	0.033834275315	0.028585901623	0.004045733180	48	31	
1150000	488.380922	1	-1.064134915090	0.782719479584	0.180221530503	-0.035235967650	0.000093878166	0.951797062968	N\A	0.031360941203	0.030656008912	0.003893198038	57	20	
1200000	469.435112	1	-0.912080650272	0.715547434240	0.197637961737	-0.026689150244	0.000082206205	0.954954064874	N\A	0.035333082923	0.031557320949	0.004142406586	46	25	
1250000	479.607412	1	-0.977396034203	0.742131690606	0.184660258374	-0.026035595973	0.000060512212	0.963354694560	N\A	0.031762802862	0.029000359065	0.003968870233	46	28	
1300000	490.249346	1	-0.883938940611	0.683782805450	0.229164510456	-0.030870826918	0.000085095409	0.956834714093	N\A	0.035868405757	0.030686747987	0.003756344700	43	28	
1350000	486.256508	1	-1.085180052102	0.789168052113	0.205753552157	-0.034546612371	0.000085910417	0.957819451075	N\A	0.037834243032	0.030746841972	0.004001756963	43	21	
1400000	478.152074	1	-1.082097562017	0.776226459654	0.183159290382	-0.032602542038	0.000091676844	0.955559353577	N\A	0.033891419638	0.030924143689	0.004249835911	45	22	
1450000	464.372512	1	-1.078450019344	0.795184899429	0.160272765059	-0.031010272853	0.000097187853	0.953055314202	N\A	0.035146119252	0.031523242405	0.004369310464	46	25	
1500000	487.049572	1	-0.998185089508	0.728206802556	0.248099434473	-0.041439551339	0.000105584508	0.961280890616	N\A	0.033610208879	0.029932481412	0.003986533061	48	29	
1550000	492.470500	1	-1.015042162484	0.755852177927	0.169594466882	-0.024320819544	0.000097268468	0.963675839193	N\A	0.029006672406	0.028320846629	0.003932326763	44	29	
1600000	488.203467	1	-1.055444542527	0.790626696540	0.133683855896	-0.021814279377	0.000102742236	0.957866686976	N\A	0.036527445642	0.030934286817	0.003782476093	54	21	
1650000	481.429974	1	-1.040737467887	0.785378708382	0.152690206696	-0.027887465620	0.000092002575	0.956139822555	N\A	0.032156936519	0.029487311497	0.004160983455	43	21	
1700000	492.341352	1	-0.932043135441	0.703240985084	0.235546079179	-0.032708039990	0.000090681048	0.957739543282	N\A	0.034951904365	0.030622522127	0.004156283161	50	26	
1750000	476.633201	1	-1.099158762813	0.782732123789	0.158571136516	-0.024064675533	0.000119824891	0.970190243938	N\A	0.033313083200	0.025891058481	0.003636101244	46	18	
1800000	483.742662	1	-0.923663933729	0.697030568836	0.235513897069	-0.033141154958	0.000084118107	0.960511675348	N\A	0.030874863661	0.026127415307	0.003665663836	65	17	
1850000	477.701904	1	-1.110258633027	0.803088862903	0.166003275137	-0.034029637632	0.000099781130	0.958062186744	N\A	0.037169964803	0.032197708572	0.003963726380	45	24	
