Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m8-VR-001.txt
Log File Name:                   NEO_d1_m8-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            564523520
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m8-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	642.764175	1	-1.218976545746	1.249033523179	-0.014881669026	-0.029238863888	0.000116145589	0.992333628618	N\A	0.027838983411	0.002642702555	0.009846170317	34	25	
1050000	639.412083	1	-1.058536700140	1.196266533322	-0.010797854484	-0.033058690208	0.000117748017	0.992917643467	N\A	0.025940101175	0.002400390209	0.009522646594	43	23	
1100000	646.821235	1	-1.266819971292	1.259972235146	-0.013464234055	-0.050066480195	0.000045657650	0.993693974023	N\A	0.026387194940	0.002348873424	0.008847498025	53	34	
1150000	636.015266	1	-1.106539384687	1.207178237151	-0.009488055562	-0.040961443491	0.000060165812	0.991888051199	N\A	0.029111746146	0.002726102576	0.011127763061	39	32	
1200000	636.545573	1	-0.960236566795	1.145682392658	-0.004903920561	-0.025808906343	0.000051847329	0.993305115456	N\A	0.029309224344	0.002847981023	0.011126303954	68	33	
1250000	637.778876	1	-1.242324804461	1.269662758080	-0.010101730181	-0.063254855998	0.000028957770	0.991153936434	N\A	0.026625013864	0.003104967832	0.013143935468	43	34	
1300000	639.867751	1	-1.264224243324	1.292249538162	-0.015918468432	-0.058492769819	0.000032068941	0.992263037894	N\A	0.028588680736	0.002661220749	0.009911475078	51	32	
1350000	636.980024	1	-1.159850103674	1.217662834878	-0.011444370239	-0.039365850609	0.000042324175	0.991389579901	N\A	0.030581262576	0.003045164700	0.011989068045	60	28	
1400000	633.149220	1	-1.235640806796	1.235421595840	-0.014420049398	-0.030687010655	0.000060319296	0.991984246918	N\A	0.030335804373	0.002894650615	0.011652863261	51	25	
1450000	626.581273	1	-0.949039656357	1.190598016708	-0.011009479829	-0.018678501700	0.000113482901	0.990916090498	N\A	0.028677887594	0.002739339950	0.011469788714	52	27	
1500000	636.939274	1	-1.212689600975	1.261546010745	-0.014523109221	-0.048521436601	0.000137080216	0.992096286362	N\A	0.028579476499	0.002745930268	0.010346144249	52	34	
1550000	634.310286	1	-1.219679027260	1.250443192900	-0.014194251339	-0.037032275909	0.000129419761	0.992462226322	N\A	0.029732507830	0.002870804768	0.010575874655	42	33	
1600000	636.343402	1	-1.255960496204	1.252820230496	-0.013684653839	-0.042015624728	0.000107971897	0.992309886257	N\A	0.026756769670	0.002601884986	0.010493223058	40	24	
1650000	638.929184	1	-1.235329567156	1.256274695736	-0.011682966497	-0.059184934063	0.000214048165	0.992196555218	N\A	0.028915282572	0.002666116769	0.009941876039	41	28	
1700000	639.869762	1	-1.319101158638	1.299894347727	-0.019060870530	-0.046494078039	0.000084935045	0.993404679629	N\A	0.026710929483	0.002462704575	0.010149954305	52	27	
1750000	657.126803	1	-1.222283388006	1.244579104425	-0.015022152576	-0.039270082383	0.000028139490	0.994524068983	N\A	0.024279275656	0.002188446283	0.008757129475	53	33	
1800000	625.897514	1	-1.208193290107	1.273594607398	-0.010280658024	-0.075539044418	0.000038262186	0.992020967484	N\A	0.027986113531	0.002971363186	0.011728882330	43	32	
1850000	642.976995	1	-1.116471442650	1.185670141722	-0.008343068302	-0.029376903549	0.000056401258	0.993279009013	N\A	0.027239129319	0.002501325447	0.009571112343	49	28	
1900000	640.169476	1	-1.096837973165	1.176649520664	-0.006207278848	-0.039830639672	0.000052555413	0.993573129528	N\A	0.025118677503	0.002554290158	0.009632732815	54	26	
1950000	634.527063	1	-1.184365098246	1.251941171013	-0.014931078221	-0.046444764452	0.000055176743	0.992966374264	N\A	0.027328036344	0.002524607048	0.009239726524	32	25	
2000000	646.632586	1	-1.200091932033	1.240166615720	-0.013897238239	-0.043697800144	0.000044013752	0.994343731870	N\A	0.024075125073	0.002115626642	0.008405320178	44	31	
2050000	631.529602	1	-1.175653171268	1.238165885036	-0.013276609132	-0.050219476843	0.000056747926	0.996484324303	N\A	0.025353984025	0.002104521035	0.008193923667	50	38	
2100000	639.515723	1	-1.074984956008	1.197478469172	-0.008271430270	-0.040876796742	0.000172508428	0.993030336148	N\A	0.023995560400	0.002367983925	0.009586073580	40	28	
2150000	639.971057	1	-1.273675682437	1.275652943111	-0.016746511450	-0.043700289394	0.000213736372	0.992801222933	N\A	0.028318623955	0.002601213841	0.010064124431	40	22	
2200000	630.434531	1	-1.002967412621	1.148523132908	-0.006856205052	-0.018953519891	0.000064749054	0.994305695922	N\A	0.023494993118	0.002038104278	0.009482265977	40	22	
2250000	641.008343	1	-1.081319964412	1.205838452352	-0.011353537883	-0.031001145824	0.000179906426	0.993126803265	N\A	0.026569039251	0.002469696175	0.009507405017	59	24	
2300000	636.447083	1	-1.193462122944	1.237419005401	-0.014182354223	-0.030823036070	0.000182686285	0.992256951578	N\A	0.028796045973	0.002744895259	0.010372296336	55	33	
2350000	634.645529	1	-1.068668063137	1.185852156789	-0.008422711962	-0.026037431214	0.000153784650	0.991653335169	N\A	0.027966573065	0.002702867703	0.010665305854	46	33	
2400000	631.486260	1	-1.081690467976	1.196309188565	-0.013107085554	-0.006352981921	0.000041386181	0.992411332455	N\A	0.027825931022	0.002622698202	0.011263559147	50	27	
2450000	642.693876	1	-1.166129048946	1.235124294964	-0.013981589323	-0.035165028402	0.000041836305	0.994080103046	N\A	0.026693696422	0.002489325601	0.009717067060	42	29	
2500000	633.293556	1	-1.274079009230	1.288680551644	-0.016614388734	-0.053173751544	0.000138450893	0.991449476006	N\A	0.027948711729	0.002917537722	0.011211020765	44	22	
2550000	622.035610	1	-0.928896342101	1.186663101771	-0.007861214523	-0.028764255510	0.000315934666	0.990981351217	N\A	0.028142524768	0.002737338125	0.010929007167	43	31	
2600000	656.341315	1	-1.131119264790	1.190185673564	-0.009119610918	-0.029985077445	0.000093494033	0.992891978680	N\A	0.026266768219	0.002468680106	0.009240033451	44	35	
2650000	652.800790	1	-1.170727786084	1.230088591670	-0.013371597215	-0.034211209561	0.000204594083	0.992775254419	N\A	0.027215062817	0.002441742713	0.011274160914	46	27	
2700000	623.648463	1	-1.182043828476	1.231100382395	-0.010264904256	-0.044247287123	0.000097574646	0.991049359401	N\A	0.032766812300	0.003513596963	0.012225985700	46	37	
2750000	634.240066	1	-1.176802700510	1.225550280841	-0.012697991932	-0.031032565639	0.000131175131	0.992365358746	N\A	0.026853255004	0.002449424155	0.009527321294	51	24	
2800000	646.708061	1	-1.220987329670	1.251064632178	-0.012138386503	-0.046795844500	0.000162777486	0.991714639404	N\A	0.030541086048	0.002995660540	0.011128852573	46	26	
2850000	649.466177	1	-1.167414653036	1.198619662792	-0.010053323523	-0.028000559787	0.000126869406	0.991304685629	N\A	0.028490841614	0.002785676075	0.011566751321	37	30	
2900000	639.437838	1	-1.112408313048	1.185136495973	-0.006260793925	-0.035950603488	0.000087367133	0.992415564173	N\A	0.028635570848	0.002907346766	0.011453617389	44	27	
2950000	642.071834	1	-1.172304994357	1.236265352530	-0.014328925356	-0.035331402235	0.000079446816	0.992237198668	N\A	0.028514741274	0.002673567188	0.010181851743	30	22	
3000000	640.487597	1	-1.179547946459	1.220834738023	-0.012190563551	-0.030994701321	0.000066218677	0.994588674726	N\A	0.023994972301	0.002316483350	0.009283510360	46	24	
3050000	646.444934	1	-1.312810671716	1.292948920583	-0.018453169022	-0.040110339050	0.000019143992	0.993621419888	N\A	0.025084409298	0.002292514285	0.008313628609	42	23	
3100000	629.226880	1	-1.291383665394	1.276847822301	-0.016270107255	-0.043876897633	0.000072683688	0.992798689620	N\A	0.025991730441	0.002707868095	0.010031887566	59	20	
3150000	634.877421	1	-1.170649497215	1.229143291631	-0.014178390836	-0.032047617001	0.000077348966	0.993136408000	N\A	0.025407365003	0.002457520095	0.008420599813	53	27	
3200000	629.340505	1	-1.290612916959	1.256074847236	-0.017814805399	-0.029012739738	0.000066003681	0.993012039329	N\A	0.026332447665	0.002420850657	0.009214207029	55	35	
3250000	638.114041	1	-1.212274501287	1.233417674543	-0.013898459773	-0.026012161378	0.000163146571	0.993849138195	N\A	0.026567511774	0.002473762125	0.008600056252	48	28	
3300000	634.863580	1	-1.034128651700	1.183811129524	-0.005248541297	-0.036466182770	0.000094550139	0.990253281278	N\A	0.030048735094	0.002900674460	0.011732084138	42	33	
3350000	643.404081	1	-1.260801808506	1.240264191452	-0.013888574191	-0.035366372992	0.000057388578	0.993627124917	N\A	0.025672114434	0.002342588477	0.008489071004	52	30	
3400000	640.395964	1	-1.284181263894	1.289612511607	-0.019301379291	-0.046280130553	0.000068084342	0.993393591104	N\A	0.027138361071	0.002572263195	0.008776680689	54	32	
3450000	622.485155	1	-1.250226389973	1.262682976432	-0.013315666139	-0.050446574685	0.000060458255	0.992012527715	N\A	0.025852220314	0.002689890444	0.009667134847	51	26	
3500000	661.669345	1	-1.166692043541	1.196540257232	-0.009903594824	-0.030871727262	0.000078948850	0.994195511349	N\A	0.024538448842	0.002217539928	0.008662139597	51	26	
3550000	639.788260	1	-1.259554826009	1.266846049030	-0.010458118904	-0.063220693675	0.000024129764	0.990443172581	N\A	0.031506846657	0.003365888894	0.013041257947	52	22	
3600000	652.025088	1	-1.292009487854	1.277518795923	-0.016101970150	-0.052266602763	0.000027923241	0.992810709461	N\A	0.025845289182	0.002370077009	0.009255000574	49	24	
3650000	636.731224	1	-1.186556516930	1.243049003584	-0.014972624196	-0.031456725409	0.000036605921	0.993753733265	N\A	0.024890280153	0.002277039394	0.008746828609	50	28	
3700000	646.545212	1	-1.287217870010	1.296286153181	-0.019500220457	-0.043059146156	0.000018792545	0.996208992815	N\A	0.020844300934	0.001874354253	0.006084008808	44	33	
3750000	657.652352	1	-1.238884042036	1.267182328826	-0.016128934731	-0.040097490686	0.000018046671	0.992491657712	N\A	0.029723964318	0.002809679939	0.010927124931	33	30	
3800000	650.876984	1	-1.193745913927	1.239140437396	-0.013224143748	-0.033911149106	0.000022297811	0.992053042225	N\A	0.032048234766	0.003114166174	0.012043480891	40	35	
3850000	639.585125	1	-1.071164623187	1.212207630064	-0.011558781093	-0.027595847643	0.000014058395	0.992512670167	N\A	0.029241591187	0.002840790953	0.011017880339	42	27	
3900000	666.503885	1	-1.158352787003	1.218330439232	-0.011497241985	-0.043182082773	0.000028748999	0.994629529502	N\A	0.024634285138	0.002170334338	0.008374705256	60	25	
3950000	625.317659	1	-1.167909881577	1.269284010239	-0.016114956578	-0.051739965715	0.000030662378	0.992822834402	N\A	0.027518804194	0.002555146032	0.010460695488	42	20	
4000000	641.684778	1	-1.233467365422	1.261580446917	-0.014076031483	-0.049068939818	0.000029915448	0.993791191277	N\A	0.026489516365	0.002326983876	0.009629084616	47	25	
4050000	642.695705	1	-1.145270586213	1.198088955909	-0.008846011216	-0.027594362266	0.000026282741	0.991432367758	N\A	0.029287065447	0.002771420656	0.009927297188	43	39	
4100000	642.214700	1	-1.292774036608	1.292295864363	-0.017483917045	-0.048827267191	0.000055105060	0.991305915029	N\A	0.030092879881	0.003074016125	0.011472794279	48	29	
4150000	647.984053	1	-1.189153857235	1.267260270017	-0.013054352336	-0.056473111374	0.000017205340	0.991335848143	N\A	0.029134298508	0.003080115701	0.012735261555	54	23	
