Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m7-fab-006.txt
Log File Name:                   PAL_d1_m7-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3406793070
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m7-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	443.243022	1	-1.088421276745	0.895448726099	0.124686980488	-0.026879538348	0.000369074108	0.952836040413	N\A	0.040399927786	0.035502874258	0.004858134609	32	15	
1050000	460.608919	1	-1.490807280702	1.007368866086	0.079507759394	-0.028893529939	0.000226201962	0.960694631929	N\A	0.033022348851	0.031896348063	0.004387154816	35	16	
1100000	448.793365	1	-1.228190608634	0.940016650026	0.098788652052	-0.025004805933	0.000206652401	0.953404187400	N\A	0.039635158582	0.035057624067	0.004344848873	40	14	
1150000	444.478694	1	-0.711270141568	0.847734147155	0.148677358852	-0.027247270856	0.000171114787	0.949915615459	N\A	0.039551702237	0.035517338669	0.004281555080	34	11	
1200000	446.519516	1	-0.821905476255	0.902175710591	0.076085747562	-0.018285440773	0.000199832288	0.950027035726	N\A	0.036358472829	0.032956533128	0.004120222342	37	12	
1250000	435.367419	1	-0.697451851597	0.880459142392	0.147965816409	-0.033140954730	0.000249222891	0.951105868478	N\A	0.042714241782	0.036434576735	0.004364721173	27	11	
1300000	449.603584	1	-1.053187392158	1.071250880839	-0.004251465039	-0.018601720116	0.000244746807	0.957166481391	N\A	0.033754212492	0.030795217053	0.004461665675	36	16	
1350000	422.537314	1	-0.967815160021	0.840058434494	0.154948798871	-0.024151453608	0.000204013154	0.941284635276	N\A	0.044230538022	0.038310624555	0.004377203288	30	11	
1400000	434.758868	1	-0.998142171064	0.867442593741	0.118600135806	-0.023145574007	0.000440943985	0.949868228979	N\A	0.042287054427	0.036008430579	0.004578277011	35	9	
1450000	453.098737	1	-0.794984022042	0.943425817595	0.072509819780	-0.020161012843	0.000228907230	0.962256687969	N\A	0.036193357348	0.033042161279	0.004343989682	29	10	
1500000	445.872397	1	-0.633685717791	0.801944422014	0.179043386543	-0.025071539133	0.000263920568	0.954818047950	N\A	0.038858257675	0.034862338494	0.004517580287	38	13	
1550000	452.282215	1	-0.764765154901	0.895018116268	0.097636967331	-0.022110030319	0.000207177829	0.949996620096	N\A	0.040896863160	0.037384841109	0.004963321043	44	11	
1600000	459.829113	1	-0.676818278925	0.887167584460	0.098209006202	-0.017667923377	0.000066328912	0.959481787621	N\A	0.036865612489	0.033091018053	0.004526031899	42	15	
