Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m7-VR-002.txt
Log File Name:                   SCH_d1_m7-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2947884114
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m7-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	445.491573	1	-1.463873741490	0.997165148779	0.019186905264	-0.012363309100	0.000104687398	0.962324182973	N\A	0.041902240953	0.035684854321	0.003841256237	49	22	
1050000	449.018947	1	-1.366929127811	0.937506562302	0.061925028408	-0.013381421462	0.000122916608	0.961947657791	N\A	0.039453253755	0.034606133273	0.004087018130	61	22	
1100000	436.512813	1	-1.435749239263	0.965441476312	0.040149930372	-0.010057248645	0.000091064613	0.962756460207	N\A	0.037694018112	0.034881483072	0.004272616455	41	20	
1150000	447.421961	1	-1.383334569659	0.960637190472	0.049479379264	-0.014650941280	0.000100625568	0.958425742473	N\A	0.044427347741	0.039117005800	0.004499371544	50	23	
1200000	447.968399	1	-1.346500218933	0.908023189551	0.113791737425	-0.019236256918	0.000128511656	0.961260286277	N\A	0.039232533163	0.035284326765	0.004086858128	51	25	
1250000	460.524310	1	-1.577558551798	1.059463044651	-0.029037531986	-0.009011752176	0.000105480897	0.964097549841	N\A	0.040034126224	0.034582851395	0.004035186410	48	28	
1300000	450.261718	1	-1.543571025868	1.015193007511	0.041186297563	-0.018619316665	0.000121346310	0.960752859061	N\A	0.041719205148	0.037190844449	0.004125656993	39	27	
1350000	453.577136	1	-1.548013050363	1.028010194971	0.020744735418	-0.013259356844	0.000116186349	0.963325860168	N\A	0.036190862173	0.034919533997	0.004063500614	40	16	
1400000	452.836712	1	-1.478238218649	0.989453116893	0.024466399456	-0.010041614994	0.000102312899	0.960405693736	N\A	0.033652473851	0.031501786607	0.004172973573	38	29	
1450000	458.752050	1	-1.378785259732	0.950479570719	0.038565485989	-0.010849717227	0.000137423993	0.961206070520	N\A	0.038824953448	0.034291500107	0.004002847518	49	28	
1500000	448.673889	1	-1.412461203522	0.935399709110	0.078030714702	-0.011463764254	0.000105020247	0.959994051026	N\A	0.041370625690	0.035673920094	0.003818970643	33	29	
1550000	438.274882	1	-1.390695400775	0.931109601939	0.067822063985	-0.008681344769	0.000110019208	0.958714922103	N\A	0.042972769219	0.037836057528	0.004673532743	46	18	
1600000	442.900217	1	-1.408694994188	0.950142174998	0.060174714612	-0.014851329352	0.000109254199	0.961702499766	N\A	0.041098015570	0.035259586612	0.004306943440	51	13	
1650000	460.726187	1	-1.473338161728	1.033269584079	-0.043538829188	-0.003722569328	0.000123796556	0.962915294367	N\A	0.041203894625	0.036575041044	0.004286532692	45	26	
1700000	451.931007	1	-1.336592113202	0.922050081368	0.065027783965	-0.010911418743	0.000122966992	0.962463073986	N\A	0.036063705183	0.032883585168	0.004051136030	45	24	
1750000	453.080594	1	-1.509952731290	1.001814070670	0.052679953026	-0.020850292501	0.000153978964	0.959676330621	N\A	0.041758701893	0.037145029474	0.004455098709	40	22	
1800000	459.207523	1	-1.433667650598	0.961725750472	0.050187361423	-0.012754476433	0.000108879894	0.965271069374	N\A	0.035706460154	0.033129990513	0.003935439171	58	26	
1850000	471.215065	1	-1.381603603340	0.950357736329	0.048110754108	-0.010791473499	0.000095073291	0.965906391111	N\A	0.037333836127	0.033161509605	0.003706963554	53	18	
1900000	461.714460	1	-1.510126512467	0.991222726376	0.035545277032	-0.015833197665	0.000124141785	0.964418224989	N\A	0.037583859217	0.034266156725	0.004096082381	36	23	
1950000	459.280227	1	-1.480858195877	1.005114221981	0.007547779196	-0.010522165111	0.000119734441	0.962648192310	N\A	0.039359441543	0.035790915791	0.004060974334	49	24	
2000000	454.164253	1	-1.386207792968	0.938444748463	0.041746907494	-0.004679639341	0.000105042932	0.962167408740	N\A	0.040796103956	0.035965212695	0.004239795821	43	32	
2050000	461.018823	1	-1.494700734495	0.992059457102	0.033591735480	-0.011302709287	0.000160004896	0.958803680852	N\A	0.038147871478	0.035299204215	0.003956282064	53	25	
2100000	457.804048	1	-1.379303274638	0.936319626631	0.059033415880	-0.011847604883	0.000120811918	0.959473625359	N\A	0.038509215902	0.033633456818	0.003926805416	48	22	
2150000	460.591387	1	-1.315452739551	0.918673386663	0.077675333443	-0.014784028234	0.000110166226	0.960126573285	N\A	0.039181276892	0.034607099198	0.003938103845	44	22	
2200000	451.418445	1	-1.449303160778	0.981581386985	0.036752212222	-0.013765448426	0.000180064392	0.963418664594	N\A	0.039997363591	0.033732623296	0.004054406986	54	25	
2250000	452.041968	1	-1.390382439483	0.945972254907	0.063133977956	-0.009589964516	0.000062969574	0.959619832040	N\A	0.037549651940	0.034169022622	0.004216776485	38	28	
2300000	449.429777	1	-1.375501854429	0.909166076775	0.142659343927	-0.026962409799	0.000058678620	0.959969902064	N\A	0.038727582982	0.035386710078	0.004314022832	32	20	
2350000	450.109816	1	-1.407018774056	0.935204215627	0.068850054423	-0.014741193368	0.000114061538	0.959875664966	N\A	0.039655040253	0.035046299823	0.003924936924	44	20	
2400000	464.505528	1	-1.374034549800	0.901618833720	0.138829757029	-0.021378556597	0.000120584360	0.968725026983	N\A	0.028677172716	0.026333282479	0.003750192504	46	28	
2450000	451.513081	1	-1.411778427902	0.960995973773	0.053844576437	-0.013945504298	0.000119547480	0.964183454545	N\A	0.039033501997	0.035744428392	0.004203988372	53	23	
2500000	451.683868	1	-1.472661385941	0.966162104703	0.101203340623	-0.023887396598	0.000103137331	0.958011537550	N\A	0.038274694806	0.034614089665	0.004341788682	56	21	
2550000	443.021259	1	-1.535920115907	1.031845978033	-0.009521952778	-0.010006064602	0.000101682950	0.960754930330	N\A	0.040389378571	0.036282597710	0.003956295434	42	23	
2600000	442.644789	1	-1.489469423520	0.977724170588	0.074461764167	-0.019530828849	0.000102436201	0.957652542216	N\A	0.038992914439	0.031151160850	0.004184195655	48	30	
2650000	459.280338	1	-1.433404874604	0.972420723713	0.032174206304	-0.009373727195	0.000096231035	0.962123755241	N\A	0.037615780153	0.034593002698	0.004090707256	47	20	
2700000	450.783489	1	-1.488022296895	0.995158173853	0.022772536719	-0.009943952713	0.000130698057	0.961487052460	N\A	0.037028619880	0.033457443148	0.003986332175	49	26	
2750000	456.021271	1	-1.466544176219	0.991914535919	0.028737976637	-0.012057575376	0.000116996842	0.963377632845	N\A	0.036940209680	0.034302491834	0.004579308807	40	19	
2800000	452.736577	1	-1.359141549333	0.914127309752	0.101506916765	-0.015648306866	0.000187685494	0.962054563138	N\A	0.039188743921	0.032602469545	0.004131915532	43	17	
2850000	444.790620	1	-1.501384203752	0.963026697867	0.094648223658	-0.022010925179	0.000117205242	0.961865555820	N\A	0.037229213075	0.033638016884	0.004200215906	49	18	
2900000	455.700706	1	-1.330224940999	0.936471840062	0.040163727935	-0.010243829750	0.000112604273	0.965703864106	N\A	0.039369175873	0.034786722532	0.003862559379	46	24	
2950000	447.016878	1	-1.563971774677	1.018443499569	0.020693337480	-0.013678188285	0.000144989652	0.957038641287	N\A	0.040685237068	0.035523660062	0.004163067846	38	18	
3000000	448.696215	1	-1.661065044551	1.093163099439	-0.036715268516	-0.011827759786	0.000130935449	0.963704537664	N\A	0.040101507831	0.035874296303	0.004093192617	43	18	
3050000	453.293875	1	-1.471006537911	0.987286703219	0.036193505180	-0.009597441372	0.000124575187	0.959156499183	N\A	0.040164830490	0.035388579958	0.004227332138	53	29	
3100000	463.098991	1	-1.364248155708	0.931234804102	0.082358448617	-0.014937689118	0.000125700704	0.954680319436	N\A	0.038902287330	0.034827425053	0.004108074225	45	29	
3150000	446.880262	1	-1.514762017330	0.987252995354	0.056792097687	-0.015890961179	0.000132261008	0.957589353234	N\A	0.041492498581	0.036910318356	0.004163058375	51	21	
3200000	440.433056	1	-1.434680453138	0.978270896360	0.060355451043	-0.019432882691	0.000105048451	0.957914831768	N\A	0.045522652120	0.037872429936	0.003887681425	45	28	
3250000	453.313032	1	-1.474167109725	0.959561568721	0.086407440903	-0.016422656101	0.000139457663	0.959288382786	N\A	0.038695892296	0.034092042886	0.004070360731	41	20	
3300000	442.172152	1	-1.619102005741	1.072257512454	-0.011507434490	-0.014403574204	0.000102069112	0.959528892020	N\A	0.035676307086	0.032956432743	0.004225305464	43	26	
3350000	434.822717	1	-1.417200418163	0.955326902170	0.054494346807	-0.011326713982	0.000120375698	0.956782768705	N\A	0.042190831374	0.037449991616	0.003880751626	51	21	
3400000	462.731163	1	-1.453316746044	0.960573762517	0.084291635045	-0.019659160631	0.000103987740	0.961944928023	N\A	0.039713050740	0.035348326254	0.003878922774	54	19	
3450000	448.471214	1	-1.415357691671	0.963823897920	0.063567417924	-0.019119269362	0.000120458598	0.962719200202	N\A	0.040409765850	0.035279815468	0.003980957906	45	21	
3500000	454.344170	1	-1.541041608869	1.033574839626	-0.006725677180	-0.009016152545	0.000147551063	0.961370365054	N\A	0.040648487808	0.035275621312	0.004024532385	33	18	
3550000	457.299469	1	-1.460389923956	0.990759709694	0.042572517432	-0.014964663819	0.000109542051	0.959554327656	N\A	0.039257871217	0.035337218208	0.004138827768	47	18	
3600000	451.203656	1	-1.537750812691	1.031268592515	0.015624373615	-0.012115487434	0.000109340854	0.959668502967	N\A	0.041863977586	0.037092252311	0.003981290684	57	20	
3650000	442.115472	1	-1.554254477396	1.005303826071	0.062541904650	-0.018845274810	0.000117871092	0.952345291781	N\A	0.041237864075	0.036635306393	0.004202789027	35	28	
3700000	459.436668	1	-1.519303909023	1.027258282439	0.003178140120	-0.012451471414	0.000096807107	0.960593072068	N\A	0.040258328516	0.035307888976	0.003920103832	40	26	
3750000	446.106027	1	-1.519071563780	1.049751690302	-0.055430492228	-0.000973240185	0.000121698008	0.959985370692	N\A	0.040642456678	0.036862530722	0.004202151459	41	22	
3800000	451.870289	1	-1.416961643041	0.957155395784	0.048816291973	-0.012977333885	0.000118018381	0.962866884981	N\A	0.037560024817	0.033560851509	0.003780821534	43	33	
3850000	453.005230	1	-1.549151386240	1.019298031534	0.049556621982	-0.021486818029	0.000094766579	0.963437431372	N\A	0.035863055876	0.031671048976	0.004097174808	38	23	
3900000	463.402938	1	-1.448930538046	0.969846685973	0.042279337685	-0.011698116971	0.000088965046	0.966860959038	N\A	0.033927471869	0.031154060207	0.003646109927	41	23	
