Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m6-glob-005.txt
Log File Name:                   DIE_d1_m6-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4002371737
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m6-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	733.705446	1	-0.946428004031	0.954692872965	0.026834371428	0.000023145875	0.996540551070	N\A	0.012096745935	0.009818081053	45	1	-0.017684106525	Global Trend	
1050000	728.005217	1	-0.982980003193	0.947942033624	0.029597551323	0.000023768460	0.992031373187	N\A	0.016540616253	0.011678941512	33	0	-0.002653523467	Global Trend	
1100000	725.419736	1	-1.061797172514	0.985933182238	0.012188020014	0.000026385444	0.998788336541	N\A	0.010127000989	0.009272216962	36	0	-0.038103202601	Global Trend	
1150000	717.688881	1	-0.922941799235	0.926125813889	0.038636458448	0.000025082358	0.992428004800	N\A	0.016264828366	0.011402732497	43	0	-0.002062582035	Global Trend	
1200000	731.641689	1	-0.939658581204	0.960465612165	0.024471519346	0.000028653684	0.997033157658	N\A	0.011689964716	0.009721800763	26	0	-0.032728097486	Global Trend	
1250000	717.775023	1	-0.984893515699	0.947192084673	0.033263135101	0.000024786975	0.992077516775	N\A	0.017881421630	0.012307660578	40	0	-0.003633086657	Global Trend	
1300000	726.865488	1	-0.960298386173	0.953211979760	0.030769362717	0.000022865667	0.996185101424	N\A	0.013061355590	0.010632146058	24	0	-0.017033235773	Global Trend	
1350000	727.234405	1	-0.988931317699	0.960493926485	0.024533141724	0.000026480091	0.994747501574	N\A	0.013428549314	0.010334124263	27	1	-0.012631475732	Global Trend	
1400000	745.439776	1	-0.960272101482	0.935038565878	0.047479553307	0.000028319996	0.994125585929	N\A	0.015576623464	0.011429369654	39	0	-0.009150360397	Global Trend	
1450000	728.038885	1	-0.931124440736	0.928082166542	0.044373260611	0.000027935148	0.995153670990	N\A	0.015910299202	0.010615338678	36	0	-0.006543344617	Global Trend	
1500000	738.274052	1	-0.938457056884	0.952002390665	0.029426294349	0.000024140926	0.996666184504	N\A	0.011457580770	0.009360177387	40	0	-0.020451244684	Global Trend	
1550000	720.456601	1	-1.062426466611	0.988985375411	0.011825771045	0.000032191185	0.999857672669	N\A	0.008869132826	0.008821327940	37	0	0.158420671706	Global Trend	
1600000	738.744526	1	-0.943972707428	0.941736407686	0.032194123433	0.000016554992	0.994300316980	N\A	0.014373368423	0.010226629292	38	0	-0.004307217271	Global Trend	
1650000	733.932653	1	-0.916027308273	0.933624823165	0.039746510686	0.000026571166	0.993793800815	N\A	0.015138232428	0.010948989175	37	0	-0.009915965768	Global Trend	
1700000	742.678339	1	-1.007751799945	0.968169720801	0.015706887890	0.000028667694	0.993452765257	N\A	0.015231960805	0.011118094624	39	0	-0.008211188662	Global Trend	
1750000	742.357112	1	-0.985825516911	0.943330901017	0.040947629387	0.000022971543	0.993364800748	N\A	0.015706599240	0.011141180321	38	0	-0.004226889108	Global Trend	
1800000	726.361509	1	-0.870780417689	0.918449383904	0.057241554578	0.000025752882	0.996412842119	N\A	0.012395708408	0.010063060766	32	0	-0.020882455720	Global Trend	
1850000	728.037474	1	-0.940871686846	0.937700505246	0.040329040984	0.000036121034	0.993968539700	N\A	0.014551347450	0.010748751756	34	0	-0.012425669935	Global Trend	
1900000	723.241402	1	-0.952442751712	0.923174242200	0.052607026084	0.000023652757	0.993295899149	N\A	0.016500233153	0.011594616622	38	0	-0.002477106238	Global Trend	
1950000	707.577936	1	-1.061210807148	0.989993522034	0.009841367771	0.000029502795	0.999997798691	N\A	0.009321865888	0.009321047067	41	1	-0.988263401826	Global Trend	
2000000	738.547846	1	-0.973010683201	0.956756801570	0.021409846960	0.000033005620	0.993962873171	N\A	0.014390559030	0.010508377006	34	0	-0.008975490197	Global Trend	
2050000	715.579603	1	-1.043226038456	0.994724593860	0.002968509437	0.000027014496	0.999705022844	N\A	0.008567094741	0.008357342670	34	0	-0.097099893321	Global Trend	
2100000	730.282670	1	-0.935377911790	0.925491301435	0.048185010148	0.000022807057	0.992988320254	N\A	0.015813279323	0.011475427219	49	0	-0.004550989738	Global Trend	
2150000	739.815460	1	-0.952395877966	0.937448194987	0.043291796598	0.000023638412	0.994792192515	N\A	0.014628906265	0.010980092349	36	0	-0.010230402114	Global Trend	
2200000	733.993248	1	-1.000576689152	0.959616824694	0.021955607189	0.000026664966	0.993081448218	N\A	0.015522797442	0.010824819027	34	0	-0.004163483374	Global Trend	
2250000	739.115003	1	-0.983614679717	0.965922642146	0.022311785086	0.000039179493	0.996077146335	N\A	0.012731843406	0.009865631107	45	1	-0.023270980480	Global Trend	
2300000	738.202825	1	-0.963322397874	0.936032046756	0.041334678343	0.000022526948	0.992783411522	N\A	0.015711890105	0.011022214967	28	3	-0.002386103097	Global Trend	
2350000	723.767883	1	-0.910701619677	0.907548134719	0.060846990809	0.000025413531	0.991708413992	N\A	0.017055295518	0.012127110388	35	1	-0.002822899132	Global Trend	
2400000	734.273257	1	-0.933667634161	0.942495721693	0.036312539659	0.000025436045	0.995145316196	N\A	0.012296532771	0.009472781895	40	0	-0.013909375460	Global Trend	
2450000	733.044278	1	-0.902396554819	0.937284969917	0.040631131605	0.000022151814	0.996953722354	N\A	0.010965411951	0.009188776176	37	0	-0.019567990121	Global Trend	
2500000	722.601691	1	-0.950567308437	0.938912018611	0.042334775193	0.000022368353	0.995644766408	N\A	0.013306967662	0.010686833196	35	1	-0.011456027505	Global Trend	
2550000	730.166421	1	-0.934709483744	0.930341799948	0.047980172799	0.000025125527	0.993905925403	N\A	0.014598813725	0.010834484396	28	2	-0.008942190413	Global Trend	
2600000	721.576135	1	-1.069453779884	0.978518057315	0.021428763801	0.000024321585	0.999918593242	N\A	0.008593364760	0.008581538075	33	1	0.166288421074	Global Trend	
2650000	726.879856	1	-0.977430877664	0.946695091336	0.019481740624	0.000023583861	0.992058786805	N\A	0.015212259846	0.010682294487	40	1	0.002166737345	Global Trend	
2700000	742.543722	1	-0.864484133721	0.909672917201	0.055407962736	0.000037881310	0.993574000239	N\A	0.015433171982	0.011278119414	31	0	-0.011535654131	Global Trend	
2750000	724.899270	1	-1.020211800319	0.982492729752	0.012981680376	0.000034476336	0.999413238366	N\A	0.009071615127	0.008659964421	37	0	-0.081969068819	Global Trend	
2800000	732.168315	1	-0.905260782499	0.916612068527	0.054668579263	0.000027205633	0.993297320411	N\A	0.015033212654	0.010644317740	34	0	-0.007562983090	Global Trend	
2850000	730.198036	1	-0.971405569810	0.941689408381	0.033279910138	0.000023224085	0.992876088881	N\A	0.015946041583	0.010706182232	42	0	-0.000944078422	Global Trend	
2900000	729.441106	1	-0.926055853718	0.936871928124	0.045922903817	0.000026341358	0.996597321029	N\A	0.012435809753	0.010120770187	33	0	-0.020279760958	Global Trend	
2950000	736.085148	1	-0.979909627611	0.934069062786	0.048294167041	0.000027101382	0.992816392898	N\A	0.016880869015	0.011761529956	37	1	-0.003170090402	Global Trend	
3000000	736.959312	1	-0.954806434231	0.932666887949	0.042934614546	0.000020570532	0.992942959868	N\A	0.016923895642	0.011726840431	36	0	-0.002551765213	Global Trend	
3050000	733.040694	1	-0.984733951174	0.949888698886	0.033251874900	0.000024848669	0.994169009777	N\A	0.014949712775	0.010936714474	31	0	-0.006083802434	Global Trend	
3100000	728.916883	1	-0.933261533374	0.937787232941	0.037317003411	0.000028466295	0.994362576138	N\A	0.014184748514	0.010413075446	34	1	-0.011075781527	Global Trend	
3150000	732.779450	1	-0.993280007408	0.964729237984	0.019027262679	0.000024860570	0.994539038532	N\A	0.014105950568	0.010516008214	40	0	-0.010588052625	Global Trend	
3200000	727.434528	1	-0.988030584760	0.970000396483	0.017376791484	0.000024189824	0.997385772284	N\A	0.010442302847	0.008953848975	29	1	-0.021412833087	Global Trend	
3250000	730.209666	1	-1.040350790864	0.982773635004	0.013826095804	0.000025322329	0.998999301697	N\A	0.009158060269	0.008441038659	38	0	-0.046335843132	Global Trend	
3300000	729.503232	1	-1.037418424935	0.992414337163	0.007235534101	0.000023935371	0.999996548260	N\A	0.008911999977	0.008902461529	30	0	-0.803464632762	Global Trend	
3350000	739.199288	1	-0.972625694208	0.950310455583	0.031678886460	0.000023045242	0.994425261164	N\A	0.014011873348	0.010304660409	43	2	-0.009596213977	Global Trend	
3400000	737.628753	1	-0.930957489047	0.948226821520	0.030712989165	0.000023735826	0.995850305003	N\A	0.011899539832	0.009466413672	34	0	-0.017766919524	Global Trend	
3450000	725.253209	1	-0.933474717072	0.930234393842	0.049788211521	0.000024018493	0.994233525378	N\A	0.013811012911	0.010340568129	32	0	-0.012928752959	Global Trend	
3500000	735.989013	1	-1.075130338735	0.994442373941	0.005860880879	0.000023958568	0.999969951763	N\A	0.008252372629	0.008243232961	34	0	0.240651090474	Global Trend	
3550000	724.995481	1	-1.009304920431	0.969937128676	0.021419078190	0.000026708131	0.997263457921	N\A	0.011551749930	0.009774905400	35	0	-0.023826246882	Global Trend	
3600000	735.648796	1	-1.010991352410	0.968661856699	0.017135982608	0.000023062683	0.993836834038	N\A	0.014812761000	0.010693752240	33	0	-0.006031853121	Global Trend	
3650000	738.232036	1	-0.969220011489	0.942805693204	0.037753830358	0.000021498202	0.994113570432	N\A	0.015311047937	0.011138072101	41	0	-0.005111906205	Global Trend	
3700000	721.653381	1	-0.988481769457	0.953085222694	0.033800404667	0.000040020051	0.994470929419	N\A	0.014136728734	0.010691270455	32	0	-0.014122856848	Global Trend	
3750000	728.865625	1	-0.972656591212	0.953159539224	0.029712492965	0.000024650405	0.993755045745	N\A	0.014066308009	0.010445638540	35	0	-0.011614648890	Global Trend	
3800000	730.808101	1	-1.022742997530	0.971636630243	0.010988443878	0.000023445694	0.993131291303	N\A	0.015625050215	0.010893343021	44	0	-0.000557021276	Global Trend	
3850000	742.644573	1	-0.978480705628	0.950907685112	0.032697664200	0.000024016188	0.995261047231	N\A	0.012680005311	0.009615125964	35	2	-0.011035262558	Global Trend	
3900000	742.251012	1	-1.026745174303	0.982366345684	0.017075595402	0.000020879727	0.999984625876	N\A	0.008605508249	0.008583707232	27	1	-0.402091079587	Global Trend	
3950000	731.486136	1	-1.059027358569	0.992854642696	0.007706705725	0.000017815995	0.999972305048	N\A	0.008391009770	0.008391648525	31	1	0.249625422684	Global Trend	
4000000	733.555988	1	-0.990372849344	0.967415761317	0.016920637265	0.000026289408	0.995259947829	N\A	0.012715765542	0.009177881340	40	2	-0.013919576764	Global Trend	
4050000	732.182885	1	-0.891259289896	0.909921540977	0.062075637392	0.000024413172	0.994094325752	N\A	0.015994557119	0.011803294967	42	1	-0.008269139864	Global Trend	
4100000	727.367263	1	-0.965487549884	0.944053447897	0.044749993021	0.000024833054	0.997225668973	N\A	0.012232516901	0.010257385936	42	1	-0.021994916026	Global Trend	
4150000	734.570754	1	-0.962399851508	0.960765022346	0.030378116298	0.000026354544	0.998222458057	N\A	0.010124193558	0.008861225667	43	1	-0.046512147715	Global Trend	
4200000	724.026148	1	-0.936054758139	0.917293849419	0.057797603579	0.000021484637	0.993095422244	N\A	0.015446475616	0.011023955304	29	0	-0.003700346412	Global Trend	
4250000	731.300255	1	-0.927687696922	0.930884093694	0.042518194641	0.000031343395	0.993847732898	N\A	0.015552805881	0.011343179633	53	0	-0.009103708371	Global Trend	
4300000	729.840580	1	-0.995960451829	0.968147166181	0.013938464570	0.000028037291	0.994941865752	N\A	0.013240738566	0.010089821688	37	1	-0.010392490259	Global Trend	
4350000	720.879958	1	-0.963720382100	0.932369102563	0.045513469746	0.000024090989	0.992205427571	N\A	0.016333852605	0.011321303963	38	0	-0.002447784489	Global Trend	
4400000	727.355291	1	-1.036976104308	0.981604312523	0.013805334532	0.000024161449	0.999076742831	N\A	0.008292092404	0.007631086122	37	0	-0.034440652751	Global Trend	
4450000	729.965998	1	-0.993283763300	0.950090048027	0.035564162775	0.000022563496	0.993760277734	N\A	0.015372449643	0.011209259161	41	0	-0.005796850701	Global Trend	
4500000	730.670142	1	-0.981568105188	0.956724395739	0.019661610115	0.000021640109	0.992473903109	N\A	0.016078370660	0.011314558012	41	0	-0.003464686381	Global Trend	
4550000	724.094705	1	-0.995124334097	0.939738335328	0.045662993182	0.000026966758	0.992416889828	N\A	0.017804453663	0.012275945583	34	0	-0.002805545757	Global Trend	
4600000	720.878480	1	-1.003234841578	0.955360471369	0.029097664286	0.000024606315	0.993898140247	N\A	0.015019791135	0.010667916405	39	0	-0.004051153269	Global Trend	
4650000	721.151610	1	-0.962700062787	0.939600146711	0.032004484544	0.000033646978	0.991833980260	N\A	0.016662639804	0.011657801102	35	0	-0.001040122766	Global Trend	
4700000	723.337481	1	-1.003117557648	0.974154372351	0.023657884736	0.000029286452	0.999835111609	N\A	0.008848154755	0.008724152001	30	1	-0.158867824875	Global Trend	
4750000	740.251710	1	-0.969097996297	0.940849443365	0.038515686386	0.000024409379	0.993286839432	N\A	0.015006207376	0.010604197495	36	0	-0.004074881155	Global Trend	
4800000	731.573595	1	-0.980678638087	0.950108738398	0.037987129515	0.000021442813	0.996552628674	N\A	0.011712528077	0.009520213928	37	0	-0.015447109562	Global Trend	
4850000	718.732229	1	-0.922783188456	0.915868706968	0.059233415051	0.000024669231	0.995475297367	N\A	0.012554067312	0.009776697285	36	0	-0.005335875064	Global Trend	
4900000	722.796520	1	-0.909773305029	0.913345388768	0.056982546222	0.000021457893	0.993272952119	N\A	0.015724504661	0.011173081221	43	1	-0.004114552969	Global Trend	
4950000	735.633237	1	-0.965880735073	0.936653477017	0.048607657874	0.000025679134	0.995085411234	N\A	0.014292361032	0.010757988375	38	0	-0.011468404407	Global Trend	
5000000	734.099451	1	-0.998493539854	0.952281219937	0.034761708388	0.000021571335	0.995034634033	N\A	0.014452253652	0.010809016922	49	0	-0.008361367256	Global Trend	
5050000	727.778895	1	-0.958969533306	0.925657595610	0.054078481503	0.000009619786	0.992936433040	N\A	0.016811979743	0.012028277947	34	0	-0.001657002429	Global Trend	
5100000	728.478399	1	-0.940026869293	0.931245088810	0.046222673707	0.000027924048	0.992992912397	N\A	0.015958639237	0.011319316756	27	0	-0.007095851498	Global Trend	
5150000	726.493756	1	-0.974772416937	0.940662365085	0.041586624226	0.000023078762	0.992824983766	N\A	0.015492035161	0.010976788227	39	0	-0.004989147206	Global Trend	
5200000	727.282726	1	-0.947023527945	0.917361897672	0.054622511495	0.000026927558	0.992078668280	N\A	0.017361596545	0.012147143178	38	1	0.000277752975	Global Trend	
5250000	729.296918	1	-0.973221688186	0.928531125033	0.047210012171	0.000029453591	0.991795931393	N\A	0.019164406185	0.013267634113	36	1	0.001845895188	Global Trend	
5300000	734.796794	1	-1.041919421882	0.990123352187	0.004086116088	0.000021718349	0.998712954434	N\A	0.010073519225	0.009189828671	38	0	-0.030252138237	Global Trend	
5350000	727.885444	1	-1.001212541163	0.961526454668	0.027339120207	0.000026590906	0.996661211589	N\A	0.012211745629	0.010096370400	36	0	-0.018144967365	Global Trend	
5400000	728.361932	1	-1.003684259052	0.950078559338	0.038637276715	0.000024096745	0.993228921462	N\A	0.016096779969	0.011581241571	35	0	-0.006572671498	Global Trend	
5450000	727.522551	1	-0.910161698485	0.932704887963	0.033580415009	0.000024152770	0.992749082270	N\A	0.015960212895	0.011538469815	37	0	-0.006980339233	Global Trend	
5500000	729.407085	1	-0.960028264343	0.950239060526	0.030650944939	0.000028650090	0.994176368242	N\A	0.014795197736	0.010893830945	43	0	-0.012711349257	Global Trend	
5550000	734.282418	1	-0.999281105638	0.974339805074	0.012773792378	0.000027357375	0.996057702620	N\A	0.012315190148	0.009754975178	43	1	-0.017779100048	Global Trend	
5600000	735.898191	1	-0.972011022083	0.952164542817	0.038100119980	0.000029235382	0.997728807210	N\A	0.010443340794	0.008961105203	32	1	-0.037075124471	Global Trend	
5650000	739.541904	1	-0.947207993241	0.940454602179	0.037240228258	0.000019427456	0.994060981506	N\A	0.015202151033	0.011002308090	38	2	-0.005847161858	Global Trend	
5700000	716.227129	1	-0.899792563397	0.917348303962	0.046762081375	0.000029026496	0.992186040319	N\A	0.015088527800	0.010610876393	31	0	-0.004325467230	Global Trend	
