Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m8-fab-004.txt
Log File Name:                   DIE_d1_m8-fab-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2517457952
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m8-fab-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	726.035841	1	-1.060426786516	1.002938374533	-0.015919294929	0.061235397563	0.000037534636	0.990458972043	N\A	0.028707366302	0.003987927046	0.012691625582	34	0	
1050000	722.927438	1	-1.079943061569	1.021143178406	-0.013826519391	0.034360416951	0.000026635093	0.992333808337	N\A	0.027153086401	0.003543116759	0.011522658151	38	0	
1100000	723.391922	1	-1.151927460023	1.062144861955	-0.020174161047	0.040107604551	0.000026278010	0.992258955025	N\A	0.028029105254	0.003743022250	0.011787235724	30	0	
1150000	734.425016	1	-0.972105541183	0.941824471663	-0.004844621768	0.055515324736	0.000021734334	0.992221115590	N\A	0.028263686409	0.003830138836	0.012121709057	43	0	
1200000	733.805433	1	-0.983592637911	0.948129181836	-0.007439348258	0.063518158904	0.000021747408	0.992476433914	N\A	0.029168559739	0.004180613743	0.011878448215	31	1	
1250000	717.812546	1	-0.996206408748	0.965840255102	-0.007712947441	0.047574472111	0.000026073608	0.991492076003	N\A	0.028407999703	0.003949428487	0.012172593180	33	0	
1300000	724.060167	1	-1.063870011262	1.004264795508	-0.012118505526	0.036920794803	0.000023864709	0.991304479647	N\A	0.028946711560	0.003989924659	0.012441060384	31	0	
1350000	725.479514	1	-1.112263465887	1.027837091391	-0.007556601161	0.005674588470	0.000026953619	0.992714579487	N\A	0.027714336945	0.003985073711	0.010825480226	35	0	
1400000	730.015470	1	-1.039540452463	0.983160650539	-0.012558850690	0.060780389796	0.000022301588	0.991692704639	N\A	0.029607562382	0.004117990448	0.011930449347	49	0	
1450000	734.295672	1	-1.060560429785	1.000815209935	-0.012279197360	0.044521730548	0.000025633075	0.991903711191	N\A	0.027395975912	0.003797421937	0.010591502546	38	0	
1500000	725.737378	1	-0.999563920979	0.962585658197	-0.011969703787	0.073152523302	0.000025946384	0.991850995367	N\A	0.027973374553	0.003847647289	0.011980018928	30	0	
1550000	730.554586	1	-1.137590606274	1.050104473162	-0.017827355591	0.035515962539	0.000024164992	0.991817966120	N\A	0.028890536883	0.003951615135	0.012510709507	30	0	
1600000	730.172121	1	-1.003400972301	0.962472440233	-0.006707952211	0.048727897956	0.000023004682	0.991703803237	N\A	0.027939620796	0.003917340227	0.011554449014	38	0	
1650000	722.874066	1	-1.063502375476	1.007195788118	-0.014327628380	0.047199938822	0.000025062586	0.992555188032	N\A	0.027956969077	0.003802347240	0.012036648336	39	0	
1700000	725.495147	1	-1.071411928987	1.012243448938	-0.016644931886	0.053202843830	0.000010177602	0.991155546747	N\A	0.027236877541	0.003666152049	0.012051670264	35	0	
1750000	728.355993	1	-1.015525212534	0.960504043890	0.001584515258	0.013667342815	0.000023981712	0.992626954749	N\A	0.027393764319	0.003989832967	0.011590547960	41	0	
1800000	736.595293	1	-1.035743452951	0.990891203145	-0.013210867256	0.052287304000	0.000030973558	0.992147174416	N\A	0.027790239552	0.003685570302	0.010865670731	37	2	
1850000	724.693520	1	-1.123113041493	1.032610394147	-0.018367978504	0.057133375618	0.000023196734	0.991489266238	N\A	0.028913618704	0.003911465483	0.012647139688	47	0	
1900000	728.949228	1	-1.058029153642	1.006599453507	-0.014684847005	0.048367898626	0.000026601134	0.991585277011	N\A	0.027841576527	0.003905849959	0.011398497663	24	0	
1950000	727.537020	1	-0.972903026543	0.930392948161	-0.000540394999	0.049301164550	0.000024431748	0.992832658201	N\A	0.025893143805	0.003784259881	0.010985553828	41	0	
2000000	718.810043	1	-1.099163922608	1.027184539656	-0.014568296646	0.032816443640	0.000030472363	0.992163755793	N\A	0.030057353881	0.003930763621	0.010778026687	39	0	
2050000	722.480997	1	-1.133015985824	1.053761032211	-0.023160437165	0.055394975084	0.000029048694	0.992457091471	N\A	0.025463825454	0.003583037227	0.011441384761	28	0	
2100000	719.560926	1	-1.074315178687	1.010293790082	-0.010997681106	0.031192319308	0.000024154116	0.992256691276	N\A	0.025773079543	0.003662270033	0.010130088948	42	0	
