Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m9-glob-003.txt
Log File Name:                   MOB_d1_m9-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1731942205
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m9-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	Global Trend	
1500000	312.839834	1	-1.753363086166	1.707020093357	-0.152131294120	-0.072204266998	0.050883094708	0.000566661706	0.943560659022	N\A	0.122306891024	0.021634811852	0.046440514523	0.011987102793	47	22	0.002055321518	Global Trend	
1550000	306.579075	1	-1.618198970724	1.690322653409	-0.160076797283	0.054585986274	0.029687591235	0.000231537690	0.915809881978	N\A	0.115149092126	0.017525153186	0.062915813746	0.012634213989	37	22	0.002930438377	Global Trend	
1600000	323.901206	1	-2.056905244252	1.911392028996	-0.210599120212	-0.058316079039	0.076071292406	0.000222243540	0.927370813347	N\A	0.132735990274	0.021160146052	0.055839734962	0.012531745705	42	19	0.000319139957	Global Trend	
1650000	308.201655	1	-1.601240648432	1.532546292440	-0.130782560604	0.109292781502	0.014367200311	0.000348925914	0.945448036531	N\A	0.117374692701	0.020128444034	0.050250761156	0.011945943634	36	18	0.001695500250	Global Trend	
1700000	309.328936	1	-2.135504027298	1.874147569402	-0.192729859975	-0.035236854317	0.061308506278	0.000110336139	0.924034004012	N\A	0.140837708680	0.024066421636	0.058093025286	0.013362348094	42	22	0.000216820254	Global Trend	
1750000	317.799522	1	-1.512895486646	1.486289011318	-0.098815335087	-0.011460474046	0.015828473872	0.000212904359	0.938723951355	N\A	0.092616582976	0.015925233196	0.047337033730	0.010946583316	38	19	0.002494128041	Global Trend	
1800000	328.537683	1	-1.298572374189	1.241521265625	-0.078831866073	0.111222853980	0.006522304840	0.000152967204	0.940762326722	N\A	0.129598637354	0.022117199847	0.046602825333	0.011979396950	33	22	0.000526939294	Global Trend	
1850000	347.209837	1	-1.505782151688	1.414548327260	-0.099895001370	0.095515008564	0.013797112975	0.000130045993	0.950231521378	N\A	0.088007385742	0.014726680884	0.040841034812	0.008802383683	51	24	0.001402190200	Global Trend	
1900000	308.963125	1	-2.011468880104	1.827855117766	-0.169868304682	-0.001914603279	0.027373664531	0.001071019074	0.942275794276	N\A	0.131725686214	0.023595833552	0.056906349398	0.013719539132	36	18	0.001770983449	Global Trend	
1950000	316.218373	1	-2.227570979814	1.986076131779	-0.194765013388	-0.097842024969	0.051423022744	0.000332697025	0.940418600055	N\A	0.114743551284	0.020083785934	0.045933733282	0.011475990801	41	18	0.000654013112	Global Trend	
2000000	328.026726	1	-1.912186319225	1.843973580473	-0.172363735254	-0.129171270566	0.062833579064	0.000307819322	0.933039587815	N\A	0.109428793409	0.018588940177	0.050026210724	0.011800150506	46	22	0.002359335942	Global Trend	
2050000	337.654990	1	-2.072706313753	1.976838971683	-0.201992204272	-0.141931836343	0.076662666068	0.000465227780	0.942340980680	N\A	0.114707877776	0.020455665247	0.050408880604	0.013186114557	38	23	0.002734104789	Global Trend	
2100000	309.697340	1	-2.088344651868	2.023926260690	-0.227212157205	-0.085393183179	0.079088670490	0.000272216068	0.943426922066	N\A	0.092314689527	0.014187017516	0.045772943501	0.009534213565	49	21	0.001116780594	Global Trend	
2150000	295.315859	1	-2.078909272464	1.868981271939	-0.185115160625	-0.094622245435	0.065230416612	0.000850686676	0.928828632448	N\A	0.132836609444	0.023167833901	0.054414062028	0.013574272429	52	22	-0.000234641284	Global Trend	
2200000	312.543917	1	-1.872758336139	1.746020066262	-0.153247144933	-0.081150847982	0.047112838243	0.001160863819	0.931740933064	N\A	0.113828912391	0.020117690744	0.054242247331	0.012714804566	44	18	0.002894443921	Global Trend	
2250000	328.029109	1	-1.994488799179	1.880268643672	-0.178464187488	-0.077230392549	0.044099869540	0.000454051190	0.953383276907	N\A	0.100789985919	0.019794518047	0.043879218218	0.012196114916	41	23	0.001523325538	Global Trend	
2300000	316.166068	1	-1.965820792563	1.803119380439	-0.177912236787	-0.033107530577	0.054679617837	0.000197027612	0.947287779439	N\A	0.140605194218	0.022511438530	0.054935104010	0.012645535077	36	21	0.000685576994	Global Trend	
2350000	307.793295	1	-1.858754516987	1.871722998091	-0.180975035555	-0.129823220074	0.057635544604	0.000259587411	0.933533411904	N\A	0.124866639773	0.020930681728	0.048143810233	0.011790162500	47	19	0.001184424650	Global Trend	
2400000	311.685086	1	-1.794933354470	1.632290580660	-0.123543016587	-0.067228346754	0.031915092880	0.000311538635	0.951643060019	N\A	0.108089531615	0.019216942413	0.038211149881	0.011023118268	42	22	0.001028547294	Global Trend	
2450000	293.499752	1	-2.104668410335	1.945951446353	-0.199672919064	-0.047415845687	0.059704711005	0.000322297202	0.913967698397	N\A	0.150991134582	0.023408533478	0.067924769011	0.014154565385	44	17	0.001065878563	Global Trend	
2500000	299.647435	1	-1.384308976777	1.380130329405	-0.103760397690	0.100775250564	0.012396269881	0.000194336025	0.933599000119	N\A	0.096496725981	0.015908218072	0.048266061135	0.011123024921	40	14	0.002201238657	Global Trend	
2550000	290.730135	1	-1.591902552202	1.458436470068	-0.131867913004	0.159690605549	0.018931434102	0.000272945924	0.938140857751	N\A	0.141254946156	0.024589934770	0.043787943119	0.012560433148	33	15	0.000570731004	Global Trend	
2600000	310.957916	1	-1.869883912584	1.634633801474	-0.138841421464	-0.022575775871	0.034238774467	0.000278003028	0.922183429760	N\A	0.153003809571	0.025531704205	0.064447613163	0.014156660337	36	26	0.000648052359	Global Trend	
2650000	320.990616	1	-1.856385745271	1.782169806887	-0.161334196819	-0.073238010697	0.040882340793	0.000321179999	0.945547495627	N\A	0.121450152686	0.019914263958	0.043212052615	0.011173482442	39	23	0.001350818374	Global Trend	
2700000	319.870346	1	-1.590433913196	1.482978136733	-0.107541575910	0.041871682091	0.017182425657	0.000279476266	0.938649077639	N\A	0.129341385411	0.021690767495	0.054442125130	0.012260429266	40	27	0.001020721278	Global Trend	
2750000	300.991890	1	-1.598297682779	1.498691510112	-0.144024626092	0.122846021593	0.030628928111	0.000249788712	0.914422258481	N\A	0.150591877056	0.023918897649	0.065578273909	0.013879978083	45	16	0.000790499543	Global Trend	
2800000	307.384011	1	-1.947247066026	1.855115182117	-0.203653525638	0.005184788670	0.061893109755	0.000183381202	0.923456576847	N\A	0.140554826224	0.021514281493	0.062174127347	0.012692747374	32	25	0.000621361938	Global Trend	
2850000	317.933710	1	-1.809577290184	1.780533081640	-0.185424033912	-0.017394294965	0.057816477173	0.000198205033	0.918311916605	N\A	0.129317432779	0.019372566716	0.060288100554	0.011776478378	37	22	0.000957257314	Global Trend	
2900000	319.779285	1	-1.634541902247	1.621840443627	-0.151721031774	-0.010722787587	0.049682688154	0.000160910760	0.939087359523	N\A	0.106260375645	0.017838215463	0.051450015517	0.011270901519	41	19	0.001399223472	Global Trend	
2950000	328.449951	1	-1.915442854227	1.798553535616	-0.177455344180	-0.048042183648	0.052685303066	0.000197623305	0.932697667460	N\A	0.126205975615	0.020570097283	0.054499318100	0.011710271927	37	18	0.000810582717	Global Trend	
3000000	322.438149	1	-1.465086119483	1.463994369586	-0.134895962368	0.117909446153	0.027204706507	0.000196940324	0.935619606014	N\A	0.109082048486	0.018280009657	0.045045619000	0.010687328230	37	17	0.001501076874	Global Trend	
3050000	318.663266	1	-1.633156570379	1.526876802120	-0.138879607969	0.128952003580	0.020168384211	0.000182788551	0.930470437110	N\A	0.131584009865	0.021121777822	0.050702798079	0.011499108546	43	19	0.000858281314	Global Trend	
3100000	354.283617	1	-1.737315295062	1.658654061985	-0.154775935829	0.002088656473	0.047901826824	0.000183816653	0.949872382012	N\A	0.128232812841	0.020470117185	0.052040124687	0.011641571708	48	24	0.000904358653	Global Trend	
3150000	320.182298	1	-1.661989692678	1.537460673968	-0.114927943122	-0.009596355532	0.036130770843	0.000239417224	0.935752776083	N\A	0.093740971223	0.012649731746	0.051468576608	0.009157116837	50	20	0.001849311949	Global Trend	
3200000	326.762933	1	-1.765350742308	1.709378514757	-0.161836690560	-0.041935676227	0.055386097423	0.000229715803	0.930057700964	N\A	0.123835635744	0.019310454335	0.057311616145	0.011850179619	35	20	0.000954231512	Global Trend	
3250000	289.126942	1	-1.927349273187	1.640452458515	-0.141521007244	0.025136531047	0.031147695560	0.000269636447	0.922486098033	N\A	0.180688084374	0.028244448632	0.077276973487	0.015693698116	36	16	0.000490305347	Global Trend	
3300000	291.119712	1	-1.760003185657	1.588226858131	-0.148755793784	0.034803841986	0.040861892572	0.000264566371	0.931109094944	N\A	0.154308959838	0.022479349630	0.067667161562	0.012855775840	43	19	0.000560997099	Global Trend	
3350000	333.974127	1	-1.099494343060	1.260093960100	-0.083152319372	0.134383327571	0.007897636619	0.000272433836	0.950285964057	N\A	0.074250687053	0.011628807683	0.044518586782	0.009277533512	40	25	0.005812185735	Global Trend	
3400000	325.581615	1	-1.520513229719	1.447032627330	-0.114158631218	-0.004622798778	0.037879257403	0.000324995023	0.942591114723	N\A	0.114655465575	0.021739700348	0.039429095038	0.012276878197	40	20	0.000636707310	Global Trend	
3450000	330.444957	1	-2.017405305526	1.811936980991	-0.161952871191	-0.149659295051	0.063742675444	0.000247707726	0.950568953312	N\A	0.109831714652	0.020184739895	0.042589889082	0.011076777675	47	20	0.000745661855	Global Trend	
3500000	303.015617	1	-1.635497908390	1.583239561788	-0.144018798298	0.012966089586	0.048324451518	0.000253647786	0.928663585196	N\A	0.127911869953	0.021378419016	0.054953077599	0.012709677289	45	22	0.001122976809	Global Trend	
3550000	305.139749	1	-1.604175696510	1.444244546667	-0.108244308633	0.083451812818	0.011375703315	0.000341279299	0.913155499364	N\A	0.156105325705	0.023365233550	0.071722570135	0.013885583124	38	17	0.001320346100	Global Trend	
3600000	305.547104	1	-1.708512579971	1.516947876519	-0.131388674078	0.138958196877	0.015834830431	0.000234585155	0.924050754769	N\A	0.141556240717	0.020882010149	0.068151851714	0.012883707020	34	19	0.000969579352	Global Trend	
3650000	313.571555	1	-1.796331962829	1.690686573298	-0.169651900764	0.051137723529	0.050358135635	0.000222819857	0.948844839228	N\A	0.121373396338	0.022468763029	0.037571275213	0.011847520215	41	18	0.000955411127	Global Trend	
3700000	322.456252	1	-1.958847836584	1.900273420457	-0.185606879147	-0.125139774591	0.068064326147	0.000213326679	0.958272255046	N\A	0.088875163404	0.017552465098	0.037623650280	0.010264689752	43	18	0.001436890251	Global Trend	
3750000	303.072938	1	-2.224795139690	2.049885793166	-0.206816173597	-0.098261580930	0.052938602150	0.000274685089	0.927408989413	N\A	0.133337947015	0.021888415422	0.061312778310	0.013398255534	36	17	0.001413049428	Global Trend	
3800000	319.992611	1	-1.277232273728	1.241544114018	-0.058620274757	-0.009321814168	0.019589540007	0.000310503279	0.926366554263	N\A	0.117035109713	0.017887242014	0.055763252834	0.011121153058	37	22	0.002408790928	Global Trend	
3850000	311.489085	1	-0.853471997394	0.932275090578	-0.036841909675	0.205928409805	-0.005073769801	0.000213589822	0.938911081544	N\A	0.062690454559	0.008978804463	0.048262277682	0.009065647446	42	22	0.006138536691	Global Trend	
3900000	331.960567	1	-0.928991832904	0.846426367489	0.011034105905	0.186279091466	-0.032325477154	0.000484362175	0.991445409373	N\A	0.027303690494	0.006287402324	0.027764613914	0.007593563383	48	22	0.046841933096	Global Trend	
3950000	318.824233	1	-1.270793300415	1.207996087196	-0.053060673955	0.114443918122	-0.009123502511	0.000345614128	0.935831052830	N\A	0.103638265684	0.017408009501	0.051138924115	0.011668945689	47	21	0.002721924416	Global Trend	
4000000	296.548649	1	-1.570808593148	1.419015634760	-0.121612966108	0.115555763402	0.019084465364	0.000387375107	0.926473517992	N\A	0.129094747814	0.020882460536	0.050133029001	0.011491815588	46	18	0.001680382717	Global Trend	
4050000	307.206613	1	-1.187310621483	1.110152513508	-0.055292361469	0.186571909102	-0.012500972848	0.000479975828	0.922386134426	N\A	0.137973924705	0.019591387167	0.065842924050	0.012231052459	46	20	0.002262572607	Global Trend	
4100000	312.092847	1	-0.974428131391	1.018486285130	-0.047133228239	0.146009980266	-0.003074784963	0.000243296551	0.941289638011	N\A	0.093044892835	0.013941656579	0.054299350357	0.010505444321	43	25	0.003094109975	Global Trend	
4150000	325.534266	1	-1.923661262091	1.838788358738	-0.176054334801	-0.046172874872	0.046614467437	0.000143886984	0.970551191573	N\A	0.117559499556	0.019367268092	0.046653833882	0.012069209924	46	19	0.001152362338	Global Trend	
4200000	320.136171	1	-1.711425135827	1.653972063432	-0.157331220878	0.036965239370	0.042592586540	0.000220616554	0.936482517074	N\A	0.111456784288	0.017958245320	0.054866485082	0.011196715671	51	18	0.001641113953	Global Trend	
4250000	325.513274	1	-1.928081308136	1.712007123574	-0.133527396628	-0.098907130023	0.041337776351	0.000222788838	0.955062023388	N\A	0.100926922683	0.017650544854	0.037186589181	0.009774612026	44	22	0.000185097419	Global Trend	
4300000	301.639533	1	-1.596433910867	1.223876959544	-0.048811005682	0.129945634149	-0.021337037669	0.000069836005	0.935349133520	N\A	0.108917768709	0.016568478466	0.041727096133	0.009907495665	47	18	0.000319922304	Global Trend	
4350000	313.906831	1	-2.258729994084	1.979711955219	-0.192945545842	-0.121549021760	0.054794473004	0.000261684329	0.929093318514	N\A	0.110312700675	0.017821363296	0.051052326730	0.011338116427	42	19	0.000313688791	Global Trend	
4400000	315.388489	1	-1.816492912305	1.677029138458	-0.146495278406	0.038830365352	0.016837296239	0.000277128750	0.929333220353	N\A	0.127179218928	0.021326938338	0.059373733658	0.013209145547	46	20	0.000967301471	Global Trend	
4450000	316.811298	1	-1.034403303976	1.083588201913	-0.076816932640	0.269140668916	-0.004001792924	0.000725150319	0.919919547572	N\A	0.115341406562	0.016757505293	0.055106285184	0.010416728580	33	22	0.005577763045	Global Trend	
4500000	299.665152	1	-1.533510437795	1.561223541712	-0.118219092438	0.012735237825	0.023353098751	0.000242332684	0.925361711983	N\A	0.113096945125	0.016916638782	0.060454333620	0.011416027976	33	18	0.002512837286	Global Trend	
4550000	310.811293	1	-1.622213508152	1.590098372725	-0.135596384725	-0.015242730409	0.042441744579	0.000213400180	0.926136830402	N\A	0.116343149568	0.019127136304	0.057148159661	0.012232561570	41	13	0.001602138944	Global Trend	
4600000	310.359699	1	-2.020980749564	1.827360061515	-0.165107052941	-0.048798349597	0.039318449901	0.000394348662	0.913734527410	N\A	0.157757675331	0.025330687389	0.065026754814	0.013867417238	38	20	0.001419568022	Global Trend	
4650000	315.084297	1	-1.968402183946	1.884054482296	-0.183821573013	-0.109343286513	0.057318555857	0.000491113014	0.923592754975	N\A	0.130871800282	0.021863463318	0.051256318114	0.012318148361	39	21	0.001867159651	Global Trend	
4700000	345.752491	1	-1.522288038973	1.505876887360	-0.124501336223	0.018487330789	0.035468892231	0.000226128966	0.948498815573	N\A	0.101594885605	0.016204750808	0.046311534905	0.009365371992	35	24	0.002241532860	Global Trend	
4750000	340.459022	1	-1.922980231627	1.704932905374	-0.137976037105	-0.042818617287	0.034498405141	0.000166165807	0.929275642111	N\A	0.134027272719	0.020731997293	0.059681395923	0.012068919760	39	26	0.000732248752	Global Trend	
4800000	296.150135	1	-2.033372514703	1.900374383168	-0.182299172015	-0.055560350873	0.053432322253	0.000895866792	0.911098662260	N\A	0.144215278750	0.021909736234	0.063696152761	0.012537837625	35	19	0.005448109824	Global Trend	
4850000	316.047033	1	-1.374129074370	1.401169113004	-0.129754342124	0.170160813295	0.018628031351	0.000136768323	0.918928936766	N\A	0.122490878214	0.018287903550	0.060711619838	0.011929626027	49	20	0.001150932805	Global Trend	
4900000	313.744733	1	-1.928255059835	1.851099648870	-0.179855012229	-0.040934461501	0.045169738208	0.000790229112	0.951611916408	N\A	0.127154368121	0.021296054833	0.047480369235	0.011898621578	42	20	0.003805681610	Global Trend	
4950000	308.141240	1	-2.013471334296	1.874414246050	-0.196266179621	-0.018046778498	0.061999296911	0.000902445127	0.924318802958	N\A	0.131444962576	0.021985292120	0.052030579065	0.012381906805	40	21	0.002773511477	Global Trend	
5000000	320.029873	1	-1.582081656949	1.320078275039	-0.081130008613	0.092496606782	0.001652713615	0.000232152962	0.935142757833	N\A	0.113835963362	0.018891028457	0.047894867592	0.011228219886	38	24	0.001701916538	Global Trend	
5050000	316.457149	1	-1.936712969514	1.732800311845	-0.151203294230	-0.020785634775	0.031213799943	0.000402875527	0.933333441767	N\A	0.116019941552	0.020673715600	0.052881557465	0.012747405483	35	21	0.000772367721	Global Trend	
5100000	321.231742	1	-1.853292442558	1.760339203019	-0.177992934848	-0.007403131477	0.050981576626	0.000463870857	0.942807310605	N\A	0.120066428776	0.020640750346	0.041598886837	0.010739928167	45	16	0.001411779555	Global Trend	
5150000	316.597476	1	-2.015422087220	1.874211399193	-0.165302878491	-0.154328229288	0.059558727370	0.000210083392	0.924892560035	N\A	0.129167995871	0.020460576893	0.056196252957	0.011839040067	42	26	0.001484730074	Global Trend	
5200000	314.331171	1	-2.016860050503	1.908788917341	-0.190698644045	-0.098723728699	0.067683938892	0.000123539893	0.931280283420	N\A	0.108009075534	0.016558341730	0.054988087312	0.011258593548	40	18	0.000885237593	Global Trend	
5250000	317.675168	1	-1.858280436491	1.767793344083	-0.168104862135	-0.062692379653	0.048556586825	0.000199202435	0.965369675131	N\A	0.097474163686	0.019666080109	0.033536738398	0.011489125711	44	21	0.000833664272	Global Trend	
5300000	313.606616	1	-1.710323053474	1.557153046516	-0.133367403202	0.124266670011	0.010074302556	0.000100088566	0.933968303595	N\A	0.117235783850	0.020089006651	0.054824750113	0.012628078968	47	15	0.000544746115	Global Trend	
5350000	311.950549	1	-1.923754753124	1.882770940048	-0.193360411546	-0.045044236680	0.057925138110	0.000295719311	0.925665249786	N\A	0.119291914484	0.019810171995	0.053366131159	0.012425135395	38	19	0.001462095292	Global Trend	
5400000	327.466506	1	-1.343607268016	1.355345828315	-0.085643043428	0.094515344493	0.004719157412	0.000253511963	0.936472673544	N\A	0.084166706925	0.013740460940	0.047285772981	0.010130364775	40	17	0.003614769135	Global Trend	
5450000	309.852412	1	-1.217127322011	1.267032218074	-0.084089207096	0.119575421535	0.013473923738	0.000229252801	0.918205398597	N\A	0.090838979754	0.008628062014	0.055556308231	0.008038912195	33	17	0.003067976964	Global Trend	
5500000	333.418964	1	-1.644215229096	1.671686475905	-0.134875370403	-0.046517499693	0.034722630718	0.000340594072	0.944286055050	N\A	0.068246213545	0.006969337696	0.041202801816	0.006559726468	40	16	0.003647364470	Global Trend	
5550000	307.374679	1	-1.636883702172	1.679763270816	-0.126653933710	-0.059257005703	0.030499414160	0.000258093014	0.938417800974	N\A	0.113657608049	0.018351003166	0.047425387851	0.010315457486	46	20	0.001038863269	Global Trend	
5600000	304.570680	1	-2.006014597511	1.808189343987	-0.166426101673	-0.048738065605	0.050246732011	0.000196781019	0.945911085018	N\A	0.104999158833	0.018753224781	0.043992500394	0.011054356806	42	16	0.000970023522	Global Trend	
5650000	304.312719	1	-2.349749623456	2.060037142441	-0.209866351494	-0.129932671177	0.065345177275	0.000206836449	0.934295898216	N\A	0.120741745068	0.019644208791	0.055413921220	0.012084318633	55	18	0.000800469840	Global Trend	
5700000	297.518190	1	-2.043509500673	1.852935538224	-0.187467138805	-0.057688578714	0.062156600309	0.000328212707	0.946176912041	N\A	0.099907636632	0.018332996052	0.051277249285	0.012220537798	50	19	0.000457169401	Global Trend	
5750000	307.976256	1	-1.682577148963	1.537370747920	-0.138517413858	0.103432043363	0.024780720061	0.000167201769	0.935165056644	N\A	0.142170208050	0.025021095676	0.058426225289	0.014158595437	38	18	0.000301996933	Global Trend	
5800000	331.710819	1	-1.909235438709	1.754392387922	-0.141882432001	-0.047153895335	0.028293050257	0.000129448967	0.929645922543	N\A	0.106678854686	0.017790839412	0.052952574474	0.011619821562	42	15	0.001283745357	Global Trend	
5850000	308.933823	1	-1.829371925439	1.729200148113	-0.165469072910	0.004204404009	0.047446851064	0.000205481681	0.925602384721	N\A	0.118420126995	0.020813967234	0.053437684135	0.012166294481	36	24	0.001210240606	Global Trend	
5900000	307.842585	1	-1.682170492391	1.553414049245	-0.127965759617	0.069977150341	0.017623338497	0.000289260876	0.931037313868	N\A	0.133393602343	0.023232325001	0.048661923409	0.012533041017	41	18	0.001220586180	Global Trend	
5950000	319.993410	1	-1.503856911666	1.609231832788	-0.139681482950	0.014294692920	0.033009801227	0.000270495667	0.926444628211	N\A	0.099087681956	0.016774142209	0.050128314360	0.011091813741	44	14	0.002894969175	Global Trend	
6000000	316.167556	1	-1.824584030525	1.798005655090	-0.170407668538	-0.081573747765	0.055681479642	0.000185288771	0.951945092483	N\A	0.096581170695	0.019345700873	0.039643820124	0.012132370694	36	20	0.001232895707	Global Trend	
6050000	304.634467	1	-2.486017690266	2.242377725583	-0.247487221727	-0.189174610446	0.084763489445	0.000170875399	0.930439783114	N\A	0.133560910029	0.021773180329	0.056445628984	0.012317876551	45	15	0.000347476196	Global Trend	
6100000	322.156486	1	-1.839903198190	1.818600268884	-0.190305738703	-0.044201024462	0.056739927502	0.000265246094	0.934405324962	N\A	0.115257356342	0.019940432076	0.048497224250	0.011850309707	45	20	0.000502818711	Global Trend	
6150000	326.281080	1	-1.684739085661	1.690214777054	-0.162844883632	-0.026679367242	0.050471521092	0.000288348103	0.937687178745	N\A	0.100361724150	0.016227636148	0.045910248457	0.010296599114	45	18	0.001309453091	Global Trend	
6200000	308.808064	1	-1.442676211595	1.447120135754	-0.137812121970	0.118866957030	0.038395104589	0.000532847240	0.930834610317	N\A	0.126788234563	0.021190615892	0.051986103502	0.012224845837	38	21	0.003130243683	Global Trend	
6250000	307.594565	1	-1.493800591266	1.426721606057	-0.131266666536	0.088480899813	0.034948968489	0.000232904631	0.933952868605	N\A	0.126795014511	0.021741513090	0.053082726878	0.012844244491	41	27	0.000934794974	Global Trend	
6300000	317.935383	1	-1.453072071566	1.409287510906	-0.117392651739	0.132026250533	0.016561073885	0.000213408269	0.928433135028	N\A	0.132342845423	0.021504263379	0.058971501576	0.013457977400	36	23	0.001599518068	Global Trend	
6350000	307.057074	1	-1.468323785220	1.323144909638	-0.112856502202	0.163047510961	0.020275548342	0.000255218781	0.923219459914	N\A	0.129034042705	0.017618209043	0.066564312022	0.011931198075	53	18	0.000963451106	Global Trend	
