Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m6-glob-005.txt
Log File Name:                   STR_d1_m6-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2302857567
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m6-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	546.240472	1	-1.520498369458	1.094855995570	-0.065202530528	0.000089710635	0.987921816887	N\A	0.021203066300	0.015353478741	37	1	-0.007683400998	Global Trend	
1050000	530.188192	1	-1.383005536083	1.116981758035	-0.100353715247	0.000194273248	0.986977268009	N\A	0.021805934952	0.017591223842	30	2	0.039972187478	Global Trend	
1100000	541.896367	1	-1.475581559790	1.070574983915	-0.055701827430	0.000107665876	0.988722626497	N\A	0.019929573056	0.015032832517	42	2	-0.021317459713	Global Trend	
1150000	527.261888	1	-1.323216396741	1.016089733318	-0.015458875621	0.000096474297	0.999421999581	N\A	0.015359823517	0.015208244760	57	2	0.109900932704	Global Trend	
1200000	530.376575	1	-1.507146815831	1.092554064440	-0.058005372713	0.000041291468	0.985114310466	N\A	0.025160218650	0.016538471039	45	2	-0.001117948314	Global Trend	
1250000	538.421184	1	-1.362714517346	1.068779160267	-0.041961948522	0.000140491649	0.985411945867	N\A	0.025316880151	0.018443911341	38	2	0.021313879634	Global Trend	
1300000	541.493245	1	-1.505926517465	1.091702634316	-0.065132597027	0.000086911802	0.980193054852	N\A	0.026533565963	0.018756459124	39	2	-0.007049806618	Global Trend	
1350000	537.813403	1	-1.560379621263	1.145762580867	-0.102043282350	0.000123097243	0.981395168888	N\A	0.023387069637	0.016925679070	44	3	0.011402622089	Global Trend	
1400000	553.289403	1	-1.443446128981	1.099563699028	-0.068457900700	0.000120048021	0.984374349767	N\A	0.024671652076	0.017537276268	37	2	0.008943644519	Global Trend	
1450000	552.663455	1	-1.335151256866	1.055591030649	-0.048745789413	0.000129984307	0.994223345434	N\A	0.015583971597	0.013204997570	48	3	0.049529519538	Global Trend	
