Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m7-VR-003.txt
Log File Name:                   CEREB_d1_m7-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            687651244
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m7-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	575.288146	1	-0.942132494360	1.032539992028	-0.004734472314	-0.000643119232	0.000077426235	0.985983147348	N\A	0.023738019763	0.021560361122	0.002889219742	55	25	
1050000	566.483918	1	-0.923438179546	1.003410135955	0.030606996152	-0.003777656492	0.000080846553	0.985153473391	N\A	0.020757334281	0.019681352815	0.002809750981	50	19	
1100000	563.676771	1	-0.892745409445	0.978401393886	0.084754697727	-0.010049126325	0.000085261484	0.986506418198	N\A	0.022436117253	0.020459960376	0.002800324013	38	26	
1150000	565.982205	1	-0.951793030822	1.012187862745	0.042889563493	-0.004671072856	0.000078951481	0.987646977601	N\A	0.019124217544	0.020320429575	0.002958231480	47	28	
1200000	550.294693	1	-0.774772476210	0.942270433030	0.043370292406	0.004262291613	0.000197516238	0.983635491098	N\A	0.025326395739	0.023160523044	0.002804512667	49	20	
1250000	571.822486	1	-0.876366419929	0.990838753977	0.021685048311	0.001062519281	0.000064152401	0.984162697465	N\A	0.023798279773	0.021383804097	0.002859583935	49	25	
1300000	570.945832	1	-0.911340658476	0.982974417301	0.072300199322	-0.007966825004	0.000079240320	0.989610439601	N\A	0.021627250459	0.019550062543	0.002511534204	60	23	
1350000	551.032026	1	-0.778458029772	0.923200377874	0.075037154750	-0.001020768112	0.000081768158	0.981443284354	N\A	0.024839058833	0.022590329982	0.002963795121	46	24	
1400000	556.482620	1	-0.872152755738	0.982916744621	0.038613947909	-0.002386730591	0.000084150119	0.980801650707	N\A	0.025560816817	0.023353485933	0.003039411404	45	27	
1450000	557.468617	1	-0.737407123685	0.926978438439	0.057792620518	-0.000254749866	0.000080815485	0.983167288692	N\A	0.026750219266	0.023240518270	0.002936958994	34	29	
1500000	562.834487	1	-0.790763034005	0.936268722941	0.071295467588	-0.001182253685	0.000071436981	0.986229128301	N\A	0.021623906317	0.020530224069	0.002821733573	36	26	
1550000	563.028239	1	-0.871372764698	0.997761369498	-0.002573902075	0.004384529955	0.000071727943	0.983672997113	N\A	0.024353829793	0.022027786925	0.003019762440	44	31	
1600000	562.543357	1	-0.773230172822	0.931639847364	0.071333349003	-0.000755087261	0.000088602768	0.986112083300	N\A	0.020983230298	0.021014153356	0.002904187643	41	20	
1650000	551.227830	1	-0.945958999084	1.019679065285	0.009936495451	-0.000660060541	0.000084051455	0.986418980833	N\A	0.023136605131	0.020755578177	0.002796743999	49	21	
1700000	577.886373	1	-0.879946168799	0.984282925484	0.031711442210	0.001021744318	0.000076611396	0.993023730567	N\A	0.015441242400	0.018624691455	0.002610226283	36	30	
1750000	553.556543	1	-0.972160991679	1.025230491237	0.020788787268	-0.004620819494	0.000080885920	0.984776591312	N\A	0.022255829270	0.021429572987	0.003017432569	51	25	
1800000	571.264427	1	-0.737539681187	0.917746133608	0.077566176595	-0.001844627435	0.000108290518	0.984659196678	N\A	0.022781046558	0.021461611820	0.002930209474	49	20	
1850000	552.718182	1	-0.901046129702	0.998850470949	0.012615591431	0.003530281739	0.000065125888	0.984854023532	N\A	0.027520241417	0.024422019572	0.002852984924	41	22	
1900000	554.945092	1	-0.795928963877	0.953712110242	0.046013482961	-0.000603283050	0.000076293864	0.980512381973	N\A	0.026389666861	0.024163609189	0.003101806263	44	23	
1950000	547.963881	1	-0.838752749425	0.963484808425	0.050669267913	-0.001035546057	0.000083349816	0.981313693838	N\A	0.027491417239	0.024836879482	0.003145081336	45	24	
2000000	571.003605	1	-0.868013466298	0.984658923542	0.036284196618	-0.002182068303	0.000064743216	0.988026545697	N\A	0.028280296567	0.024600870119	0.002621277927	41	28	
2050000	551.488199	1	-0.856432835645	0.975471814343	0.032036588458	0.002115786981	0.000087358618	0.984198999470	N\A	0.024839303128	0.023387562594	0.003097887916	42	29	
2100000	574.063514	1	-0.852437552305	0.976681393003	0.049531695517	-0.003643027396	0.000106083884	0.985212255847	N\A	0.024153351550	0.021961784598	0.002873403826	50	22	
2150000	539.448550	1	-0.800738840211	0.967518863775	0.011450421893	0.006101563519	0.000065233740	0.983272787596	N\A	0.023575060255	0.021237963151	0.003029176646	36	31	
2200000	564.109486	1	-0.799838949021	0.946686296596	0.063757778992	-0.002727799425	0.000065200481	0.988475646538	N\A	0.022880910288	0.019848433117	0.002850720853	41	28	
2250000	561.979576	1	-0.911950659011	0.994969465369	0.051849159766	-0.004482749365	0.000083539908	0.986780972825	N\A	0.021935479021	0.020138234005	0.002708783020	45	22	
2300000	575.770517	1	-0.844501941223	0.977338260699	0.040073176180	-0.000769251153	0.000047582614	0.985847755523	N\A	0.022105746252	0.021542833742	0.003032977549	55	27	
2350000	566.059570	1	-0.859087173301	0.992696807905	0.011704295242	0.001556823472	0.000089175802	0.983798883792	N\A	0.025767381272	0.023200789419	0.002924287048	59	19	
2400000	574.734500	1	-0.800578169614	0.958008875133	0.039280408085	0.002096764101	0.000074820002	0.983889734572	N\A	0.024197158549	0.022935331586	0.003240779279	41	27	
2450000	558.123654	1	-0.814784091306	0.932410770877	0.113002933745	-0.009803911479	0.000093261857	0.981838263975	N\A	0.024918884751	0.022882347484	0.002884019769	42	17	
2500000	566.352035	1	-0.888196728434	0.994742487748	0.016313948906	0.004469126775	0.000092770894	0.986160338623	N\A	0.025986247080	0.023874060549	0.002954628125	41	26	
2550000	569.884322	1	-0.853119559945	0.963856459636	0.063407489202	-0.003612729324	0.000073034692	0.986499448226	N\A	0.021380580013	0.019336617130	0.002632167430	47	28	
2600000	556.912106	1	-0.838158305237	0.940205529544	0.107603008250	-0.009741182827	0.000075950474	0.984053342933	N\A	0.023996798361	0.021887863915	0.002731120109	29	29	
2650000	546.295373	1	-0.752826838354	0.934512221482	0.043364106831	0.004626586632	0.000113426240	0.980527607468	N\A	0.019608999368	0.021747981699	0.002737860241	61	29	
2700000	566.497112	1	-0.871860274183	0.973250191103	0.056071047777	-0.002201883725	0.000096928854	0.985425722341	N\A	0.020596172472	0.021341278592	0.003053200421	48	22	
2750000	562.437425	1	-0.847421611893	0.975065621454	0.041763049057	-0.000205518523	0.000100123471	0.984712610191	N\A	0.023039435208	0.021120975230	0.002933938608	39	24	
2800000	559.865093	1	-0.889617322700	1.002268956072	-0.002273005295	0.005600900238	0.000065054754	0.984123753596	N\A	0.023650617888	0.020477026200	0.002786239488	40	22	
2850000	567.296982	1	-0.773835866535	0.943016432916	0.048230092785	0.000521693069	0.000057295820	0.983816824071	N\A	0.025301855869	0.021668409473	0.002992431893	40	31	
2900000	549.253525	1	-0.859140975026	0.954519980144	0.079529957771	-0.004130456808	0.000079747922	0.979294209421	N\A	0.026950366581	0.024825194551	0.003436286489	43	18	
2950000	548.952247	1	-0.902204583167	0.981505023527	0.081433038499	-0.009865240485	0.000154532050	0.983812647303	N\A	0.022643390169	0.020835635663	0.002869991298	55	19	
3000000	560.063688	1	-0.938219338584	1.027873952366	-0.013854126226	0.004478190921	0.000087554044	0.983877709912	N\A	0.027172833173	0.023538803949	0.002860925723	40	23	
3050000	569.336560	1	-0.896390725900	1.001988594923	0.013637922144	0.001415529537	0.000089014963	0.989372225807	N\A	0.016984226787	0.018876665043	0.002626339808	43	24	
3100000	573.314433	1	-0.925505407526	1.011136206444	0.016074723904	0.001042809745	0.000122432346	0.984687294539	N\A	0.020147164038	0.019291859025	0.002824466789	47	23	
