Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m5-glob-001.txt
Log File Name:                   MED_d1_m5-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            147165678
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m5-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	596.967818	1	-0.869210103667	1.018916543179	-0.020975330092	0.000141560283	0.999633711870	N\A	0.001913070250	0.001345788811	39	10	-0.262404657136	Global Trend	
1050000	602.701874	1	-0.741960625005	1.012656515220	-0.018858287716	0.000090249746	0.998713664415	N\A	0.002914664862	0.001372923534	45	8	-0.093584851438	Global Trend	
1100000	585.682578	1	-0.835152220011	1.020614688213	-0.020652859720	0.000094714050	0.999980274660	N\A	0.001262441611	0.001241064154	34	7	0.795784709247	Global Trend	
1150000	596.936630	1	-0.710947792238	0.918390957436	-0.006182197569	0.000122078082	0.983350714035	N\A	0.024974235946	0.004267103307	41	11	-0.006424245622	Global Trend	
1200000	609.239322	1	-0.743309900111	1.019873362522	-0.019831247656	0.000087747050	0.999996494581	N\A	0.001241446757	0.001230227925	41	11	-2.124589187661	Global Trend	
1250000	600.049026	1	-0.776760396681	0.989102321105	-0.014104065487	0.000095041002	0.983526154062	N\A	0.014983022943	0.002625921697	34	10	0.013637890649	Global Trend	
1300000	592.430274	1	-0.960394428619	1.033206792998	-0.023913482562	0.000082393781	0.982290285104	N\A	0.023064139545	0.003818929735	52	9	0.004744316339	Global Trend	
1350000	589.380029	1	-0.594533608175	1.022386549739	-0.021913153027	0.000150053419	0.999991422956	N\A	0.001276919150	0.001278429132	38	9	1.338963931578	Global Trend	
1400000	584.948102	1	-0.828078986395	1.018374858243	-0.018534164784	0.000041467346	0.999928975223	N\A	0.001236380746	0.001086956294	43	7	-0.172150498040	Global Trend	
1450000	605.969428	1	-0.720249938628	1.010886853297	-0.018609325749	0.000144243185	0.997085875517	N\A	0.004191302126	0.001420015015	39	13	-0.103399983995	Global Trend	
1500000	599.504840	1	-0.759195922461	1.008394233194	-0.019524845999	0.000098586750	0.982535446140	N\A	0.032691207768	0.005263139839	42	7	-0.001573491710	Global Trend	
1550000	600.226970	1	-0.776802264192	1.021103651891	-0.019685434750	0.000103175516	0.986240151321	N\A	0.019072678659	0.003394417342	42	12	-0.012612607502	Global Trend	
1600000	596.121294	1	-0.847113596152	1.016077811823	-0.016322283759	0.000148183555	0.999964718591	N\A	0.001144334476	0.001094766158	42	12	1.011432392774	Global Trend	
1650000	586.534826	1	-0.798693933701	1.018681449342	-0.018756889927	0.000129964907	0.999874761080	N\A	0.001523603421	0.001317287893	36	8	-0.452782710225	Global Trend	
1700000	608.472804	1	-0.840828070176	1.022230666481	-0.021559029363	0.000097976639	0.999941840728	N\A	0.001376829285	0.001233681042	38	13	-0.513656573033	Global Trend	
1750000	603.292341	1	-0.771175604449	0.997371459365	-0.013597609154	0.000395452855	0.986410024491	N\A	0.018724087829	0.003222528210	42	9	-0.039178115188	Global Trend	
1800000	602.069925	1	-0.726682669225	1.016139335578	-0.020580789049	0.000130745010	0.996651087038	N\A	0.004398884508	0.001402200363	40	9	-0.078610117486	Global Trend	
1850000	600.404965	1	-0.735689214215	1.040078441487	-0.022564969502	0.000206369766	0.990334222840	N\A	0.008513615280	0.001782250973	52	7	0.049936010346	Global Trend	
1900000	580.408269	1	-0.477259463249	0.982497676617	-0.017492268292	0.000188521354	0.987874608525	N\A	0.011074714894	0.002389820169	38	8	-0.054442477410	Global Trend	
1950000	598.413299	1	-0.771335790428	1.014890871450	-0.021388963426	0.000230022308	0.979790439793	N\A	0.032690334541	0.005453705636	38	10	-0.013147690522	Global Trend	
2000000	588.888038	1	-0.767362456862	1.025199665185	-0.018352502983	0.000126577714	0.996358064074	N\A	0.004398812123	0.001313829051	44	8	0.073791680093	Global Trend	
2050000	592.078511	1	-0.668875404633	0.966014819256	-0.011506444364	0.000093883235	0.981619526741	N\A	0.024912281282	0.004001367527	44	11	-0.005192235642	Global Trend	
2100000	592.003290	1	-0.798720897416	1.019090610095	-0.019055155585	0.000103778943	0.999983342208	N\A	0.001282407021	0.001261523256	32	8	1.078802292163	Global Trend	
2150000	595.685745	1	-0.784165386712	1.015394748014	-0.016969993545	0.000153680858	0.998725702840	N\A	0.002864902272	0.001337868475	36	11	-0.184660201705	Global Trend	
2200000	589.249482	1	-0.782336700667	1.074148291454	-0.027405091186	0.000109311303	0.981223010029	N\A	0.018378942739	0.003002412104	36	11	0.012164260401	Global Trend	
2250000	602.112567	1	-0.845833190814	1.022103839860	-0.020543402580	0.000086005119	0.999860353599	N\A	0.001421091800	0.001287666163	30	10	0.309173121552	Global Trend	
2300000	600.368303	1	-0.546415837926	0.932571027343	-0.007265098801	0.000084925730	0.983435778603	N\A	0.018563975814	0.003281131718	50	9	-0.011053642640	Global Trend	
2350000	601.890836	1	-0.739834597394	1.027670294175	-0.019763767534	0.000159271829	0.994592520713	N\A	0.005417277329	0.001537565170	30	11	0.093679646813	Global Trend	
2400000	582.030472	1	-0.710314999956	1.016553959316	-0.020224547367	0.000155877554	0.999507612185	N\A	0.002134599305	0.001416052690	40	7	-0.242137510840	Global Trend	
2450000	594.701720	1	-0.638126086845	0.975285537329	-0.015667719162	0.000088766616	0.980381810759	N\A	0.030745405630	0.004988626881	46	9	-0.004223841745	Global Trend	
2500000	592.427833	1	-0.687916900787	1.024017470119	-0.021111164497	0.000138348170	0.999113420695	N\A	0.002275592244	0.001349182036	31	10	0.223146168481	Global Trend	
2550000	605.332226	1	-0.785457321019	1.024483437427	-0.020977419481	0.000047066364	0.992282182145	N\A	0.008372798712	0.001801658090	36	10	-0.014073224067	Global Trend	
2600000	601.249550	1	-0.801601810388	1.014815276423	-0.016762634987	0.000044318346	0.998719115859	N\A	0.002761879611	0.001285153418	41	9	-0.048498168836	Global Trend	
2650000	601.752648	1	-0.578796616583	0.988182583962	-0.012907100083	0.000105984867	0.995112658299	N\A	0.005576509965	0.001627727338	38	9	-0.056886926637	Global Trend	
2700000	568.033890	1	-0.793341617226	1.021850823206	-0.021867027872	0.000012807282	0.999999696771	N\A	0.001345600019	0.001343275458	46	6	-0.642017040083	Global Trend	
2750000	578.642488	1	-0.805111406675	1.022312271078	-0.020385706079	0.000010401838	0.999434695415	N\A	0.001921946561	0.001348285120	41	8	0.014490855062	Global Trend	
2800000	593.134829	1	-0.713272386450	1.023092430511	-0.021271314274	0.000038845527	0.999797304582	N\A	0.001528843379	0.001367824371	36	7	0.102760893721	Global Trend	
2850000	597.220339	1	-0.750587190884	1.028396952004	-0.020243843850	0.000119221966	0.997602516833	N\A	0.003364420659	0.001230984986	52	7	0.078292460660	Global Trend	
2900000	584.581499	1	-0.693785917320	0.963677108221	-0.011323807136	0.000091719324	0.983595051991	N\A	0.035042298594	0.005561044878	55	6	-0.001601352842	Global Trend	
2950000	610.353206	1	-0.637374809025	0.985590049068	-0.013629334424	0.000084754687	0.992041984615	N\A	0.008711597099	0.001976814169	40	10	-0.029127529318	Global Trend	
3000000	594.655553	1	-0.787867470310	1.023557901610	-0.020652770718	0.000134195057	0.977059399459	N\A	0.031504459346	0.005021132919	36	10	0.003486470906	Global Trend	
3050000	609.013493	1	-0.745034302807	1.020437214732	-0.020020193653	0.000058109929	0.999994004441	N\A	0.001246817593	0.001244646597	54	9	0.851658498341	Global Trend	
3100000	611.228895	1	-0.673254704355	0.961217757100	-0.010114732318	0.000066270864	0.987508763477	N\A	0.018420118243	0.003195763147	45	10	-0.007714599008	Global Trend	
3150000	597.864845	1	-0.478647524257	0.907698878163	-0.001192389417	0.000095834172	0.984381195456	N\A	0.018974771064	0.003347656296	40	6	-0.013192408755	Global Trend	
3200000	603.912310	1	-0.668666850139	1.024213943627	-0.020769087311	0.000163769312	0.999691540050	N\A	0.001644496619	0.001330578039	42	8	0.378292936280	Global Trend	
3250000	616.693330	1	-0.692662518092	1.015111940137	-0.018112561679	0.000137304402	0.999689317537	N\A	0.001726105799	0.001197446584	36	13	-0.294255390883	Global Trend	
3300000	603.632189	1	-0.786426115836	1.007706255832	-0.019208489533	0.000118027048	0.986294508428	N\A	0.012718752666	0.002256894285	34	10	0.015840723263	Global Trend	
3350000	585.853076	1	-0.786968051355	1.019128513019	-0.019096497228	0.000104375991	0.999982007994	N\A	0.001349284477	0.001316823394	55	8	-0.971040943980	Global Trend	
3400000	598.485193	1	-0.807382719532	1.012173754800	-0.018390814144	0.000161402800	0.986537404115	N\A	0.013199927030	0.002454047916	43	8	0.029748549579	Global Trend	
3450000	614.387638	1	-0.790659733649	1.018413412619	-0.019039195430	0.000093481106	0.998362721904	N\A	0.002958957361	0.001281362224	34	11	-0.096705583557	Global Trend	
3500000	599.066620	1	-0.744829472935	1.021708012335	-0.020697083478	0.000099049132	0.999917442044	N\A	0.001404304914	0.001319185719	46	9	0.301470520514	Global Trend	
3550000	594.108640	1	-0.682477567566	0.989356164007	-0.014814767672	0.000068296468	0.989725966959	N\A	0.009567716141	0.002010434257	39	11	-0.018372019938	Global Trend	
3600000	593.347863	1	-0.604055667400	0.962483894825	-0.008932239762	0.000176708766	0.984086390597	N\A	0.017428403786	0.003067490902	34	8	-0.021745589632	Global Trend	
3650000	601.439372	1	-0.677528325968	1.017839191280	-0.018731368926	0.000133702209	0.999981249793	N\A	0.001320353154	0.001268379307	33	9	-1.405464498926	Global Trend	
3700000	592.747164	1	-0.626277547157	0.976400011186	-0.009810334927	0.000106496212	0.990385707305	N\A	0.010089722236	0.002164478540	43	9	-0.025221979929	Global Trend	
3750000	592.286027	1	-0.650298403785	1.012630269950	-0.022271988153	0.000198079661	0.996803580559	N\A	0.004309428815	0.001537525324	40	9	-0.124845503801	Global Trend	
3800000	601.123126	1	-0.431561867121	0.956367668356	-0.011286734784	0.000069155414	0.990019841305	N\A	0.009911403728	0.002038686698	37	7	-0.018449680452	Global Trend	
3850000	606.930595	1	-0.726666703343	1.025252841656	-0.019599378145	0.000180777805	0.998537152691	N\A	0.002751260245	0.001267549107	42	7	0.137625139664	Global Trend	
3900000	608.548017	1	-0.497889752870	0.939057620802	-0.009073626222	0.000079570082	0.983255399570	N\A	0.019061539300	0.003220042132	40	10	-0.010771630807	Global Trend	
3950000	590.694945	1	-0.720876700136	1.014024526772	-0.018297586307	0.000156518626	0.998852052119	N\A	0.002759384389	0.001378365201	47	9	-0.165747834244	Global Trend	
4000000	596.970087	1	-0.672339669026	1.039668562316	-0.023211839851	0.000111734423	0.997042470247	N\A	0.003777310960	0.001346078094	48	8	0.083000870058	Global Trend	
4050000	593.176386	1	-0.692809281981	0.955194490496	-0.009091305158	0.000049410999	0.983126854154	N\A	0.018955700712	0.003332074428	47	8	-0.005380160583	Global Trend	
4100000	621.703490	1	-0.652741314113	1.019504134655	-0.018010461158	0.000059434347	0.999979200022	N\A	0.001182467470	0.001174296420	44	12	0.722476016075	Global Trend	
4150000	604.419208	1	-0.761444984241	1.018291535257	-0.017924031059	0.000111681282	0.999981167417	N\A	0.001316760365	0.001305380168	45	7	1.075186992149	Global Trend	
4200000	607.070555	1	-0.656448132569	0.967005533900	-0.011306716188	0.000082730595	0.984969483282	N\A	0.020847231005	0.003507906661	42	9	-0.007142167000	Global Trend	
4250000	595.289300	1	-0.623137650092	1.021875898605	-0.020639247132	0.000122482353	0.999966520519	N\A	0.001228787636	0.001206016264	34	10	0.986095109243	Global Trend	
4300000	597.204715	1	-0.794051117690	1.018050433306	-0.018142995335	0.000113079081	0.999987355334	N\A	0.001383413461	0.001351820711	33	8	-1.232228927505	Global Trend	
4350000	600.549508	1	-0.631080376337	0.971264807845	-0.012912688506	0.000109870117	0.984954559459	N\A	0.018996078694	0.003388628378	42	11	-0.015723666254	Global Trend	
