Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m8-fab-005.txt
Log File Name:                   CEREB_d1_m8-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            756694485
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m8-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	560.470632	1	-0.870985338728	0.987681830459	-0.004576779584	0.048838097337	0.000028351001	0.987122871074	N\A	0.039843349652	0.004733997148	0.015776438647	33	0	
1050000	573.881747	1	-0.983136359316	1.051702317095	-0.011305294399	0.043040934917	0.000111978696	0.984215150349	N\A	0.043123531375	0.004607560543	0.015988370881	33	0	
1100000	581.418509	1	-0.942644973717	1.029822021229	-0.010376602682	0.045577848241	0.000023154681	0.984034563824	N\A	0.042258616338	0.005025736096	0.017129620695	38	0	
1150000	560.096022	1	-1.100357702894	1.127963493776	-0.016645377941	0.009091022978	0.000099021327	0.984436705325	N\A	0.037614144168	0.004758739130	0.016567876223	34	1	
1200000	579.023681	1	-0.857363761251	0.997263401721	-0.004880490245	0.034824359655	0.000105623404	0.982081111564	N\A	0.041296900833	0.004474633387	0.018703427892	39	0	
1250000	570.348782	1	-1.023974235878	1.077221164281	-0.010197141568	0.017766564443	0.000092863397	0.987315904863	N\A	0.033504928934	0.003992671345	0.015459951508	35	0	
1300000	566.413199	1	-0.903914139232	1.013596933855	-0.010800846604	0.060597438960	0.000084470464	0.987029513684	N\A	0.038061850785	0.004407232188	0.016000047297	35	1	
1350000	555.914267	1	-1.017164545819	1.081261732035	-0.013025697889	0.022467321890	0.000092467739	0.981092864885	N\A	0.040436106490	0.004647878275	0.016657209373	22	0	
1400000	574.995818	1	-0.965023817228	1.041930372980	-0.008126169428	0.032615875457	0.000094942456	0.984956210544	N\A	0.031850865962	0.004175434970	0.015109370193	32	2	
1450000	570.815584	1	-1.030797313822	1.084220613699	-0.010493016032	0.014293977316	0.000081354318	0.982146586086	N\A	0.040760576462	0.005180920000	0.016158072497	36	0	
1500000	572.647295	1	-0.971005737193	1.046936756615	-0.006015276124	0.018928729745	0.000085728562	0.985229414134	N\A	0.037111040761	0.004205899076	0.015881174729	40	0	
1550000	566.235256	1	-0.967127864526	1.050684406266	-0.008902802889	0.025344253207	0.000118707577	0.985348238067	N\A	0.040336244244	0.004542202428	0.016933931543	29	0	
1600000	566.766194	1	-1.146027093761	1.160510360484	-0.022399735981	0.009560608010	0.000055268648	0.984789852925	N\A	0.038927863221	0.004558435985	0.016135197555	36	0	
1650000	579.387004	1	-1.080358793327	1.107169799723	-0.011826569220	0.005890394184	0.000073764435	0.986156182609	N\A	0.040695256689	0.004641502726	0.016603737096	45	0	
1700000	576.245285	1	-1.049336861525	1.109949905817	-0.014601153165	0.003843870533	0.000085112064	0.987362420384	N\A	0.032834553656	0.004172323530	0.015400278483	46	2	
1750000	570.631205	1	-1.167151881566	1.168319516347	-0.025450357709	0.021705419951	0.000050477918	0.988462452191	N\A	0.037873204652	0.004170891340	0.013577904901	30	0	
1800000	565.100982	1	-0.993073194287	1.061423145502	-0.011257668697	0.031634989419	0.000093793311	0.983058617695	N\A	0.040779737524	0.004708400462	0.016184229674	36	2	
1850000	576.025283	1	-1.016520183733	1.091757287973	-0.010696996267	-0.005113651108	0.000074483571	0.985190198789	N\A	0.040360552376	0.004642771861	0.016828491302	29	3	
1900000	568.000375	1	-1.000766757615	1.059977040584	-0.011415404951	0.037797958957	0.000073782978	0.986636247650	N\A	0.041380108458	0.004452782988	0.015582328396	28	0	
1950000	573.519548	1	-1.006359514090	1.061437296775	-0.005785095607	0.010697854087	0.000089415231	0.984482290188	N\A	0.038840937739	0.004417996306	0.016112393169	37	0	
2000000	579.395851	1	-0.923503529248	1.031252777628	-0.009115615062	0.036896574636	0.000063178991	0.986502589837	N\A	0.041306021442	0.004548161588	0.016691503714	33	1	
2050000	563.309786	1	-0.835341624639	0.978554515023	-0.010470204778	0.082844243452	0.000080998405	0.984868688263	N\A	0.040696393660	0.004342876116	0.016516369713	35	0	
2100000	572.203603	1	-0.956796795540	1.036580163855	-0.011406321588	0.040160472245	0.000022915742	0.984160840071	N\A	0.046072455505	0.005481547181	0.017800730488	39	1	
2150000	569.590926	1	-0.906807753363	0.981581025858	-0.003349912750	0.056628460336	0.000014791137	0.985975466964	N\A	0.037738897561	0.004439580208	0.015589425210	36	0	
2200000	572.679433	1	-1.117421657943	1.106201891130	-0.013517544804	0.012136498106	0.000009207004	0.981827383829	N\A	0.042348730486	0.004815681802	0.016547405013	32	0	
2250000	569.323956	1	-0.896413066978	1.000009451848	-0.002435134042	0.028293755448	0.000026589580	0.980741895705	N\A	0.038807553126	0.004790852496	0.017137132180	41	1	
2300000	564.989464	1	-1.094312193816	1.143745101283	-0.024378775965	0.021916967694	0.000114738584	0.979188930208	N\A	0.043923922665	0.005130823247	0.018649947179	30	1	
2350000	569.143156	1	-0.814982228759	0.970091070279	0.001594512865	0.021001315049	0.000082274301	0.980617438861	N\A	0.042324772708	0.005054345534	0.018281398336	41	0	
2400000	571.557329	1	-1.024841008237	1.079025738527	-0.015016896175	0.039393254579	0.000075222521	0.986357327492	N\A	0.040132726149	0.004658710609	0.016669755395	41	0	
2450000	572.464639	1	-0.709454621216	0.917094026352	-0.007237293748	0.104044723860	0.000070546029	0.985704688123	N\A	0.043138168786	0.004875784004	0.016768467864	32	0	
2500000	571.695051	1	-0.966786975630	1.049466009380	-0.009199400497	0.028763637160	0.000087316543	0.988930907895	N\A	0.038874378542	0.004290849525	0.014731753279	39	0	
2550000	562.926494	1	-0.921739732540	1.019535682666	-0.008808274235	0.046753279969	0.000065564508	0.988610253456	N\A	0.032946448347	0.004156821590	0.015820429009	48	0	
2600000	575.075573	1	-0.670613112613	0.876433543189	0.007194748827	0.066599575899	0.000089131133	0.987650143791	N\A	0.039407274721	0.004060760753	0.015805542808	35	0	
2650000	572.559464	1	-0.985806847240	1.054172866907	-0.009586039489	0.030343885404	0.000057833825	0.987995208476	N\A	0.034578957000	0.003974394312	0.015290191845	40	1	
2700000	564.483398	1	-1.004066587245	1.059131105822	-0.004652046255	0.006156557768	0.000099096896	0.983542874786	N\A	0.039633255187	0.004870918772	0.016895315860	35	0	
2750000	586.183216	1	-0.908202744282	1.023781271678	-0.008373150842	0.039902388108	0.000083250484	0.986863888158	N\A	0.037145093043	0.004422097615	0.015359906745	28	2	
2800000	559.465640	1	-0.989835497556	1.053485090064	-0.012123518812	0.047302565566	0.000087045859	0.985038274781	N\A	0.041514916456	0.004473719512	0.016580631224	35	1	
2850000	572.701390	1	-1.003908512842	1.071003611575	-0.011917879994	0.024672039148	0.000070792807	0.986624552048	N\A	0.040508306888	0.004324438422	0.015524629373	31	0	
2900000	557.923152	1	-0.929735641885	1.038581815438	-0.009158008289	0.027706638438	0.000096072819	0.979335376526	N\A	0.044351977563	0.005248034606	0.018480515090	38	2	
2950000	574.267254	1	-0.826400817769	0.971635550557	-0.006369840958	0.068367172610	0.000105731648	0.986780870667	N\A	0.043802899616	0.004683305068	0.017082145947	36	0	
3000000	577.369347	1	-0.966240119932	1.039470900816	-0.004705694181	0.018582654026	0.000098392162	0.982585481431	N\A	0.040411811039	0.004699137826	0.016873767617	31	0	
3050000	560.842520	1	-1.149611823923	1.167953597786	-0.022598554918	0.002480646474	0.000084937235	0.980052540912	N\A	0.043833524451	0.005116926633	0.017801120056	27	1	
3100000	557.334525	1	-0.803925674889	0.935431736542	-0.002428700908	0.083037589173	0.000012827071	0.982779219554	N\A	0.042020506669	0.004459588061	0.017261783702	42	0	
3150000	558.250792	1	-1.033508283636	1.089761820330	-0.012898421098	0.017049497167	0.000052043927	0.987880290845	N\A	0.039574889986	0.004338983466	0.014974349027	24	2	
3200000	569.423404	1	-0.988523208828	1.052509081784	-0.009669538161	0.036153244053	0.000083701588	0.988240102097	N\A	0.041821001813	0.004174408028	0.017232767772	31	1	
3250000	579.183472	1	-0.812350888104	0.947526107360	0.000359372668	0.056083518457	0.000032938117	0.986641756967	N\A	0.039872389339	0.004402802545	0.016362258246	34	0	
3300000	566.162607	1	-0.856719408099	0.980346279873	-0.001462321917	0.037470919179	0.000038494433	0.983163908417	N\A	0.042659750647	0.005129936998	0.018172761126	37	1	
3350000	586.674150	1	-0.880989799631	0.991307553346	-0.005511175681	0.049819219848	0.000021398023	0.988065840271	N\A	0.040136724588	0.004206309385	0.015553893650	54	5	
3400000	562.660675	1	-0.858223912508	1.000275244766	-0.008181960293	0.045410013967	0.000093243890	0.980348356265	N\A	0.041636083403	0.004787240603	0.017617931192	28	0	
3450000	566.519161	1	-1.104491154295	1.140221054310	-0.019798523982	0.013640683231	0.000146399227	0.984284811284	N\A	0.038437045090	0.004755938207	0.016378968937	43	1	
3500000	574.403556	1	-0.933810198739	1.032686030365	-0.003116861859	0.007054973354	0.000084986585	0.984697787659	N\A	0.036699156571	0.004746774943	0.017745724765	29	1	
3550000	565.197699	1	-1.049610013188	1.086322489162	-0.008718343164	0.009347875857	0.000083292540	0.983161512917	N\A	0.045034120183	0.005310600309	0.017293459239	32	0	
3600000	571.992823	1	-0.991531044832	1.056637526172	-0.005856422510	0.008501700473	0.000060300255	0.982216241209	N\A	0.043574666390	0.005474106176	0.018853085971	41	1	
3650000	578.441933	1	-1.098328723541	1.148665975791	-0.014258953612	-0.033204230602	0.000056963634	0.984152868624	N\A	0.041806080650	0.005371282893	0.017900462875	29	1	
3700000	581.313208	1	-0.879159878813	0.998581324770	-0.008452891261	0.059401369567	0.000101048737	0.985327865816	N\A	0.039086774900	0.004442229623	0.016671733646	48	0	
3750000	550.765241	1	-1.094641445462	1.131178059211	-0.024078292471	0.036593191650	0.000074153268	0.983967207403	N\A	0.039815534380	0.005622192965	0.017855086999	42	0	
3800000	577.327980	1	-1.114471306909	1.133358939849	-0.019557885060	0.024051407229	0.000084628658	0.989092752527	N\A	0.042364803891	0.004845100661	0.016136130072	35	0	
3850000	547.841966	1	-0.852053754408	0.977642823663	-0.002769293054	0.050293505985	0.000074631304	0.983497384897	N\A	0.040625582501	0.005147331864	0.016996284305	39	0	
3900000	568.286451	1	-1.074784060208	1.095653555826	-0.005685973587	-0.009873957023	0.000081578891	0.982957660991	N\A	0.041965444588	0.005139704981	0.017567253054	40	1	
3950000	571.959130	1	-0.973427092962	1.061000273768	-0.010297951056	0.019335315464	0.000084106535	0.990574249957	N\A	0.023119561675	0.004345622135	0.013660787358	28	0	
4000000	568.012331	1	-0.963100880510	1.042052274203	-0.009095392382	0.036927619265	0.000063564249	0.983007712382	N\A	0.042375722313	0.005122535135	0.017519274738	47	0	
4050000	566.718002	1	-1.034053557142	1.082157195287	-0.015023089932	0.034852799684	0.000033525480	0.990122343854	N\A	0.024061580048	0.003409241645	0.012799530613	47	1	
4100000	570.659346	1	-1.080805573158	1.108295868446	-0.016013831057	0.022913621963	0.000067579249	0.982464319020	N\A	0.045546411713	0.005592822495	0.018815695358	32	0	
4150000	576.625293	1	-0.960228424392	1.057865311097	-0.018253681614	0.057131515396	0.000072215134	0.988664379799	N\A	0.037229465038	0.004476769659	0.017802276480	33	0	
4200000	578.429083	1	-1.037967653615	1.102015948946	-0.011946323586	0.000609492015	0.000025644300	0.986214941740	N\A	0.039235540384	0.004968810027	0.016504383304	43	0	
4250000	580.550141	1	-1.006752031069	1.064374258814	-0.013313743973	0.042762727282	0.000006520431	0.987483244928	N\A	0.037436201683	0.004502348834	0.015036460242	31	3	
4300000	570.305726	1	-0.954999994457	1.034017653880	-0.010100468667	0.043225520469	0.000023482220	0.984294010483	N\A	0.039483538030	0.004482906727	0.015722718338	40	1	
4350000	570.306544	1	-0.918560302286	1.014737422080	-0.007388215599	0.048134103624	0.000079948105	0.985026409936	N\A	0.038087660800	0.004538172878	0.016329170663	29	1	
4400000	573.205753	1	-1.010397606167	1.065179894240	-0.010103359986	0.027502866257	0.000096683342	0.985385068913	N\A	0.041150527331	0.004521255367	0.015460269665	33	2	
4450000	560.108419	1	-1.062935373990	1.103032591297	-0.014307674553	0.016595745742	0.000087307419	0.985860527567	N\A	0.039796700520	0.004333019932	0.015675817320	40	0	
4500000	574.180788	1	-0.908203082356	1.010706008872	-0.004234319092	0.034404396285	0.000079505274	0.983818172790	N\A	0.041859745763	0.004586095345	0.016897931382	35	1	
4550000	575.578407	1	-1.036489465456	1.088340932492	-0.015123379853	0.031801806367	0.000078880775	0.987281208436	N\A	0.035326098889	0.004120780200	0.014994350217	41	0	
4600000	575.199692	1	-0.851222549676	0.990537473766	-0.002414438988	0.029990172940	0.000070063590	0.984207495489	N\A	0.042738345347	0.004940668960	0.017257911899	40	0	
4650000	575.653958	1	-0.951819123335	1.038082336211	-0.010918308412	0.050540889372	0.000088926198	0.986299208414	N\A	0.028975460407	0.003939418609	0.014382237568	30	1	
4700000	570.541521	1	-1.043280946779	1.101475200197	-0.013633645462	0.006959040406	0.000087393449	0.982947181983	N\A	0.038733035010	0.004448414296	0.016348042668	31	0	
4750000	575.239174	1	-1.015173628818	1.085156458946	-0.007775521474	-0.008872296201	0.000076607071	0.984520907540	N\A	0.038538385153	0.004422044512	0.015894675588	30	1	
4800000	580.347548	1	-0.913114490730	1.022816484129	-0.005434166110	0.027942276282	0.000075779803	0.988099889215	N\A	0.040491612595	0.004551719239	0.015875689138	28	1	
4850000	584.064300	1	-1.028883515490	1.087203349736	-0.014776296594	0.029706245061	0.000088604564	0.987787700010	N\A	0.026036093697	0.003893038237	0.013938517431	30	2	
4900000	582.407596	1	-0.946535384796	1.034436546901	-0.008556692023	0.037343859947	0.000057490913	0.984032588420	N\A	0.041429092865	0.004700408370	0.016553966244	39	0	
4950000	559.981362	1	-1.082560921449	1.113511557840	-0.013338730454	0.004573786893	0.000072760891	0.985788736793	N\A	0.040389172334	0.004420556562	0.015334699901	37	0	
5000000	566.869126	1	-0.765218088235	0.929874703339	0.001045237656	0.062340796280	0.000074164751	0.980854615316	N\A	0.042542204829	0.004694924164	0.018427901525	37	0	
5050000	572.145707	1	-0.947662961956	1.044028445503	-0.013389330654	0.050286277598	0.000082353502	0.989488175660	N\A	0.029178554148	0.003876689401	0.014658431444	33	0	
5100000	579.342740	1	-0.975331514106	1.045825253634	-0.011166024600	0.046814982340	0.000089200607	0.986956271208	N\A	0.039143496607	0.004461327781	0.015911292003	33	1	
5150000	571.712921	1	-1.039503517860	1.101133263494	-0.017346193281	0.027568217429	0.000078137134	0.982972624653	N\A	0.041442593082	0.004663975253	0.017177343999	26	2	
5200000	579.063962	1	-1.034217674371	1.075565443134	-0.010903008990	0.023764214468	0.000085970257	0.992174704416	N\A	0.018522811309	0.003824004413	0.012966532658	34	1	
5250000	571.903828	1	-0.888697701751	1.009607474577	-0.005316798871	0.034347410505	0.000108671970	0.985815095844	N\A	0.041956282531	0.004549653990	0.016121115858	38	0	
5300000	572.308717	1	-0.956238362946	1.040689135139	-0.016211047617	0.071757184390	0.000086392154	0.988794181502	N\A	0.038725436587	0.004382566602	0.014284645483	29	0	
5350000	568.671113	1	-0.864314761069	0.983089555199	-0.004461171410	0.053434920803	0.000066041953	0.984153003318	N\A	0.041481179402	0.004946950213	0.018056929904	45	1	
5400000	575.231548	1	-0.978535900065	1.039393807171	-0.008191914590	0.031128636473	0.000091152346	0.983369111162	N\A	0.041486206743	0.004572333305	0.016615859714	25	2	
5450000	569.342628	1	-1.115153193933	1.119833475399	-0.014867946252	0.006412183659	0.000076277639	0.982487910992	N\A	0.040885494732	0.004572927097	0.016946157413	41	2	
5500000	572.358058	1	-1.030838897669	1.075621385965	-0.009549667726	0.020887528010	0.000077111584	0.985999596407	N\A	0.039895633534	0.004862426424	0.016546454819	31	0	
5550000	573.818681	1	-1.008326855220	1.064905894817	-0.007171027033	0.012188425213	0.000090019545	0.985542829140	N\A	0.038015202016	0.005069699433	0.014365158873	30	0	
5600000	570.251631	1	-0.978612253168	1.049083827651	-0.004118236092	0.005887226230	0.000086860006	0.985644233444	N\A	0.038679753296	0.004581337558	0.015834397815	43	1	
5650000	560.995524	1	-0.987088967418	1.071571303784	-0.009696927679	0.006599445257	0.000115975039	0.983885232938	N\A	0.038541237799	0.004696195537	0.016100232811	30	1	
5700000	573.624403	1	-1.120399592481	1.152661198430	-0.017207330999	-0.014894452288	0.000077693131	0.982861971610	N\A	0.040757072035	0.004932217505	0.017630141080	34	1	
5750000	568.736707	1	-0.949142075346	1.028293885755	-0.005281499945	0.031609585043	0.000067862533	0.985648029894	N\A	0.044466851031	0.004992393938	0.017568735450	43	1	
5800000	567.874841	1	-0.982326826913	1.030918212619	-0.004180705246	0.014104015332	0.000012392679	0.980878630266	N\A	0.041504098669	0.004775997943	0.018003996666	34	2	
5850000	571.008649	1	-1.082687216680	1.098687651065	-0.013196068168	0.013929446781	0.000010943625	0.987362323861	N\A	0.038180242496	0.003986571067	0.014983109186	44	1	
5900000	570.010159	1	-0.827698649977	0.973149097839	-0.002413383294	0.047014219806	0.000010890156	0.982417766350	N\A	0.041018372026	0.005118969501	0.018294936197	43	1	
5950000	575.348690	1	-1.004597608225	1.078837867685	-0.005551757207	-0.012438953080	0.000065124000	0.984268970345	N\A	0.039377797905	0.004769545962	0.016288951528	38	1	
6000000	565.610278	1	-0.776228013903	0.944420101927	-0.001785454261	0.061714356874	0.000087184513	0.983505684963	N\A	0.043871801562	0.005012156992	0.017508163660	33	0	
6050000	571.681616	1	-1.016795666560	1.069386214678	-0.003831170918	-0.008809406609	0.000053523182	0.982873334076	N\A	0.043222074504	0.005425422071	0.018961897608	36	3	
6100000	563.199988	1	-1.050253182284	1.095815798248	-0.014979735259	0.029093007650	0.000070826281	0.980418399173	N\A	0.041209673167	0.004662207361	0.016577509152	38	0	
6150000	574.757787	1	-1.001821978942	1.064611190992	-0.009258870676	0.020705905825	0.000099988987	0.985327986421	N\A	0.036047546152	0.004230854117	0.016087163650	43	0	
6200000	568.432812	1	-1.005408573827	1.068278887457	-0.012515174433	0.026877990657	0.000075058200	0.985607451097	N\A	0.032120347111	0.004148782023	0.015315651921	41	0	
6250000	570.976710	1	-0.988813661952	1.066131411140	-0.007244350405	0.008449037594	0.000025148823	0.984381578024	N\A	0.042626911675	0.005025978325	0.018141849809	37	0	
6300000	569.705049	1	-0.975631716980	1.026889295184	-0.005640015132	0.041280178948	0.000007340430	0.985640798694	N\A	0.037402868354	0.004179607853	0.015444796759	45	0	
6350000	564.915186	1	-0.993793396677	1.078621043113	-0.013388449506	0.018771610256	0.000036526983	0.985857604575	N\A	0.041683020725	0.004881904622	0.016591403063	39	1	
6400000	578.958585	1	-0.980061074056	1.048727840337	-0.009315170249	0.034758757622	0.000084346256	0.985009936995	N\A	0.037729747869	0.004420040701	0.016750414258	44	0	
6450000	560.057775	1	-0.872568435490	0.993639964181	-0.000313079892	0.023982796125	0.000084963914	0.983581483257	N\A	0.042281883006	0.004513244862	0.016903828377	31	0	
6500000	571.850494	1	-0.963692687587	1.039875861507	-0.010463196461	0.048970791091	0.000081408210	0.987643069530	N\A	0.035945409799	0.004272757503	0.015544346162	29	0	
