Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m8-VR-001.txt
Log File Name:                   HIP_d1_m8-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2297559923
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m8-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	431.991383	1	-1.266936682432	1.221077518059	-0.044378815567	-0.041573794322	0.000116820426	0.949878184019	N\A	0.061095604940	0.007769143217	0.027375965187	60	35	
1050000	441.824183	1	-1.167642841694	1.154873590204	-0.040719551941	-0.009696822703	0.000121177019	0.963186279377	N\A	0.051883341532	0.006833461322	0.022525591323	44	27	
1100000	432.922639	1	-1.052973699207	1.061409530357	-0.018218390020	-0.036944425758	0.000137197811	0.952534701759	N\A	0.056641868038	0.008172778198	0.023832472223	56	25	
1150000	434.376513	1	-1.140818235307	1.134813494725	-0.045142681940	0.028497400629	0.000104680011	0.951883863580	N\A	0.063426193586	0.008499467123	0.024675639527	50	38	
1200000	451.957714	1	-1.240865973009	1.177916935714	-0.042759595877	-0.004746687218	0.000088736190	0.962327523421	N\A	0.054066695891	0.007447216893	0.022289958598	46	24	
1250000	449.017655	1	-1.393597538025	1.297806432288	-0.051519019219	-0.062007891653	0.000120283182	0.957773142759	N\A	0.058165122603	0.007518683498	0.023789314197	42	22	
1300000	442.512467	1	-1.193634455244	1.175099647557	-0.031445112076	-0.060065224086	0.000100090218	0.959878825365	N\A	0.056144540210	0.007950967258	0.023423402285	49	23	
1350000	431.297032	1	-1.231038361617	1.205042678133	-0.046026890236	-0.021660274875	0.000135354747	0.955401306155	N\A	0.060880724802	0.008764250316	0.024530679317	45	33	
1400000	444.519840	1	-1.163159100809	1.148869667862	-0.036651369405	-0.016316286522	0.000127064729	0.959130119210	N\A	0.057416521568	0.008441569869	0.025533730042	55	27	
1450000	429.959876	1	-1.260593121980	1.204751308414	-0.037979695325	-0.047639490834	0.000138095815	0.947890821246	N\A	0.062840129908	0.008515216427	0.026788802344	60	25	
1500000	426.414498	1	-1.188890909281	1.175280998141	-0.021369515237	-0.112438628075	0.000132134698	0.950995773843	N\A	0.063080249842	0.008332675941	0.028263912117	37	20	
1550000	429.514387	1	-1.085743489144	1.110375171425	-0.039012075792	0.014486483182	0.000173896078	0.945163050151	N\A	0.063838726040	0.009054137352	0.028753072395	46	20	
1600000	451.703345	1	-1.248843287688	1.208640821832	-0.047276216984	-0.019074885679	0.000057446508	0.959583188333	N\A	0.065878058302	0.008535279959	0.025966876380	52	27	
1650000	424.539801	1	-1.317183532517	1.258348101813	-0.047854541552	-0.053327514622	0.000088091698	0.953993034401	N\A	0.057905782052	0.008394386371	0.025848587185	35	30	
1700000	449.127433	1	-1.202158288768	1.164588048698	-0.036961269178	-0.015339884736	0.000090253138	0.959671012499	N\A	0.049627567378	0.006900967834	0.021170049386	48	33	
1750000	436.398417	1	-1.171727730541	1.169000291657	-0.038091865216	-0.034924783024	0.000103430167	0.959624750078	N\A	0.053202574539	0.007075349488	0.023734890095	38	28	
1800000	436.501743	1	-1.238827429794	1.200150319659	-0.042437488509	-0.035048448697	0.000100014944	0.966643335517	N\A	0.056046212643	0.007531718314	0.020878682002	47	21	
1850000	437.579914	1	-1.249943027305	1.185078897657	-0.035934800418	-0.040510673954	0.000186122110	0.959802381586	N\A	0.061197105249	0.008610844881	0.026576115789	37	29	
1900000	441.550223	1	-1.148789565455	1.139819155473	-0.033107061674	-0.033173710614	0.000116982480	0.957222679454	N\A	0.061081999118	0.008041102078	0.025419190867	51	23	
1950000	429.517446	1	-1.108928085446	1.098826946096	-0.024361324809	-0.027431169499	0.000115794655	0.962026693073	N\A	0.049089439103	0.006885033840	0.023864805444	45	24	
2000000	441.709149	1	-1.095970448895	1.138233544410	-0.029728231691	-0.052444842771	0.000098678432	0.958216792085	N\A	0.059202252399	0.008069170692	0.024746768220	61	27	
2050000	437.715923	1	-1.189211985598	1.166266083939	-0.036646673215	-0.036166245918	0.000117068108	0.975439919519	N\A	0.060583975115	0.007061614541	0.022221441220	48	34	
2100000	451.400152	1	-1.154633652897	1.129537773084	-0.028818241957	-0.039294562751	0.000090310405	0.959945404798	N\A	0.052671887628	0.007374845599	0.022724907059	38	32	
2150000	436.434765	1	-0.990828323691	1.049590479010	-0.027011594209	-0.003680165217	0.000135150877	0.952307587995	N\A	0.058881284456	0.007683816050	0.022049165347	43	34	
2200000	453.396415	1	-1.209662993284	1.162231380079	-0.038103735813	-0.021758592909	0.000121264534	0.959005453886	N\A	0.060657511145	0.007662868947	0.022108403830	48	34	
2250000	442.043536	1	-1.174860286389	1.149773861240	-0.040894460944	0.010476505346	0.000077397065	0.953248937645	N\A	0.058386154742	0.008128671486	0.025821160238	50	29	
2300000	435.454353	1	-1.265192568455	1.186501735130	-0.037983675724	-0.027414067525	0.000130956432	0.955659498097	N\A	0.060125419259	0.007476160353	0.024539438094	39	24	
2350000	445.129004	1	-1.320685995376	1.242902585070	-0.056258951095	-0.002136989681	0.000081682979	0.958313427090	N\A	0.058064619321	0.008071014095	0.024331210815	36	28	
2400000	434.949948	1	-1.296870590746	1.226227461034	-0.046899723528	-0.028437215643	0.000120622410	0.951583630497	N\A	0.062963820113	0.008771575329	0.024739112725	49	23	
2450000	445.697525	1	-1.077118072575	1.097936688021	-0.035229070469	0.007586723714	0.000108977344	0.955605462011	N\A	0.057995720071	0.008139029371	0.024958304111	36	23	
2500000	431.983706	1	-1.267868569946	1.186586417930	-0.039045595405	-0.015816713543	0.000111253910	0.955136186587	N\A	0.060748775921	0.008175357667	0.024140721177	40	27	
2550000	440.112310	1	-1.181372602163	1.174106587935	-0.048712657934	0.012246439457	0.000092117844	0.959919183938	N\A	0.058000442430	0.008095561779	0.025000220012	42	29	
2600000	434.247524	1	-1.279712491379	1.204695085472	-0.040835476498	-0.029857231317	0.000122562844	0.952993502720	N\A	0.061391957406	0.008101715117	0.024304642536	48	23	
2650000	443.278080	1	-1.335001311779	1.281337242852	-0.051672561098	-0.054138131829	0.000176725204	0.961107387069	N\A	0.054821153590	0.007868197198	0.022447330839	41	33	
2700000	434.974532	1	-1.257551431342	1.206396528752	-0.050767749011	0.006114895957	0.000082793496	0.956523915592	N\A	0.057253579437	0.008289487274	0.025579940582	45	23	
2750000	431.599694	1	-1.242678252659	1.179081831962	-0.038055506715	-0.039011234486	0.000031554426	0.958844576049	N\A	0.055293815951	0.007628613410	0.024221879188	54	31	
2800000	446.986563	1	-1.213076060461	1.197124051790	-0.047015566043	-0.002623787227	0.000017416473	0.961959228730	N\A	0.056104447534	0.007005023560	0.021971628267	38	27	
2850000	447.553257	1	-1.118744621525	1.119206558279	-0.027140082017	-0.052022924250	0.000121347265	0.948671627240	N\A	0.061558432230	0.008066805127	0.026694570012	45	27	
2900000	412.495845	1	-1.379692955953	1.283303310052	-0.049928149735	-0.048530316622	0.000160397208	0.963785643148	N\A	0.058326691898	0.006923701137	0.024245473514	54	26	
2950000	444.952903	1	-1.168233062298	1.152936026339	-0.035363832268	-0.033308955995	0.000138762874	0.953367008719	N\A	0.059078301772	0.007870590356	0.024752506796	51	25	
3000000	439.916495	1	-1.240858192446	1.179563258296	-0.035967937640	-0.042083677814	0.000120092227	0.955924580791	N\A	0.061639627554	0.008300498949	0.024337634730	56	25	
3050000	447.595212	1	-1.036218924485	1.068785469217	-0.025327308330	-0.014186401683	0.000120862925	0.951897211606	N\A	0.061093628253	0.008569790282	0.024702229917	44	25	
3100000	433.704964	1	-1.079145537984	1.091924795427	-0.030623433329	-0.004364757572	0.000101248123	0.953214182386	N\A	0.058387266451	0.007969153465	0.023029716988	50	22	
3150000	442.319780	1	-1.321498063406	1.233590594148	-0.044448919273	-0.042511977332	0.000086516714	0.963308609115	N\A	0.048101037649	0.007434534924	0.022706695444	49	27	
3200000	440.184441	1	-1.234012338817	1.170162031346	-0.040002871747	-0.006447126360	0.000090040393	0.960402520893	N\A	0.052727323078	0.006684683790	0.021914592846	50	26	
3250000	433.626463	1	-1.100003668752	1.087416884850	-0.039236917493	0.051629386042	0.000085805018	0.953646415852	N\A	0.059591869201	0.008359189551	0.026413480487	47	24	
3300000	466.078406	1	-1.056896298375	1.077687164954	-0.028981187589	-0.003672561529	0.000101720751	0.996240723111	N\A	0.053735499598	0.006308845251	0.019602511682	55	18	
3350000	426.690607	1	-1.238733828169	1.182622360029	-0.046277900628	0.003028705319	0.000125037959	0.952992085377	N\A	0.057884173324	0.007526421073	0.027020308167	48	25	
3400000	444.602211	1	-1.158450557559	1.130776141915	-0.030911631508	-0.028586102696	0.000091783083	0.961946085574	N\A	0.051375783184	0.007084639587	0.023967084649	46	27	
3450000	424.595778	1	-1.100718385137	1.116383928107	-0.036962154267	0.008473223132	0.000088611284	0.960840518393	N\A	0.053461817070	0.007010936425	0.022851065045	46	36	
3500000	446.777409	1	-1.245658643156	1.188320311572	-0.037542164140	-0.033408253677	0.000088099235	0.956762961421	N\A	0.058178747218	0.007826035139	0.023885302325	48	23	
3550000	440.870845	1	-1.203562263556	1.175651220538	-0.048424252399	0.008846169551	0.000100116500	0.951816123245	N\A	0.060297035376	0.008198258105	0.026113667256	43	28	
3600000	426.673060	1	-1.285847926566	1.229823655548	-0.048646860402	-0.022028950301	0.000109765489	0.962659714596	N\A	0.055683906362	0.007652257055	0.024460847521	46	27	
3650000	439.158321	1	-1.316021258696	1.257615836046	-0.049024732632	-0.047945386233	0.000110755578	0.946838738938	N\A	0.066770774684	0.007920664318	0.028300160582	48	34	
3700000	435.488552	1	-1.130796950435	1.121040109364	-0.027092484000	-0.045609251467	0.000103391899	0.961712094897	N\A	0.057887712363	0.006868824706	0.025165776347	45	26	
3750000	444.287212	1	-1.145854867996	1.143100759698	-0.035663987151	-0.027186651593	0.000188472750	0.956406048250	N\A	0.054528275866	0.006966149407	0.022174269395	45	29	
3800000	438.341377	1	-1.266348119585	1.212048028207	-0.049706280679	-0.001239559140	0.000116423462	0.953628324824	N\A	0.060269291214	0.008480055712	0.026180630774	54	23	
3850000	437.715420	1	-1.096550278699	1.112587130575	-0.033965527825	-0.002656710477	0.000118945364	0.959524821708	N\A	0.057894407492	0.007557595190	0.024570938364	53	24	
3900000	436.708268	1	-1.178827617172	1.177285496305	-0.036733490265	-0.041122623931	0.000112178862	0.952663145714	N\A	0.058579756391	0.008194917695	0.025566320046	52	25	
3950000	431.871571	1	-0.972852440568	1.060981734125	-0.028948871150	-0.003024925914	0.000103071782	0.960522811808	N\A	0.056765685630	0.008014110077	0.025849026560	45	32	
4000000	443.346747	1	-1.208263864319	1.208181490784	-0.045032443689	-0.040915063067	0.000108010983	0.950830347446	N\A	0.058722665563	0.008138508005	0.024574919543	48	19	
4050000	431.138494	1	-1.171448845363	1.140542320691	-0.037778028512	0.005345143001	0.000107187835	0.955427329012	N\A	0.063348354957	0.008673328615	0.025849614981	45	24	
4100000	433.878986	1	-1.241616668481	1.171748627402	-0.024797663745	-0.077012713032	0.000149061484	0.955164761895	N\A	0.059072135858	0.007662924482	0.025383362103	51	25	
4150000	443.741379	1	-1.132698434666	1.134884338562	-0.028223358983	-0.057810958081	0.000076782306	0.960431045568	N\A	0.060031659116	0.008396652475	0.025371614187	50	31	
4200000	433.065894	1	-1.221096438963	1.171116310376	-0.036777161015	-0.034897508796	0.000142859514	0.953405410585	N\A	0.060680438311	0.007941079668	0.025084168455	43	33	
4250000	423.997025	1	-1.396701995128	1.320807953584	-0.055360885397	-0.073822770037	0.000173140157	0.950711275566	N\A	0.060423610715	0.008431369125	0.026903433669	52	30	
4300000	451.253554	1	-1.062997599168	1.121744325101	-0.045761643364	0.027165941717	0.000013283950	0.952220888802	N\A	0.065209178714	0.008635201561	0.025998840228	45	29	
4350000	432.822367	1	-1.042360177867	1.086924678680	-0.031580790397	-0.003630219182	0.000018027163	0.949587892346	N\A	0.061299066461	0.008392933862	0.025961981750	46	32	
