Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-glob-005.txt
Log File Name:                   STR_d1_m7-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            801395773
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	539.668382	1	-1.416387672306	1.091477960238	-0.086727886295	0.002489000456	0.000126506918	0.984583049651	N\A	0.024373685708	0.024036524845	0.002943517970	35	6	0.017113223407	Global Trend	
1050000	532.117329	1	-1.549281993202	1.151004101451	-0.111122466496	0.000211955824	0.000176405646	0.975006416059	N\A	0.030178847269	0.028141031154	0.003567715168	41	6	0.001375847414	Global Trend	
1100000	547.179769	1	-1.425953417450	1.085737760700	-0.067367227893	-0.000141127182	0.000170914734	0.985742594816	N\A	0.021820437914	0.021348433908	0.002755030332	33	9	0.004499277728	Global Trend	
1150000	544.485953	1	-1.487504268445	1.139085633115	-0.090283323767	0.001675748231	0.000197340155	0.978409561001	N\A	0.026836717264	0.025692378911	0.003322847147	32	8	0.012871018360	Global Trend	
1200000	537.133599	1	-1.323122592304	1.033263012605	-0.037897689493	0.003824318799	0.000247205318	0.999168284160	N\A	0.021944973043	0.024217900085	0.002562147134	32	8	-0.301381804844	Global Trend	
1250000	546.630307	1	-1.255488402806	1.032095311674	-0.031654062533	0.003142606959	0.000121127913	0.999462743670	N\A	0.023960969786	0.025894271775	0.002432206193	38	8	0.190777732274	Global Trend	
1300000	541.945449	1	-1.404247172290	1.103778374843	-0.117400247080	0.012804621810	0.000092841085	0.999943715592	N\A	0.023128645421	0.025681080957	0.002990994978	39	8	-0.424234735091	Global Trend	
1350000	525.084534	1	-1.482074538350	1.061759338997	-0.045591355261	0.002387095492	0.000112016084	0.984314649848	N\A	0.024215112832	0.025022699767	0.002949723588	32	6	-0.013309877052	Global Trend	
1400000	552.985844	1	-1.387197852863	1.091486413669	-0.098078411214	0.007571988490	0.000212788295	0.999779992057	N\A	0.019925041706	0.021677684979	0.002309386598	38	8	0.638798725355	Global Trend	
1450000	536.207819	1	-1.516274823374	1.125678625738	-0.102569391806	0.005638672930	0.000213448508	0.981310258101	N\A	0.026162219461	0.024678537230	0.003418620162	30	9	0.001895256031	Global Trend	
1500000	556.992304	1	-1.390232182738	1.057031017634	-0.065332345462	0.006528874543	0.000074492466	0.998562851929	N\A	0.014972515079	0.015650948218	0.001248529254	37	8	-0.062331384250	Global Trend	
1550000	534.773710	1	-1.427678099017	1.105424098191	-0.117995581552	0.011852505013	0.000098826786	0.999804740408	N\A	0.021242348409	0.022982625938	0.002225604963	43	8	-0.190564642004	Global Trend	
1600000	539.858821	1	-1.391013251533	1.088391027158	-0.088966708016	0.004375840373	0.000072243214	0.998383123408	N\A	0.023878665282	0.025602743780	0.002587419880	37	11	0.055156714056	Global Trend	
1650000	535.355422	1	-1.349608349816	1.051582561887	-0.064129759300	0.004172115934	0.000145598945	0.984584708417	N\A	0.028872986844	0.028379409235	0.003461580778	35	8	-0.017601092163	Global Trend	
1700000	540.012346	1	-1.571121923610	1.120889681925	-0.082118833542	-0.000722997120	0.000104443200	0.981745347916	N\A	0.025178813892	0.022147927877	0.002796717856	38	8	-0.006073728188	Global Trend	
1750000	541.044176	1	-1.495131765447	1.123806518725	-0.074672802471	-0.001820618390	0.000119732941	0.981068733976	N\A	0.028706199290	0.025379553502	0.002973673921	21	10	-0.003754543989	Global Trend	
1800000	544.519665	1	-1.409529445422	1.080007441955	-0.047822054394	-0.001321443657	0.000093825519	0.987314597142	N\A	0.023498167993	0.022280640369	0.002581064120	27	10	0.011921244886	Global Trend	
1850000	546.102044	1	-1.421573532006	1.078543385714	-0.073368438269	0.004922928297	0.000261635008	0.984491547578	N\A	0.025363961270	0.023316528723	0.002904305436	45	8	0.018995652418	Global Trend	
1900000	554.399195	1	-1.430856412394	1.064019963171	-0.065621897547	0.003841902830	0.000112256669	0.995623065985	N\A	0.021945719730	0.023578582073	0.002621732488	31	9	-0.058702491234	Global Trend	
1950000	547.207834	1	-1.395983238112	1.078268204133	-0.083633179849	0.007197941104	0.000148997445	0.998172167467	N\A	0.022406438507	0.024074923474	0.002475024907	41	7	0.118063532934	Global Trend	
2000000	540.872716	1	-1.512116530746	1.121827711204	-0.101642450129	0.005675323380	0.000134508073	0.982074493758	N\A	0.025139430506	0.023968152684	0.003147169187	37	9	-0.003654689608	Global Trend	
2050000	531.028415	1	-1.295868999779	1.042950070966	-0.045071805841	0.004717744556	0.000195142794	0.998572779367	N\A	0.023899056257	0.025871616380	0.002695517211	36	8	0.204842273412	Global Trend	
2100000	544.106025	1	-1.369857588750	1.108989120013	-0.123219571223	0.011036303927	0.000142441062	0.999619995938	N\A	0.020545452998	0.022275107383	0.002181954571	44	7	-0.223284347702	Global Trend	
2150000	546.240323	1	-1.404442110413	1.115963362404	-0.106552326229	0.006248556091	0.000107478522	0.986462238040	N\A	0.024084002975	0.024043287532	0.002789259330	38	10	0.030257257621	Global Trend	
2200000	536.777752	1	-1.691357580002	1.164453388337	-0.107794351397	-0.002303202110	0.000118755943	0.985809504239	N\A	0.025942087177	0.024677877363	0.002843710886	52	8	-0.009668638038	Global Trend	
2250000	531.707297	1	-1.435360893739	1.113548747547	-0.104353278778	0.005116818875	0.000119661943	0.984768485806	N\A	0.026737798135	0.026519639820	0.003090562315	38	11	0.026663623706	Global Trend	
2300000	544.130979	1	-1.434056683439	1.076171838379	-0.044996591919	-0.000526844378	0.000165594057	0.989750474248	N\A	0.016775905302	0.017499863409	0.002463493951	51	7	0.009494268110	Global Trend	
2350000	546.662395	1	-1.479324365722	1.105109647861	-0.066330014426	0.000265345841	0.000149218341	0.986189662742	N\A	0.023482183374	0.022278341374	0.002815018553	43	9	0.006289662290	Global Trend	
2400000	547.767794	1	-1.555735984318	1.088569736068	-0.080730885794	0.001964412415	0.000114851721	0.997166283765	N\A	0.021978047258	0.023882158220	0.002471692478	49	7	-0.060618265656	Global Trend	
2450000	553.814700	1	-1.403814361694	1.070973685547	-0.040895249285	-0.000631549307	0.000181472607	0.990080016067	N\A	0.020287796879	0.018929391633	0.002366799429	46	7	0.014336860180	Global Trend	
2500000	550.734226	1	-1.316378886236	1.013568388358	-0.015145086587	0.001448471055	0.000047912975	0.999990660013	N\A	0.021960652106	0.024102502324	0.002518123953	38	8	-0.601448610464	Global Trend	
2550000	539.334253	1	-1.554870302947	1.093266808561	-0.072213262049	-0.000137354521	0.000140511353	0.986616020829	N\A	0.024408199558	0.024646800659	0.002670978844	29	8	-0.027734490150	Global Trend	
2600000	543.357879	1	-1.382751365184	1.079132824715	-0.042037584170	-0.006260585834	0.000106571945	0.983829016674	N\A	0.026394449943	0.025261495846	0.002869577721	27	8	0.013217329568	Global Trend	
2650000	534.929945	1	-1.497364652820	1.098096365263	-0.078740955245	0.002336378053	0.000101224563	0.982562129617	N\A	0.026205766284	0.024248194223	0.002872257559	32	9	-0.003045938696	Global Trend	
2700000	528.923914	1	-1.425069793167	1.071353173124	-0.077322677511	0.004491126076	0.000089724734	0.988654448628	N\A	0.024519342489	0.024875689978	0.002683088089	31	6	0.017430213894	Global Trend	
2750000	546.587244	1	-1.617724781104	1.184159535432	-0.140723711986	0.005306903194	0.000181705712	0.979287775596	N\A	0.028011326454	0.025588220223	0.003323568885	36	8	0.001267192333	Global Trend	
2800000	563.395287	1	-1.573909116117	1.087540437442	-0.073485380477	0.001325117267	0.000119835617	0.994647368212	N\A	0.019329167498	0.020408701213	0.002094745220	30	10	-0.047733192041	Global Trend	
2850000	557.422534	1	-1.467242149855	1.088702091832	-0.078780027485	0.000272329170	0.000055085792	0.993424611394	N\A	0.022368192565	0.023268248174	0.002774846656	43	5	-0.015617206452	Global Trend	
2900000	525.933071	1	-1.390521735350	1.060732479503	-0.068250571567	0.007570851640	0.000089164848	0.999995405139	N\A	0.020141588008	0.021975520382	0.002338823303	41	4	1.173629013809	Global Trend	
2950000	543.422147	1	-1.480072689008	1.100812045654	-0.078638271580	0.002558876999	0.000199140363	0.985315024176	N\A	0.023974185058	0.021631963024	0.002778648665	41	4	0.003263814504	Global Trend	
3000000	543.432564	1	-1.544183398223	1.125332014477	-0.073042049107	-0.002221299810	0.000085034264	0.977198620114	N\A	0.031746428629	0.027599464282	0.003440996472	39	6	0.000682533414	Global Trend	
3050000	543.672355	1	-1.605398486441	1.135135742267	-0.085936692643	-0.003839912116	0.000201356242	0.979184492934	N\A	0.025536416531	0.024032716744	0.003129362700	39	6	-0.009337206034	Global Trend	
3100000	522.231744	1	-1.348377554649	1.019136132552	-0.019169664875	0.000007555401	0.000077432004	0.999955883772	N\A	0.025704185879	0.027936462726	0.002716346572	34	3	0.461669423711	Global Trend	
3150000	532.067035	1	-1.332406885977	1.041699322992	-0.025498304592	0.000030084608	0.000135401501	0.988021223808	N\A	0.023504363606	0.024113318432	0.002694450456	41	4	0.020250835688	Global Trend	
3200000	529.144246	1	-1.449555232558	1.112839702161	-0.116513267200	0.006634058050	0.000087410692	0.997634513218	N\A	0.022483232465	0.024204341379	0.002506198062	42	5	0.059561420893	Global Trend	
3250000	540.616521	1	-1.363544090770	1.095036974367	-0.085352957837	0.003761092458	0.000193703635	0.991387620141	N\A	0.023581263864	0.024198500144	0.002651636948	36	6	0.054951579016	Global Trend	
3300000	541.998956	1	-1.565579860319	1.139171599580	-0.100001419323	-0.000574999380	0.000109636693	0.981790392745	N\A	0.027335690055	0.024780543113	0.003095145109	41	3	-0.003830348067	Global Trend	
3350000	542.866925	1	-1.476571131780	1.123243915157	-0.093411031536	0.003036629434	0.000092833544	0.982796708012	N\A	0.027381220732	0.026190056600	0.003164405479	39	4	0.008655826134	Global Trend	
3400000	548.140524	1	-1.584304198745	1.155764826773	-0.120109381357	0.002059066567	0.000118356589	0.977850130902	N\A	0.029640745391	0.026698284916	0.003691165298	38	3	-0.000346392575	Global Trend	
3450000	550.561367	1	-1.388595632113	1.049009460141	-0.032925138865	0.000768341408	0.000221834624	0.986652561593	N\A	0.023895992076	0.021980158017	0.002917811854	37	5	0.007841930701	Global Trend	
3500000	543.158317	1	-1.308917994184	1.031067733928	-0.033187198118	0.001102691295	0.000083642366	0.999602981699	N\A	0.023159580100	0.024906827301	0.002257237692	34	5	-0.128905246681	Global Trend	
3550000	530.031045	1	-1.422231593325	1.090696460373	-0.099296131838	0.008800217961	0.000060656745	0.999943660473	N\A	0.024905217647	0.027367982138	0.003047833810	38	5	0.249026094461	Global Trend	
3600000	533.512594	1	-1.398415665400	1.109460345216	-0.122485565275	0.012610828043	0.000107407628	0.999981001233	N\A	0.022423038660	0.024430626366	0.002386699063	44	4	-0.756263149504	Global Trend	
3650000	538.929564	1	-1.402946946190	1.053982394263	-0.059880436642	0.005936308463	0.000112997148	0.999973387885	N\A	0.020998715381	0.022757071279	0.002125767605	45	4	-0.912997582606	Global Trend	
3700000	526.954064	1	-1.317001744977	1.063547742629	-0.057490225262	0.002043510995	0.000074915165	0.992887867864	N\A	0.026327127206	0.027802790537	0.002911465696	39	5	0.022450228877	Global Trend	
3750000	539.583336	1	-1.407544522974	1.114389885065	-0.115436567538	0.010633071157	0.000219103426	0.992745432366	N\A	0.023870727180	0.025338153340	0.002882143412	51	5	0.069435604271	Global Trend	
