Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m8-VR-006.txt
Log File Name:                   CEREB_d1_m8-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1160069066
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m8-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	557.289665	1	-1.271041384039	1.229569293303	-0.029231464617	-0.008265342897	0.000089006971	0.981144437926	N\A	0.042660210058	0.005522604072	0.018367614088	41	26	
1050000	559.399260	1	-0.883385711550	1.004163556858	-0.006912375424	0.045174498635	0.000012823966	0.983219629465	N\A	0.043771916778	0.004727295150	0.017444909247	48	18	
1100000	560.781598	1	-0.787601604481	0.927107840729	0.003102212960	0.053593852303	0.000069173876	0.986736647655	N\A	0.039892191458	0.004880476012	0.017013114936	53	23	
1150000	575.061217	1	-0.931355226605	1.031461317636	-0.011023518161	0.049845079890	0.000085995825	0.987003348150	N\A	0.032932480956	0.004091221651	0.015110195875	46	20	
1200000	571.742664	1	-1.056355728564	1.085023587815	-0.011950291437	0.028844396988	0.000056639295	0.986326865371	N\A	0.039081669283	0.004101233985	0.015247709290	43	22	
1250000	558.546540	1	-1.124564460354	1.153140026938	-0.021792717098	0.007966164666	0.000120247564	0.980342322893	N\A	0.041949387793	0.004804535267	0.017852713592	45	28	
1300000	557.766973	1	-0.824313888023	0.963863436286	-0.000983648123	0.050409598332	0.000072489342	0.985292413221	N\A	0.040536432683	0.004531775228	0.015984536951	44	24	
1350000	559.683629	1	-1.007654000456	1.062231470578	-0.007737398672	0.016522760132	0.000090188964	0.983608969383	N\A	0.039673125982	0.004424340894	0.016420263847	35	23	
1400000	569.133890	1	-1.048690544131	1.085733975239	-0.004327992555	-0.012142675551	0.000087731420	0.984823845134	N\A	0.041332729356	0.004587377509	0.016917379545	43	28	
1450000	560.455456	1	-1.058581658341	1.104423056059	-0.009567831426	-0.010538690576	0.000082950912	0.982264285269	N\A	0.039502885488	0.005312512472	0.017323601919	42	24	
