Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m5-glob-001.txt
Log File Name:                   SCH_d1_m5-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            863312960
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m5-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.179389
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	479.124345	1	-1.703267288908	1.253570810747	-0.045753765613	0.000174687201	0.962562502257	N\A	0.040957670870	0.006239710614	36	5	0.003183996325	Global Trend	
1050000	484.913530	1	-1.600696658763	1.091636770109	-0.022161315936	0.000128967949	0.971371188073	N\A	0.036549192433	0.005798468921	40	4	-0.004112702288	Global Trend	
1100000	486.078906	1	-1.825000993307	1.230408746537	-0.040503934856	0.000120291961	0.966625448805	N\A	0.043202228391	0.006642456819	42	7	-0.000569820731	Global Trend	
1150000	471.941650	1	-1.736605831229	1.315716953759	-0.060465422896	0.000146541369	0.965815866362	N\A	0.043424330317	0.006984949706	40	4	0.002486028494	Global Trend	
1200000	489.647547	1	-1.606447360732	1.218857682616	-0.044187022549	0.000095159332	0.969339181398	N\A	0.036831662182	0.005825421267	42	3	0.003429983200	Global Trend	
1250000	482.190624	1	-1.657244943809	1.155742212266	-0.031981791393	0.000149123486	0.964535680141	N\A	0.048275472384	0.007619025745	37	5	0.000006421568	Global Trend	
1300000	498.753428	1	-1.905004133907	1.339738228278	-0.059822515082	0.000127885489	0.969814590203	N\A	0.041513439910	0.006665978079	31	4	0.000983522012	Global Trend	
1350000	476.592116	1	-1.640378172264	1.189750949947	-0.036735882052	0.000110910798	0.962752379547	N\A	0.043386561782	0.006525847214	34	5	0.002382330496	Global Trend	
1400000	484.008606	1	-1.660410790999	1.186629352389	-0.038922379412	0.000103368918	0.968510226625	N\A	0.044500377751	0.006982495013	44	7	0.000927678075	Global Trend	
1450000	490.802808	1	-1.715337857987	1.223507429054	-0.041740822494	0.000088243428	0.969754932963	N\A	0.044134793903	0.007072210161	36	6	0.000530464709	Global Trend	
1500000	478.583006	1	-1.742019253597	1.226022445945	-0.040381100120	0.000109576207	0.963481590556	N\A	0.043604196982	0.006726754272	38	5	0.001866866640	Global Trend	
1550000	491.537736	1	-1.704852740754	1.184318230112	-0.036069667303	0.000127405633	0.965766926727	N\A	0.047971822327	0.007649492677	35	4	-0.000428166686	Global Trend	
1600000	492.544804	1	-1.685788111961	1.166425735445	-0.031122951813	0.000097464313	0.966480024036	N\A	0.046039506071	0.007255953536	36	3	0.000074765964	Global Trend	
1650000	467.614526	1	-1.484055946483	1.048171369988	-0.012321027997	0.000120858372	0.971347569747	N\A	0.021986707789	0.003745188553	38	2	0.007960189569	Global Trend	
1700000	483.833077	1	-1.568241259395	1.138990834788	-0.027210031388	0.000124725532	0.964811734182	N\A	0.040407847494	0.006545547850	39	4	0.004112415446	Global Trend	
1750000	490.000921	1	-1.681526129297	1.169235510237	-0.034275575461	0.000164661027	0.967573722994	N\A	0.049788365927	0.008037226948	38	4	-0.000179310924	Global Trend	
1800000	493.176632	1	-1.717377838727	1.201523970167	-0.039984032172	0.000092930154	0.968694740623	N\A	0.039683197945	0.006087643614	34	3	-0.000971949164	Global Trend	
1850000	483.719268	1	-1.713330042683	1.216007204207	-0.038572588762	0.000096762457	0.969983004648	N\A	0.041515793052	0.006589129700	35	3	0.001862426070	Global Trend	
1900000	475.288350	1	-1.738276067682	1.221417520230	-0.039226829215	0.000093784986	0.966505706321	N\A	0.044709532747	0.006955701967	37	3	0.001273502522	Global Trend	
1950000	477.299783	1	-1.705599683222	1.182169623049	-0.032477748897	0.000153961412	0.963074827412	N\A	0.046737843982	0.007225371538	43	6	0.001849227763	Global Trend	
2000000	496.176883	1	-1.748795588636	1.241959702659	-0.045301167291	0.000094759870	0.965955756823	N\A	0.043486600751	0.006846346938	41	3	0.001119653532	Global Trend	
2050000	493.537577	1	-1.737961161212	1.227351918388	-0.042252108399	0.000115082712	0.968148062927	N\A	0.043729282559	0.006837022065	29	4	0.001292799414	Global Trend	
2100000	482.546016	1	-1.571134430650	1.175150012307	-0.033491443204	0.000152696004	0.966376067988	N\A	0.035626869984	0.005736278785	34	5	0.005365126457	Global Trend	
2150000	488.248269	1	-1.572130000034	1.148439595216	-0.031943580525	0.000093427606	0.963796906035	N\A	0.040395432364	0.006340270302	30	3	0.003122478156	Global Trend	
2200000	487.147315	1	-1.715518189876	1.193530880924	-0.035196548409	0.000117299469	0.969330762834	N\A	0.041501305267	0.006463226328	38	3	0.001121122114	Global Trend	
2250000	472.457902	1	-1.588981400198	1.128551444746	-0.031538583365	0.000158868475	0.962837712197	N\A	0.043015215847	0.006673370336	46	4	-0.000349241293	Global Trend	
2300000	461.462303	1	-1.809389702294	1.289285279527	-0.053728224112	0.000104275183	0.962651225295	N\A	0.044469563448	0.006917736600	30	3	0.001404443407	Global Trend	
2350000	465.745590	1	-1.762399666899	1.194468303090	-0.034126005158	0.000144330845	0.959319412769	N\A	0.051058106821	0.007831284718	34	1	-0.000112682016	Global Trend	
2400000	473.075857	1	-1.830490857786	1.282027782621	-0.051312327716	0.000124921848	0.960858011974	N\A	0.048907281307	0.007690703800	33	2	0.001158598638	Global Trend	
2450000	481.351872	1	-1.889595128663	1.321065459721	-0.055140123201	0.000148234501	0.961829089075	N\A	0.048111169299	0.007506077046	35	3	0.001288075972	Global Trend	
2500000	494.608375	1	-1.805530924413	1.264837561913	-0.050693858961	0.000088979272	0.966051434823	N\A	0.048562883987	0.007635938027	41	4	0.000050900935	Global Trend	
2550000	475.747093	1	-1.577744976859	1.160772479460	-0.033804410045	0.000067416977	0.962795709712	N\A	0.036563998988	0.005785690019	35	2	0.002683272767	Global Trend	
2600000	483.585954	1	-1.772761800735	1.212545028172	-0.040155531033	0.000132558102	0.965007308492	N\A	0.050368338026	0.008051406648	40	1	-0.000592438814	Global Trend	
2650000	479.530745	1	-1.853572754256	1.363848656223	-0.063063386522	0.000182615799	0.963709332303	N\A	0.046758470641	0.007602099243	37	4	0.003030172883	Global Trend	
2700000	500.799634	1	-1.586483262485	1.166215028783	-0.032254166750	0.000102186139	0.967412812315	N\A	0.036898567634	0.005792392684	32	5	0.003675621128	Global Trend	
2750000	489.453498	1	-1.706060328781	1.159465350907	-0.031871134386	0.000092870050	0.965669837951	N\A	0.044664518718	0.007003069978	34	4	-0.001706565590	Global Trend	
2800000	476.914900	1	-1.693399580980	1.215377541164	-0.039887369335	0.000095630810	0.961811340118	N\A	0.041842717641	0.006512415023	33	2	0.001970981153	Global Trend	
2850000	469.662806	1	-1.884127967502	1.328229608385	-0.057896044556	0.000112784441	0.961740406466	N\A	0.040366097984	0.006078022817	33	4	0.001462401252	Global Trend	
2900000	474.610654	1	-1.525930192174	1.111967980932	-0.024573758763	0.000112791244	0.963953541492	N\A	0.029892506440	0.004784102798	43	2	0.005009833186	Global Trend	
2950000	482.901199	1	-1.739978327711	1.235440299470	-0.042368945104	0.000125023386	0.966547953887	N\A	0.044219607237	0.007096870768	29	2	0.001830112853	Global Trend	
3000000	481.630469	1	-1.741051012780	1.226349313621	-0.039148422842	0.000095728143	0.961985307354	N\A	0.042508299965	0.006455282086	41	4	0.001977041390	Global Trend	
3050000	478.796210	1	-1.683057579535	1.154539099045	-0.030390578711	0.000110680930	0.969196772114	N\A	0.045447266060	0.007165209264	40	4	-0.000146549699	Global Trend	
3100000	497.055672	1	-1.753214544056	1.236147750611	-0.042549104499	0.000100280471	0.966725263003	N\A	0.045608896975	0.007097490923	32	4	0.001495634401	Global Trend	
3150000	467.090427	1	-1.410680640587	1.099619504089	-0.023617343871	0.000134645910	0.966972424087	N\A	0.022064439541	0.003781762272	41	2	0.011789073094	Global Trend	
3200000	474.099020	1	-1.730418771459	1.249973856428	-0.048613945358	0.000066329572	0.967769883160	N\A	0.044496192828	0.006993204579	44	6	0.000945231621	Global Trend	
3250000	470.242489	1	-1.790685901605	1.200300762713	-0.040479721145	0.000279736102	0.992434107397	N\A	0.042220114204	0.006982151901	26	4	-0.003821581833	Global Trend	
3300000	489.792467	1	-1.679974295406	1.228080804943	-0.043161956178	0.000129803860	0.967876524234	N\A	0.039633766631	0.006287424667	39	2	0.003173196752	Global Trend	
3350000	468.824223	1	-1.666388610378	1.189742079818	-0.037713102820	0.000103726025	0.959452404464	N\A	0.043468012008	0.006677466917	36	1	0.001568525818	Global Trend	
3400000	466.397307	1	-1.577301808559	1.151218941521	-0.028139695134	0.000104549316	0.964724462644	N\A	0.031697080110	0.005119667468	31	3	0.004535046991	Global Trend	
3450000	476.437449	1	-1.514443044141	1.119662494807	-0.023005634602	0.000134053031	0.969228627298	N\A	0.028085870403	0.004584826719	31	6	0.007536880257	Global Trend	
3500000	473.185091	1	-1.519802620866	1.154669874527	-0.036088208013	0.000090837947	0.977690934340	N\A	0.036375072764	0.005811436070	33	1	0.003699148727	Global Trend	
3550000	468.914333	1	-1.607801450501	1.154105650952	-0.031507752132	0.000035613557	0.967251090085	N\A	0.044869440004	0.007015132435	47	4	0.000429962841	Global Trend	
3600000	478.278683	1	-1.610365633598	1.168783064972	-0.035497020876	0.000026144035	0.971100314721	N\A	0.036330139047	0.005692684912	46	2	0.000852710737	Global Trend	
3650000	476.744514	1	-1.553389835372	1.117946810115	-0.026701078187	0.000139703100	0.965702100378	N\A	0.042414210030	0.006717609032	35	3	0.002596835657	Global Trend	
3700000	487.827317	1	-1.851671183903	1.322447648371	-0.058210760036	0.000059465939	0.965895424215	N\A	0.042817513630	0.006852833702	38	4	0.000780084263	Global Trend	
