Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m7-VR-002.txt
Log File Name:                   PAL_d1_m7-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            831064657
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m7-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	392.312736	1	-1.231511381466	0.970454375665	0.068465340199	-0.022366820896	0.000448399678	0.948641607968	N\A	0.040630031002	0.033879064228	0.004702729346	49	30	
1050000	380.322269	1	-0.849178098879	0.779127815104	0.202379757835	-0.025539423679	0.000456471222	0.936820117925	N\A	0.045379128738	0.039429279749	0.005185702957	33	26	
1100000	386.276560	1	-1.235165747933	1.015701587220	-0.003087787775	-0.015453654290	0.000478353217	0.937751090205	N\A	0.047286559306	0.040690756259	0.004629449366	47	31	
1150000	387.130786	1	-0.980988276068	0.900357181004	0.140461826808	-0.034861730417	0.000415027242	0.944258269483	N\A	0.042704005163	0.034627802181	0.004926999803	42	28	
1200000	397.053001	1	-1.000352107506	0.861983272159	0.158330475400	-0.027847348207	0.000371424884	0.942652251907	N\A	0.043847221327	0.038290676375	0.004795498612	57	28	
1250000	402.899581	1	-0.868319291093	0.865817942823	0.132965808502	-0.025379409828	0.000094203247	0.965230033251	N\A	0.043142284208	0.031488846049	0.004388884588	54	26	
1300000	390.476462	1	-1.071418963199	0.944105167513	0.106632036709	-0.031465219646	0.000055288061	0.942902584636	N\A	0.048006300880	0.042606932965	0.005415963263	41	27	
1350000	393.756089	1	-0.890898251660	0.891296284878	0.140382293505	-0.028382079102	0.000046510951	0.942202321331	N\A	0.045288862991	0.040230806752	0.005191175956	41	32	
1400000	388.446656	1	-1.097259652908	0.945116481674	0.114289941120	-0.030902082451	0.000066012267	0.936187680499	N\A	0.045245752599	0.039502218589	0.004921662378	44	35	
1450000	393.143658	1	-0.972716508756	0.929659525263	0.045485929601	-0.013808572028	0.000247171259	0.940754272224	N\A	0.048714448289	0.042120620795	0.004924716907	25	28	
1500000	404.045909	1	-1.024800321706	1.002802160600	0.031201201623	-0.020420434303	0.000213210094	0.943692752998	N\A	0.044101299726	0.039574405005	0.005143800943	56	22	
1550000	395.338314	1	-0.816564790624	0.832498772953	0.171886359747	-0.029245804978	0.000348360955	0.941152627691	N\A	0.048783773148	0.042073711764	0.005346417466	47	31	
1600000	385.900793	1	-0.977585634335	0.910818778894	0.072192679071	-0.014773548090	0.000328042559	0.941447444131	N\A	0.045068315615	0.038388837986	0.004739958821	37	25	
1650000	399.404587	1	-0.930663307201	0.957843968625	0.054032370878	-0.019122422197	0.000244308530	0.938378102260	N\A	0.044788768072	0.037569215249	0.004703380127	44	31	
1700000	418.608031	1	-0.854656279937	0.928190699463	0.064076965460	-0.021018430233	0.000232740628	0.943275322639	N\A	0.041414579447	0.035069653420	0.004372445403	47	26	
1750000	385.402121	1	-0.923882347697	0.932869981175	0.078431414641	-0.023711472587	0.000258251287	0.932632919724	N\A	0.047083981829	0.040501872182	0.004822727402	38	29	
1800000	390.654485	1	-1.129809417895	0.983687348083	0.082042726038	-0.031534279816	0.000468304042	0.941086277280	N\A	0.049766167175	0.043674385435	0.005304977722	59	21	
1850000	404.507174	1	-1.162694991695	0.939854663623	0.082739524328	-0.020381867167	0.001041672316	0.960892882403	N\A	0.039820888172	0.037572486382	0.004650251117	42	31	
1900000	384.369964	1	-0.880507909237	0.846415985966	0.114399869999	-0.018048821535	0.000310667716	0.936229715643	N\A	0.051335644912	0.043403649783	0.004889235363	42	24	
1950000	393.801280	1	-1.189320112430	0.996749682305	0.010022093752	-0.018937288240	0.000263218406	0.934669433603	N\A	0.042284841444	0.036909520058	0.004749736787	46	17	
2000000	397.377090	1	-1.203489230786	0.918859792593	0.150994584920	-0.034041092919	0.000327308985	0.946941587543	N\A	0.042595922140	0.038553083991	0.005071681509	45	32	
2050000	394.213319	1	-0.909094666757	0.891707872788	0.093395862099	-0.018427221630	0.000577884395	0.937581997486	N\A	0.046074581781	0.040955375532	0.004315584335	41	24	
2100000	390.459066	1	-1.015588247088	0.920950368969	0.083030782576	-0.021852306654	0.000494294087	0.943808939746	N\A	0.044636188615	0.039575191128	0.004674485163	50	33	
2150000	381.459207	1	-1.030563340902	0.858819712534	0.168859725843	-0.030172878764	0.000498821595	0.939178380673	N\A	0.050574607667	0.045478910912	0.005969400969	39	28	
2200000	395.225218	1	-1.031047044127	0.949238366194	0.092464954290	-0.030097221459	0.000306892008	0.940573707189	N\A	0.047340877348	0.041985769429	0.005046218954	55	30	
2250000	381.421741	1	-1.185840292956	0.989307909116	0.057080214135	-0.023144934735	0.000395555425	0.938052802555	N\A	0.046997624028	0.040378658131	0.005196124605	50	22	
2300000	397.586967	1	-1.192699324127	1.020226665424	0.027231329244	-0.025280921761	0.000242558431	0.945013744035	N\A	0.038297592088	0.034650390656	0.004495043317	57	28	
2350000	394.602302	1	-1.040257810485	0.973640425482	0.094803008431	-0.025744140028	0.000037548511	0.940935048346	N\A	0.045641101074	0.040188408506	0.004962421421	58	25	
2400000	388.497384	1	-0.835380024855	0.883582413857	0.095119010328	-0.019448633234	0.000698665348	0.933490188917	N\A	0.046362544864	0.041501335837	0.005129030379	44	20	
2450000	404.949536	1	-1.170905697534	0.931837416459	0.123070873094	-0.028424645399	0.000214497438	0.943754601690	N\A	0.042647408596	0.037525474026	0.004387738600	44	24	
2500000	388.371817	1	-1.223020719888	0.981350839168	0.082194205771	-0.028999778096	0.000909580476	0.939393223954	N\A	0.046088693996	0.040843229944	0.005019660214	32	27	
2550000	389.176398	1	-0.990903333054	0.935437635095	0.101972273879	-0.026627865847	0.000692937220	0.939120473896	N\A	0.046761718187	0.041551838722	0.005305406267	41	30	
2600000	386.820979	1	-1.180752272331	0.955138281858	0.080275692440	-0.022543417042	0.000435818536	0.938026485172	N\A	0.046390614659	0.040326631995	0.004719975190	51	31	
2650000	390.989601	1	-1.157916701277	0.949434229230	0.084659917272	-0.025591095278	0.000389711181	0.929710621050	N\A	0.046141417993	0.041384815149	0.005303604446	48	27	
2700000	392.479088	1	-1.026396603604	0.912202144913	0.080508886670	-0.015401091666	0.000413058149	0.950360719596	N\A	0.044482271115	0.037033888121	0.004925916468	47	28	
