Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m6-glob-006.txt
Log File Name:                   PAL_d1_m6-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3977217756
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m6-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	409.521592	1	-1.057322441940	0.973575243135	-0.017436403219	0.000361087183	0.955074112844	N\A	0.037277858888	0.027563991039	36	13	0.019203135183	Global Trend	
1050000	433.336069	1	-1.307491019000	1.039397956374	-0.068398700105	0.000238280145	0.983850987296	N\A	0.024982525353	0.021831822471	45	13	0.051674149752	Global Trend	
1100000	441.428238	1	-0.886656467178	1.064559172520	-0.087494229608	0.000331361404	0.978565431607	N\A	0.026937660407	0.021079030080	37	11	-0.047335195664	Global Trend	
1150000	417.653695	1	-0.834647780597	1.051155495262	-0.065325654337	0.000356477570	0.990755230721	N\A	0.025006662740	0.022876176828	37	12	-0.099780039059	Global Trend	
1200000	453.459484	1	-0.944036976512	1.045034589234	-0.045740303772	0.000275370239	0.999948495306	N\A	0.019180323587	0.019154723957	41	16	-1.223577778569	Global Trend	
1250000	443.216965	1	-1.071542869010	1.102543590635	-0.106961021739	0.000312293064	0.991323057859	N\A	0.021020730238	0.018807135759	33	15	-0.073315601353	Global Trend	
1300000	441.497172	1	-0.993371606024	1.073270967629	-0.076822929912	0.000333689521	0.996434901601	N\A	0.019396657539	0.018504106171	41	15	-0.087036619432	Global Trend	
1350000	445.949756	1	-0.944605357377	1.083577787698	-0.084636474093	0.000091964366	0.999934419020	N\A	0.015364217865	0.015333814079	40	13	-0.288969519467	Global Trend	
1400000	440.137073	1	-0.876934217838	1.064466104105	-0.062075733152	0.000153208737	0.999946773057	N\A	0.017818852148	0.017813139903	46	15	0.502944350296	Global Trend	
1450000	430.354551	1	-0.799552773146	1.078188619619	-0.084774931882	0.000245763652	0.999409264900	N\A	0.017960663859	0.017802301813	41	13	-0.278632500591	Global Trend	
