Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m7-fab-006.txt
Log File Name:                   DIE_d1_m7-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            952424920
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m7-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	734.661292	1	-0.955275679481	0.917086167775	0.087589498883	-0.010876300914	0.000024692394	0.991991448987	N\A	0.017124059216	0.015527535450	0.002114534301	39	2	
1050000	744.604995	1	-1.008296818493	0.931696336857	0.090305063852	-0.011739703049	0.000025377857	0.992771342365	N\A	0.016016926209	0.014638834656	0.002143288123	30	2	
1100000	729.535948	1	-1.067635294880	0.942717358790	0.071422552528	-0.007063004882	0.000023861261	0.992050890932	N\A	0.016517810931	0.015232606847	0.002130714518	30	2	
1150000	726.055538	1	-0.953252522474	0.908364079420	0.102742515879	-0.011356194504	0.000028119852	0.991686487894	N\A	0.017826790406	0.016098638258	0.002117456726	45	0	
1200000	727.855106	1	-1.014890402484	0.943264592422	0.067340349480	-0.006744010543	0.000022650557	0.991663213942	N\A	0.018492515976	0.016835595022	0.002330479166	38	1	
1250000	738.870568	1	-1.021048934581	0.951392960697	0.053104371075	-0.005840437643	0.000027356294	0.992671904335	N\A	0.017150545428	0.015700175236	0.002167992804	29	1	
1300000	723.718139	1	-1.011823786416	0.950173744776	0.041477283127	-0.002318352846	0.000029164232	0.991758175486	N\A	0.018127395951	0.016867125396	0.002307213813	40	1	
1350000	727.957686	1	-0.949577129157	0.917292739176	0.075335276012	-0.006815302300	0.000023357355	0.992658295538	N\A	0.015873923071	0.014601560154	0.002037174196	31	1	
1400000	735.117508	1	-0.966181493984	0.931761161617	0.067174218870	-0.005200453305	0.000019751097	0.993778363325	N\A	0.016010588328	0.014709356748	0.001909292226	27	1	
1450000	726.070244	1	-1.038231690445	0.950221957835	0.069973272836	-0.008231285605	0.000028446258	0.992017188782	N\A	0.017074690142	0.015526621477	0.002225875750	30	1	
1500000	727.476469	1	-1.001646218646	0.941679223000	0.055678140646	-0.005419151519	0.000005621153	0.992556487568	N\A	0.016102645845	0.014797677698	0.002090147628	41	1	
1550000	725.310417	1	-0.932822450137	0.907233813690	0.079205656180	-0.006683978118	0.000004831452	0.991032201887	N\A	0.018192828605	0.016252971078	0.002118434652	35	0	
1600000	729.231027	1	-1.067802659469	0.973466549910	0.041683663090	-0.005262904793	0.000017807458	0.992722465894	N\A	0.018548896893	0.016932385227	0.002330641096	39	1	
1650000	727.086005	1	-1.027567106013	0.935859382039	0.083500328742	-0.008168015992	0.000026012829	0.992630758911	N\A	0.017359220344	0.015926543597	0.002205088018	29	0	
1700000	727.579007	1	-0.986592960911	0.937052494297	0.068482483549	-0.008644118705	0.000018963123	0.992382160907	N\A	0.016384761971	0.014857706673	0.002173435368	28	1	
1750000	731.167894	1	-0.991804612692	0.943777875464	0.052709648441	-0.005961612882	0.000031721414	0.993596911498	N\A	0.016296878834	0.015360630764	0.002235697558	32	0	
1800000	734.297360	1	-0.923270463113	0.905558492296	0.069304068941	-0.002171050644	0.000021711480	0.992517703070	N\A	0.017941653380	0.016280194874	0.002073549304	47	0	
1850000	719.854187	1	-1.026075919238	0.958588033861	0.041539035387	-0.004782094187	0.000018265493	0.992255534225	N\A	0.018506082307	0.016069870938	0.002188700966	42	0	
1900000	725.786750	1	-0.970219693513	0.932448550876	0.062736038215	-0.007080979219	0.000003931076	0.991796801451	N\A	0.019657278457	0.017855934285	0.002304611782	42	0	
1950000	725.568759	1	-1.092913543129	0.985509811073	0.038812153855	-0.006804702936	0.000024729982	0.992216151644	N\A	0.017272769597	0.015600549032	0.002067674604	35	0	
2000000	738.368198	1	-0.962648496428	0.921142237078	0.069831379024	-0.005031532981	0.000028009506	0.992281805452	N\A	0.016989572894	0.015635155141	0.002118433205	28	0	
2050000	735.703600	1	-0.948986861658	0.918595863978	0.060499249976	-0.002112410520	0.000028587130	0.992519134941	N\A	0.017654667980	0.015921800613	0.002103754549	35	0	
2100000	738.274317	1	-1.031784966619	0.947565909576	0.068259850692	-0.007645811169	0.000024981490	0.994035720680	N\A	0.014928372125	0.015195823997	0.002193788464	38	2	
2150000	733.017057	1	-1.007163944171	0.945473282693	0.054963824146	-0.004703795710	0.000016578958	0.993884753023	N\A	0.014264584883	0.012953916365	0.001937465365	37	1	
2200000	722.887999	1	-0.938836048124	0.906281737729	0.098814829004	-0.011503386028	0.000028813580	0.991232424137	N\A	0.018040834540	0.016570768815	0.002222070917	34	0	
2250000	722.012097	1	-1.077207695661	0.971237663208	0.064077787443	-0.011276390546	0.000026271351	0.991739484160	N\A	0.017656463862	0.016051200772	0.002204242407	39	0	
2300000	716.682874	1	-0.964781765283	0.915787111738	0.080510530714	-0.006626888292	0.000013296158	0.991396563564	N\A	0.017450215468	0.016169179969	0.002129749387	42	0	
2350000	724.209915	1	-0.991063193100	0.947842359495	0.040612968673	-0.003740823502	0.000020694292	0.992232244769	N\A	0.016922257335	0.015444253587	0.002089910161	47	1	
2400000	731.739287	1	-0.955628451806	0.918170071986	0.081283265465	-0.009124671524	0.000024507819	0.992686029312	N\A	0.017027924391	0.015630828044	0.002182523378	32	0	
2450000	731.001793	1	-1.015106170365	0.944501727602	0.062857192313	-0.007185312198	0.000030293036	0.991875096400	N\A	0.017196871978	0.015682308459	0.002297135919	29	0	
2500000	728.271177	1	-1.015671822314	0.940824039197	0.072027869496	-0.007847189967	0.000026606526	0.992282708424	N\A	0.017227033670	0.015513273424	0.002013030187	28	0	
2550000	739.341509	1	-0.960781199221	0.913707023191	0.090883086059	-0.009186398036	0.000032171503	0.991648786574	N\A	0.017764911862	0.016112850591	0.002187333111	25	1	
2600000	724.334902	1	-1.010572643996	0.936456136517	0.078679969281	-0.008644206634	0.000023679319	0.992855702632	N\A	0.017464691473	0.016061185553	0.002229634372	34	1	
2650000	743.349119	1	-0.983015642966	0.929711421503	0.078122471601	-0.009826136127	0.000027481765	0.992712139341	N\A	0.015601589835	0.014318299952	0.002094247773	39	1	
2700000	730.132259	1	-1.016115078189	0.951965767446	0.045910898814	-0.004018228049	0.000024861170	0.991734591774	N\A	0.018092038046	0.016635808285	0.002187065451	29	1	
2750000	725.583095	1	-0.939502463821	0.910011060394	0.078858253399	-0.005825014901	0.000006817265	0.991442098588	N\A	0.018750799760	0.016463967538	0.002136967470	32	0	
2800000	722.706899	1	-1.053815412258	0.972510392668	0.034264050232	-0.004367935092	0.000027612149	0.992286737398	N\A	0.018151422904	0.016625457814	0.002230523086	32	2	
2850000	724.941007	1	-0.985777084794	0.922727315567	0.098306641290	-0.012900788706	0.000027698366	0.991776997402	N\A	0.016771733079	0.015339027863	0.001851199701	33	1	
2900000	733.040614	1	-0.968734013011	0.925559285651	0.065825201904	-0.005667824109	0.000027189488	0.991413922029	N\A	0.017109652920	0.015252279300	0.002136467684	36	0	
2950000	727.158152	1	-1.012950992680	0.946934586329	0.056937327654	-0.007000315679	0.000021825943	0.991744409731	N\A	0.016324632583	0.015181621141	0.002140082721	43	1	
3000000	730.390861	1	-1.004708070459	0.933853451349	0.079803888814	-0.008364211765	0.000023645667	0.992504734287	N\A	0.017885737415	0.016313366971	0.002257698876	33	0	
3050000	728.851195	1	-1.028206900701	0.948637265691	0.074497401095	-0.010266653288	0.000021283290	0.992182353137	N\A	0.017350884239	0.015616338595	0.002163067334	38	0	
3100000	732.324691	1	-0.992159664947	0.933970479711	0.062781385890	-0.004347823373	0.000022002601	0.992445639023	N\A	0.017054342469	0.015753315220	0.002163914852	38	1	
3150000	735.676617	1	-0.989710050214	0.945572754379	0.046857479489	-0.005158151664	0.000023705170	0.992411014184	N\A	0.016122596769	0.014862762445	0.002151797984	33	1	
3200000	744.054091	1	-1.003299573569	0.942301033858	0.058573492126	-0.005897990626	0.000021140480	0.993009306222	N\A	0.015784847069	0.013773454540	0.001944524286	39	1	
3250000	735.443418	1	-0.973938582110	0.930197117887	0.057577930134	-0.003730055177	0.000026209011	0.992102227367	N\A	0.016838361983	0.015574162673	0.002250752226	30	0	
3300000	728.984610	1	-1.009181240087	0.944025280294	0.059499045504	-0.006286509239	0.000024430066	0.991969692505	N\A	0.017180557692	0.015550772682	0.002009308025	29	1	
3350000	716.431320	1	-0.979011623964	0.929808042894	0.071198181473	-0.009399004722	0.000024802899	0.991556344575	N\A	0.017649107519	0.015970929320	0.002358019479	38	0	
