Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m7-VR-005.txt
Log File Name:                   DIE_d1_m7-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1745836789
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m7-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	732.239113	1	-0.989536949636	0.944205215889	0.053073269691	-0.006136761151	0.000020909608	0.992428720611	N\A	0.016376568815	0.014407915679	0.002286826963	61	26	
1050000	723.483853	1	-0.936621345876	0.911692046069	0.081239065590	-0.007154782263	0.000046642289	0.992595448417	N\A	0.017694691117	0.015845078772	0.002051456541	49	24	
1100000	726.746184	1	-1.032690518837	0.958588627189	0.052564338612	-0.008482214014	0.000023758307	0.992657939025	N\A	0.016181534166	0.014955142892	0.002073082796	48	23	
1150000	713.553222	1	-0.963774587951	0.929963580726	0.056543721383	-0.004231752386	0.000042789760	0.990755796945	N\A	0.018749028115	0.016559359760	0.002327671210	48	20	
1200000	728.081613	1	-1.021814615447	0.960972538637	0.043809395845	-0.005326227001	0.000024630103	0.992472401037	N\A	0.016039908386	0.015064626732	0.002142990739	49	24	
1250000	718.586609	1	-0.961505837761	0.912742487757	0.087297903466	-0.007629418231	0.000026793325	0.991966742370	N\A	0.016019484944	0.014753090088	0.002115742579	42	21	
1300000	731.774838	1	-0.962194152202	0.917490822671	0.087963904647	-0.009656326121	0.000022124958	0.991618446407	N\A	0.017417492708	0.015371200807	0.002028326796	43	23	
1350000	713.622308	1	-1.039588666695	0.966097451957	0.048617416050	-0.009054680748	0.000023221897	0.991825971257	N\A	0.018283618963	0.016785695734	0.002142801232	38	26	
1400000	729.725876	1	-0.934788984810	0.911450092891	0.069344513892	-0.005175407342	0.000032947345	0.991685882619	N\A	0.016954837785	0.015430792612	0.002234908292	45	27	
1450000	727.127884	1	-1.053983182717	0.971411160130	0.044618265902	-0.008020789926	0.000043233105	0.991878170736	N\A	0.018030444098	0.016099195525	0.002283991480	43	25	
1500000	735.980846	1	-1.028489499213	0.953361733200	0.051801233942	-0.005544969081	0.000025990978	0.992516242889	N\A	0.017047857134	0.015371016553	0.002197414867	57	16	
1550000	744.885082	1	-0.993042992715	0.934495135132	0.077121129328	-0.009486845614	0.000033240697	0.993249342187	N\A	0.015992487852	0.014677914101	0.002038720762	55	29	
1600000	719.131599	1	-1.023104153008	0.944552818610	0.065662837445	-0.007006313263	0.000021997445	0.992591799414	N\A	0.017974149567	0.016338241927	0.002128616129	47	22	
1650000	719.587427	1	-1.047907647882	0.962059166605	0.052065651340	-0.006364397233	0.000022750500	0.992641505252	N\A	0.017860237582	0.015808033622	0.002079768982	52	20	
1700000	726.143059	1	-0.968381976914	0.915462581498	0.091478991257	-0.009017315530	0.000037982140	0.991395233943	N\A	0.016993066910	0.015258446125	0.002134478741	49	29	
1750000	726.277214	1	-1.033560150716	0.957191043834	0.046979783942	-0.004803893289	0.000021736883	0.993390203582	N\A	0.016557927364	0.015013296869	0.001978064858	62	19	
1800000	718.297266	1	-1.003641452688	0.924234362377	0.097685028397	-0.010551423870	0.000024866959	0.992589761678	N\A	0.017079594303	0.015319094389	0.001969201672	48	20	
1850000	713.688217	1	-0.991524928814	0.927266214862	0.082661889307	-0.009096949545	0.000034650229	0.991799395015	N\A	0.018001324000	0.015926139317	0.002172621631	55	25	
1900000	706.555849	1	-0.974966823772	0.923401362751	0.083191218516	-0.009231915172	0.000028800930	0.991554332172	N\A	0.017566015149	0.016384326464	0.002326840048	45	18	
1950000	717.012480	1	-1.026812489931	0.948994130577	0.057540254994	-0.005433819227	0.000025139391	0.991493241218	N\A	0.017441449122	0.016093309270	0.002249891232	48	34	
2000000	725.640382	1	-0.970483179807	0.922323346985	0.080602405688	-0.008164909264	0.000022100989	0.992257356710	N\A	0.018252271258	0.016301018945	0.002053808080	50	17	
2050000	733.184431	1	-1.021693900389	0.962391923575	0.032106398960	-0.004088396618	0.000022550973	0.992107303412	N\A	0.016819345569	0.015236360796	0.002180206779	55	26	
2100000	730.291329	1	-1.011917515815	0.952900661263	0.042160055036	-0.003557298662	0.000040893467	0.992361655849	N\A	0.017042711807	0.015599283094	0.002165606569	39	26	
2150000	728.772772	1	-0.942472281361	0.907367738783	0.085077566401	-0.007250464422	0.000020012130	0.991134732387	N\A	0.017455487056	0.016206887479	0.002099044192	49	18	
2200000	726.313670	1	-0.976281117551	0.925453441508	0.072426152605	-0.005917654765	0.000020666916	0.992937172027	N\A	0.016194850416	0.014864041433	0.002119272738	37	23	
2250000	726.329576	1	-1.064650795551	0.965877603201	0.054342595289	-0.007518777911	0.000024125811	0.993195076273	N\A	0.016529121461	0.015210006963	0.002161963982	40	17	
2300000	720.526714	1	-0.975914795001	0.923917657687	0.081402634900	-0.010132594636	0.000032605605	0.992145974393	N\A	0.015957920044	0.014607347316	0.001960434459	48	26	
2350000	726.306561	1	-1.022388425902	0.950334926793	0.059458926475	-0.007700313567	0.000021612424	0.992992377229	N\A	0.018198541131	0.015736388844	0.002115080616	44	21	
2400000	706.204532	1	-1.003162452837	0.944635350197	0.050027974998	-0.003489160192	0.000007043704	0.991730236766	N\A	0.017594872578	0.015497466644	0.002081718828	42	30	
2450000	719.035812	1	-0.944058984278	0.913871729243	0.062066795053	-0.002365708478	0.000028290265	0.992987448799	N\A	0.016712001011	0.014986617862	0.002346130481	44	22	
2500000	709.663525	1	-1.055882656209	0.965526813597	0.045652908215	-0.005388562460	0.000025134385	0.991643994787	N\A	0.018512489964	0.016400401068	0.002274392815	37	16	
2550000	724.949764	1	-0.984371334445	0.926024261649	0.072133404364	-0.007163158952	0.000025629942	0.992736367539	N\A	0.017229363952	0.015294087409	0.002104233473	40	28	
2600000	717.744317	1	-0.996612110121	0.936897632259	0.064435998773	-0.005767343023	0.000022293944	0.991682824361	N\A	0.017168959377	0.015503495538	0.002237196713	50	20	
2650000	720.508109	1	-0.939819164898	0.916677305521	0.071466267302	-0.007321161653	0.000022424722	0.991948908397	N\A	0.016115244862	0.015412920237	0.002269881749	45	24	
2700000	724.557424	1	-1.053596693487	0.966418071437	0.053582258148	-0.008568678613	0.000019500840	0.992946555561	N\A	0.016503635952	0.015116133702	0.001986098758	43	20	
2750000	731.042127	1	-0.965370226167	0.929874100104	0.064674570352	-0.008305978285	0.000030701364	0.991793901010	N\A	0.015808135499	0.014775550934	0.001946921493	40	25	
2800000	731.925385	1	-1.059653589941	0.982510573549	0.032068960388	-0.007102355320	0.000024830094	0.991840098074	N\A	0.017877624213	0.016237353341	0.002163717748	44	21	
2850000	731.694546	1	-0.947057108856	0.896181398123	0.116019419466	-0.012170893791	0.000025206140	0.992532495822	N\A	0.015986379999	0.014623521821	0.002075353399	34	22	
2900000	725.302571	1	-0.933772324459	0.909785768579	0.083652898945	-0.008681000530	0.000041539235	0.990898801183	N\A	0.018017041330	0.016233099168	0.002141035201	37	27	
2950000	722.489707	1	-0.970230954937	0.924146964491	0.067991625641	-0.006547740865	0.000027353796	0.992586493661	N\A	0.016435338476	0.014827373778	0.002129784171	39	27	
3000000	720.331163	1	-1.029033328428	0.964336540255	0.035095989299	-0.004072879558	0.000025145697	0.992965292063	N\A	0.016446501393	0.015526836525	0.002190812179	45	22	
3050000	720.473816	1	-0.969373176752	0.912651771774	0.111521796443	-0.014116623741	0.000032057349	0.993073974053	N\A	0.013184624166	0.013105932313	0.001917055593	49	31	
3100000	716.088593	1	-1.031104309402	0.956771103152	0.059101857774	-0.008415912842	0.000022329649	0.992229631597	N\A	0.017538373024	0.015687884921	0.002089428921	55	31	
3150000	720.675070	1	-0.959123187846	0.920432097460	0.070725289743	-0.005290290784	0.000025454547	0.992292711803	N\A	0.016909261016	0.015396182056	0.002122952051	44	23	
3200000	721.793408	1	-1.018204193995	0.939763893852	0.082024676877	-0.010093959550	0.000021937085	0.992497294163	N\A	0.017613413619	0.015761674852	0.002054125813	41	27	
3250000	727.004230	1	-0.925141509973	0.907158764841	0.062041438927	-0.000443378565	0.000022741328	0.992648841615	N\A	0.016691350177	0.015109304894	0.001973075348	51	24	
3300000	715.341890	1	-1.035256239833	0.952356843076	0.064419027074	-0.009145281152	0.000027325712	0.991524276603	N\A	0.016338564503	0.015464456090	0.002230082244	48	34	
3350000	728.526104	1	-1.022316908651	0.947518262187	0.066593668188	-0.008389481876	0.000020934346	0.992914609598	N\A	0.018467691105	0.015993470436	0.002126598161	42	26	
3400000	732.953725	1	-1.028177922422	0.951871786020	0.059120981033	-0.007859089026	0.000023059789	0.992365577262	N\A	0.016457376264	0.015034552930	0.002072416909	44	24	
3450000	724.672393	1	-0.991740904338	0.933040606095	0.069504088620	-0.007064578569	0.000045290453	0.992651621013	N\A	0.012530300126	0.013011709605	0.002165927031	48	29	
3500000	731.497169	1	-0.959630481709	0.914322465821	0.090072941080	-0.009187970518	0.000025361121	0.994648512205	N\A	0.012889789112	0.013495173999	0.001861441948	45	28	
3550000	726.102461	1	-1.020996816601	0.947402983446	0.060763531317	-0.006237444577	0.000024972818	0.992283431121	N\A	0.017620133680	0.015931595211	0.002045226951	54	21	
3600000	737.284186	1	-0.973974873968	0.922634101366	0.084113588779	-0.009657905418	0.000024402863	0.992439550508	N\A	0.017149323003	0.015762539851	0.002157197027	35	13	
3650000	705.737184	1	-0.935769537786	0.889441739242	0.129296787350	-0.014186906812	0.000028699488	0.991682512845	N\A	0.017689024867	0.015981114141	0.002178202132	43	24	
3700000	726.376793	1	-1.035087574346	0.961886204944	0.053435480379	-0.007266694279	0.000030226000	0.991999174884	N\A	0.017643335471	0.016436098982	0.002157929284	35	23	
3750000	717.312042	1	-1.046538107533	0.967126195160	0.055652233498	-0.011444695828	0.000024583312	0.991200294104	N\A	0.017979657171	0.016145901661	0.002085079459	49	25	
3800000	728.376190	1	-1.020381404986	0.949341946069	0.051536793217	-0.005248908398	0.000025576565	0.992064589556	N\A	0.017310095721	0.015641047698	0.002019859937	41	21	
3850000	727.715035	1	-1.037321738344	0.955037162117	0.064285339431	-0.009855801908	0.000024739229	0.990989734546	N\A	0.016849187034	0.015519656856	0.002086226845	39	30	
3900000	727.763430	1	-1.022366035583	0.956603870000	0.048518606569	-0.006754094035	0.000026788412	0.991785067531	N\A	0.017129134261	0.015578755467	0.002077473372	39	27	
3950000	722.673271	1	-0.994754748077	0.943049345784	0.054088296268	-0.007628519640	0.000023372412	0.992080520744	N\A	0.016214072025	0.014901817373	0.002056219148	54	19	
4000000	731.266947	1	-1.033354889348	0.956508356811	0.044053625207	-0.004151520739	0.000023359049	0.993306186905	N\A	0.017149699944	0.015909448708	0.002253415352	44	35	
4050000	731.172350	1	-0.991048842599	0.930545644455	0.061237533546	-0.004285903371	0.000024057341	0.991899263835	N\A	0.016197573187	0.014891254449	0.002010614206	49	21	
4100000	721.309154	1	-1.000556406487	0.945874999388	0.046408821611	-0.004861494018	0.000022077583	0.991779538999	N\A	0.017570444200	0.015994294027	0.002145879450	41	30	
4150000	722.141424	1	-0.934481435804	0.895313786275	0.103930682183	-0.009720805505	0.000004656747	0.993914028625	N\A	0.013110917355	0.013333647111	0.001851893918	45	27	
4200000	715.845166	1	-0.943582879422	0.908744689566	0.092070302490	-0.010198592861	0.000008798353	0.993376787522	N\A	0.014916815263	0.014132106541	0.001955097311	52	21	
4250000	717.475502	1	-1.042508554635	0.963297184836	0.040155417195	-0.004052275336	0.000020543800	0.992062862135	N\A	0.015935430970	0.014715266913	0.002202895423	50	20	
4300000	736.460311	1	-0.951637212525	0.923361152671	0.055550864621	-0.002484475268	0.000020816826	0.992910796234	N\A	0.016150209871	0.014932635894	0.002140953461	35	22	
4350000	725.183051	1	-1.000626704239	0.927694110385	0.094661255116	-0.013703458912	0.000025256791	0.992781750168	N\A	0.014302638513	0.014085660968	0.001962700471	55	25	
4400000	720.197123	1	-1.037285488258	0.963237376347	0.038432594446	-0.004334862920	0.000021816450	0.992729394146	N\A	0.017655001387	0.015668427543	0.002115489276	40	17	
4450000	729.220201	1	-0.978751790852	0.925653597300	0.073501232071	-0.006739932401	0.000019929694	0.992177389865	N\A	0.016986224707	0.015826192995	0.002081507154	45	26	
4500000	736.004571	1	-0.965157636556	0.925816113049	0.062674391491	-0.004032078494	0.000022082763	0.992794588923	N\A	0.016664249823	0.014808595714	0.002066320706	45	22	
4550000	725.084601	1	-0.992882377912	0.935770448816	0.070865649628	-0.008980357605	0.000022424916	0.992690911315	N\A	0.016356261349	0.014959193190	0.002061495812	45	19	
4600000	728.930019	1	-1.005986037229	0.951641746308	0.045958984921	-0.004928143483	0.000022327713	0.993222230528	N\A	0.016300179225	0.014591603700	0.001955138453	47	29	
4650000	713.612476	1	-1.007023690798	0.938848184770	0.073897724460	-0.008364060473	0.000035645132	0.992014731970	N\A	0.017717717042	0.016244431016	0.002379744783	41	18	
4700000	708.012307	1	-1.050366135923	0.956478560958	0.060301232114	-0.010012424329	0.000024030599	0.991297584075	N\A	0.017488145835	0.016486088684	0.002133977899	58	31	
4750000	723.741488	1	-0.948912906990	0.898748831268	0.106675034642	-0.009821864969	0.000024074242	0.992248780195	N\A	0.017140668229	0.015604439626	0.002096308378	46	26	
4800000	721.018326	1	-0.960768235716	0.909949750353	0.101352419808	-0.010398335146	0.000021886609	0.992571330249	N\A	0.017356605767	0.015537429854	0.002090924452	66	24	
4850000	736.733089	1	-0.967950022396	0.937428503938	0.045699197470	-0.003608524767	0.000023939314	0.992957535182	N\A	0.017121925867	0.015391522899	0.002178679791	39	25	
4900000	719.840187	1	-1.033453319832	0.956184527022	0.048799751837	-0.004986072630	0.000024482875	0.991903776823	N\A	0.017895183202	0.015755731846	0.002223890985	36	31	
4950000	729.230811	1	-0.978488039110	0.918425656561	0.101766026735	-0.013029939173	0.000024205122	0.992105575671	N\A	0.017965877847	0.015747843167	0.002004938743	43	27	
5000000	723.651378	1	-0.989038386237	0.947526892448	0.029482700611	0.000727736851	0.000024133094	0.992101252213	N\A	0.015796450674	0.015270344284	0.002325618670	58	26	
5050000	726.604054	1	-0.940360508321	0.912230721513	0.072720166427	-0.004943518754	0.000024560702	0.991962132899	N\A	0.016772250336	0.015506164195	0.002174345567	34	27	
5100000	720.947666	1	-0.979148384345	0.924568117873	0.074004351096	-0.006109520819	0.000027645885	0.992253479009	N\A	0.017683242955	0.016125862189	0.002245669027	44	21	
5150000	723.406361	1	-0.998162164977	0.931239784233	0.075728213955	-0.007846511927	0.000026908542	0.993145581573	N\A	0.016021072609	0.014637576906	0.002181809317	34	18	
5200000	720.283865	1	-1.009732795270	0.945278649772	0.066033886328	-0.009118664090	0.000026176796	0.992295526849	N\A	0.017008045551	0.015478867684	0.002117270079	46	26	
5250000	709.669292	1	-0.993656017061	0.930902034573	0.081593050169	-0.009333718991	0.000022343982	0.990714209677	N\A	0.018077342996	0.016303794033	0.002396733733	44	21	
5300000	723.412878	1	-0.982777483196	0.948641100832	0.038138247581	-0.003829481957	0.000024517571	0.992081999238	N\A	0.016624343601	0.015128502863	0.002100310275	55	26	
5350000	728.672846	1	-0.990217199212	0.930156502508	0.078849378280	-0.009507366307	0.000026168679	0.993116435309	N\A	0.015267131501	0.014060425367	0.002046390117	44	25	
5400000	724.737203	1	-0.952134882150	0.918778101721	0.067005314337	-0.004579047088	0.000017758407	0.992444731139	N\A	0.016405825421	0.015230618179	0.002165396228	42	29	
5450000	719.369448	1	-1.001191994748	0.951779981283	0.031135005270	-0.000943158973	0.000024698757	0.992041478581	N\A	0.016743394000	0.015525020647	0.002248542322	48	29	
5500000	722.892927	1	-0.961316742405	0.918051078154	0.068285222834	-0.004640194846	0.000023024944	0.992906743448	N\A	0.015936853797	0.014227377257	0.002108715196	46	25	
5550000	735.141668	1	-0.909944431007	0.897587231792	0.080029524018	-0.004397293512	0.000022462354	0.992643553368	N\A	0.016090429063	0.015140057522	0.002123930237	51	23	
5600000	722.758448	1	-0.969253751888	0.937427654006	0.045436737484	-0.003381706120	0.000020867290	0.992536651241	N\A	0.015398660521	0.014126830510	0.002066210526	48	29	
5650000	721.746140	1	-1.005814983549	0.939719342422	0.066643858289	-0.006820014444	0.000021965548	0.991623644335	N\A	0.017444813384	0.016028422190	0.002159452911	52	21	
5700000	724.781289	1	-0.970076214196	0.924490752953	0.073390698600	-0.006760472646	0.000021992016	0.992405166983	N\A	0.016574659083	0.015546368233	0.002176418204	45	28	
5750000	728.376200	1	-1.010271200889	0.953306957751	0.038217292947	-0.002027756659	0.000016297107	0.992956759518	N\A	0.017199339065	0.015384009694	0.002120408894	56	30	
