Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m8-glob-004.txt
Log File Name:                   SEP_d1_m8-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3184541348
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m8-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	553.245904	1	-1.648953022283	0.978753240727	-0.020278264885	0.034123429074	0.000053622977	0.992774430298	N\A	0.015848350983	0.002145009723	0.015530660069	38	5	-0.017602519073	Global Trend	
1050000	556.267077	1	-1.547906278540	0.968004568575	-0.024189174000	0.058913591180	0.000064453673	0.999739415853	N\A	0.016857438320	0.001964366696	0.018048767932	32	0	0.183265892572	Global Trend	
1100000	564.698904	1	-1.688040022105	0.985824566228	-0.013503339167	0.012188592019	0.000070168420	0.979693853599	N\A	0.036223214570	0.004763745775	0.015147551064	36	3	-0.002709708395	Global Trend	
1150000	562.752829	1	-1.761594719808	1.038000753283	-0.016965784914	-0.017993863749	0.000074739709	0.982554100284	N\A	0.022821999551	0.002529327326	0.017045863065	30	4	-0.017760382034	Global Trend	
1200000	576.171113	1	-1.744375949202	1.063243888390	-0.020602836713	-0.002708249388	0.000073596110	0.982175568837	N\A	0.025087789751	0.002970815608	0.017235626910	23	2	0.013055748315	Global Trend	
1250000	560.353745	1	-1.807347843829	1.121523991988	-0.038903564927	0.016499207109	0.000098147086	0.978968696368	N\A	0.031331290614	0.004064479084	0.019085681517	43	2	0.008730985679	Global Trend	
1300000	547.066317	1	-1.622632125114	0.990341351770	-0.023830517201	0.032717567942	0.000068835012	0.999737111511	N\A	0.015823144465	0.001900586737	0.017052915646	37	2	-0.200151197448	Global Trend	
1350000	556.450231	1	-1.801834688343	1.055809781094	-0.023006076244	0.002569348021	0.000078879828	0.976038805766	N\A	0.036318693458	0.004564328481	0.015649158304	32	2	-0.000343105137	Global Trend	
1400000	551.305378	1	-1.679362438181	1.040286849123	-0.024882471676	0.012271697656	0.000071101717	0.991768532078	N\A	0.016882424200	0.002151009529	0.015890729441	40	1	0.018018014772	Global Trend	
1450000	540.678956	1	-1.600004632276	0.981036181065	-0.025666510176	0.043863283060	0.000084844651	0.996759102664	N\A	0.018372121801	0.002168564634	0.019329424525	44	3	0.049207435491	Global Trend	
