Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m8-fab-002.txt
Log File Name:                   NEO_d1_m8-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1474982153
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m8-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	674.394592	1	-1.165685766540	1.229608447131	-0.014654570193	-0.027468425875	0.000074734826	0.994843630966	N\A	0.023453596676	0.002311251400	0.008071542081	41	8	
1050000	657.522466	1	-1.267876727597	1.319272896516	-0.019135264118	-0.064629692214	0.000049037636	0.993676023429	N\A	0.026862628036	0.002536219176	0.009265810476	39	7	
1100000	656.316752	1	-1.208656798267	1.254658841290	-0.012349705813	-0.059764138878	0.000055934545	0.992880283133	N\A	0.027573487071	0.002582473320	0.009746778948	32	8	
1150000	665.690540	1	-1.153232859883	1.245242329276	-0.013177592094	-0.045716353454	0.000047940442	0.993510501715	N\A	0.025745759801	0.002495860081	0.010033791259	37	7	
1200000	675.851608	1	-1.313486211513	1.286105563741	-0.017334011982	-0.049680235409	0.000073137508	0.993299697828	N\A	0.026908679275	0.002668146621	0.010397010034	51	8	
1250000	661.643425	1	-1.258038974334	1.285572748625	-0.017095211064	-0.052240197051	0.000238490665	0.993709078530	N\A	0.026315582951	0.002570507918	0.009406978363	33	9	
1300000	658.316506	1	-1.169689277562	1.246114457847	-0.013394167407	-0.043855192786	0.000250527263	0.992598533711	N\A	0.025938841745	0.002607154790	0.009627409277	42	6	
1350000	661.500180	1	-1.075345943283	1.205388584646	-0.009904437273	-0.037541906078	0.000225259784	0.994191990418	N\A	0.025460687230	0.002446713237	0.008496986693	44	8	
1400000	657.701348	1	-1.183517497502	1.242235071260	-0.012008040273	-0.048053682705	0.000089749512	0.991492113832	N\A	0.029529552746	0.002922717311	0.011034145241	36	6	
1450000	656.758307	1	-1.205412760686	1.253692392736	-0.015461896101	-0.040357087007	0.000137530034	0.994887518716	N\A	0.024424026287	0.002248869446	0.007762870285	40	7	
1500000	641.617181	1	-1.145948871585	1.210622266887	-0.009698998072	-0.040945435536	0.000080648703	0.992145613369	N\A	0.030235124176	0.002835968178	0.010609063491	44	4	
1550000	664.313568	1	-1.291912831504	1.227409704843	-0.012871712424	-0.033014704763	0.000028885229	0.991355000182	N\A	0.027963500538	0.002951085845	0.011129678267	44	6	
1600000	661.381198	1	-1.257588033789	1.259246885187	-0.015289388875	-0.048918154411	0.000023460003	0.994127357963	N\A	0.025288631079	0.002327639061	0.008338459619	34	7	
1650000	669.345931	1	-1.269789535071	1.248831441461	-0.015037728320	-0.033000098688	0.000010654260	0.993177405737	N\A	0.026927769955	0.002521434598	0.010051430493	40	7	
1700000	667.450980	1	-1.377511190043	1.289518744403	-0.018798512813	-0.039347994675	0.000069338249	0.992636450480	N\A	0.026850940720	0.002553885553	0.010809662885	42	8	
1750000	671.022429	1	-1.277267612816	1.250218618166	-0.014832112247	-0.040766171595	0.000074679572	0.994560800650	N\A	0.024246283429	0.002174799053	0.007895865160	48	6	
1800000	676.830285	1	-1.267881933617	1.234451427647	-0.012325902374	-0.035404020987	0.000064252903	0.993954096867	N\A	0.025508340138	0.002506409131	0.010267605539	31	7	
1850000	673.160702	1	-1.172743928114	1.199017798246	-0.010015201986	-0.030442978185	0.000049791499	0.994686782225	N\A	0.025108684458	0.002494285295	0.009521808797	32	8	
1900000	658.780038	1	-1.215489846981	1.202301365198	-0.009596553110	-0.039378104793	0.000058479777	0.993287029643	N\A	0.025946548937	0.002827653134	0.010401522711	33	6	
1950000	655.629574	1	-1.254851052818	1.236459655162	-0.010816885849	-0.055242932181	0.000052522457	0.992039536688	N\A	0.027592245662	0.002622478741	0.010513713949	40	6	
2000000	665.410988	1	-1.117751371594	1.167844105837	-0.004503407133	-0.043996416916	0.000065216823	0.993539813780	N\A	0.024495967883	0.002324131264	0.008502894754	41	9	
2050000	671.660616	1	-1.187062111598	1.200679090666	-0.007374017431	-0.053413509283	0.000069055535	0.993228722644	N\A	0.026730134351	0.002514373028	0.009781279965	32	7	
2100000	668.476747	1	-1.051174620807	1.129539535783	-0.004446677568	-0.009623899046	0.000050728481	0.993175502371	N\A	0.026069213396	0.002479514565	0.010170678234	33	7	
2150000	662.563398	1	-1.225223203065	1.224309321756	-0.012994947134	-0.036551018771	0.000048307139	0.994666662789	N\A	0.022600033983	0.002048285972	0.007885287636	38	5	
2200000	651.149867	1	-1.297948960071	1.254902918749	-0.012675516677	-0.052675522160	0.000037779402	0.993377993983	N\A	0.024775421690	0.002308020917	0.008423820920	44	7	
2250000	656.313585	1	-1.286898617778	1.259818103337	-0.015373955970	-0.042271342352	0.000073939450	0.993187313012	N\A	0.026200677799	0.002491733918	0.009457169114	41	6	
2300000	668.418939	1	-1.223261288512	1.227594285073	-0.014597285589	-0.028057274486	0.000090822789	0.996609252331	N\A	0.018985826436	0.002224251577	0.004505273104	43	6	
2350000	664.091084	1	-1.277691005459	1.238604872684	-0.016036516568	-0.024986049742	0.000057460888	0.992314091357	N\A	0.027295621454	0.002673854803	0.010435985460	36	8	
2400000	664.644070	1	-1.212128969268	1.231722530590	-0.013049265124	-0.034876262847	0.000052996766	0.993569985335	N\A	0.025282368797	0.002364850158	0.009364945956	36	9	
2450000	657.830017	1	-1.271325715978	1.237754188583	-0.013605007325	-0.038540508859	0.000031954793	0.993660612010	N\A	0.025772322419	0.002439146366	0.009346063539	37	6	
2500000	667.219049	1	-1.166505068731	1.178353895518	-0.008258496992	-0.033985966038	0.000030478464	0.993975275612	N\A	0.024756216943	0.002586241261	0.007834591661	34	8	
2550000	674.471995	1	-1.319627003279	1.255307196164	-0.015645324974	-0.039107142881	0.000058747950	0.993892999806	N\A	0.026768775887	0.002585045897	0.010508412177	47	7	
2600000	670.817899	1	-1.256519728000	1.244802300880	-0.010816641512	-0.062246227556	0.000056728008	0.993411092396	N\A	0.024821451787	0.002477199106	0.009933195464	34	7	
2650000	656.790096	1	-1.026246737650	1.114270099459	-0.002873126755	-0.009394626120	0.000020412979	0.993255873134	N\A	0.026821960246	0.002659546827	0.009844259760	42	9	
2700000	676.156334	1	-1.304511207899	1.263762884039	-0.015736508467	-0.045207550440	0.000053184626	0.993914951580	N\A	0.024226734938	0.002329126526	0.008091828576	40	8	
2750000	676.780385	1	-1.234071400594	1.213009409940	-0.007492932149	-0.055702973057	0.000052832625	0.994347146645	N\A	0.024140151850	0.002436439570	0.009573241082	42	8	
2800000	660.476847	1	-1.352772103472	1.274242266946	-0.018702167803	-0.035932851845	0.000030263835	0.994124099922	N\A	0.025392646931	0.002359252901	0.008780344219	41	7	
2850000	649.474521	1	-1.419588804525	1.309991676201	-0.017417551647	-0.066371054408	0.000029953952	0.992642846351	N\A	0.027584739531	0.002591854022	0.010046034467	34	7	
2900000	665.609911	1	-1.354139237468	1.273569222096	-0.016627613406	-0.046601400502	0.000059092428	0.993703345469	N\A	0.026732791426	0.002506494750	0.009595389815	45	7	
2950000	657.925384	1	-1.223979007455	1.221212797008	-0.010499939406	-0.052769960191	0.000077428846	0.994106697576	N\A	0.024730948500	0.002277033927	0.008853814813	42	6	
3000000	666.787500	1	-1.449252396294	1.348555389727	-0.020507293018	-0.079212972555	0.000044826148	0.992835006040	N\A	0.029499870774	0.003429856278	0.009685070248	31	6	
3050000	668.417812	1	-1.297910748942	1.264305655266	-0.015079098872	-0.051389467242	0.000063501637	0.993432712385	N\A	0.028024931601	0.002748803017	0.010015162506	34	6	
3100000	663.674179	1	-1.260057716625	1.237519132426	-0.011392114124	-0.050064120612	0.000075797202	0.994066749442	N\A	0.024750179747	0.002360830415	0.009180213961	46	7	
3150000	664.311778	1	-1.213093946125	1.233481589505	-0.011126728450	-0.049819919284	0.000074242979	0.992703724531	N\A	0.025839722262	0.002430964610	0.009941855073	44	7	
3200000	672.106366	1	-1.246610587753	1.237583534087	-0.012707710528	-0.045858109397	0.000053088693	0.993606819835	N\A	0.023953418280	0.002431252804	0.008680115761	43	7	
3250000	665.562460	1	-1.099991580266	1.146863687525	-0.003403711304	-0.031573990570	0.000041647495	0.997788072323	N\A	0.026930949418	0.002282936707	0.008753081457	37	6	
3300000	676.215351	1	-1.152874136629	1.189085922578	-0.007851981430	-0.043019121419	0.000014216217	0.996206135212	N\A	0.024430783731	0.002200220397	0.008325016133	47	7	
3350000	662.332147	1	-1.275442141426	1.246398184642	-0.014908115788	-0.042018389468	0.000056097422	0.992364482978	N\A	0.028464526585	0.003140263824	0.011465588713	28	6	
3400000	670.318866	1	-1.181325546226	1.202451377327	-0.010825989600	-0.031056031494	0.000037039278	0.993920726815	N\A	0.025007584570	0.002367152290	0.008832488458	32	6	
3450000	665.202686	1	-1.145896937683	1.180440728482	-0.007453227258	-0.034575670091	0.000033571275	0.994060649404	N\A	0.028612346116	0.002757580389	0.010525202380	29	6	
3500000	656.610690	1	-1.171520264249	1.216566439767	-0.011295481378	-0.046818718932	0.000022565393	0.993329410197	N\A	0.027189943449	0.002522205726	0.009838883930	33	6	
3550000	683.474614	1	-1.128265932574	1.195421723316	-0.010117990222	-0.035508063706	0.000006485150	0.995725001865	N\A	0.021679910543	0.002088304351	0.006701345916	47	8	
3600000	667.119010	1	-1.323438964924	1.277358179804	-0.016400662451	-0.049877905424	0.000008276703	0.995041967839	N\A	0.024100668687	0.002274398803	0.008175511650	46	7	
3650000	651.551725	1	-1.140501201505	1.190789279434	-0.009329258844	-0.028170316982	0.000010318132	0.992706702376	N\A	0.027503137599	0.002789920682	0.010248542942	34	6	
