Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m4-fab-005.txt
Log File Name:                   SEP_d1_m4-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2591371960
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m4-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     1
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      2
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Var	R^2	s.e. Alpha	s.e. Beta-1	No RJ Local Node	No RJ LS Betas	
1000000	551.445966	1	-1.580017635225	0.910606196213	0.000069894913	0.973271205206	N\A	0.008230027772	41	1	
1050000	550.627605	1	-1.531536828567	0.903567387987	0.000072213075	0.972593954639	N\A	0.008228045063	32	2	
1100000	547.331940	1	-1.538397832341	0.903439404556	0.000077801565	0.976322614402	N\A	0.007775955914	33	2	
1150000	553.038772	1	-1.541785793412	0.905927395591	0.000062530199	0.977156356960	N\A	0.007582344152	36	2	
1200000	552.353456	1	-1.649886072445	0.935704482251	0.000065214533	0.976962811843	N\A	0.007693174489	43	5	
1250000	560.999325	1	-1.598357367857	0.920785162899	0.000066555952	0.980098967937	N\A	0.007075967383	32	3	
1300000	556.515698	1	-1.572896210960	0.916945225062	0.000077492052	0.970735117070	N\A	0.008666037492	46	3	
1350000	558.273483	1	-1.606228130423	0.910248843578	0.000095037527	0.983196834733	N\A	0.006465947854	31	3	
1400000	550.357511	1	-1.624401137172	0.927291937905	0.000088099397	0.972809940102	N\A	0.008321387199	30	3	
1450000	564.545973	1	-1.564354842478	0.912948693773	0.000100500764	0.975134948501	N\A	0.007922975387	38	3	
1500000	554.225779	1	-1.638849157851	0.932377591558	0.000073668385	0.975154907641	N\A	0.008000680711	37	2	
1550000	549.935711	1	-1.520119872754	0.891870304024	0.000071565452	0.971997131924	N\A	0.008276297703	32	3	
1600000	553.115218	1	-1.581430362139	0.911706795502	0.000095759732	0.977599266072	N\A	0.007517053731	31	6	
