Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m7-VR-004.txt
Log File Name:                   PAL_d1_m7-VR-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2095811188
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m7-VR-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	384.691407	1	-0.975612564262	0.930107538109	0.066111211750	-0.013835840815	0.000430364580	0.949019292825	N\A	0.042912575682	0.037993812743	0.004713157545	48	32	
1050000	396.729566	1	-1.099134325362	0.892376818935	0.132300305135	-0.027682281274	0.000769731826	0.942094899162	N\A	0.046924613522	0.040633505553	0.005092330640	48	28	
1100000	395.199401	1	-0.912752314716	0.863421496383	0.125847869205	-0.025204789961	0.000512494975	0.941655299963	N\A	0.046581058215	0.040113236841	0.005303129485	50	28	
1150000	401.042616	1	-0.980262273985	0.973249463287	0.021827597412	-0.011248562070	0.000442749421	0.946178186665	N\A	0.046792547627	0.038409335601	0.004729617861	61	32	
1200000	392.036379	1	-0.786107277617	0.826881029822	0.164760018812	-0.025873540439	0.000377539673	0.937738659640	N\A	0.046879499610	0.041302116791	0.005322868482	43	29	
1250000	399.411984	1	-1.025199645624	1.016719128955	0.016775602331	-0.020196180580	0.000269607129	0.944238924784	N\A	0.039507766611	0.034638934295	0.004531233651	56	24	
1300000	401.661408	1	-1.271141197093	1.008187176800	0.049491914322	-0.024829311436	0.000326881649	0.941712083348	N\A	0.044117577208	0.039120403624	0.004604522124	41	26	
1350000	386.713274	1	-1.149844466379	0.897871794194	0.125433293997	-0.023381234353	0.000422916581	0.941282262703	N\A	0.042881634260	0.037053478075	0.004660445667	57	23	
1400000	388.439853	1	-1.070693672339	1.047236203706	0.000491598650	-0.021441054020	0.000246050389	0.938216686206	N\A	0.045439919512	0.038093727224	0.004585626547	42	23	
1450000	373.590601	1	-1.169899834944	0.979262466515	0.057623083067	-0.024103732635	0.000296837759	0.938019847287	N\A	0.047067229387	0.040030254455	0.004917423255	47	31	
1500000	374.307502	1	-1.182707193223	0.999891192618	0.032524098147	-0.016123863925	0.000487721235	0.932956387203	N\A	0.049712918567	0.043901250269	0.005053283382	45	24	
1550000	392.222213	1	-1.235629940631	1.024267165052	0.041698508648	-0.025669923953	0.000339486268	0.941900466029	N\A	0.046531932354	0.039197632972	0.004936436036	40	29	
1600000	391.705796	1	-0.917211783853	0.844621353431	0.141521122874	-0.022765203974	0.000240608619	0.940807416795	N\A	0.047916131359	0.041661750836	0.004984713233	40	35	
1650000	399.904607	1	-1.053454628694	0.984941918067	0.067457602062	-0.024504224552	0.000409031592	0.938328811278	N\A	0.049948247099	0.043162615822	0.004739163264	47	28	
1700000	384.218591	1	-1.296879082671	1.015543944706	0.037040040636	-0.028828228842	0.000293023513	0.927407541322	N\A	0.046629312630	0.041804202705	0.005085161780	48	21	
1750000	393.616763	1	-1.078015441900	1.015938925542	0.032723402836	-0.022027314521	0.000297994806	0.934778589828	N\A	0.045472985005	0.040031535248	0.005092187159	38	28	
1800000	381.063698	1	-1.215165444015	1.014938466920	0.003129884220	-0.015573236826	0.000450540224	0.935954271625	N\A	0.047753847168	0.042883244407	0.005372820967	46	27	
1850000	391.481883	1	-0.995477111127	0.926324700999	0.096115379609	-0.026482722262	0.000411156700	0.945057299966	N\A	0.042792896504	0.036483617436	0.004746550423	46	23	
1900000	380.716143	1	-0.943166691852	0.886727555069	0.138946273084	-0.026650304594	0.000137706200	0.944578654906	N\A	0.050179883551	0.043924518622	0.005129869752	40	27	
1950000	393.880436	1	-1.009405438121	0.959307390530	0.060112198201	-0.021067457015	0.000411898223	0.942900326035	N\A	0.045440448547	0.041062307300	0.005174493836	50	24	
2000000	398.884587	1	-0.922241052884	0.894851689888	0.113355915903	-0.024020718827	0.000290745294	0.941302783654	N\A	0.041815924305	0.037003545865	0.004741449779	48	25	
2050000	394.953053	1	-1.114771752175	0.953063863120	0.052631616612	-0.022920970401	0.000313438755	0.945988033912	N\A	0.045255510508	0.038050315491	0.004507708668	54	19	
2100000	398.846611	1	-0.964730762749	0.976392379423	0.030300172843	-0.014588809381	0.000179054192	0.941861882746	N\A	0.040958840055	0.035371098991	0.004335278044	57	31	
2150000	385.338719	1	-1.187762751693	0.961550379209	0.080547514189	-0.025541863338	0.000358661378	0.936169908010	N\A	0.044093098964	0.038532065439	0.005012149817	45	20	
2200000	407.720373	1	-0.998598858955	0.931940011854	0.090631504257	-0.023000489183	0.000186137575	0.947526675897	N\A	0.044652689200	0.039548881352	0.004656551517	51	41	
2250000	375.703326	1	-1.122334986207	0.969729958996	0.044853464147	-0.018184492072	0.000333955264	0.931009675548	N\A	0.044947000958	0.041301937440	0.004814834508	43	27	
2300000	388.543224	1	-0.995311825108	0.981639833069	0.051517697504	-0.026381235326	0.000337707571	0.957014866696	N\A	0.033624922098	0.035138603246	0.004899467488	48	34	
2350000	388.453007	1	-0.964558103364	0.877485918218	0.169920580811	-0.034175455606	0.000214217925	0.943393235139	N\A	0.042807345280	0.037473803553	0.004585056117	44	25	
2400000	399.670498	1	-1.178371757568	0.949158834733	0.058548137024	-0.017320378543	0.000334937894	0.953195917732	N\A	0.036980722542	0.029705003788	0.004462988848	49	24	
2450000	390.411802	1	-1.244577528325	0.992135134951	0.030316093539	-0.018143924362	0.000306613014	0.941873805115	N\A	0.043832175883	0.039095614515	0.005226661094	36	24	
2500000	404.139097	1	-1.047929572201	0.846852889846	0.137961896143	-0.019706325543	0.000318037590	0.945639581403	N\A	0.045185315901	0.040707216748	0.004856967511	48	29	
2550000	398.570850	1	-1.125009603234	1.080151289613	-0.042286579332	-0.014329258406	0.000282918185	0.946235769902	N\A	0.042737462782	0.035917247013	0.004295946184	47	23	
2600000	400.987824	1	-1.060319866335	0.893273956264	0.125028624513	-0.027269413777	0.000424716903	0.946501997446	N\A	0.045716377594	0.040385137122	0.004574554541	49	28	
2650000	391.363690	1	-0.893481690121	0.903198731589	0.091470519528	-0.022795194855	0.000731396488	0.936848330813	N\A	0.044500455472	0.038246223400	0.004545632766	49	26	
2700000	388.028110	1	-1.123127204903	0.910006910118	0.096233290700	-0.022867757912	0.000379556516	0.945643945044	N\A	0.048119754472	0.041381111381	0.004668405061	44	21	
2750000	407.981559	1	-1.096852133663	0.910207659273	0.107727470700	-0.023615413945	0.000275187428	0.938838074159	N\A	0.041878597672	0.036845183640	0.004650883468	42	27	
2800000	386.442882	1	-1.153456318273	0.937633887468	0.057296277495	-0.014645195646	0.000449666173	0.946015011989	N\A	0.047019822620	0.039571879499	0.005156876124	54	27	
2850000	408.637343	1	-1.044706662424	0.887512662217	0.117073974678	-0.018894150326	0.000314070706	0.946831985768	N\A	0.043291127844	0.038294097405	0.004713265320	48	31	
2900000	377.605338	1	-1.232105268387	0.975326126296	0.129894133906	-0.032945475973	0.000189447928	0.939038859627	N\A	0.044232176042	0.040120767663	0.004747569713	59	26	
2950000	406.115968	1	-1.019215850050	0.923841533273	0.101884594948	-0.019833789955	0.000183020457	0.950819469526	N\A	0.044843454499	0.038799767160	0.004473031223	51	32	
3000000	404.164940	1	-1.081304159202	0.924892203998	0.054985895657	-0.017573909088	0.000271005165	0.942512157836	N\A	0.040964251377	0.038192853639	0.004815715477	47	31	
3050000	404.285071	1	-0.946530543271	0.908490731126	0.137678362194	-0.032851120879	0.000247247609	0.943237904294	N\A	0.046248053201	0.039253845491	0.004638387660	54	20	
3100000	396.068451	1	-1.004017232101	0.911203285600	0.080017836940	-0.018461963608	0.000318133514	0.940308211204	N\A	0.045099009009	0.039090707572	0.004941448104	40	27	
3150000	388.481348	1	-1.331756441924	1.039508498208	0.020030830806	-0.023099571843	0.000298240595	0.933169301239	N\A	0.046223478971	0.040191511905	0.005050912620	53	29	
3200000	401.288380	1	-0.998104040061	0.924937261233	0.074714943736	-0.019303940232	0.000280433080	0.948091529636	N\A	0.043627912100	0.038095576712	0.004730304821	39	25	
3250000	390.746949	1	-0.974610542509	0.859769617627	0.094374688950	-0.015041965737	0.000307909276	0.939866259899	N\A	0.050770795477	0.044195788092	0.005358882373	36	31	
3300000	388.375190	1	-1.022415186573	0.957571330539	0.057095173872	-0.019991710911	0.000234545048	0.936587858970	N\A	0.040996086407	0.035312946026	0.004499831866	42	25	
3350000	402.701571	1	-1.152318353901	0.951173185287	0.061554167496	-0.022248484944	0.000253480625	0.944518589488	N\A	0.044566743256	0.037771078542	0.004595944699	47	22	
3400000	395.127580	1	-1.050690536770	0.955524492464	0.059543129442	-0.016637987376	0.000227670018	0.949208231681	N\A	0.041302825505	0.037732615725	0.004505238867	45	28	
3450000	392.822525	1	-1.132729724184	0.957944842775	0.038580822022	-0.017619633751	0.000380626065	0.941225861845	N\A	0.041529272161	0.035688986454	0.004504149470	57	25	
3500000	395.316637	1	-1.085273783718	0.882559185289	0.112716959172	-0.020401408286	0.000322252232	0.944242658007	N\A	0.044489166029	0.040435743264	0.005026042390	48	25	
3550000	387.756422	1	-1.037639970380	0.956015594046	0.074850314677	-0.021692235140	0.000683520533	0.940630754266	N\A	0.046373604545	0.040241001230	0.004788745805	56	26	
3600000	402.339545	1	-1.044934876311	0.878277553274	0.146248421604	-0.028400392725	0.000303816651	0.943993436070	N\A	0.043905951066	0.038286198661	0.004620151183	53	30	
3650000	398.440333	1	-1.114079196932	0.932481829333	0.101068621385	-0.024949473293	0.000407519789	0.945109909896	N\A	0.046999770560	0.040934927649	0.004878217194	43	24	
3700000	395.503517	1	-1.004126562506	0.955329102149	0.112139307769	-0.032450019166	0.000336237410	0.941310635262	N\A	0.048400874120	0.041223770955	0.004818695859	38	20	
3750000	378.259765	1	-1.131543223611	0.974403751786	0.075697760263	-0.023435744235	0.000236322663	0.930696814486	N\A	0.048686537021	0.043819197177	0.004978811381	49	21	
3800000	391.472151	1	-1.018133354887	0.935598484656	0.093371681985	-0.026002485059	0.000274001544	0.936570142072	N\A	0.046855971109	0.040906897614	0.004905912997	51	26	
3850000	412.925328	1	-0.963404805421	0.943024715637	0.067560487937	-0.018675524960	0.000276696991	0.941311128203	N\A	0.042273718528	0.037113909726	0.004616570642	50	20	
3900000	406.899092	1	-1.023069122450	0.870330493807	0.129958106935	-0.024225280540	0.000342883430	0.966312820752	N\A	0.041746864280	0.030724819446	0.004329177533	48	38	
3950000	390.963526	1	-0.979313491550	0.865770143628	0.174333305892	-0.033983072620	0.000278784303	0.938276456098	N\A	0.049353523426	0.042373315741	0.005239216317	47	23	
4000000	375.206121	1	-0.993202350554	0.926182154567	0.094202794037	-0.022722203522	0.000268094044	0.937009905636	N\A	0.047073388344	0.040894422579	0.004945500021	42	30	
4050000	383.059684	1	-0.978772656488	0.937224429030	0.080169364923	-0.023709361923	0.000284405796	0.935954564241	N\A	0.047921890986	0.042341361319	0.004988563467	56	12	
4100000	402.866037	1	-0.851955796816	0.790789222059	0.179742331223	-0.025222623663	0.000270067457	0.947144428691	N\A	0.044189966980	0.037380539903	0.004719508820	46	31	
4150000	389.069358	1	-1.008142887533	0.940758163139	0.069845272541	-0.023264733736	0.000291109334	0.950274953705	N\A	0.045495493685	0.039238840913	0.004793620429	44	24	
4200000	402.520314	1	-0.941240537653	0.913491799812	0.100540420571	-0.023203738295	0.000288900295	0.946970596551	N\A	0.045464266850	0.036779895173	0.004598599040	52	35	
