Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m7-VR-005.txt
Log File Name:                   MED_d1_m7-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2915407841
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m7-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	590.217927	1	-0.108776218326	0.573640593996	0.256279673836	-0.010506695893	0.000057503200	0.982841383097	N\A	0.024551903046	0.023051886205	0.002925011992	47	33	
1050000	589.247124	1	-0.168599482576	0.598324559220	0.242512527730	-0.012763243911	0.000067735181	0.979327455285	N\A	0.024611190371	0.021719760867	0.002919153329	48	38	
1100000	589.876735	1	-0.020115111820	0.492764048390	0.343736431605	-0.018824256471	0.000035360058	0.978485697210	N\A	0.024299801809	0.022018721831	0.002688392366	49	38	
1150000	599.835342	1	-0.194329164432	0.613584728581	0.235121591639	-0.008594245303	0.000005191785	0.984782008393	N\A	0.026169227591	0.022148587424	0.002990786434	46	34	
1200000	577.409311	1	-0.080780193952	0.555854181178	0.261368215559	-0.007862923282	0.000011922565	0.977163817414	N\A	0.026568779198	0.023951793552	0.003468241442	36	31	
1250000	576.780920	1	-0.147353241350	0.565418045638	0.312086316348	-0.022130634241	0.000015345607	0.980157921193	N\A	0.025936987165	0.023259806219	0.003176963260	52	34	
1300000	593.900033	1	-0.157605324838	0.568464804635	0.308837221387	-0.019546274543	0.000012119796	0.982881957915	N\A	0.025604125834	0.021809485247	0.002579740486	45	28	
1350000	579.289629	1	-0.296105955876	0.657882446099	0.224536851743	-0.013642668693	0.000083846430	0.978182826860	N\A	0.027371329663	0.023761303532	0.002987355324	47	22	
1400000	589.961650	1	-0.148468169675	0.586117662902	0.274746237102	-0.014233730061	0.000133626177	0.979374314741	N\A	0.025383200561	0.022523465591	0.002760772598	49	23	
1450000	574.961044	1	-0.169247315503	0.589500741946	0.260205510458	-0.011608607903	0.000094850472	0.979235974311	N\A	0.027383430876	0.023342815753	0.002875514740	39	29	
