Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m7-fab-002.txt
Log File Name:                   NEO_d1_m7-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2919296848
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m7-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	653.079718	1	-1.037630243151	1.115094622998	-0.002966910948	-0.004528925790	0.000023222896	0.993585105767	N\A	0.013239460484	0.011883500307	0.001583541806	42	3	
1050000	640.432249	1	-1.079890782028	1.130315956576	-0.011495058606	-0.006692751539	0.000057772762	0.992231541508	N\A	0.016136985784	0.015917264263	0.002030653553	45	5	
1100000	664.412117	1	-1.051162943886	1.116345235508	-0.020376118017	-0.000449160967	0.000055009374	0.993440343623	N\A	0.015807408533	0.011297141858	0.001514907715	48	5	
1150000	655.781417	1	-1.088583685976	1.146604006895	-0.046965750714	-0.000430585709	0.000064178884	0.992692743219	N\A	0.015385984200	0.013919533315	0.001762861863	40	4	
1200000	641.914658	1	-1.091892480939	1.134031693816	-0.032763343725	-0.001169056353	0.000050423231	0.992326667809	N\A	0.014328962085	0.014265531648	0.001629326460	38	4	
1250000	645.137085	1	-1.134343842149	1.138315149696	-0.005747203016	-0.007236037352	0.000015586990	0.992298619809	N\A	0.015382445875	0.014326915143	0.001873711537	42	4	
1300000	657.169970	1	-1.069685440953	1.126827099702	-0.016690889085	-0.001729078036	0.000030397921	0.991230872030	N\A	0.018352078258	0.016925912050	0.001993683308	45	5	
1350000	643.660139	1	-1.118018619526	1.137109532598	-0.023113176354	-0.002885040066	0.000053599043	0.992619806808	N\A	0.014635333966	0.014988125918	0.001773815370	31	2	
1400000	650.364391	1	-1.041954160606	1.104875583701	0.013127838790	-0.006238333278	0.000037962877	0.992523590340	N\A	0.015005419307	0.014250170323	0.001919661540	44	4	
1450000	658.512854	1	-1.142228316831	1.137578806402	-0.017512672523	-0.003742432536	0.000023764289	0.991718516435	N\A	0.017924104200	0.016428088801	0.001963706796	49	3	
