Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m8-fab-001.txt
Log File Name:                   SEP_d1_m8-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2005482869
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m8-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	546.941641	1	-1.895716094583	1.137475523505	-0.042906194374	0.030971914029	0.000060091050	0.975451191238	N\A	0.042754967821	0.005089276826	0.017560273427	32	3	
1050000	558.730349	1	-1.786809320375	1.065561411258	-0.037307946071	0.050523075007	0.000077477357	0.975935937817	N\A	0.043535094787	0.005827401546	0.019164298408	30	2	
1100000	549.840166	1	-1.823916254783	1.081022802142	-0.042809694578	0.059920064621	0.000076329421	0.980105688661	N\A	0.030158608279	0.004916862804	0.015669988588	38	3	
1150000	569.437235	1	-1.906913600619	1.065653326934	-0.037158429814	0.057536022613	0.000062226891	0.979142731112	N\A	0.037314635165	0.005392140649	0.017443750525	32	4	
1200000	547.639100	1	-1.767764344110	1.054568901803	-0.024034080449	0.003323251543	0.000010913094	0.981230487806	N\A	0.033761442234	0.004902997543	0.015188102183	43	2	
1250000	557.630868	1	-1.884786285654	1.104371548540	-0.033304450625	0.019701458684	0.000007445796	0.976405207697	N\A	0.044573222821	0.005487336376	0.017810834355	42	3	
1300000	566.243122	1	-1.984452947509	1.184000216192	-0.034956292476	-0.039264546085	0.000006382562	0.975998548855	N\A	0.044501644276	0.005372427711	0.017841789652	29	4	
1350000	559.193559	1	-1.824820192787	1.077272368819	-0.033008553232	0.027645693072	0.000006775663	0.976499053108	N\A	0.047921679599	0.006930956305	0.018324110624	38	2	
1400000	565.226000	1	-1.892639778738	1.094100439314	-0.042579629981	0.056941739092	0.000071892568	0.974518439589	N\A	0.041816394693	0.005163620389	0.017474441030	29	4	
1450000	570.718974	1	-1.813470248786	1.080437586750	-0.041728743622	0.061549772079	0.000058548689	0.977475297524	N\A	0.040270712196	0.005144587941	0.018167106846	38	6	
1500000	569.761882	1	-1.706378766452	0.998834129601	-0.016480271527	0.019985469970	0.000064160050	0.983425320647	N\A	0.040285937876	0.005717436156	0.016610628989	28	3	
1550000	570.755456	1	-1.861810968427	1.096035199666	-0.028290968902	0.003299849776	0.000076631544	0.976272247754	N\A	0.039569087704	0.004693013109	0.016557131882	35	4	
1600000	548.142189	1	-1.690426343143	0.982091040612	-0.010857146468	-0.000144190969	0.000064144188	0.975648963252	N\A	0.043032941035	0.005896484583	0.018358753485	40	4	
1650000	556.492027	1	-1.742740611325	1.028870491082	-0.020426965450	0.000128768998	0.000090225149	0.976871759784	N\A	0.046552200608	0.006284929403	0.019420291123	31	2	
1700000	556.071165	1	-1.783993358922	1.064683992901	-0.037146671638	0.041518102507	0.000057758950	0.974568384367	N\A	0.042756981656	0.005732528723	0.018001848417	36	3	
1750000	575.864522	1	-1.961276249284	1.154150458464	-0.039390443806	0.017673501706	0.000048082622	0.986180424132	N\A	0.036167510771	0.005350670764	0.016404257703	24	4	
1800000	559.351403	1	-1.821742857759	1.045646357470	-0.020811247749	-0.006649550878	0.000094094282	0.981359153455	N\A	0.042051112507	0.004298017339	0.017021882466	30	3	
1850000	558.609102	1	-1.887326216332	1.101962162271	-0.033595226092	0.026149323978	0.000076376945	0.973324902588	N\A	0.041498462057	0.005365243586	0.018747847374	31	4	
1900000	560.108407	1	-1.830516150939	1.090550217290	-0.028997549564	0.001029124981	0.000037366752	0.976388094893	N\A	0.041505787611	0.005537805647	0.016530426924	33	4	
1950000	564.457194	1	-1.798616038945	1.064593499436	-0.027088978899	0.010891342828	0.000027999085	0.982860915613	N\A	0.028166331016	0.004485097376	0.014632617716	38	3	
2000000	559.604487	1	-1.848297741573	1.089953609757	-0.030781572150	0.009770874337	0.000051326483	0.975284194233	N\A	0.044670071648	0.005284222763	0.019016323754	36	3	
2050000	570.823523	1	-1.856571546304	1.092807395713	-0.038450488209	0.045612587028	0.000074884440	0.980272205622	N\A	0.041632666909	0.005597590009	0.017170715053	39	5	
2100000	572.245622	1	-1.777759185421	1.053835647194	-0.023373442091	-0.001116684282	0.000072866970	0.981844370527	N\A	0.036303355391	0.003959687258	0.016428613515	32	4	
2150000	558.728329	1	-1.896844419330	1.130378487601	-0.033365823389	-0.008422750440	0.000105266384	0.975809551549	N\A	0.042797559288	0.005891737483	0.019579846560	36	3	
2200000	568.611714	1	-1.753658560464	1.062685896630	-0.025814381097	0.000346304240	0.000067314011	0.974909350798	N\A	0.042237905645	0.005767203479	0.018975524728	18	6	
2250000	565.062964	1	-1.825825562768	1.092188122381	-0.030597230060	0.007956238891	0.000067070708	0.974261884188	N\A	0.042774882584	0.005926899745	0.018591751179	38	3	
2300000	554.750839	1	-1.862700719656	1.103882331059	-0.029577564421	-0.010905473542	0.000074954100	0.975560559267	N\A	0.043808975321	0.005604835775	0.018840860225	36	2	
2350000	545.286024	1	-1.889462711383	1.127789702591	-0.036938664903	-0.002407314108	0.000079591536	0.976802392658	N\A	0.041357111395	0.005738911293	0.018345264539	48	1	
2400000	557.241899	1	-1.727895034506	1.029231261564	-0.025664345964	0.031138509877	0.000060471178	0.979749759794	N\A	0.036954947416	0.005810792159	0.017841377398	45	1	
2450000	562.653447	1	-1.837452233779	1.099450107867	-0.032979030859	0.015376571829	0.000042907564	0.978109217431	N\A	0.042969365977	0.005609348391	0.016797217742	36	2	
2500000	545.069214	1	-1.990894157183	1.169504148509	-0.044441391036	0.011580667273	0.000070003946	0.974513190568	N\A	0.044787375256	0.006260568540	0.018718929910	39	0	
2550000	559.230558	1	-1.852533204405	1.114061803313	-0.038771222411	0.027159309907	0.000072455983	0.975482556695	N\A	0.043032825695	0.005717508246	0.018992866159	43	2	
2600000	570.774174	1	-1.733742697811	1.047361381805	-0.025970915321	0.009596735322	0.000073203414	0.977953842119	N\A	0.038267373395	0.004558467070	0.017053176073	35	6	
2650000	561.406532	1	-1.874188179006	1.125605142005	-0.041976484094	0.032737070585	0.000064404031	0.977789640253	N\A	0.036549392712	0.005429058301	0.016161289797	36	1	
2700000	559.650673	1	-1.879934205378	1.122430694588	-0.036017167391	0.013421427554	0.000063096017	0.978381980025	N\A	0.041161099348	0.005901946488	0.017671328388	40	3	
2750000	550.080614	1	-1.838653918841	1.090270347975	-0.031556005881	0.017652005317	0.000081657700	0.974509045315	N\A	0.041541919414	0.005275874479	0.019743524349	35	3	
2800000	560.683402	1	-1.825668509858	1.073429444233	-0.022456096862	-0.013720014323	0.000063748140	0.977078590121	N\A	0.041562232774	0.005159890791	0.018136094343	33	2	
2850000	568.926034	1	-1.784054363866	1.061391604337	-0.032627833937	0.037263378266	0.000090540701	0.977440294808	N\A	0.039420850149	0.005353665294	0.016522939929	31	4	
2900000	551.920026	1	-1.840834955514	1.063688953041	-0.031146840833	0.030558834737	0.000065867782	0.977145471359	N\A	0.040660222557	0.005517417687	0.017631525089	28	5	
2950000	561.021692	1	-1.796030410488	1.072996229591	-0.038308247343	0.057344000211	0.000052527451	0.979117397807	N\A	0.041092147801	0.005476118128	0.016963678586	41	2	
3000000	543.528939	1	-1.943758009127	1.153180472318	-0.032859074852	-0.033930363602	0.000057140101	0.974975778969	N\A	0.044631586113	0.004770724906	0.018430538011	29	1	
3050000	573.746121	1	-1.846837342687	1.096004367639	-0.039771010257	0.051787485265	0.000054972246	0.985646891685	N\A	0.035475132242	0.005569943440	0.013573214156	37	3	
