Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m6-glob-003.txt
Log File Name:                   DIE_d1_m6-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            579819592
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m6-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	730.246832	1	-0.996781105750	0.953937035507	0.026585795459	0.000029733861	0.992854732424	N\A	0.016870827628	0.011554326099	40	1	-0.002444995084	Global Trend	
1050000	729.499303	1	-1.048946333770	0.983678361273	0.010336575899	0.000023297157	0.996317952248	N\A	0.012654376427	0.010040924687	33	1	-0.013739512935	Global Trend	
1100000	727.859124	1	-0.984856519833	0.937389139088	0.030732790924	0.000024034940	0.992339283516	N\A	0.015164819167	0.010659171590	37	1	0.004379916614	Global Trend	
1150000	732.308324	1	-0.997683065815	0.966160765169	0.026209119587	0.000023002830	0.998170779557	N\A	0.010729527961	0.009492506657	42	0	-0.032141591671	Global Trend	
1200000	733.434212	1	-0.979076224351	0.968946134690	0.019630561478	0.000026248795	0.996926356246	N\A	0.011313058121	0.009204971304	31	1	-0.031139286967	Global Trend	
1250000	726.149008	1	-0.959870030275	0.951256371904	0.026219887400	0.000027297645	0.993636324216	N\A	0.015100812961	0.011005835026	41	1	-0.009576364419	Global Trend	
1300000	729.720627	1	-0.995185594879	0.961299710581	0.021496834458	0.000024936108	0.993315817271	N\A	0.014638283181	0.010525227162	35	0	-0.006223807488	Global Trend	
1350000	734.712656	1	-0.993533841593	0.955195637962	0.030840483339	0.000024290312	0.994489823508	N\A	0.014937008046	0.011154403338	37	0	-0.008855122230	Global Trend	
1400000	729.844135	1	-0.923951538726	0.929295359469	0.041820628441	0.000024588674	0.993085960652	N\A	0.016513361761	0.011955222150	36	1	-0.006260673019	Global Trend	
1450000	731.339882	1	-0.994173819625	0.960559484616	0.025581182772	0.000024749980	0.994935625374	N\A	0.013039475369	0.010079062707	39	1	-0.011679840424	Global Trend	
