Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m3-glob-001.txt
Log File Name:                   STR_d1_m3-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3888728323
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m3-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	312.216081	1	0.583292854183	0.721302805417	-0.019731317225	0.000203602320	0.904182109788	N\A	0.029460662509	0.006900559465	43	6	-0.001926396268	Global Trend	
1050000	342.518429	1	0.516334266754	0.773443923921	-0.030724228925	0.000216883956	0.921141852906	N\A	0.023804103229	0.005277066260	38	12	-0.001604827491	Global Trend	
1100000	344.852832	1	0.296800600469	0.724650747852	-0.019850607712	0.000376859228	0.928251271645	N\A	0.024026736135	0.005316857789	34	10	0.001697674033	Global Trend	
1150000	327.682417	1	0.388337073124	0.757098105496	-0.030107321250	0.000215221726	0.912190749723	N\A	0.028011721159	0.006624640530	43	6	0.000211706868	Global Trend	
1200000	348.531695	1	0.372789048571	0.776184459203	-0.030323098913	0.000478176778	0.917191080874	N\A	0.025569142691	0.005811501934	38	12	0.001077053080	Global Trend	
1250000	331.303670	1	0.216744661401	0.735296729799	-0.029168689991	0.000418683571	0.911449824468	N\A	0.025375767678	0.005918873263	37	10	0.004092273580	Global Trend	
1300000	353.770552	1	0.508310588264	0.791967336675	-0.036056774420	0.000252928928	0.924760698903	N\A	0.024280905228	0.005111003881	27	15	-0.002686904720	Global Trend	
1350000	333.276793	1	0.476594202673	0.716071780151	-0.019156644822	0.000284786023	0.915724923823	N\A	0.026961796990	0.005750359382	40	15	-0.000565945473	Global Trend	
1400000	338.383337	1	0.408526570505	0.745197415365	-0.024933999953	0.000561659430	0.918477098933	N\A	0.026319259022	0.005813779871	41	13	0.001535304075	Global Trend	
1450000	352.417087	1	0.399673234260	0.750130790285	-0.025363722491	0.000412302008	0.915048329833	N\A	0.026439867053	0.005960415167	41	11	0.000122025351	Global Trend	
1500000	355.751964	1	0.513693036544	0.768836020455	-0.030213412637	0.000151622855	0.926692919679	N\A	0.024350747704	0.005482234454	46	13	-0.001305987316	Global Trend	
1550000	338.616633	1	0.366869096561	0.798798224773	-0.038355058085	0.000745239958	0.925015875377	N\A	0.025406048282	0.005875310334	29	9	0.000687524549	Global Trend	
1600000	360.380518	1	0.621937618206	0.776822471028	-0.032288826773	0.000304525819	0.932826166256	N\A	0.022601873320	0.004739413536	36	14	-0.006399280348	Global Trend	
1650000	343.755210	1	0.365275166506	0.747304000629	-0.023868421200	0.000505006418	0.913575374299	N\A	0.026045038612	0.005618681773	38	10	0.000837776476	Global Trend	
1700000	342.500234	1	0.491915780689	0.756289496288	-0.027967893436	0.000451287680	0.915033257420	N\A	0.026535090078	0.005948851735	29	10	-0.001918926790	Global Trend	
1750000	336.840680	1	0.526694012384	0.780248656836	-0.036649734019	0.000433123851	0.910252766109	N\A	0.023502679496	0.004299826565	34	12	-0.002875819029	Global Trend	
1800000	347.349709	1	0.543391096904	0.744230441509	-0.027834458493	0.000223109834	0.918218505221	N\A	0.024521051709	0.005423919981	35	14	-0.001293584763	Global Trend	
1850000	347.715486	1	0.330642634307	0.800628550050	-0.036560700182	0.000226295827	0.937333411010	N\A	0.021476808380	0.004015597028	32	13	0.000803792074	Global Trend	
1900000	368.269434	1	0.450807492017	0.731475174842	-0.029604620458	0.000494366141	0.924770911596	N\A	0.022225839430	0.005500989550	51	18	-0.000023224546	Global Trend	
1950000	350.115766	1	0.513205336800	0.753884513405	-0.028022825805	0.000290122510	0.918924378996	N\A	0.024608555834	0.005189267963	32	8	-0.001928742063	Global Trend	
2000000	350.696800	1	0.377647790699	0.717254751488	-0.021989374604	0.000211640458	0.925913104913	N\A	0.022937036698	0.005057621940	41	14	-0.001417222152	Global Trend	
2050000	334.996464	1	0.375018721584	0.755077550400	-0.033955645369	0.000222148898	0.926402639829	N\A	0.022086411674	0.004375925083	33	13	0.000895815780	Global Trend	
2100000	328.955939	1	0.369444979618	0.736834660877	-0.023623318477	0.000179962595	0.921007122034	N\A	0.025954168163	0.005806849080	48	10	0.000723749963	Global Trend	
2150000	358.448986	1	0.406312772984	0.770775895390	-0.037133848886	0.000195879921	0.930494091285	N\A	0.024261181969	0.005254246794	39	12	0.000306087118	Global Trend	
2200000	346.621220	1	0.492253216340	0.787475680424	-0.031791625807	0.000326871067	0.920966512799	N\A	0.024615013361	0.005207209522	41	13	-0.004778113494	Global Trend	
2250000	357.574274	1	0.502152330969	0.781480363732	-0.032854035313	0.000233725902	0.928240096765	N\A	0.025113415030	0.005332460790	42	17	-0.002813970543	Global Trend	
2300000	358.612536	1	0.408760805104	0.797958829192	-0.040704101883	0.000278277452	0.923017995797	N\A	0.023011424009	0.004187657855	38	16	-0.001506934124	Global Trend	
2350000	335.671684	1	0.179999218280	0.761942640100	-0.029851717254	0.000166633264	0.920519234569	N\A	0.026979564029	0.006121937256	28	7	0.001182317114	Global Trend	
2400000	355.457793	1	0.479108713516	0.734712985437	-0.025381416605	0.000323769687	0.919655709106	N\A	0.024148492082	0.005157027218	37	12	-0.001694785565	Global Trend	
2450000	330.584993	1	0.337811341454	0.753986438887	-0.026001646140	0.000241381962	0.909575031634	N\A	0.025588425893	0.005627163286	44	10	0.000177562581	Global Trend	
2500000	340.792936	1	0.465960060991	0.710997699835	-0.024389426926	0.000415559884	0.917716587351	N\A	0.024169515438	0.005896903731	42	15	-0.000086028867	Global Trend	
2550000	350.322747	1	0.283938355377	0.728287583461	-0.022981047551	0.000579881216	0.919714327649	N\A	0.024566947485	0.005525466002	34	16	0.002639982031	Global Trend	
2600000	344.957661	1	0.325830295198	0.768335348736	-0.036201896171	0.000164667461	0.917059082308	N\A	0.024217528396	0.006003419678	33	13	0.001293032939	Global Trend	
2650000	345.196460	1	0.483774847854	0.720344026608	-0.024764003661	0.000198134278	0.918589065344	N\A	0.025135164680	0.006149933023	33	14	0.000262264544	Global Trend	
2700000	360.284969	1	0.469877735660	0.716420348776	-0.022842790520	0.000162994357	0.927491634540	N\A	0.023420207524	0.005131790654	30	13	0.000401034539	Global Trend	
2750000	335.339250	1	0.471027685064	0.805583027191	-0.040363690194	0.000365725712	0.926846145323	N\A	0.023976169686	0.005318779862	47	11	-0.001131021236	Global Trend	
2800000	342.191944	1	0.432682937110	0.799030614081	-0.035717710361	0.000379324989	0.915915386956	N\A	0.026185883907	0.006004064992	43	10	-0.002114704123	Global Trend	
2850000	331.361284	1	0.191688267203	0.800997919360	-0.035265163487	0.000340482847	0.916813037461	N\A	0.025836874370	0.005580038547	37	6	0.001368562027	Global Trend	
2900000	332.575427	1	0.726428111228	0.742815016951	-0.024155059255	0.000649586327	0.912482386603	N\A	0.024899487493	0.005569288198	46	9	-0.003015833340	Global Trend	
2950000	355.897517	1	0.392701691526	0.765276727476	-0.031200417052	0.000453919212	0.928940229879	N\A	0.022068445831	0.004214349880	36	13	-0.000539927779	Global Trend	
3000000	356.109608	1	0.369026010322	0.735347921697	-0.025541701381	0.000194752019	0.923282320467	N\A	0.022619668803	0.004666732574	37	12	0.001269599495	Global Trend	
3050000	337.128750	1	0.510928181073	0.762690126222	-0.029859400514	0.000262898773	0.921819654868	N\A	0.025960009426	0.005656360182	38	11	-0.001377539346	Global Trend	
3100000	383.910383	1	0.596694006578	0.747096890833	-0.029575513607	0.000366727710	0.930850869176	N\A	0.021558359455	0.004700188138	33	19	-0.003702744701	Global Trend	
3150000	346.507111	1	0.489496071871	0.802049677990	-0.043140870155	0.000402758458	0.913471801119	N\A	0.025458435289	0.005630094814	24	11	-0.002848723935	Global Trend	
3200000	338.218012	1	0.643542111820	0.780698721656	-0.032716429718	0.000392576107	0.920971861138	N\A	0.023617036777	0.005260672516	36	13	-0.007083620351	Global Trend	
3250000	355.597639	1	0.386475813522	0.811537433225	-0.046325216263	0.000320309265	0.914394665418	N\A	0.025656960183	0.005538044965	39	15	0.001502900488	Global Trend	
3300000	356.828802	1	0.561407907035	0.770771402237	-0.033289390249	0.000238264518	0.920062968642	N\A	0.024915561331	0.005132463665	45	14	-0.002849747147	Global Trend	
3350000	349.891396	1	0.425307021392	0.784968427749	-0.038677203422	0.000287563618	0.914856077113	N\A	0.024581303676	0.004980771020	37	13	-0.003995042811	Global Trend	
3400000	332.445331	1	0.015808453739	0.813728704458	-0.039251762112	0.000728360520	0.913666781681	N\A	0.025222171893	0.005787668019	36	12	0.010490604023	Global Trend	
