Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m8-fab-006.txt
Log File Name:                   NEO_d1_m8-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1051062609
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m8-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	675.337341	1	-1.291076880826	1.252074341820	-0.016079062491	-0.038853596808	0.000067151907	0.994015146226	N\A	0.023083410414	0.002082670807	0.008007747738	40	15	
1050000	655.492176	1	-1.342737575068	1.256614351656	-0.011734221046	-0.055316261818	0.000054753030	0.993360862493	N\A	0.025164865704	0.002548374994	0.010204172094	40	13	
1100000	675.463614	1	-1.330358377271	1.237295501385	-0.012356128049	-0.037796766390	0.000043968010	0.993732333524	N\A	0.022416044930	0.002326635775	0.007509503302	38	13	
1150000	677.729775	1	-1.346397018523	1.254368397498	-0.016142398543	-0.035025771482	0.000095388821	0.994510611214	N\A	0.025405170446	0.002442693692	0.008705556388	41	14	
1200000	662.515634	1	-1.297414901343	1.227981456379	-0.012697760835	-0.034345105047	0.000056254862	0.993957585207	N\A	0.025180399553	0.002370921759	0.008969468505	37	14	
1250000	670.901341	1	-1.276862691175	1.226511923957	-0.009760781842	-0.058837661614	0.000039610301	0.993823398546	N\A	0.025919883923	0.002599151468	0.009607154703	36	14	
1300000	669.557555	1	-1.311395248887	1.240165892808	-0.013469741739	-0.035999353578	0.000056283046	0.993465925435	N\A	0.026716193734	0.002641349307	0.008751626479	37	14	
1350000	672.742804	1	-1.270188173268	1.220385786415	-0.013513094358	-0.028121501059	0.000065462133	0.994528702654	N\A	0.023266460546	0.002385101343	0.008704985754	44	14	
1400000	664.031228	1	-1.317956603774	1.243959164282	-0.015432500714	-0.032789185177	0.000027226335	0.993026172720	N\A	0.026207733835	0.002427157194	0.010065388177	31	13	
1450000	670.556188	1	-1.277947556536	1.220841391612	-0.013998448514	-0.028701330628	0.000026487421	0.993064149259	N\A	0.027319354136	0.002577372412	0.010034498291	37	15	
1500000	671.205806	1	-1.392768663227	1.272970479877	-0.016860244589	-0.037937123784	0.000008938875	0.993984304270	N\A	0.025677433445	0.002406630158	0.009225673939	39	14	
1550000	667.486575	1	-1.237224930759	1.209904254705	-0.012953226514	-0.027805472584	0.000064362733	0.994842366742	N\A	0.025054496046	0.002125099844	0.008642746497	32	14	
1600000	662.073042	1	-1.329912317067	1.258534214927	-0.015352796497	-0.039646917751	0.000031494555	0.994462602951	N\A	0.025397204906	0.002436541982	0.008568189704	50	14	
1650000	663.340050	1	-1.215805903713	1.200336327944	-0.011177816550	-0.029400182432	0.000056528264	0.992328502681	N\A	0.028248168772	0.002729277356	0.010977550486	45	18	
