Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m6-glob-004.txt
Log File Name:                   MES_d1_m6-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            305344851
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m6-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	556.543949	1	-0.656228620054	0.795427855193	0.055912077846	0.000131990996	0.971878796401	N\A	0.028037491400	0.019406610028	39	2	-0.000692545963	Global Trend	
1050000	565.681960	1	-0.625370945233	0.803090310282	0.040479340433	0.000095725668	0.972166925782	N\A	0.026084017509	0.018026745430	39	3	-0.001272080745	Global Trend	
1100000	569.206739	1	-0.720578081054	0.792490876466	0.058528991702	0.000075316626	0.977989344240	N\A	0.025360501007	0.017465115312	28	5	0.002431182763	Global Trend	
1150000	562.286075	1	-0.509643076001	0.728377220518	0.097334975412	0.000059610603	0.973811817716	N\A	0.028684846866	0.019428072275	34	5	-0.000541223902	Global Trend	
1200000	553.726315	1	-0.618539467767	0.788882633495	0.060370384305	0.000081926025	0.972995762876	N\A	0.028392369248	0.019652447626	45	2	-0.001304547999	Global Trend	
1250000	563.527360	1	-0.746128024479	0.832396562231	0.037118448619	0.000074933197	0.973967157419	N\A	0.025959612324	0.017772079829	31	8	0.002599613954	Global Trend	
1300000	569.592264	1	-0.695348536331	0.779460630511	0.064050894204	0.000072602491	0.977616010091	N\A	0.027289146811	0.018492468739	37	2	0.001160875392	Global Trend	
1350000	576.365048	1	-0.636792339333	0.780967306252	0.071845612194	0.000097523906	0.978929855004	N\A	0.024197060890	0.017176144729	46	3	-0.001715281498	Global Trend	
1400000	558.222811	1	-0.516814755320	0.743607119426	0.097331778969	0.000098405075	0.973367019705	N\A	0.027544603479	0.019238543297	35	5	-0.001630937899	Global Trend	
1450000	561.567307	1	-0.728889787625	0.809933226605	0.051083159045	0.000088591628	0.976246906488	N\A	0.026618016118	0.018284418587	33	3	0.000863663357	Global Trend	
1500000	560.024442	1	-0.746878657587	0.839524454601	0.034470521470	0.000079682150	0.980613511649	N\A	0.024791889415	0.017687456399	41	5	-0.001949172562	Global Trend	
1550000	552.066532	1	-0.631569425531	0.802783227891	0.048386664289	0.000087542099	0.978453352153	N\A	0.026559367644	0.018620236703	46	1	-0.001075086148	Global Trend	
1600000	556.527239	1	-0.790304057415	0.862930061084	0.003484256996	0.000120147549	0.975251895850	N\A	0.024540858027	0.017222071747	50	2	0.000667315113	Global Trend	
1650000	568.431451	1	-0.826622303407	0.860685363836	0.017920124743	0.000055187725	0.976257861774	N\A	0.025238807131	0.017669640991	32	3	0.000745948723	Global Trend	
1700000	573.477820	1	-0.750959170243	0.825172708304	0.050848058161	0.000131949709	0.977504081646	N\A	0.026421177066	0.018860256182	35	6	-0.000309199189	Global Trend	
1750000	557.405504	1	-0.655555739626	0.845084257058	0.039623194407	0.000118897666	0.979275705319	N\A	0.023426591960	0.016916983891	44	1	-0.007054631319	Global Trend	
1800000	550.140894	1	-0.579407699174	0.786955976919	0.059205933504	0.000073068971	0.972693120046	N\A	0.028341267989	0.019651356094	30	3	-0.000839629066	Global Trend	
1850000	562.866576	1	-0.506337171778	0.782820490873	0.073149695859	0.000259087938	0.978734349371	N\A	0.025000921651	0.017494775721	40	3	-0.007914194757	Global Trend	
1900000	564.201278	1	-0.692652024580	0.810867844257	0.035094845679	0.000111874476	0.976234407136	N\A	0.023183939410	0.016184570300	39	5	0.001784421549	Global Trend	
1950000	554.604289	1	-0.618507541817	0.806367604811	0.038773677935	0.000089189985	0.976331535516	N\A	0.026115599873	0.018396172776	46	4	-0.000923188860	Global Trend	
2000000	543.502201	1	-0.554718568803	0.743241430825	0.088450560116	0.000090805282	0.969418688829	N\A	0.028864938276	0.020208833903	41	1	0.000042231620	Global Trend	
2050000	550.589512	1	-0.672161578077	0.749614586840	0.104357966074	0.000106027261	0.973592339109	N\A	0.028959521183	0.019779032829	33	3	0.001137846111	Global Trend	
2100000	553.753004	1	-0.782228506832	0.857397733412	0.015416299923	0.000093736730	0.972791619751	N\A	0.026505059389	0.018336200253	40	2	0.000483755908	Global Trend	
2150000	566.840463	1	-0.733710487813	0.829894002090	0.032564535785	0.000059266780	0.980105859199	N\A	0.024573019793	0.017027346300	41	5	-0.000034354799	Global Trend	
2200000	559.515460	1	-0.745769090311	0.830807163499	0.037761354518	0.000071905804	0.976356860873	N\A	0.028507431870	0.019650873246	44	3	0.000069875668	Global Trend	
2250000	560.693741	1	-0.682577554466	0.812404613108	0.045772850106	0.000052353436	0.976754430585	N\A	0.025553461848	0.017656973102	33	6	-0.001193582503	Global Trend	
2300000	567.808444	1	-0.611518369051	0.814273359755	0.042442252284	0.000053503977	0.984514124155	N\A	0.014191673770	0.011346367132	40	5	0.000187026143	Global Trend	
2350000	564.747232	1	-0.679788770192	0.806700090310	0.062175688040	0.000122323844	0.976847373855	N\A	0.027054863440	0.018984767081	43	6	-0.001683349580	Global Trend	
2400000	561.521271	1	-0.656700750873	0.739323748892	0.102028971206	0.000088356485	0.972110738401	N\A	0.027646223295	0.019212485408	30	4	0.001236718407	Global Trend	
2450000	552.228026	1	-0.784898646540	0.861314578152	0.017717774108	0.000080061813	0.972076701199	N\A	0.027762482523	0.019173833639	27	2	-0.000257268702	Global Trend	
2500000	562.512630	1	-0.609188962647	0.800123541897	0.050214524778	0.000076279667	0.973015825507	N\A	0.028197499326	0.019523198509	52	2	-0.001688370950	Global Trend	
2550000	574.570426	1	-0.618756436351	0.724268404792	0.106107855135	0.000073933824	0.974735949546	N\A	0.025831108080	0.018083292711	30	4	0.002576306113	Global Trend	
2600000	564.629482	1	-0.716453175541	0.807934732689	0.044785801130	0.000058712335	0.978172297144	N\A	0.023502984938	0.017153362770	40	3	0.000324132099	Global Trend	
2650000	569.178073	1	-0.668286251510	0.799469048286	0.049543724641	0.000064015023	0.984104127486	N\A	0.020576983282	0.014529676492	39	3	-0.000121536953	Global Trend	
2700000	555.602885	1	-0.815028680140	0.906379566895	-0.014362090436	0.000090563309	0.982168138699	N\A	0.021221302086	0.015893064696	39	3	-0.002222689211	Global Trend	
2750000	555.749025	1	-0.621501847243	0.773099642357	0.071548543993	0.000078749933	0.971523628503	N\A	0.028570583481	0.019391599414	31	3	0.000802942775	Global Trend	
2800000	560.400328	1	-0.617355234753	0.788980629768	0.045611481067	0.000078780764	0.973106876723	N\A	0.027187505200	0.018808540703	31	3	-0.000059322444	Global Trend	
2850000	552.773907	1	-0.542108295381	0.753322667262	0.075986781761	0.000125925761	0.969209887298	N\A	0.028642616985	0.019942535207	31	0	-0.000400743211	Global Trend	
2900000	544.071557	1	-0.593424846461	0.777098251314	0.067253626078	0.000112033673	0.969187052363	N\A	0.028719307832	0.020051816253	45	5	-0.000227416499	Global Trend	
2950000	552.262429	1	-0.497530004003	0.705489808649	0.098547678853	0.000177115536	0.966200151412	N\A	0.028731245338	0.019911052749	38	1	0.002544571255	Global Trend	
3000000	560.759611	1	-0.700264281162	0.815828225767	0.041190284845	0.000063744477	0.981278167548	N\A	0.020487495703	0.015300479879	41	4	0.000372839857	Global Trend	
3050000	559.919390	1	-0.497225026943	0.772895728832	0.065156160181	0.000078052794	0.978940389851	N\A	0.026515064751	0.017710576552	39	3	-0.002817602301	Global Trend	
3100000	549.234702	1	-0.601551832711	0.766509562773	0.067139963985	0.000067151104	0.974115599721	N\A	0.026954583569	0.018589747067	38	2	-0.000317492273	Global Trend	
3150000	564.976279	1	-0.709377731089	0.794911745501	0.054742898940	0.000056959172	0.973270620294	N\A	0.026719494249	0.018399761893	34	4	0.001846441532	Global Trend	
3200000	571.567737	1	-0.784521384431	0.812132390377	0.059082751613	0.000113036204	0.976059293525	N\A	0.027585645632	0.019381906529	45	5	0.002048333291	Global Trend	
3250000	583.643375	1	-0.844156981677	0.881111710431	0.001381994626	0.000114395228	0.985012515435	N\A	0.019848738984	0.014863579940	50	6	0.001199821079	Global Trend	
3300000	559.529002	1	-0.561201895061	0.757363868362	0.077835356151	0.000155226317	0.972082367610	N\A	0.027614592169	0.019645861656	38	2	-0.000521433662	Global Trend	
3350000	556.982555	1	-0.763518454735	0.750530430993	0.089830900294	0.000169603096	0.973343499035	N\A	0.026943682522	0.019198404261	24	2	0.008017155405	Global Trend	
3400000	565.197058	1	-0.779757711048	0.835605142155	0.022029209855	0.000110909468	0.983844186947	N\A	0.015800543270	0.012790234666	42	5	0.002112467546	Global Trend	
3450000	563.865251	1	-0.654320321249	0.751764660437	0.089413388466	0.000116018084	0.973047090363	N\A	0.027662456848	0.019305979269	38	6	0.001839439565	Global Trend	
3500000	551.075969	1	-0.689153497949	0.729493193180	0.090858440958	0.000236569328	0.967922297846	N\A	0.029296833683	0.020006274674	37	3	0.005808487506	Global Trend	
3550000	560.628808	1	-0.618352258814	0.803359967812	0.041643082176	0.000067467357	0.975786116496	N\A	0.025280491692	0.017793540044	38	6	-0.002371374731	Global Trend	
3600000	560.864869	1	-0.858431236295	0.829775268639	0.030401013821	0.000095503453	0.976242461131	N\A	0.026376326822	0.018442183325	36	3	0.005469442610	Global Trend	
