Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m8-VR-003.txt
Log File Name:                   CEREB_d1_m8-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3422338958
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m8-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	561.155265	1	-1.012961179756	1.083849268164	-0.016511164765	0.037242893198	0.000077846792	0.981386181226	N\A	0.043555233261	0.004734358208	0.016854856834	51	20	
1050000	546.172795	1	-0.910871163396	1.032513240869	-0.010538298106	0.039504923338	0.000172402372	0.981856917412	N\A	0.041751083503	0.004600099193	0.017803555319	57	18	
1100000	568.016795	1	-1.013895702176	1.069200746863	-0.013029002082	0.041384070586	0.000085438911	0.990145691499	N\A	0.029310284953	0.003575293386	0.012736574261	34	20	
1150000	564.720946	1	-1.027829894455	1.079957863443	-0.009765210928	0.012932658087	0.000095654640	0.979489501389	N\A	0.043330467808	0.005610218359	0.019126619521	41	24	
1200000	553.176159	1	-0.901997594882	1.014724096236	-0.012591784526	0.066786962197	0.000104414600	0.988550722555	N\A	0.036993658880	0.004321894983	0.014403549486	47	28	
1250000	563.927825	1	-0.930582640761	1.027625584670	-0.003808070244	0.012752403583	0.000065410708	0.991962527880	N\A	0.028662649612	0.004290364752	0.015433773747	54	21	
1300000	554.668366	1	-0.953881601609	1.036965180190	-0.011497051111	0.051604813387	0.000080745028	0.982548512779	N\A	0.042089441692	0.005020413420	0.017683009739	38	27	
1350000	561.097893	1	-1.035502073304	1.084871529938	-0.009997044120	0.013008448008	0.000074019262	0.985199922240	N\A	0.042940911405	0.004575852387	0.016537843249	52	17	
1400000	568.868326	1	-1.101957939978	1.122091047332	-0.020241780548	0.036848737032	0.000093007414	0.992277469813	N\A	0.036726790918	0.004048593247	0.013707407345	44	22	
1450000	554.896293	1	-0.892183626120	0.999710444950	-0.003180260201	0.039396049303	0.000106784171	0.982128549550	N\A	0.041467421213	0.004990347298	0.016138732899	38	30	
1500000	559.905696	1	-0.836868977368	0.976695096882	-0.010910038175	0.086492552229	0.000078725355	0.984760464239	N\A	0.040899559628	0.004512804744	0.015750020116	51	28	
1550000	563.659328	1	-1.067228018943	1.096741332522	-0.012832571006	0.022661182041	0.000089059379	0.985798267364	N\A	0.035084523244	0.004327909640	0.016735554347	53	16	
1600000	562.333746	1	-1.007633221194	1.088152587556	-0.013559208732	0.019400971889	0.000087888593	0.987919614397	N\A	0.038484508623	0.004466069622	0.016083060357	39	27	
1650000	559.612275	1	-0.894399203769	1.019815182331	-0.007789677532	0.032069072898	0.000077332736	0.984512396884	N\A	0.042770811410	0.004762488256	0.016248120269	44	25	
