Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m9-VR-002.txt
Log File Name:                   MES_d1_m9-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4107975591
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m9-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1000000	574.214496	1	-1.042016523189	1.059393933728	-0.042561702163	0.034385410212	0.004001274245	0.000065150172	0.977202350774	N\A	0.064719759972	0.009346613188	0.029989936842	0.005538616193	51	27	
1050000	572.676375	1	-0.861773256555	0.968091776161	-0.036464011619	0.080139938887	-0.002361849998	0.000069642628	0.973946778866	N\A	0.062337404364	0.007022924244	0.032618904604	0.004892772631	43	26	
1100000	546.202829	1	-0.565342502635	0.753111451275	-0.016833105627	0.213871297026	-0.017232043788	0.000064825477	0.970511052700	N\A	0.074620886974	0.008742013403	0.038131724328	0.005959570448	47	30	
1150000	576.806985	1	-0.940451254650	1.008916347577	-0.039445135070	0.076360036724	-0.003164482020	0.000079848484	0.979702245554	N\A	0.053269938352	0.007180115442	0.027591434534	0.004913285094	45	28	
1200000	552.235004	1	-0.895663817781	0.995522881303	-0.037049673737	0.061461082841	-0.000208541983	0.000095887015	0.974490804823	N\A	0.067800630480	0.008238774070	0.034012101737	0.005399491900	48	27	
1250000	569.842769	1	-0.926737610077	0.992295378591	-0.031966160423	0.058914782736	-0.003606957975	0.000067509329	0.976373026879	N\A	0.054643837496	0.005948405358	0.029840242597	0.004322803945	48	23	
1300000	564.801544	1	-0.680482430897	0.824642699039	-0.019781586703	0.159633162969	-0.013353226014	0.000067609929	0.977301650094	N\A	0.057835239905	0.009165346325	0.028375163366	0.005416858587	49	26	
1350000	555.759026	1	-0.943712533029	0.993779450258	-0.031347176193	0.074517735985	-0.006592195360	0.000110122565	0.974245975001	N\A	0.066512665896	0.008848277095	0.033124924178	0.005708907598	66	21	
1400000	568.998817	1	-1.083734974279	1.125315792089	-0.051399638192	0.004999926191	0.008505205161	0.000072717712	0.986058946499	N\A	0.036729462960	0.005930082363	0.020961489734	0.004194336545	58	27	
1450000	556.150628	1	-0.750185235869	0.884575109645	-0.020735496270	0.110781602517	-0.011577914635	0.000069888270	0.972250771858	N\A	0.071416904399	0.008639299856	0.035305383515	0.005405365561	50	29	
1500000	577.341825	1	-0.955987205620	0.998163141763	-0.034900454222	0.060527317332	-0.001918168026	0.000050362589	0.977097135784	N\A	0.067907052461	0.007679057974	0.034355175088	0.004796321429	52	24	
1550000	551.720028	1	-1.041659882129	1.056190779539	-0.034999493169	0.026963551015	-0.002027090461	0.000073649251	0.975083263943	N\A	0.062749163054	0.007973433978	0.032151508106	0.005492434043	41	28	
1600000	575.515486	1	-0.785120203081	0.883723837970	-0.019417347266	0.111759685436	-0.011708122544	0.000074075339	0.979287299386	N\A	0.051190510582	0.007267230632	0.027048257270	0.004683720585	37	29	
1650000	568.846072	1	-0.942926393212	0.997427491401	-0.036148982858	0.056870689375	0.002059161575	0.000147475009	0.974853330615	N\A	0.063422239217	0.007725899984	0.032404771161	0.005338768100	48	27	
1700000	573.366897	1	-1.130563836646	1.160474486348	-0.062913473634	0.016067741456	0.013130071285	0.000115996836	0.977618844627	N\A	0.063095665227	0.008391933672	0.031316619943	0.005363855436	54	27	
1750000	558.763221	1	-0.895536736942	0.986247418693	-0.038599811842	0.076041498193	0.000726975177	0.000089434101	0.973478919678	N\A	0.059657355872	0.007943320411	0.031072299682	0.005506823731	41	18	
1800000	560.607743	1	-0.692471266724	0.837289673500	-0.026948849721	0.162457660907	-0.006364212443	0.000078316929	0.975089957456	N\A	0.060568521923	0.007984507657	0.031062388986	0.005145943693	49	29	
1850000	565.695051	1	-1.068043184440	1.050459974952	-0.040570868022	0.063265378524	-0.000961994317	0.000065973478	0.980141152201	N\A	0.059778748926	0.007260802881	0.028673740016	0.004365282499	39	34	
1900000	561.601790	1	-0.885109200511	0.964638831806	-0.028978343400	0.074948468832	-0.005259510235	0.000087775043	0.976612365756	N\A	0.061030340315	0.008151157514	0.030182615846	0.005431276430	47	27	
1950000	560.684457	1	-0.791401215448	0.892405250248	-0.025148470942	0.121046742516	-0.007034710328	0.000066664070	0.974629142295	N\A	0.063572360692	0.007879131065	0.031596003536	0.005086858474	44	24	
2000000	577.184793	1	-0.917858987644	0.969457856586	-0.033739035198	0.094976620720	-0.004693520974	0.000048462297	0.979077410027	N\A	0.059368316627	0.007457327232	0.030180194211	0.005041710995	32	24	
2050000	571.155075	1	-1.035112137710	1.061527868839	-0.045881784264	0.076566655943	-0.001838735184	0.000072064764	0.974986869962	N\A	0.078764828755	0.010407512198	0.036536337883	0.005970052431	47	20	
2100000	571.957515	1	-0.936840211001	0.999935288348	-0.037621234181	0.065974926611	0.000235620416	0.000081831125	0.974317938326	N\A	0.062492200814	0.007672372071	0.031434260940	0.005159504545	51	25	
2150000	566.164379	1	-0.941326484874	0.993521582367	-0.035259836116	0.051889321415	0.004662367491	0.000076517390	0.978421329157	N\A	0.059977277335	0.007661039964	0.030052036922	0.004890186733	44	24	
2200000	565.812033	1	-0.902087230050	0.997066405207	-0.037084886959	0.066349822774	-0.001858768748	0.000056245049	0.970390583669	N\A	0.079550216357	0.010056550839	0.038697233206	0.006357844704	38	32	
2250000	564.611018	1	-0.819424003955	0.906678820661	-0.027150632451	0.100970399469	-0.005177248702	0.000156003467	0.981028658413	N\A	0.054188063135	0.006676185868	0.031170986069	0.005019199951	49	21	
2300000	554.525084	1	-0.815090960035	0.913910731305	-0.037225572381	0.155371227056	-0.008746304214	0.000052181171	0.968296902240	N\A	0.084058212611	0.011071710025	0.040003944756	0.006688273424	41	26	
2350000	553.099045	1	-0.650858363945	0.859164380681	-0.024961673778	0.149768095435	-0.012100219257	0.000083737799	0.976788180753	N\A	0.074275866129	0.008901169396	0.036425818135	0.005578060264	41	23	
2400000	572.890878	1	-0.965327790471	1.038167410679	-0.042614958107	0.040471839983	0.003207091556	0.000056785819	0.978022341498	N\A	0.045176099105	0.006296596051	0.025528428655	0.004686304368	41	31	
2450000	571.368995	1	-0.994248167994	1.001872188391	-0.035425163317	0.086921736180	-0.005647099132	0.000060572010	0.975540903541	N\A	0.058965176634	0.007364017744	0.031125563296	0.005036336478	39	30	
2500000	565.578277	1	-0.878712021152	0.979918383155	-0.035399444211	0.073448409714	-0.002890334733	0.000077784773	0.972338499226	N\A	0.069340643206	0.008492002787	0.035815528450	0.005749690842	44	19	
2550000	572.261123	1	-0.837880966642	0.933177947446	-0.030515193140	0.088648397017	-0.001590552289	0.000043343429	0.975223534058	N\A	0.062622110326	0.007868306137	0.032889828677	0.005443868879	47	27	
2600000	571.896417	1	-0.855904579587	0.945392410161	-0.027462886897	0.083187873286	-0.007313974385	0.000066077630	0.973760165266	N\A	0.063477199620	0.007556590983	0.031788388159	0.004726561240	40	17	
2650000	565.822764	1	-0.712190062188	0.880937004648	-0.023799294579	0.115394045063	-0.007003712515	0.000092906223	0.975418303667	N\A	0.058444866475	0.007545397238	0.030205120635	0.005051581428	56	27	
2700000	559.330364	1	-0.777870779999	0.914212201185	-0.031752270464	0.111158217866	-0.005570780334	0.000086315074	0.973198903101	N\A	0.066377965224	0.008308554212	0.032030839038	0.004678265887	44	28	
2750000	568.126166	1	-1.005967298083	1.064566442899	-0.042817598657	0.024424384555	0.003258082379	0.000080644882	0.978589435550	N\A	0.066602938957	0.008278468983	0.033193263431	0.005336637960	41	23	
2800000	568.932260	1	-0.814446157197	0.896405754552	-0.020875364612	0.132666630074	-0.014131792845	0.000116724771	0.986369450332	N\A	0.053227667649	0.004685998550	0.029967605560	0.003380154172	31	24	
2850000	560.092522	1	-0.934675532008	0.997338610542	-0.035418320626	0.071111790418	-0.003646959429	0.000064988221	0.971502405125	N\A	0.067277047973	0.008359670099	0.033617896944	0.005690719492	47	26	
2900000	588.507678	1	-1.084693555526	1.102413089531	-0.048462587514	0.035121895666	0.003431131092	0.000090488346	0.979073928616	N\A	0.059051722092	0.007128762987	0.029667108531	0.004682912732	48	33	
2950000	571.240182	1	-1.096735408491	1.069189373905	-0.039729177042	0.045074226263	-0.002118758191	0.000059217379	0.977016929375	N\A	0.065459384518	0.008079220821	0.032073406152	0.004991690188	48	24	
3000000	573.582321	1	-0.784226046140	0.884106239694	-0.028963973644	0.146636506904	-0.008907888616	0.000043341395	0.977101841778	N\A	0.068272311223	0.008643077086	0.032861455487	0.005529083690	37	32	
3050000	562.492830	1	-0.617417329306	0.744330654136	-0.007862482276	0.185826531775	-0.019119255119	0.000051835544	0.974085480410	N\A	0.067702875859	0.007798714870	0.034267744090	0.005000186217	47	28	
3100000	568.281336	1	-0.849285361612	0.934194017301	-0.034076514019	0.121962375382	-0.007839530137	0.000124837077	0.974039632282	N\A	0.069811111833	0.009782002317	0.031935742341	0.005628655003	43	36	
3150000	570.093894	1	-0.972979171825	1.063508512883	-0.052177099481	0.058248701707	0.003608856770	0.000078374415	0.984870008567	N\A	0.048214650757	0.007991359616	0.024148771479	0.005076571120	44	30	
3200000	567.320152	1	-0.897557528654	0.992402250436	-0.034651393514	0.046655221897	-0.001544405873	0.000067231338	0.976091849091	N\A	0.052342539141	0.006871469466	0.026087475027	0.004386969668	51	26	
3250000	570.251633	1	-0.809761553115	0.926151433205	-0.034195889705	0.126832618477	-0.007553074476	0.000057231387	0.972945470794	N\A	0.071305295064	0.008230832565	0.034940304600	0.004928257353	53	23	
3300000	570.863533	1	-0.865180000135	0.996154277923	-0.036513434464	0.041522798552	0.003385448713	0.000069657688	0.977269697255	N\A	0.067107995626	0.008076825841	0.032547574899	0.004923600487	44	22	
3350000	558.491549	1	-0.880373965207	0.952564516561	-0.023584547829	0.035263253082	0.000898431799	0.000068088908	0.975391750217	N\A	0.066128312146	0.010127663802	0.030142229344	0.005777489472	56	30	
3400000	564.186282	1	-1.002743547696	1.038894742950	-0.039238389684	0.044890694846	-0.001034827879	0.000066850593	0.974825555198	N\A	0.065828364035	0.008003595881	0.032172161399	0.004935802142	45	26	
3450000	567.183646	1	-1.007622787493	1.087912160056	-0.052745643138	0.028584715316	0.009671862472	0.000092868364	0.981100996394	N\A	0.044793877834	0.006938563823	0.025157063864	0.004882487799	44	26	
3500000	591.650510	1	-0.821778598542	0.911566527726	-0.027044289545	0.096306261406	-0.003594680327	0.000051154025	0.979056607401	N\A	0.058984894149	0.007000185934	0.029951163299	0.004440414115	53	28	
3550000	559.340631	1	-0.708821496259	0.847229844430	-0.021697879022	0.139560742135	-0.010135698448	0.000074617646	0.970319749111	N\A	0.082396431974	0.010858239904	0.038011423951	0.006519452060	53	20	
3600000	572.137678	1	-0.882579353521	0.972826333017	-0.033763752718	0.065960443595	0.000989318874	0.000072372506	0.979268261702	N\A	0.058854451769	0.007617113313	0.028168958517	0.004671691148	46	28	
3650000	570.594396	1	-0.826595970596	0.947078063674	-0.027826381577	0.072398030599	-0.006147720151	0.000105600130	0.974790751622	N\A	0.067841346474	0.008918944463	0.031817958778	0.005469622922	42	30	
3700000	567.323131	1	-0.979698582957	1.064925989491	-0.054884229256	0.057633025527	0.009201633644	0.000067621406	0.974636637463	N\A	0.066383212175	0.009683239187	0.032257144125	0.006071336651	36	27	
3750000	566.699072	1	-0.891477191383	0.962608215192	-0.035028124841	0.079206460980	-0.000911317563	0.000066325443	0.972279165770	N\A	0.066811254405	0.008095706984	0.034075924897	0.005380181791	55	26	
3800000	565.342204	1	-0.850032663023	0.956162215875	-0.035244736789	0.097207582474	-0.004000967233	0.000073073155	0.976940829515	N\A	0.066044577428	0.008199294164	0.033888282034	0.005531616949	49	31	
3850000	573.205951	1	-1.023597244685	1.032407729094	-0.037357525583	0.045847371662	-0.000116511637	0.000062805732	0.975438602278	N\A	0.063609180722	0.007750658573	0.032317328537	0.005134001031	46	27	
3900000	561.587131	1	-0.688899122764	0.833769982925	-0.014821519384	0.124481626647	-0.012324573560	0.000097868301	0.971913069091	N\A	0.058857824993	0.007992484887	0.030377040329	0.005198162089	44	21	
3950000	578.314173	1	-0.813867554194	0.895338742292	-0.025130224382	0.126148042836	-0.008571628169	0.000116027564	0.977471931145	N\A	0.054125234967	0.006140279829	0.029098223362	0.004389196561	44	25	
4000000	585.307618	1	-0.995116377707	1.040446563460	-0.032755869168	0.017738861873	-0.002310576989	0.000067784293	0.986787849479	N\A	0.036315538585	0.005645268249	0.020201583038	0.003842114347	45	32	
4050000	574.601734	1	-0.919595956592	0.955093999325	-0.032688081154	0.119990790119	-0.011080511741	0.000055421108	0.981172150048	N\A	0.044035333354	0.006778317266	0.024666127124	0.004798737174	60	29	
4100000	573.767995	1	-0.891037506478	0.958454634643	-0.026916244805	0.073844440215	-0.005463386447	0.000063516199	0.976659957061	N\A	0.052982423296	0.006843236498	0.028489211803	0.004696537317	44	31	
4150000	562.057261	1	-0.793020120055	0.908611662679	-0.030604315850	0.117793272220	-0.005101493967	0.000088796669	0.979995507071	N\A	0.043668040521	0.006772505050	0.024985641007	0.004685965759	50	30	
4200000	574.920816	1	-0.947764208039	1.014097181816	-0.036084684414	0.051589701081	-0.001012008090	0.000061513193	0.979275427200	N\A	0.057881815664	0.007286243327	0.029299209342	0.004697210298	44	26	
4250000	596.167261	1	-1.002506638280	1.033011588846	-0.037105075557	0.024078109182	0.001103372964	0.000052258244	0.980170173451	N\A	0.056470479618	0.006938345097	0.028393048847	0.004522835179	53	26	
4300000	558.133058	1	-0.710481082896	0.839939798339	-0.022770192635	0.148004765018	-0.012123120426	0.000063293425	0.972620066037	N\A	0.072019965533	0.008200705027	0.035582382699	0.005153240467	50	33	
4350000	559.292869	1	-0.991852877603	1.027625646762	-0.040896543332	0.045331731656	0.001196183429	0.000080490618	0.975902964934	N\A	0.072163500325	0.009607237804	0.033318144805	0.005239265474	55	22	
