Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m5-glob-003.txt
Log File Name:                   DIE_d1_m5-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1292162701
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m5-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	726.069611	1	-1.057326692857	1.002819743652	-0.001944064372	0.000029810727	0.999842719485	N\A	0.001179918785	0.000939018737	34	1	0.199654559358	Global Trend	
1050000	724.482093	1	-1.086489070454	1.001067975697	-0.001062971385	0.000021988609	0.999544893803	N\A	0.001581242926	0.000911314118	42	2	0.048173274277	Global Trend	
1100000	720.382603	1	-1.070693901809	1.019728740801	-0.005319399753	0.000083231638	0.992636610510	N\A	0.014680828858	0.002417516004	44	0	0.013014095022	Global Trend	
1150000	732.269087	1	-1.041768534508	1.004621888532	-0.002614793701	0.000030497327	0.999751718499	N\A	0.001280953786	0.000921493013	34	0	0.106982911695	Global Trend	
1200000	728.897928	1	-1.034491402069	1.002851894103	-0.002304508331	0.000025757889	0.999986866844	N\A	0.000961901891	0.000945151423	28	0	0.462480574598	Global Trend	
1250000	727.276435	1	-1.066377183167	1.007209272446	-0.002064499273	0.000033043722	0.997857821796	N\A	0.003332757445	0.001024943192	30	0	0.042436200765	Global Trend	
1300000	736.570863	1	-1.161456886199	1.066092159162	-0.011158211367	0.000036450846	0.992215532000	N\A	0.017897309509	0.002894333942	38	0	0.004329738112	Global Trend	
1350000	732.891538	1	-1.047631740564	1.001805476819	-0.001410794490	0.000025006364	0.999994712303	N\A	0.000893908861	0.000896805390	38	1	0.576244673648	Global Trend	
1400000	715.382436	1	-1.074600254844	0.999605589837	-0.001570965874	0.000023650942	0.993097822773	N\A	0.010225394945	0.001841464018	38	0	0.007405667380	Global Trend	
1450000	730.243647	1	-1.062218560572	1.003122867686	-0.002743330942	0.000029083577	0.999930851242	N\A	0.000869172508	0.000724642985	39	0	0.184487434738	Global Trend	
1500000	716.733010	1	-1.085807621104	1.009716906042	-0.005061112092	0.000029142139	0.995528155112	N\A	0.006826376534	0.001529643190	35	1	-0.016909282342	Global Trend	
1550000	726.990632	1	-1.067885670183	1.003304858187	-0.001089034094	0.000020539493	0.999747165586	N\A	0.001304101668	0.000887293364	40	1	0.062681431274	Global Trend	
1600000	731.977916	1	-1.059708975249	0.997486260766	-0.001445091035	0.000017912791	0.993158222349	N\A	0.015171491131	0.002572166049	36	0	-0.003483894013	Global Trend	
1650000	735.196679	1	-1.066627482654	1.002545770201	-0.002571792351	0.000011840512	0.999100488098	N\A	0.002328533309	0.000941553684	34	2	-0.023748667211	Global Trend	
1700000	731.313946	1	-1.095286914309	1.003879140071	-0.001931286093	0.000032092552	0.998025098609	N\A	0.003517348505	0.001026870161	29	1	-0.048787161038	Global Trend	
1750000	728.837946	1	-1.077152101725	1.011964442506	-0.004000638568	0.000027271591	0.991960953820	N\A	0.011056872285	0.001868515995	37	1	0.009366873403	Global Trend	
1800000	727.717580	1	-1.064769536257	1.000424524746	-0.002152645050	0.000026867890	0.997146077670	N\A	0.004318829658	0.001101973758	41	0	-0.022704327117	Global Trend	
1850000	731.923979	1	-1.087224560334	1.000160291336	-0.000209403131	0.000025169561	0.999998672896	N\A	0.000915687154	0.000906050555	30	3	-1.286084638973	Global Trend	
1900000	729.805800	1	-1.109951420167	1.023435411187	-0.005269762209	0.000032381276	0.991572484225	N\A	0.023579812224	0.003762475383	34	1	0.001889640377	Global Trend	
1950000	733.818384	1	-1.087060655925	1.000489279959	-0.000632377624	0.000023475248	0.999012733482	N\A	0.002491278696	0.001000389713	30	0	-0.034236104140	Global Trend	
2000000	732.015573	1	-1.060390825354	1.004335316463	-0.002012358467	0.000025539336	0.999279713366	N\A	0.001937783454	0.000893164747	30	1	0.058771922553	Global Trend	
2050000	728.199448	1	-1.050163990669	1.003095820528	-0.002787107257	0.000022813711	0.999992771034	N\A	0.000888282106	0.000876205954	40	0	0.481084030748	Global Trend	
