Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-fab-004.txt
Log File Name:                   STR_d1_m7-fab-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3198768018
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-fab-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	529.627631	1	-1.550375616578	1.117163851096	-0.068942945981	-0.002353031685	0.000136764979	0.979643654360	N\A	0.027833621271	0.025987633908	0.003396054741	39	1	
1050000	549.869063	1	-1.413709662272	1.054211187050	-0.029121244896	-0.002215607600	0.000080672885	0.985299402290	N\A	0.025646801995	0.022617961104	0.003050879422	42	1	
1100000	542.810087	1	-1.538496139282	1.136629333327	-0.118375598607	0.005891625440	0.000323915675	0.983101298619	N\A	0.025157853903	0.023281570478	0.003189115755	36	1	
1150000	552.478578	1	-1.525140414755	1.119774665871	-0.097722751218	0.005871842572	0.000074494976	0.988907678450	N\A	0.022683507011	0.021406054072	0.003040967261	38	3	
1200000	556.672320	1	-1.576410153501	1.171289455296	-0.142389647833	0.005058135940	0.000071206460	0.982474862010	N\A	0.025357717008	0.024562416588	0.003468215462	44	4	
1250000	532.043253	1	-1.490213787048	1.093606522730	-0.049220341496	-0.004861919955	0.000203603925	0.982749472298	N\A	0.022651032030	0.021868150341	0.002898051235	38	1	
1300000	531.583976	1	-1.581927491925	1.148073268267	-0.108063050141	0.002735908401	0.000091143910	0.977445235325	N\A	0.029852765924	0.026562902278	0.003605983091	42	0	
1350000	542.063292	1	-1.431827620390	1.070850507368	-0.063814486094	0.002501109626	0.000086647971	0.978639033045	N\A	0.026652934348	0.024443864492	0.003168537513	27	3	
1400000	536.845889	1	-1.447027477984	1.066803111447	-0.050709568483	0.000887895582	0.000098916662	0.984769887037	N\A	0.024927312234	0.022836443934	0.002958576781	28	3	
1450000	537.790135	1	-1.562606493526	1.129166736702	-0.090356229890	0.001122077234	0.000074402944	0.983221088558	N\A	0.025422873975	0.023854827014	0.003420646092	42	2	
1500000	531.149432	1	-1.498306449551	1.097379908998	-0.056855180173	-0.003635705016	0.000144219443	0.981872645069	N\A	0.027915556942	0.025748107437	0.003166646223	48	1	
1550000	537.594464	1	-1.350722536040	1.088187630851	-0.045636709477	-0.003432096886	0.000051052069	0.983069460634	N\A	0.026851006511	0.025187575468	0.003395355572	45	2	
1600000	543.514746	1	-1.471623986904	1.102502526938	-0.091410629413	0.003369550175	0.000090428397	0.981560678532	N\A	0.025514902915	0.023135608779	0.002973354902	27	3	
1650000	533.420628	1	-1.434275292168	1.079510385503	-0.040914684755	-0.005792739686	0.000199168450	0.975448768892	N\A	0.032736243886	0.028918548707	0.003575478061	33	2	
1700000	546.772726	1	-1.544459659162	1.113578207588	-0.071997579293	-0.000143234463	0.000209905426	0.986592140020	N\A	0.022443721195	0.021721392327	0.002909738098	36	5	
1750000	540.637558	1	-1.469367014877	1.083987131639	-0.076407678710	0.006800181873	0.000086990803	0.988020249061	N\A	0.022980416816	0.020672300861	0.002710218326	32	0	
1800000	544.398818	1	-1.513364226387	1.123944404362	-0.095748159520	0.002266673120	0.000086509494	0.985728944880	N\A	0.022970502932	0.022617690490	0.003148311626	37	1	
1850000	541.790017	1	-1.523955207263	1.115364855061	-0.074847873599	-0.001737988782	0.000116347076	0.980183825995	N\A	0.027727489735	0.025461439834	0.003125361472	28	1	
1900000	554.926558	1	-1.446691874804	1.082875139057	-0.052372361734	-0.001249089184	0.000157358727	0.986406883718	N\A	0.024355478442	0.021719557883	0.002709102099	27	5	
1950000	542.087469	1	-1.505832125250	1.110994275634	-0.081097565048	0.001708445049	0.000106979844	0.978549992454	N\A	0.027739625352	0.025839787363	0.003450362677	39	1	
2000000	539.449144	1	-1.502192070034	1.116428024086	-0.087552567320	0.001067817653	0.000194475044	0.986113471413	N\A	0.024412958630	0.021968005095	0.002939360060	28	1	
2050000	533.537631	1	-1.447275678633	1.088286810206	-0.093780706219	0.009792799215	0.000076302052	0.981743937495	N\A	0.028773588259	0.025146921360	0.003431953458	38	1	
2100000	554.580660	1	-1.558187740013	1.144392696713	-0.102933832230	0.001633700623	0.000240181702	0.980156834706	N\A	0.026596372336	0.023772121767	0.002937570007	41	2	
2150000	556.796753	1	-1.567850726506	1.130022961833	-0.054483739853	-0.007067978062	0.000173982769	0.985430178280	N\A	0.021866746913	0.022286797606	0.002981394991	39	4	
2200000	539.741867	1	-1.513620958989	1.105254015222	-0.062456332128	-0.002527715389	0.000099723673	0.980838071250	N\A	0.025758997017	0.023116936516	0.002818457347	27	2	
2250000	557.331775	1	-1.430109701071	1.093282995999	-0.091579426826	0.003218462026	0.000073478908	0.982296728009	N\A	0.026851900208	0.024133001337	0.002838373118	41	7	
2300000	546.195666	1	-1.437790176612	1.052864266040	-0.022495909018	-0.004808138766	0.000085058842	0.983335001377	N\A	0.026099292133	0.024204568160	0.003304323251	31	3	
2350000	536.647010	1	-1.545660927455	1.106578125625	-0.032467524727	-0.008797763270	0.000107503344	0.979716405051	N\A	0.025195164385	0.023326327744	0.003062787407	38	4	
2400000	559.605467	1	-1.474306271614	1.069985786660	-0.045248221192	0.001181741431	0.000078601727	0.985100648308	N\A	0.023318765243	0.021015292137	0.002964090700	38	3	
2450000	533.815704	1	-1.553910265786	1.134245328787	-0.086261919645	-0.003123895768	0.000107127409	0.979652039865	N\A	0.029412362193	0.026122945152	0.003025003255	36	1	
2500000	540.968317	1	-1.478330095559	1.095968833874	-0.076811068414	0.004207585839	0.000213054465	0.981143825495	N\A	0.027347034733	0.025467154270	0.003334602715	34	0	
2550000	554.958881	1	-1.468370741833	1.104157917796	-0.098701640064	0.005703440777	0.000129191877	0.983924847665	N\A	0.025149708763	0.023018823171	0.003107125813	41	1	
2600000	543.453461	1	-1.476470147991	1.107127436503	-0.124661129716	0.013833510213	0.000152082094	0.980418524840	N\A	0.029064854477	0.025477444747	0.003263855987	44	2	
2650000	548.117323	1	-1.546692342869	1.121928680059	-0.076342366449	0.000882137468	0.000201205249	0.987767047023	N\A	0.024106665821	0.022166085708	0.003026412387	36	1	
2700000	529.106254	1	-1.429050567206	1.087051694632	-0.084682562979	0.005046955274	0.000084594795	0.975530729951	N\A	0.030329208992	0.026655127139	0.003582926148	35	3	
2750000	547.584979	1	-1.632734290495	1.168940269260	-0.123644099309	0.004879614059	0.000108523718	0.984322298711	N\A	0.026247779848	0.023588396650	0.003002940256	36	1	
2800000	536.177444	1	-1.529794434842	1.122654874856	-0.074965626269	-0.003065092288	0.000095929690	0.980523576021	N\A	0.027216899297	0.025024959097	0.003420472905	34	1	
2850000	551.521841	1	-1.499965873392	1.127772048786	-0.110973924844	0.004147634624	0.000030369461	0.981339163301	N\A	0.024039113556	0.023159162014	0.002841274034	35	1	
2900000	543.916420	1	-1.433447835976	1.072065137069	-0.050169685389	-0.001317543078	0.000153253441	0.980984229007	N\A	0.027920884389	0.025263701432	0.003271098183	37	1	
