Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m8-glob-002.txt
Log File Name:                   PAL_d1_m8-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            497028099
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m8-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	452.582294	1	-1.019963399287	1.239413249690	-0.047542191029	-0.000789469469	0.000171757107	0.957794880704	N\A	0.048329223657	0.006805064653	0.026779365881	33	13	0.003639128355	Global Trend	
1050000	459.208672	1	-1.794727154676	1.412815734163	-0.056679305589	-0.089611258607	0.000199321638	0.957788487137	N\A	0.054501665935	0.007197307396	0.025733079785	40	12	0.000417803156	Global Trend	
1100000	436.658761	1	-1.232288321660	1.063783276438	-0.016507501889	-0.026674570154	0.000246875847	0.958473514906	N\A	0.039429167253	0.004960614153	0.023688280912	38	11	0.006280798157	Global Trend	
1150000	448.743852	1	-1.326400649429	1.077344267147	-0.024098030749	0.014305955739	0.000091823071	0.971465980816	N\A	0.029242668291	0.003459402962	0.022768501420	41	17	0.008264902947	Global Trend	
1200000	454.333533	1	-1.600051521009	1.253690177485	-0.046554415537	-0.012393447440	0.000168715329	0.953280669096	N\A	0.055459003654	0.006374268214	0.024529692608	32	16	0.001910957021	Global Trend	
1250000	452.630639	1	-1.494861142800	1.068675599264	-0.023428347230	0.003599118788	0.000089657070	0.961759863310	N\A	0.043041667958	0.005224352242	0.024788154187	46	15	-0.002950884771	Global Trend	
1300000	467.277458	1	-1.287645930044	1.122130933700	-0.028876856203	-0.014998332374	0.000231235747	0.972933955912	N\A	0.028890853187	0.003351470900	0.022782711800	33	16	0.025769393123	Global Trend	
1350000	455.486243	1	-1.379949140934	1.293088369775	-0.052012095469	-0.028694316559	0.000104302905	0.957588768365	N\A	0.053175384114	0.007303411083	0.024359761743	46	13	-0.000318657989	Global Trend	
1400000	456.526095	1	-1.290354951420	1.152596944884	-0.046690052547	0.039462007250	0.000077248007	0.954720705155	N\A	0.053842659295	0.006879638149	0.025451327187	45	13	0.000596913322	Global Trend	
1450000	435.880446	1	-1.312738934834	1.238597960065	-0.046215439903	-0.008291808521	0.000114812698	0.951877487822	N\A	0.063546526468	0.007971413363	0.027630386078	38	11	-0.000298653850	Global Trend	
1500000	456.110950	1	-1.286169844264	1.267392891353	-0.042866079765	-0.056909093452	0.000226568107	0.978291911828	N\A	0.052427964340	0.006228666790	0.017494805006	29	12	0.000008578599	Global Trend	
1550000	475.571336	1	-1.141977767613	1.242472162137	-0.043111267336	-0.033122077637	0.000184174448	0.975214098243	N\A	0.046422321777	0.005398253941	0.017412565234	39	13	0.003458198767	Global Trend	
1600000	443.892080	1	-1.110553736668	1.204472058148	-0.050976390900	0.016074667951	0.000210907988	0.949225874913	N\A	0.059120966159	0.008216317108	0.027763953934	33	10	0.000918514917	Global Trend	
1650000	465.765982	1	-1.014578570742	1.191498130988	-0.035534253567	-0.016375630354	0.000227688904	0.958522799431	N\A	0.040422798052	0.005263125683	0.022644788583	36	11	0.010513797666	Global Trend	
1700000	426.427281	1	-0.851006998769	0.996001827257	-0.018771020539	0.016877830147	0.000165752593	0.986830871780	N\A	0.023805777075	0.002676629988	0.023089283171	37	10	-0.028437068160	Global Trend	
1750000	427.084153	1	-1.278955726313	1.268725138458	-0.037783471079	-0.078302435729	0.000198957067	0.947199864153	N\A	0.061462634206	0.006942588521	0.027449788264	41	12	0.000224923937	Global Trend	
1800000	443.974845	1	-1.108265711815	1.238340256319	-0.042038679402	-0.036531386349	0.000173770400	0.954756320170	N\A	0.049968005550	0.005731134115	0.024415256120	35	11	0.004110968672	Global Trend	
1850000	476.968831	1	-0.822670786534	1.091221961759	-0.017923324512	-0.023547002069	0.000102428478	0.984060500171	N\A	0.023602806619	0.002950390329	0.022398798020	36	14	0.019767802601	Global Trend	
1900000	453.492583	1	-1.313915067670	1.223273621171	-0.034874046896	-0.055867351235	0.000091906402	0.967263580341	N\A	0.050611283851	0.007517438860	0.023043136396	38	13	0.000274420684	Global Trend	
1950000	443.174788	1	-1.041375539996	1.175028737473	-0.038942974661	-0.000080701149	0.000295622488	0.958903557094	N\A	0.043820483251	0.005545912037	0.024115991372	34	12	0.006767704537	Global Trend	
2000000	435.628510	1	-1.066149164133	1.194683968853	-0.024204588423	-0.075976349462	0.000161572705	0.956630376884	N\A	0.038653281335	0.004740394455	0.027004945224	48	8	0.006036733495	Global Trend	
2050000	456.604123	1	-1.465796108806	1.410347691442	-0.065114976943	-0.023328701819	0.000174345892	0.953965421802	N\A	0.052738513442	0.007529595086	0.024978552457	39	13	0.001756225665	Global Trend	
2100000	457.604833	1	-1.309388992454	1.293031077266	-0.043369854769	-0.057257620134	0.000144415394	0.961471197521	N\A	0.051178954846	0.006639026307	0.023987484137	44	15	0.001891301353	Global Trend	
2150000	480.806314	1	-1.103756017165	1.230488793410	-0.042288434890	-0.037128768520	0.000224925185	0.959110209107	N\A	0.049950119560	0.005668703342	0.022436231048	35	17	0.004798952401	Global Trend	
2200000	464.275719	1	-1.162002530470	1.267947406123	-0.040656825904	-0.038850406954	0.000209521430	0.961372385848	N\A	0.048785634227	0.005612488146	0.022065122713	32	17	0.007395298047	Global Trend	
2250000	460.265507	1	-1.204989495878	1.269212757227	-0.053802661796	-0.014137936648	0.000229015016	0.952235443531	N\A	0.059840267586	0.007353227790	0.027802109236	42	13	0.001706089901	Global Trend	
2300000	459.334559	1	-1.315176387090	1.297770720665	-0.048492857945	-0.055550045769	0.000138191450	0.981355312054	N\A	0.031106035640	0.005902419626	0.013263568492	44	13	0.001871377168	Global Trend	
2350000	454.783990	1	-1.292069542216	1.242573673390	-0.041413398369	-0.013645029996	0.000206673112	0.954765455592	N\A	0.053301678694	0.007466459399	0.024654808960	35	13	-0.001375385135	Global Trend	
2400000	447.814744	1	-1.179799893726	1.227977915903	-0.042787058019	-0.023355915850	0.000195107000	0.960624682881	N\A	0.055180608496	0.006460067256	0.024278537222	40	11	-0.003007408945	Global Trend	
2450000	458.591376	1	-1.245127046311	1.323300277204	-0.055500522534	-0.030163134689	0.000242687854	0.958817059696	N\A	0.045400081485	0.005417185223	0.021521414691	32	13	0.003965123383	Global Trend	
2500000	439.699268	1	-1.210482331645	1.229139679966	-0.047318117430	-0.009969270847	0.000266156798	0.952474355642	N\A	0.057877519909	0.008530044696	0.026871549017	38	10	0.001637758968	Global Trend	
2550000	445.723628	1	-1.233162409247	1.239230730614	-0.041212679121	-0.046642968247	0.000216389155	0.949219152310	N\A	0.066227991012	0.008323155785	0.029310937409	31	9	0.000220324820	Global Trend	
2600000	460.255161	1	-1.185150990973	1.269438124835	-0.050246996344	-0.016187641643	0.000136515728	0.953693292997	N\A	0.056468170406	0.007688449258	0.025988668192	40	16	0.000414570175	Global Trend	
2650000	460.220590	1	-1.351014314561	1.271711082248	-0.049876228623	-0.019738043679	0.000195389377	0.955412896325	N\A	0.052967639641	0.006516572533	0.023099116273	33	15	0.000131710784	Global Trend	
2700000	434.213724	1	-1.074966911078	1.160854291216	-0.037631974794	-0.004866796107	0.000177287330	0.958012297389	N\A	0.055931745427	0.006609478124	0.027044641777	43	11	0.000937535135	Global Trend	
2750000	429.721161	1	-1.293661385727	1.264411648552	-0.050463575105	-0.002214899325	0.000141252752	0.950856163037	N\A	0.053627975309	0.006002455406	0.024192042169	41	9	0.002000866856	Global Trend	
2800000	444.287861	1	-1.057844385921	1.196939119759	-0.057823910770	0.047280477076	0.000167917941	0.952399841652	N\A	0.052506139334	0.006202332294	0.023706710523	33	11	0.001484302730	Global Trend	
2850000	437.081624	1	-1.480928353615	1.416419385541	-0.062543668530	-0.057341399536	0.000234952101	0.949427202539	N\A	0.057780222196	0.007940020200	0.027757628227	30	8	0.001762967906	Global Trend	
2900000	458.038016	1	-0.982897638694	1.185474426205	-0.036219844810	-0.027538992333	0.000234093456	0.973903583577	N\A	0.036512244124	0.004823957696	0.022184697332	40	13	0.010434017225	Global Trend	
2950000	462.000822	1	-1.177777343776	1.247783848693	-0.051943749335	0.012646437706	0.000106421398	0.958250035083	N\A	0.055577997204	0.007044417804	0.022854066415	39	12	0.000793120279	Global Trend	
3000000	466.976955	1	-1.056105294891	1.162839762166	-0.035249920887	-0.012900308561	0.000098161074	0.955094131153	N\A	0.054807785156	0.007536913473	0.025469874880	40	15	0.001190797060	Global Trend	
3050000	450.389184	1	-1.292524107206	1.315305760528	-0.052874487316	-0.027245945887	0.000148988755	0.964367908185	N\A	0.042139273036	0.005872473260	0.020542271979	41	15	0.002030837348	Global Trend	
3100000	441.644642	1	-1.623671216846	1.260060826613	-0.042457430469	-0.041546851811	0.000195276674	0.950963961460	N\A	0.058903097865	0.008112725278	0.026784820117	36	12	-0.000080178726	Global Trend	
3150000	461.578586	1	-1.342437343370	1.122372717717	-0.026084767894	-0.032399678722	0.000231990244	0.963006806274	N\A	0.040714810021	0.005624748985	0.023710627515	38	16	0.008572083639	Global Trend	
3200000	458.610326	1	-1.608671545929	1.271283059746	-0.036434906268	-0.087371421236	0.000230468560	0.957720821369	N\A	0.051109734034	0.007438394338	0.024860950384	37	14	-0.000239734835	Global Trend	
3250000	464.577929	1	-1.612015141655	1.205375231282	-0.035785772545	-0.038186947699	0.000242139361	0.969344620814	N\A	0.045992832613	0.007244896345	0.021667896956	48	13	0.000702766477	Global Trend	
3300000	461.069693	1	-1.324261064729	1.163432591328	-0.028627715060	-0.034003000542	0.000325122173	0.963011378372	N\A	0.038453337104	0.005153644085	0.022221444558	41	15	0.013769556297	Global Trend	
