Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m2-fab-004.txt
Log File Name:                   NEO_d1_m2-fab-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2634407469
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m2-fab-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     11
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.036913
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
    Beta-5                       None
    Beta-6                       None
    Beta-7                       None
    Beta-8                       None
    Beta-9                       None
    Beta-10                      None
    Beta-11                      None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Beta-5 - normal 0.00 5.00 
        Beta-6 - normal 0.00 5.00 
        Beta-7 - normal 0.00 5.00 
        Beta-8 - normal 0.00 5.00 
        Beta-9 - normal 0.00 5.00 
        Beta-10 - normal 0.00 5.00 
        Beta-11 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.86 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      12
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Beta 5	Beta 6	Beta 7	Beta 8	Beta 9	Beta 10	Beta 11	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	s.e. Beta-5	s.e. Beta-6	s.e. Beta-7	s.e. Beta-8	s.e. Beta-9	s.e. Beta-10	s.e. Beta-11	No RJ Local Node	No RJ LS Betas	
1000000	352.460792	1	0.883996784537	0.838641213022	0.989996194703	0.508422989914	1.812620380122	0.444120404701	-0.129487844154	-0.164738365446	-0.112048243904	-0.116906953906	-0.212964358925	-0.172014945653	0.000465578144	0.935744652349	N\A	0.066062729124	0.253907585782	0.238556878334	0.274169988181	0.259824118275	0.350764513674	0.069605137708	0.068269378794	0.077096559470	0.077265447426	0.070068602113	37	9	
1050000	342.989528	1	1.305506719840	0.917839002073	0.400159524141	-0.079937530244	0.954448618560	0.013008172533	-0.142493686860	-0.221675855691	-0.159408912463	-0.270685288103	-0.335958092016	-0.257483950371	0.000290714945	0.935225952499	N\A	0.052202812015	0.220345289445	0.201870381681	0.230046557405	0.205255266996	0.278714535347	0.055827242996	0.055767731476	0.065707850041	0.060983841429	0.056408276360	36	12	
1100000	366.990386	1	1.231581543819	0.750999609768	0.126674554383	-0.304484736064	0.839454081962	-0.178534267996	-0.452374632408	-0.023987030329	0.014367017334	-0.119099911414	-0.092960552480	-0.080961370953	0.000239348105	0.939860313009	N\A	0.083058666194	0.242630304772	0.227789688606	0.237543228381	0.234236357712	0.290167162582	0.085335734903	0.085041090373	0.087124849322	0.089825845994	0.086484667402	37	11	
1150000	358.339842	1	0.473381147026	0.841930770884	0.877777399121	0.444459178101	1.447020977328	0.557676170154	0.656645954344	-0.153673988498	-0.087815425158	-0.194384490506	-0.286640876936	-0.232332212555	0.000237507105	0.940620106358	N\A	0.047184409191	0.200972139458	0.180951089088	0.215923062030	0.186981006964	0.255148830285	0.051996700615	0.049660030262	0.062313749941	0.056007721798	0.053081728161	31	15	
1200000	372.621386	1	0.492057085425	0.948959748902	-0.343213480038	-0.552784278344	0.740808831248	-0.340991307589	0.656569312167	-0.198757685375	-0.203366589525	-0.335802525892	-0.391255335244	-0.310997967667	0.000214390543	0.949483082457	N\A	0.026028973482	0.170661494433	0.150203334039	0.240925046078	0.164952752881	0.232754084631	0.033514105180	0.030153484587	0.049866846453	0.046572533169	0.039262352635	42	11	
1250000	332.870162	1	1.263019783904	0.840199885334	0.065058648686	-0.429603725483	0.718007245771	0.217423669946	0.469227786821	-0.093090911135	-0.097162818868	-0.189373510538	-0.335590446756	-0.242525410918	0.000430702255	0.924212989099	N\A	0.080455624562	0.389039348909	0.384276444444	0.393823023629	0.392384262460	0.453264877358	0.083787289235	0.082544826474	0.087146052425	0.092334620343	0.085262930089	37	8	
1300000	347.688133	1	0.033596292586	1.144877867644	1.004223324490	0.739496883368	2.299338255864	0.859684406377	1.107050097669	-0.417618087282	-0.385741034652	-0.538263540085	-0.538430505789	-0.445281760131	0.000394670003	0.935157365711	N\A	0.074003455508	0.256591039397	0.247304200552	0.265560842845	0.255515169983	0.338010929113	0.077084040512	0.076088195482	0.081300893072	0.082773658083	0.078497763933	35	9	
1350000	384.877051	1	1.191990265058	0.789370923354	0.301972797872	0.308668847311	1.242266933213	0.608904445494	-0.102279969223	-0.090264711025	-0.043083197073	-0.086317939941	-0.207517790711	-0.123794186981	0.000223029456	0.942947577982	N\A	0.066423175480	0.212205318356	0.194310017816	0.209645661359	0.199939877159	0.259091292559	0.070064402825	0.068534910021	0.072146796310	0.073322866565	0.069310913116	50	17	
1400000	350.086970	1	0.809908573857	0.761294222154	0.748638830940	0.394341650151	1.150347715691	0.458195667845	0.083973535817	-0.075274619068	-0.010032139059	-0.156897030387	-0.148510416003	-0.066673329679	0.000222204981	0.934452287000	N\A	0.055012231868	0.205254386639	0.187561257957	0.199303342292	0.209244418099	0.319421111401	0.058910512297	0.057418214586	0.062125016565	0.069268236331	0.064255017935	41	6	
1450000	366.893348	1	0.786701604117	0.848307523189	0.634253050124	0.199102534919	1.422313567100	0.512857935923	0.363439611514	-0.177536631390	-0.085551764740	-0.177663505130	-0.228457475591	-0.192264080774	0.000581347335	0.943360229533	N\A	0.075831989355	0.271276068370	0.260969820316	0.302163258745	0.286593161994	0.391177766062	0.079087200841	0.077379287560	0.084552643662	0.083024574113	0.078352822807	31	12	
1500000	382.365762	1	0.310572145315	0.904833724033	0.941832324585	0.614940177797	1.173017861258	0.476056870338	1.237492868764	-0.190773870863	-0.122041226963	-0.156220034583	-0.303931024132	-0.306516041776	0.000383771740	0.945846709898	N\A	0.057610067301	0.232813609422	0.216433892525	0.246525218601	0.234223209221	0.320254023311	0.060971813008	0.059652576959	0.067098491518	0.068460758516	0.060799158621	34	14	
1550000	361.806769	1	0.759619203405	0.791153229433	0.740270858927	0.310751199086	1.290065236390	0.541767526201	0.228488701105	-0.054039993839	-0.038094265616	-0.139459521716	-0.270610703458	-0.179181525533	0.000304717349	0.955097126265	N\A	0.053445212608	0.207614174595	0.202298879319	0.236384339805	0.201435173922	0.287538410192	0.056059027312	0.055507484671	0.067858419166	0.055301825384	0.058778291109	38	9	
1600000	362.063296	1	0.864642700364	0.748484473215	0.529666654439	0.151686109127	1.214903190431	0.259047275313	-0.492208660419	0.010953297780	-0.044196600522	-0.042739585495	-0.173930187855	-0.160891284455	0.000475564730	0.946713940521	N\A	0.066767488107	0.238007732930	0.231219669710	0.272143635505	0.261835026530	0.354839238389	0.069979190343	0.068323184322	0.075475324671	0.077453595911	0.069330475039	38	12	
1650000	355.110461	1	3.013666618878	0.838850184227	0.376715418402	0.016973402729	0.714837181983	-0.307570898887	-2.386780608889	-0.175147259531	-0.127646990217	-0.154307551957	-0.252204332556	-0.137873393554	0.000658763240	0.941152648933	N\A	0.052429961124	0.247691871311	0.239915814261	0.294299682884	0.273459835973	0.402351748818	0.054990657522	0.054689149644	0.065684914702	0.066079169340	0.061027457431	44	14	
1700000	372.610293	1	0.581628964125	0.806817733092	0.616001627868	0.333633321389	1.339009249122	0.430088198699	0.656344765111	-0.083428621724	-0.063530088213	-0.173472144370	-0.188575760229	-0.161618693662	0.000401666570	0.949660012692	N\A	0.061361089560	0.223783839001	0.213419882782	0.260493548146	0.242142250110	0.330395922681	0.064499299606	0.062798772235	0.072002300748	0.072121845852	0.066851645525	31	14	
1750000	375.249458	1	0.696056276083	0.744583936409	0.292612073541	0.099008560804	1.202964490918	0.269681931132	0.691668218481	0.048506165757	-0.018073235465	-0.038712309338	-0.156823157526	-0.060576248791	0.000452976130	0.951398275935	N\A	0.065162520865	0.232842351165	0.225617830860	0.276328395838	0.257295494911	0.354672776373	0.067851305756	0.066551139483	0.074708877078	0.076895260096	0.069745747007	41	14	
1800000	354.612862	1	0.560094608018	0.843064628246	0.652097626168	0.309778686226	1.490701616467	0.429318301697	0.577153857121	-0.138284013171	-0.047613214631	-0.152225548614	-0.201146429256	-0.158714421130	0.000219442480	0.942767542241	N\A	0.045354519424	0.191882279521	0.174727996014	0.265537165645	0.188704768369	0.243810881193	0.048748115837	0.048454664643	0.065762773849	0.060250861530	0.049916353344	33	7	
1850000	378.067227	1	0.584221813412	0.921241969870	0.880661688608	0.433973970883	1.402297740528	0.658920723152	0.191870560473	-0.194557006312	-0.153661721082	-0.278928489628	-0.284120562442	-0.287020553684	0.000231851780	0.947047853841	N\A	0.035876289652	0.175975637566	0.169350476691	0.219594144987	0.178253485860	0.247401568338	0.041018188602	0.039270614671	0.051154967259	0.049442369800	0.042399223588	40	14	
1900000	358.825973	1	0.638325502275	0.795810737839	1.030681319539	0.572705584599	1.444575989872	1.303561310373	0.242338859380	-0.033536665013	0.003570123144	-0.137171389543	-0.220261174409	-0.124816203049	0.000248304449	0.933969218255	N\A	0.089689889544	0.283745709535	0.269280919624	0.300815084657	0.275604999543	0.330323658996	0.093405521622	0.091210685945	0.094572076685	0.096315984221	0.093309033562	38	12	
1950000	369.693450	1	0.267283652349	0.911882163142	1.101993336635	0.669146339351	1.592065537536	0.693135538335	1.140110559300	-0.163974303792	-0.188156318975	-0.298471869256	-0.314745518805	-0.283393104870	0.000357930431	0.948331172725	N\A	0.058118425453	0.209013136860	0.200024921000	0.215109288504	0.221826467700	0.314733742948	0.061387702870	0.059763003412	0.065384600643	0.072879650089	0.063452738407	39	10	
2000000	365.956449	1	0.545027041355	0.863499189198	0.812273989690	0.426809094017	1.424967631798	0.464815297506	0.694285247567	-0.103516368726	-0.115306402599	-0.241116745068	-0.197184220890	-0.184676447492	0.000129477733	0.942663912041	N\A	0.079264425538	0.209899253745	0.198572506289	0.220647951091	0.206831429226	0.323789188715	0.082318772872	0.080741066509	0.087272610963	0.085569466749	0.083135504455	52	10	
2050000	353.822954	1	0.773185034789	0.788413564387	0.659921588826	0.314613435248	1.134205913900	0.636548884637	-0.846751869889	-0.039924848085	-0.019910859164	-0.107509072115	-0.217898900708	-0.127664687540	0.000525518330	0.945562300783	N\A	0.044044099921	0.195272294435	0.178614340794	0.200422192053	0.192601991514	0.308800071067	0.046839705174	0.047392928870	0.055637741945	0.058106866859	0.052319034023	46	10	
2100000	367.760192	1	0.698624429973	0.920054235009	0.766259950014	0.368457956208	1.301664682722	0.521592549349	0.394856161260	-0.186052037633	-0.181610612687	-0.265452608550	-0.368903496154	-0.266612764420	0.000323791419	0.961008057975	N\A	0.058685344319	0.240900634386	0.211607013848	0.238362384073	0.226267064543	0.297468477518	0.061512688557	0.060437704071	0.067315603921	0.069010511346	0.059927720136	54	8	
2150000	334.676932	1	0.735502014684	0.710462845823	-0.176375370604	-0.571874804151	0.539793926259	-0.481646074429	0.765818865121	0.014952165636	0.019840809441	-0.063042415989	-0.129308082086	-0.066516323113	0.001271324098	0.936793794959	N\A	0.109166241470	0.365733320414	0.361080576710	0.416298430386	0.376690126247	0.577717071410	0.110985430648	0.110340897616	0.116622554787	0.117595077336	0.112572904921	39	8	
2200000	366.895602	1	1.137584270479	0.817355115847	0.441070612196	-0.001856928947	1.052468777131	0.355872402009	-0.142297757664	-0.127409412974	-0.029650105093	-0.210109302039	-0.224402066554	-0.130556061683	0.000677283450	0.948444674098	N\A	0.051280402402	0.282480791912	0.274930239703	0.328662069608	0.301045907916	0.428984999007	0.054092914298	0.053269363981	0.064631903118	0.068481976574	0.057581901944	43	12	
2250000	368.257758	1	0.148545156518	1.087787050734	1.243382890009	0.763083293162	1.851258505893	0.760179298151	0.962373356103	-0.368525122600	-0.368304350924	-0.414800606008	-0.541747597601	-0.451713057707	0.000483082004	0.949060876523	N\A	0.079984038035	0.254091524011	0.248629819819	0.285891791344	0.274695829003	0.365429723784	0.082099989952	0.081072132212	0.087902588651	0.089235472838	0.082955778801	35	17	
2300000	385.092332	1	0.723186799880	0.778916774594	0.562839201200	0.100216949247	1.330294282618	0.274942077135	0.308234470413	-0.079192953727	-0.054467089686	-0.112226926196	-0.113489825315	-0.168045194895	0.000480681420	0.942035438772	N\A	0.065510079179	0.243539947545	0.239347542049	0.271839490654	0.262810961989	0.318037660613	0.068893949836	0.067349317522	0.074324697621	0.079105819574	0.067923217605	40	15	
2350000	361.525803	1	0.724732068343	0.875899644648	0.750786382751	0.235196230664	1.211073928101	0.542764816348	-0.007744640483	-0.166449350621	-0.156777143916	-0.225578245467	-0.259558409076	-0.218518168435	0.001106574210	0.948592495654	N\A	0.052801692011	0.200762859500	0.191371768078	0.220661568698	0.206462952219	0.399724298981	0.056216402411	0.054385249424	0.064861103905	0.064423135019	0.059053793689	34	9	
2400000	366.192014	1	0.727518853598	0.810112625553	0.561731865766	0.175503671880	1.362763103600	0.518919907367	0.535920118104	-0.042032231816	-0.080443412502	-0.021533226228	-0.235034684178	-0.184821169262	0.002616190396	0.956356918131	N\A	0.033069689940	0.142305006360	0.128009499618	0.142060206516	0.152208147931	0.543396793075	0.038203167696	0.035933956601	0.040637514650	0.049060982102	0.050568119075	39	17	
2450000	380.940857	1	0.729377616658	0.853315993990	0.541585370686	0.099816043808	1.806223693098	0.199868035668	0.475590632171	-0.161225479338	-0.136468660859	-0.211966651605	-0.178641527527	-0.188118534791	0.000583498162	0.950069317808	N\A	0.073957115569	0.258493666245	0.252845094166	0.290681317657	0.291709097014	0.391052902558	0.076905667255	0.075062337621	0.080593709446	0.087019984336	0.077494143509	35	18	
2500000	389.511637	1	0.349710036197	0.873048244152	0.982578625359	0.598927574858	1.661572567834	0.772386264660	0.854165635427	-0.172464214053	-0.158393808579	-0.181519610780	-0.303637111154	-0.214340549646	0.000542568224	0.954639646725	N\A	0.032170081814	0.210190428411	0.199447263403	0.242345759439	0.235652298965	0.346571497537	0.038510220677	0.035144203009	0.044715544259	0.050018109400	0.036455624929	45	13	
2550000	359.736227	1	0.511500459049	0.999480854426	1.065304098686	0.624714810266	1.586255231903	1.072672025521	0.397341566201	-0.279271514594	-0.270422621653	-0.387241917798	-0.489751346986	-0.332533577426	0.000405798086	0.942644495620	N\A	0.061675860279	0.224641032619	0.216592029045	0.256595945269	0.244226940662	0.331214722237	0.063889771549	0.063880613749	0.071527736650	0.073361852990	0.067384954690	41	13	
2600000	374.535566	1	0.460834509542	0.870939292233	0.540356816544	0.072212783098	0.809623406506	0.045284422894	0.723813581214	-0.155397413182	-0.149041708337	-0.164227999851	-0.222301207733	-0.206766998806	0.000309639159	0.951206079662	N\A	0.053875108512	0.205877376560	0.194161002100	0.242070312118	0.218130653577	0.293281414396	0.056454191539	0.055632091333	0.063926622483	0.060431059182	0.061882441747	48	11	
2650000	381.588366	1	0.686708698043	0.816254274597	0.429727139169	0.091401482323	0.788841776726	0.426048135218	0.631322099660	-0.142425375385	-0.057561050803	-0.211306392131	-0.301364833352	-0.229469308646	0.000312988002	0.943738865974	N\A	0.054165663019	0.228969863033	0.207360975438	0.221637933828	0.204428303543	0.288995842630	0.058349870388	0.056331468774	0.061345673276	0.058529167128	0.058369610681	41	19	
2700000	380.353529	1	0.514289923642	0.772175629358	0.681855361572	0.217258298608	1.176348196859	0.413128309409	-0.394379296227	-0.056202896422	-0.024239091841	-0.112855291301	-0.174777046273	-0.055774874791	0.000250667899	0.943783242985	N\A	0.050132449008	0.206526229740	0.184742429249	0.217007802028	0.191554486081	0.260104498975	0.056279716700	0.052172184354	0.063052641979	0.059369528051	0.054871837687	32	13	
2750000	391.182125	1	0.636395423448	0.757033299888	0.753579920509	0.326059578809	1.326157936844	0.328473503883	0.414653533963	-0.043957212598	0.015648024758	-0.060801597022	-0.084692614707	-0.146173339074	0.000243394766	0.942476181211	N\A	0.051498635459	0.207012829611	0.186383720729	0.210544777383	0.195730617563	0.262692365852	0.056773506945	0.053609525577	0.061235672371	0.062414842858	0.055989757970	46	14	
2800000	390.599201	1	0.670526668655	0.833989400971	0.766071316966	0.334165228059	1.137777946718	0.471846246517	1.046882026859	-0.130306721372	-0.073616190605	-0.154168173278	-0.222618696564	-0.213627689399	0.000233857864	0.951110938561	N\A	0.046919357947	0.185648046899	0.177849354124	0.202788766952	0.187439636399	0.256288957436	0.051432434757	0.048731039596	0.054612275447	0.056999859462	0.053054901356	40	18	
2850000	386.197445	1	2.003074278082	0.804897401729	0.660708494920	0.297997235712	1.374949873495	0.544091429948	-0.886112543219	-0.051297637962	-0.048575855526	-0.110141255832	-0.206469492611	-0.172859956337	0.000352826217	0.945733844973	N\A	0.056427641119	0.215573090233	0.204126550351	0.230065189749	0.250125719072	0.308388831649	0.060062504086	0.058548510706	0.062641285933	0.071858103118	0.061116938526	43	15	
2900000	339.144310	1	1.289921272186	0.683213948202	-0.658990858638	-1.210613337803	0.045341196763	-0.826622724716	-0.201781018928	-0.005551988505	0.051926409831	-0.061074434864	-0.126940983828	-0.041528407129	0.000826539303	0.935792437396	N\A	0.143758360180	0.402497198139	0.393462661302	0.408709185949	0.400334700385	0.504739873776	0.145677862424	0.144461679726	0.148246718396	0.147622316455	0.146889423650	39	12	
2950000	361.355393	1	0.780711957734	0.832551136056	-0.182411346928	-0.630170734316	0.242310586383	-0.449784460690	-0.425895582626	-0.089781967081	-0.098649923212	-0.149189303406	-0.266403679288	-0.197920588467	0.000162447264	0.949607891184	N\A	0.047224412165	0.170491537780	0.160891288676	0.189099177447	0.183565419874	0.219038121095	0.050769232571	0.049386545871	0.059481409394	0.060850809742	0.051187853291	47	14	
3000000	369.950480	1	0.614726492348	0.786344763757	0.831685755587	0.515476790719	1.337741702617	0.742128646640	0.446511393359	-0.010594769051	-0.053559878177	-0.135718312887	-0.254393609756	-0.091805313898	0.000346892069	0.958606456974	N\A	0.059235707688	0.228044977521	0.221900017279	0.234120774714	0.216970071129	0.310339050310	0.062277425572	0.061851736380	0.065985078903	0.060064692435	0.065320172539	38	16	
3050000	365.250357	1	0.582759088911	0.883450414679	0.553275584655	0.400615325920	1.115582371012	0.062053670630	0.381542880879	-0.090265100024	-0.150029455061	-0.216359999933	-0.286862317600	-0.173799112345	0.000417618212	0.940805314392	N\A	0.064518189770	0.239435259201	0.224067188669	0.256009342958	0.226845840637	0.353925168323	0.069420148812	0.066189003491	0.071719003647	0.069539780568	0.070276609884	49	12	
3100000	358.505861	1	0.306766743194	0.937366227165	1.022158753617	0.784672350342	1.868689867104	0.018145980741	0.547328078970	-0.234109474128	-0.209820639800	-0.245189974938	-0.326768231911	-0.254625425611	0.000235045813	0.938795091437	N\A	0.046939285916	0.198646852514	0.180250179639	0.253145603402	0.186677919394	0.262772620137	0.050533379066	0.050026994595	0.063059403227	0.056246282563	0.053666131498	41	15	
3150000	363.039631	1	0.264029910168	0.932122288157	1.379114772406	0.744642206498	1.788253866512	0.142715711279	0.881643452948	-0.240945413904	-0.162724026396	-0.289099851101	-0.321339907863	-0.301053476067	0.000255734730	0.956890147722	N\A	0.044094160738	0.187124078686	0.173004461145	0.193787749428	0.191433152445	0.255817387328	0.045783474136	0.047494684245	0.051910962588	0.058206943984	0.050000214694	35	9	
3200000	343.672796	1	0.902042865553	0.704600677867	0.231693090543	-0.187296476426	0.544750660428	0.071221009602	-0.251820923302	-0.013055741324	0.054820069269	-0.027931785616	-0.116422914706	-0.111180045399	0.000365782475	0.933837361823	N\A	0.058556035518	0.231254225982	0.213945546778	0.253398641684	0.230165127749	0.320440974086	0.063176133671	0.060990603538	0.072584483918	0.068323959629	0.062056165153	38	10	
3250000	359.102613	1	0.606252185795	0.871511263598	0.797691170699	0.343722574602	1.153033794235	0.689074122010	0.540151244602	-0.173967009857	-0.143533103401	-0.185224172271	-0.320578500260	-0.220692716212	0.000219201415	0.937384523845	N\A	0.066126611444	0.212825417343	0.195481525434	0.213406271029	0.205324493017	0.259694338329	0.070035890921	0.068453658599	0.072862140618	0.073886142134	0.069372377749	38	8	
3300000	362.441683	1	0.940816457190	0.810218205339	0.393776289523	0.038833728000	1.140125527201	0.252763519519	-0.035557751910	-0.080383324233	-0.050502254187	-0.083119061722	-0.211340469455	-0.140117808397	0.000274029563	0.949001432380	N\A	0.050682604835	0.215975842578	0.194172593312	0.202168111034	0.219203127750	0.273268151385	0.056089485819	0.052748053239	0.054826002483	0.066554990211	0.056239525583	44	13	
3350000	365.850179	1	0.790011664149	0.874053960042	0.525042628726	0.188383365584	1.296447479764	0.402694996625	0.181096069745	-0.200626783002	-0.096776304248	-0.240678890818	-0.289339979019	-0.191139405569	0.000226766075	0.943143772587	N\A	0.057310507866	0.206000138914	0.186924968995	0.195437694872	0.212079365575	0.254187323744	0.062373449268	0.059677434790	0.061392189509	0.073623547954	0.060835178624	49	11	
3400000	372.234411	1	-0.554347126825	0.930608038724	0.976000228728	0.520442141184	1.692181517901	0.974477335066	1.573831884124	-0.234691423730	-0.147096529238	-0.291479358170	-0.360274872977	-0.314796772421	0.000303943555	0.940352719224	N\A	0.054034790396	0.230454154529	0.207596963313	0.220554726049	0.220028815414	0.285303472201	0.057824202269	0.056920927784	0.061898326816	0.066341290687	0.057871713330	45	12	
3450000	376.316038	1	0.189179585587	0.774440752299	1.264636798765	0.790107282414	1.779204329745	1.048455297202	0.792486255799	-0.049183692458	-0.005104256957	-0.107107268570	-0.176254882756	-0.128801046597	0.000229139437	0.949108160993	N\A	0.046884780320	0.183754348591	0.169896439995	0.189473814091	0.192857797390	0.251846220845	0.052606373970	0.049040918073	0.052247160648	0.062223007397	0.051802036648	46	15	
3500000	355.797424	1	0.032925596789	0.798051032853	1.479369215066	0.955370474674	1.915628944394	1.244367780030	0.884026675809	-0.081073152763	-0.043025862393	-0.147774597839	-0.182994351110	-0.090758868951	0.000399715541	0.940928432423	N\A	0.061211882457	0.258356280191	0.234357450650	0.249642342198	0.239927409676	0.326767791675	0.065513864685	0.063263955247	0.069162567050	0.070895707376	0.065282231545	44	10	
3550000	327.634926	1	0.824521342925	0.821049932219	0.682724002191	0.199303763241	1.393258357045	0.117463464170	0.169139933708	-0.079741778975	-0.068266736985	-0.154092662542	-0.162991927128	-0.158660560296	0.000228469164	0.939559971267	N\A	0.048189834940	0.197671586699	0.179897814559	0.201692358605	0.196450929848	0.258822219402	0.052646892369	0.050680768840	0.060149167204	0.059956854146	0.056057316198	37	8	
3600000	360.033376	1	0.482092370404	0.846024070312	1.343508716139	0.928598825942	1.863874269765	1.191355499572	0.624992963171	-0.136950569086	-0.085100262305	-0.169915599665	-0.246959946801	-0.248861201088	0.000341421565	0.945595319719	N\A	0.048564968045	0.228512895429	0.205547659009	0.232659623844	0.213239982983	0.305638630393	0.052306555772	0.050682319174	0.062189379625	0.059995809319	0.054870228983	33	11	
3650000	347.287493	1	0.600317056791	0.876244687141	0.789908729692	0.297054948857	1.411497583495	0.532534987475	0.454249338431	-0.170976378076	-0.147267709979	-0.266051726429	-0.313856989800	-0.164708765054	0.000428374679	0.932678119892	N\A	0.058077555912	0.237811327898	0.227049566590	0.255838198503	0.244832771543	0.336404629023	0.063067575496	0.060468605333	0.067423524755	0.069555676939	0.064192851018	42	11	
