Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m2-VR-005.txt
Log File Name:                   SEP_d1_m2-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            730869591
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m2-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     11
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
    Beta-5                       None
    Beta-6                       None
    Beta-7                       None
    Beta-8                       None
    Beta-9                       None
    Beta-10                      None
    Beta-11                      None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Beta-5 - normal 0.00 5.00 
        Beta-6 - normal 0.00 5.00 
        Beta-7 - normal 0.00 5.00 
        Beta-8 - normal 0.00 5.00 
        Beta-9 - normal 0.00 5.00 
        Beta-10 - normal 0.00 5.00 
        Beta-11 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      12
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Beta 5	Beta 6	Beta 7	Beta 8	Beta 9	Beta 10	Beta 11	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	s.e. Beta-5	s.e. Beta-6	s.e. Beta-7	s.e. Beta-8	s.e. Beta-9	s.e. Beta-10	s.e. Beta-11	No RJ Local Branch	No RJ Local Node	
1550000	365.758936	1	3.128922255181	-1.206997293274	-2.967845446278	-3.396219942561	-2.742969976076	-2.768597913461	-2.889125004354	1.796395038539	1.819513552984	1.739250195393	1.686943555230	1.747906237176	0.000330120882	0.932586478362	N\A	0.403299303859	1.266315852332	1.265307767140	1.268772139339	1.267818560339	1.281028184226	0.403604910759	0.403685070074	0.404110064112	0.404489106891	0.403652873290	46	34	
1600000	348.239294	1	2.601998216964	-1.265406197197	-2.432301245331	-2.723757216173	-2.077161751878	-2.407207433265	-2.329139496165	1.838789674786	1.860680044240	1.779489972986	1.858844138388	1.749920918777	0.000281779363	0.925162982834	N\A	0.653463534544	1.455185468793	1.454418430195	1.456771510361	1.455624349981	1.467381321630	0.653683466892	0.653656745285	0.653983718431	0.654297358193	0.653827370439	42	18	
1650000	366.513649	1	2.566122364896	-1.133264672511	-2.383911433307	-2.613286536273	-2.109906837034	-2.427139415460	-2.308189925096	1.729249184734	1.723058099460	1.656714016958	1.685780228335	1.644934954303	0.000187186670	0.929446529138	N\A	0.412061102497	0.837391135777	0.834260591036	0.837026062544	0.834252394490	0.858752961910	0.412631819138	0.412358446290	0.412708787026	0.412614620097	0.412418336587	49	26	
1700000	347.605943	1	2.391219173953	-1.060211674716	-2.077730409874	-2.493593377884	-2.244391481593	-2.160622879350	-2.069617568639	1.648216288041	1.676122604668	1.674882894499	1.575280032403	1.553738306041	0.000281069007	0.923280298583	N\A	0.534268484341	1.051911685212	1.050899388441	1.056848859401	1.053334300900	1.069339888608	0.534527560400	0.534519563833	0.535436200498	0.535307584774	0.534688694517	44	33	
1750000	358.779904	1	2.521222407806	-0.977580535860	-2.273601052962	-2.656537187971	-2.375983434420	-2.240905376609	-2.324896161762	1.590577006697	1.583965203227	1.568376436023	1.529138269340	1.508594481443	0.000253047087	0.940218540843	N\A	0.457882500932	0.955262090948	0.953890969365	0.959751516196	0.955227782172	0.971019709109	0.458067147319	0.458181111926	0.458814340725	0.458940021517	0.458252480361	46	28	
1800000	354.272811	1	1.869819312781	-0.540275712020	-1.507511727887	-1.926429237421	-1.568715463519	-1.810015778631	-1.526979123507	1.139912658864	1.104725435935	1.065991085774	1.094236579295	1.052784060080	0.000228938496	0.919245425378	N\A	0.245893408723	0.569136224955	0.447394457308	0.451941794091	0.456406534658	0.480396419048	0.246961954471	0.246304776431	0.247108064843	0.248291771460	0.246817481915	43	26	
1850000	359.344535	1	1.394258873278	-0.085077484086	-0.971184993057	-1.332987032651	-1.270039547638	-1.592364637245	-0.926090497034	0.725049904731	0.736276267893	0.632121302871	0.670369037708	0.574293957856	0.000270834214	0.936165284508	N\A	0.194097699233	0.603455806075	0.601977122644	0.386737998512	0.494165653618	0.424981877246	0.194539708010	0.194826834227	0.196131170940	0.197115204018	0.195592863944	51	32	
1900000	382.255836	1	0.043370253865	0.581594357249	0.074293200308	-0.146323958984	0.071241164399	0.276382791957	0.274419870208	0.041699283133	0.005315651504	-0.039752686837	-0.056573073006	-0.068211285139	0.000231522381	0.935020274141	N\A	0.047040087298	0.183748115195	0.178170403634	0.188431785445	0.184798531694	0.248893786611	0.049293195635	0.050231930375	0.052435104673	0.056030916631	0.050857607907	42	30	
1950000	368.620235	1	-0.346883265941	0.701329569846	0.560191210940	0.221409592861	0.539528210700	0.448331526616	1.503588866983	-0.056892190486	-0.092085088903	-0.154742888485	-0.115170750891	-0.187780789298	0.000220482829	0.932023102599	N\A	0.058810222628	0.221177733051	0.217807714139	0.225366644580	0.222462391119	0.576441322068	0.061117534864	0.061486904426	0.063410556694	0.066699081803	0.061368347302	51	28	
2000000	386.958462	1	-0.214968751168	0.658001028851	0.254824057061	-0.177460613545	0.526677565042	0.212648521870	0.631127599176	-0.028146080600	-0.054095586995	-0.120305354387	-0.124578386948	-0.150108551051	0.000212286575	0.938128021268	N\A	0.057468800809	0.217558853986	0.211332504462	0.221313341116	0.216713052516	0.252647185084	0.059307634843	0.059507127144	0.062297701360	0.064102069901	0.061553437937	44	23	
2050000	382.749644	1	0.144665252685	0.581148512757	0.140781299745	-0.266043409072	0.424260694062	-0.191169205951	0.067928890267	0.042805077703	0.024098763923	-0.083913555787	0.075600335846	-0.071236253719	0.000219975438	0.922795611596	N\A	0.044758815236	0.182803572905	0.172620480322	0.187728226216	0.182837216718	0.242917644272	0.048349933539	0.048519787220	0.051981795020	0.056387475220	0.048423510919	45	35	
2100000	378.187924	1	-0.016593811151	0.605832794253	0.080993447436	-0.242649059845	-0.061838045772	0.026915142380	0.550488840158	0.002642078386	-0.013964495843	-0.024460628867	-0.026535806670	-0.125034714453	0.000218408950	0.923438666220	N\A	0.045618678148	0.183351513858	0.174559153898	0.196750639779	0.183158096206	0.238992218082	0.049121433389	0.049079063810	0.054795834983	0.056655114432	0.049211792611	42	30	
2150000	384.929922	1	0.037559705760	0.568575006379	0.089792215915	-0.341067086018	0.154792637633	0.067040480489	0.388346548620	0.087591934685	0.054816522496	-0.013719247478	-0.014983972129	-0.080305441467	0.000216977737	0.927214448376	N\A	0.045229459423	0.179248558113	0.172329872184	0.187049851036	0.178191230763	0.241869575813	0.050564884943	0.047926500937	0.052265293558	0.053090076827	0.048839182820	45	20	
2200000	373.561485	1	0.038336674435	0.570747346720	0.222597171778	-0.214781989627	0.168414258699	0.169195280400	0.178082256294	0.041402336607	0.029683754934	-0.027618809902	-0.029948919323	-0.019567092991	0.000269317493	0.918815549731	N\A	0.051810437472	0.211179022969	0.200659603977	0.211905668597	0.207771240217	0.274604957939	0.057017482831	0.054257290313	0.057538561796	0.060966124416	0.055826193090	44	28	
2250000	377.213836	1	-0.393642700834	0.725372172052	0.286665054066	-0.023180004603	0.677859772959	0.474911428418	0.761979101274	-0.078178756231	-0.094565213322	-0.181401400138	-0.175295722810	-0.248792956303	0.000256390440	0.916810187303	N\A	0.060822791619	0.211413162035	0.204591962201	0.368240802900	0.205090021898	0.637181717336	0.064310183185	0.063505400604	0.065308096221	0.067015298003	0.064676929415	50	25	
2300000	372.456098	1	0.004190760626	0.635639345514	0.356119322354	-0.048957423872	0.169755269565	0.240397492779	0.261220971109	-0.040944566899	-0.045054686411	-0.051318491646	-0.074340944975	-0.161103712511	0.000229427324	0.934692329515	N\A	0.039141259156	0.191054030149	0.173054633351	0.195674743366	0.181388170056	0.250162781459	0.041585971374	0.042969617415	0.049536909154	0.050643664837	0.043891536984	55	24	
2350000	396.120834	1	0.015297269793	0.686777967953	0.018589414228	-0.227694949536	0.590742504641	0.254842804204	0.160413740072	-0.048152678596	-0.070341484197	-0.208616833452	-0.199431888747	-0.161637350826	0.000255195657	0.929925995016	N\A	0.049266277995	0.193778026266	0.186690324926	0.195437801851	0.193458725791	0.260852673783	0.052318779773	0.052238172511	0.054179206155	0.057950829914	0.052574890003	46	20	
2400000	367.561761	1	0.867352508195	0.604721778300	-0.628446332431	-0.951861593821	0.077353873033	-0.704695528939	-0.770889359393	0.027991259089	0.006978259052	-0.090825701187	-0.036219252775	-0.083642288563	0.000286139358	0.919931409006	N\A	0.051592782236	0.395793478005	0.392517400502	0.478156200920	0.405152733447	0.438250459889	0.054766043521	0.054675808205	0.057347049124	0.061129831598	0.055672189352	45	21	
2450000	376.871380	1	0.329396197559	0.604118152160	0.105920358647	-0.099269344561	0.194044047508	0.002864719990	-0.245792010312	0.019055751201	-0.033350273114	-0.079846849463	-0.087147540720	-0.110345793620	0.000260158523	0.922530701361	N\A	0.054381834781	0.274696467320	0.268845308526	0.300342485549	0.273452583246	0.327286729633	0.057659966226	0.057046233582	0.060507359195	0.062494105578	0.057425537418	48	28	
2500000	371.280093	1	-0.021263868674	0.598812674768	0.207718671030	-0.163977274931	-0.015938522453	0.093291388371	0.319422605227	0.025367761699	0.001784960649	-0.019931051417	-0.036471723391	-0.047025563780	0.000218890735	0.919866957178	N\A	0.051309006397	0.206492279159	0.185222980735	0.214056533541	0.187205458061	0.249497910462	0.055182136358	0.054335767864	0.056866815286	0.059511354085	0.055110085409	56	28	
2550000	374.238413	1	-0.229145170479	0.536132277840	0.506601348987	0.093017452568	0.558465773353	0.443411417992	0.733314181350	0.040781787925	0.050011752961	-0.031910689780	-0.038188297529	-0.037556240351	0.000240179550	0.932502971212	N\A	0.043228075943	0.202131931016	0.186665073395	0.193069866501	0.186177972293	0.251782118437	0.046069399626	0.046890351591	0.050121096146	0.052409258382	0.046572696344	50	22	
2600000	377.823403	1	-0.084390867513	0.602938166018	0.447570908331	0.077390643042	0.687819979880	0.233842657319	0.229438413248	-0.001288931281	-0.013737517095	-0.041622561642	-0.095014527029	-0.071652682094	0.000285118760	0.922248418824	N\A	0.052259016496	0.214556173166	0.206780600419	0.222222620321	0.213531749972	0.279997133272	0.056483007545	0.054941067487	0.059716377154	0.061324671373	0.055589205274	63	23	
2650000	391.046962	1	0.076986525749	0.524417585186	0.140760987123	-0.247525367075	-0.028659630853	0.103369790322	0.348625835916	0.102674333252	0.083748903622	0.053830933699	0.033968632916	-0.036785717483	0.000208765415	0.949003686395	N\A	0.050630235717	0.197303367009	0.177229778946	0.195821933585	0.175223925206	0.240262587773	0.056975927680	0.053101819981	0.056634688140	0.052121689330	0.052192773483	50	26	
2700000	370.644926	1	-0.014229213187	0.520791745951	-0.141152486878	-0.016398102669	0.164791818166	0.083607285816	0.405366941244	0.085078476976	0.044425672806	0.007785522322	0.073643172151	-0.000646773321	0.000205489700	0.918860488924	N\A	0.055086609613	0.345749331367	0.182739698619	0.192818222130	0.192610682518	0.244973327932	0.059565743834	0.057595044478	0.059752187558	0.064257961324	0.057878699054	56	29	
2750000	379.938275	1	-0.085180496098	0.671497236109	0.231736278461	-0.149102669201	0.474821691582	0.332279233484	0.315542491124	-0.080676325079	-0.058906670881	-0.113358039212	-0.144714702575	-0.160874689241	0.000271110982	0.922723554807	N\A	0.061656932287	0.228433289917	0.222651865751	0.232986528555	0.227604125499	0.290003927568	0.063934773143	0.064363452818	0.067265583405	0.069144746226	0.064889352925	42	23	
2800000	375.343557	1	0.187363534403	0.558783249751	0.127963751653	-0.141256072600	0.082969382671	0.323825410899	-0.034781211808	0.084395917072	0.035786766042	0.011877012568	-0.078538287851	-0.055560130122	0.000281010033	0.928316347822	N\A	0.055446250294	0.201980050353	0.201618906516	0.215191093838	0.205878817474	0.273166613449	0.058356766126	0.057876745798	0.064348389023	0.064545232895	0.057955970915	56	24	
2850000	380.945322	1	-0.029163030892	0.616734669610	0.011234604197	-0.296635700328	0.480238888163	0.057450599360	0.537948062952	0.000652605192	-0.035909293997	-0.115757891327	-0.067313966566	-0.129383147190	0.000213724683	0.922336816495	N\A	0.048453274694	0.159942633906	0.146608424056	0.172736641393	0.156262813310	0.232079039600	0.052525480713	0.050914405261	0.054580184377	0.057378080927	0.053496499148	45	26	
2900000	375.051289	1	-0.258424088250	0.596873149554	0.323213977904	0.093971384721	0.517195036292	0.208048392745	0.831298451309	0.013951572564	-0.014135936944	-0.066761071877	-0.058683002997	-0.110579942508	0.000246469010	0.930830913993	N\A	0.086850007693	0.247571981226	0.234016119574	0.244180914282	0.238411889948	0.293515676267	0.088130686091	0.089000815976	0.090694414586	0.092222583724	0.088801276206	44	18	
2950000	397.622781	1	0.134729023246	0.579950592430	0.177499359962	-0.088298287639	0.304635476657	0.090154577727	-0.093677004156	0.067424509997	0.014863868107	-0.052957120303	-0.025804863523	-0.025853581091	0.000239476836	0.937204930658	N\A	0.047436439939	0.184543925539	0.179394483554	0.194950772899	0.206263002423	0.252813104806	0.049849296197	0.050051543383	0.053238374457	0.062892609713	0.051209922201	49	35	
3000000	379.794544	1	0.049418641412	0.592146556812	0.165960071968	-0.276210844574	0.361252102582	-0.095914829593	0.177774745261	0.030216966863	0.064957246399	-0.044352020315	0.012863854896	-0.063323647455	0.000296632891	0.925186257385	N\A	0.052480352359	0.218314771692	0.209739949656	0.218331357641	0.216190532518	0.288679047907	0.055871938692	0.055167052243	0.057468198634	0.061040886580	0.056692681998	47	21	
3050000	386.353390	1	-0.169830394310	0.634539717127	0.024953480630	-0.243549205334	0.659441028644	0.503615611452	0.551492746769	0.013143366130	-0.035872095472	-0.119390813977	-0.078973215979	-0.150238938044	0.000257567674	0.931106434887	N\A	0.045646901341	0.231047606669	0.226434098831	0.175158743309	0.163501888936	0.243364779374	0.048419883633	0.048083497055	0.053533524068	0.055177541959	0.050690712187	41	30	
3100000	383.327136	1	0.191234720983	0.557434045244	0.064539519456	-0.256249552679	0.224111856055	-0.005380482222	0.115789002926	0.064277789584	0.040767357474	-0.023719243824	0.007752757395	-0.088523476215	0.000223921524	0.929730546780	N\A	0.058575254201	0.198650768258	0.190090705312	0.207397967005	0.198119584198	0.256567873339	0.061027086842	0.060488123433	0.065553529167	0.067363645295	0.062034510058	41	19	
3150000	383.863776	1	-0.002883665930	0.572697547804	0.144294598515	-0.145029479166	0.086262518241	0.152827466591	0.621416510679	0.051537021242	0.043931438827	-0.022122819086	-0.021011252649	-0.091491899950	0.000224519438	0.927559711551	N\A	0.052787781242	0.190618799131	0.185629963949	0.201757307036	0.195494668984	0.236683718718	0.055399276232	0.055353996721	0.060738074672	0.061464880591	0.056809768359	53	23	
3200000	375.189174	1	0.135015612164	0.414160926994	0.064848067344	-0.320645675071	-0.076271075251	-0.017952530134	0.362515971547	0.226415105176	0.216422374394	0.180350953257	0.145645151297	0.062349035759	0.000277737955	0.921827276176	N\A	0.058375553958	0.201958742653	0.194265653771	0.223628114540	0.253243921431	0.282192349201	0.061180891863	0.060867963009	0.065950515145	0.066322104518	0.061976945143	49	27	
3250000	383.122989	1	-0.173234552914	0.671379252179	0.323472726253	-0.014002159472	0.630141415479	0.334675982683	0.479387275940	-0.061439974352	-0.101517465208	-0.144038620246	-0.112915888188	-0.160169411892	0.000262229217	0.929443656134	N\A	0.050333237549	0.178859620064	0.171068412769	0.202979647363	0.179511038852	0.266625434063	0.053531325384	0.052737990765	0.057093398338	0.058005080415	0.055028404278	52	29	
3300000	374.045017	1	0.107748331577	0.558868921329	0.155624103765	-0.202647212490	0.142296667374	0.001882327525	0.340941540080	0.070909068610	0.016301661221	-0.033175521700	-0.034120975090	-0.077116563981	0.000291424037	0.935618938607	N\A	0.025174855471	0.228092450800	0.219285933323	0.193242359004	0.226648658569	0.263295259021	0.029970365890	0.029203067837	0.038683448858	0.042610757586	0.033264058489	50	23	
3350000	378.198515	1	-0.022803598331	0.663649432218	0.340301920997	0.004097252623	0.571395566119	0.464079016255	0.026210129739	-0.003030883040	-0.080069330718	-0.118691955881	-0.153980748641	-0.130880482956	0.000312013883	0.935565966622	N\A	0.066532293627	0.222125011310	0.217481367871	0.247703965933	0.223361685675	0.303473900938	0.068285439080	0.068328642613	0.073104809209	0.072355796385	0.069594207176	55	21	
3400000	387.695353	1	-0.080990548048	0.633867945055	0.141274552969	-0.179501276596	0.237518191565	0.131157626946	0.600387939548	0.002727532313	-0.029983100953	-0.063640902760	-0.073650258017	-0.170871542483	0.000183489931	0.930214858935	N\A	0.063965704587	0.209245406311	0.198375530351	0.205529342878	0.200995307502	0.252986682278	0.067634979673	0.066030822893	0.067484017816	0.068302168178	0.066311868847	42	29	
3450000	380.214751	1	-0.096797414399	0.688745631183	0.442951754135	0.003707702544	0.467833043704	0.289030671198	0.438616359930	-0.064372366548	-0.068796365554	-0.188082064301	-0.140897304197	-0.208042474249	0.000243686516	0.920073457374	N\A	0.047794284940	0.190251635281	0.182348289692	0.196391497152	0.190130977205	0.256408246882	0.052174299503	0.050726832623	0.054122927841	0.057773712642	0.051921805339	44	24	
3500000	373.132492	1	0.120090350426	0.592616850453	0.184791348661	-0.203395484897	0.563146968304	0.131932735583	0.049192685093	-0.019911741396	0.028584259418	-0.090416925914	-0.056557816769	-0.105947696666	0.000211458545	0.923284387038	N\A	0.044742149433	0.182077656939	0.171456582983	0.181583456361	0.177409165349	0.240992688472	0.048622091225	0.048084914618	0.050521593105	0.053109045689	0.048861388501	47	27	
3550000	372.361280	1	-0.171288103750	0.657237062898	0.733847835589	0.416859867248	0.621553964242	0.357393499219	0.329223723834	-0.030305909062	-0.070423341101	-0.126983640415	-0.075787556720	-0.157770758095	0.000258015857	0.924696442734	N\A	0.049131316259	0.196272810294	0.187227713322	0.209714190159	0.227366177058	0.264587352771	0.052490657709	0.052014424436	0.056768876426	0.058305739341	0.052933634139	56	26	
3600000	385.476674	1	0.038443275701	0.624046097162	0.396622909249	0.023191387134	0.630960232684	0.373776289450	0.141641344760	-0.015301951410	-0.047901635241	-0.091161559344	-0.118072046213	-0.117795445474	0.000223206014	0.930455336416	N\A	0.047562104378	0.187098430913	0.181766534769	0.195993321092	0.209923526231	0.299467702887	0.050944499059	0.050325771828	0.054402432016	0.055136465903	0.051126407849	50	21	
3650000	371.027952	1	0.096525132997	0.569108114906	0.421823347783	0.185717120204	0.512087866295	0.331839047912	-0.017211268300	0.110202119402	0.046982387742	-0.028945774464	-0.010581936389	-0.094669765881	0.000233451808	0.918517336878	N\A	0.046788947527	0.284477976867	0.278576545907	0.189872054928	0.182347733506	0.251213103686	0.051570838585	0.050363330927	0.052463127711	0.055591965899	0.051190357568	51	27	
3700000	386.856783	1	-0.047343891450	0.586797850152	0.013316105276	-0.134982295051	0.322607815026	0.237028148249	0.450278624575	0.030166320560	0.047891602071	-0.088150429752	-0.050015186944	-0.079525418187	0.000192342964	0.932678949658	N\A	0.043149566250	0.211178445350	0.166098628508	0.176615833740	0.173604070277	0.227407225209	0.046546049504	0.047069984721	0.049276608039	0.053880283237	0.045709460738	50	18	
3750000	378.682073	1	-0.112566406929	0.628582974913	0.483387420796	-0.107061930389	0.748204454845	0.080762628728	0.491087012513	-0.067170343262	-0.029894274504	-0.109082291211	-0.050411579321	-0.109738357702	0.000227083486	0.918211900814	N\A	0.046137387052	0.189140104888	0.173508398492	0.238276120326	0.176684723435	0.251648333309	0.050529430325	0.049493725131	0.052311466086	0.052900886075	0.050985530738	44	19	
3800000	355.844652	1	0.017084214398	0.630382074851	0.084798366019	-0.279330193659	0.532747957375	-0.000062468349	0.326656685765	-0.020042093538	-0.075696796203	-0.094763272288	-0.085316070394	-0.127820595780	0.000208175187	0.946691885148	N\A	0.065218069830	0.216090399730	0.198632369328	0.217706018000	0.197764389615	0.259103569858	0.068768701989	0.067095603982	0.073104278285	0.066108939958	0.068284138990	53	28	
3850000	371.039791	1	-0.025113274068	0.647426647979	0.224362747540	-0.152818696023	0.288331010717	-0.030300753703	0.407838516222	-0.065683927875	-0.019400286484	-0.123213930262	-0.045979577203	-0.148532811846	0.000184643901	0.936321765012	N\A	0.042424598844	0.173923151655	0.170266104752	0.179281444512	0.174212884574	0.233746410623	0.044819957877	0.046516354542	0.048343371136	0.050635783749	0.046539873614	44	27	
