Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-glob-001.txt
Log File Name:                   STR_d1_m7-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1197626312
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	541.515658	1	-1.452580998989	1.103127326062	-0.090291643633	0.004409186357	0.000238465117	0.987421585970	N\A	0.026430202560	0.022528871695	0.002942465925	36	0	0.013601963847	Global Trend	
1050000	546.161581	1	-1.486271842213	1.112500245324	-0.106741509814	0.007051634883	0.000103700429	0.983581672298	N\A	0.025802580288	0.023169744073	0.002902034680	41	2	-0.001585208350	Global Trend	
1100000	539.678415	1	-1.458904791574	1.118582219946	-0.057692671075	-0.005130433669	0.000089068910	0.980866755786	N\A	0.028784955807	0.026977673782	0.002979742307	44	3	0.008207077390	Global Trend	
1150000	543.578667	1	-1.398595293854	1.088834338846	-0.093450657239	0.007256249835	0.000091570266	0.997416626771	N\A	0.020412403656	0.021849415525	0.002333603561	31	2	0.053040506447	Global Trend	
1200000	535.574677	1	-1.529410967817	1.087863860443	-0.059887421293	-0.001347255693	0.000095339387	0.990174212406	N\A	0.021865231054	0.021684103585	0.002568972495	39	0	-0.015430435657	Global Trend	
1250000	526.756834	1	-1.258369154937	1.058570934955	-0.061659960127	0.003408973620	0.000145658332	0.999223438420	N\A	0.022555752970	0.024442226638	0.002410427059	43	2	0.136961141534	Global Trend	
1300000	552.754573	1	-1.491066959982	1.125569914496	-0.090754879663	-0.000170131698	0.000106188781	0.979371207787	N\A	0.026033024010	0.023748607567	0.003087028179	39	3	0.005299216488	Global Trend	
1350000	550.140407	1	-1.555155240256	1.122990368705	-0.074929735536	-0.003277648385	0.000089477113	0.982151472256	N\A	0.023770707704	0.022882344560	0.002986771807	41	2	-0.003143704220	Global Trend	
1400000	542.103340	1	-1.476216630595	1.085445923378	-0.095292333732	0.008636883203	0.000175103207	0.999687003793	N\A	0.020679607645	0.023581337286	0.003004034458	31	1	0.375919517563	Global Trend	
1450000	544.984988	1	-1.529312671374	1.122993790167	-0.118092760205	0.006402486807	0.000191097339	0.990527269192	N\A	0.019247938620	0.019050049039	0.002476223864	31	2	-0.027431224907	Global Trend	
1500000	538.113060	1	-1.454378344969	1.104437749936	-0.110530635141	0.009987561816	0.000065878854	0.995710381065	N\A	0.022940179346	0.024496412919	0.002727143462	42	1	0.024668967089	Global Trend	
1550000	546.464532	1	-1.492260982881	1.073338205194	-0.038579776458	0.000154496185	0.000084426517	0.987020232768	N\A	0.020539219216	0.020514709892	0.002820244353	32	1	-0.002252279170	Global Trend	
1600000	545.767532	1	-1.530438445145	1.141684571920	-0.106514468326	0.003070694944	0.000228534863	0.981559233144	N\A	0.028131826566	0.024204608829	0.003052959035	38	3	0.004317649632	Global Trend	
1650000	552.226906	1	-1.426120735892	1.109502027584	-0.122994382746	0.013797724747	0.000059710468	0.999990210169	N\A	0.021390310627	0.023460565303	0.002462821097	46	1	0.660482142936	Global Trend	
1700000	550.174970	1	-1.400680907439	1.059708369301	-0.068445522171	0.008131972153	0.000171333506	0.998192483519	N\A	0.021286944403	0.023105242097	0.002580645533	44	2	0.162938546068	Global Trend	
1750000	547.745734	1	-1.492600413341	1.129253607741	-0.120587833140	0.009234916277	0.000073527450	0.983805329110	N\A	0.024149223171	0.024814505354	0.002982512415	45	0	0.006029508592	Global Trend	
1800000	536.291269	1	-1.521178089691	1.124265202261	-0.083464964928	0.002179760969	0.000090126616	0.980818847703	N\A	0.023869421126	0.023591103827	0.003355508599	42	1	0.002354081729	Global Trend	
1850000	540.256184	1	-1.456080513816	1.105222991718	-0.080192960781	0.003310792913	0.000173409437	0.980786639995	N\A	0.028854905215	0.027272675558	0.003478267264	33	2	0.011970765388	Global Trend	
1900000	542.083475	1	-1.377449753352	1.067350021842	-0.077033043332	0.008502623322	0.000189778750	0.998882785305	N\A	0.022350667168	0.024486785441	0.002702262975	33	3	-0.293126137767	Global Trend	
1950000	537.885797	1	-1.467864094292	1.103669284681	-0.074184826332	0.001226652201	0.000123049057	0.982642498533	N\A	0.027700377194	0.022088965703	0.002925161856	44	0	0.007721519859	Global Trend	
2000000	551.702162	1	-1.448346337042	1.088128973635	-0.073439168600	0.003629517080	0.000148086998	0.982825945714	N\A	0.025520448303	0.023406840759	0.003076531982	31	1	0.006927953961	Global Trend	
2050000	537.231631	1	-1.528083077143	1.102561667790	-0.060766425913	-0.001042776189	0.000152805827	0.982931313623	N\A	0.026017625556	0.023811084054	0.003022872838	42	0	-0.003161152371	Global Trend	
2100000	540.699586	1	-1.392753413802	1.115216481582	-0.118522018121	0.007196557156	0.000078152749	0.998662973280	N\A	0.025114594742	0.027368695927	0.002913462887	39	1	0.084258497749	Global Trend	
