Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m9-fab-005.txt
Log File Name:                   HIP_d1_m9-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2330394064
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m9-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
1500000	468.301115	1	-1.227791481164	1.229028837303	-0.044816627969	-0.088539056690	0.012804764534	0.000128101556	0.963590637156	N\A	0.105091652161	0.014677094327	0.045023971468	0.008236694424	45	6	
1550000	458.640974	1	-1.189897946877	1.183853738369	-0.052322693527	0.008729027670	0.001601585961	0.000102250457	0.958907611306	N\A	0.101507512868	0.014588167467	0.044233092851	0.008384485924	35	6	
1600000	454.046817	1	-1.589322728970	1.459561589450	-0.084568732130	-0.090294715030	0.015905815668	0.000133183112	0.953655707405	N\A	0.106280559489	0.015720425013	0.047803553470	0.009131504730	37	7	
1650000	471.135423	1	-1.045750333701	1.157048174872	-0.058614743062	-0.004113591757	0.015602138130	0.000071305498	0.959731418604	N\A	0.116726268006	0.017109488765	0.049274615550	0.009740717545	41	6	
1700000	463.478591	1	-1.327551724431	1.327043166759	-0.065594193973	-0.104242729925	0.017033532077	0.000065906045	0.958092094994	N\A	0.113407038873	0.017467470049	0.046484834270	0.009799382248	35	10	
1750000	463.577935	1	-1.224475214458	1.238660970508	-0.047376393296	-0.106496325589	0.015541936455	0.000086774586	0.960955764716	N\A	0.110337125460	0.016088866624	0.046856027626	0.009248871737	42	6	
1800000	460.147044	1	-1.328495503496	1.253467519763	-0.039708725828	-0.112140110938	0.010173969050	0.000138289513	0.963092633292	N\A	0.103343106944	0.016315411934	0.034331167035	0.007727192750	35	5	
1850000	470.464632	1	-1.081230397388	1.144739119113	-0.040829200187	-0.070255467391	0.018415039892	0.000149746527	0.956505788964	N\A	0.120273637498	0.018115874719	0.048918549731	0.010267882615	56	6	
1900000	475.284487	1	-1.232462182342	1.222734743847	-0.048028205340	-0.086277200460	0.015655031007	0.000140194672	0.959658485812	N\A	0.113488204465	0.017320193547	0.046430518040	0.009470091815	40	5	
1950000	458.729316	1	-1.434813889874	1.362721447626	-0.061254228716	-0.115356361036	0.012589558125	0.000107025554	0.950182305758	N\A	0.110636242760	0.014558415114	0.049196163122	0.008386220903	37	8	
2000000	448.702495	1	-1.399904812683	1.308938257849	-0.059966639551	-0.060311068287	0.007310325628	0.000122272751	0.951094106258	N\A	0.127634330641	0.017953743377	0.052342607754	0.009395370311	42	4	
2050000	445.570659	1	-1.545957254778	1.414831648525	-0.063490696428	-0.161841625657	0.020753408057	0.000281294743	0.956741250633	N\A	0.113435795580	0.015501095568	0.049792740479	0.009260049252	45	4	
2100000	463.325534	1	-1.155451570554	1.145145062855	-0.038449481434	-0.017648056104	0.003670968011	0.000092044142	0.962071124627	N\A	0.105748681057	0.014489106008	0.046850295660	0.008845097294	36	6	
2150000	483.001830	1	-1.367203583066	1.357843817355	-0.073418787329	-0.114393438658	0.026509353578	0.000146706174	0.960544493910	N\A	0.098092921763	0.014119002929	0.041387938776	0.007763300767	39	9	
2200000	460.861308	1	-1.353380750140	1.347522354838	-0.077871162133	-0.074735543842	0.023152414359	0.000156416943	0.958959098183	N\A	0.107139261135	0.015333116557	0.044962494966	0.008546412835	41	5	
2250000	459.223764	1	-0.924686854117	0.977424131206	-0.011819342173	0.008569922450	-0.005119579145	0.000100949948	0.959329812463	N\A	0.110513704378	0.015414451642	0.045189131844	0.008581541823	41	3	
2300000	468.546684	1	-1.377787364318	1.284593071080	-0.054231978468	-0.040873885068	0.004798277275	0.000137901880	0.954845454688	N\A	0.105026657976	0.015821232920	0.043068176178	0.008366863575	29	6	
2350000	453.862523	1	-1.561358848156	1.423592494090	-0.070725883380	-0.131743581707	0.021750959422	0.000209539534	0.956973032795	N\A	0.103701742987	0.014761467211	0.047692464353	0.009003138580	37	6	
2400000	468.726528	1	-1.503410458867	1.440630175830	-0.082121173273	-0.142108137746	0.028429926821	0.000088926481	0.954710216876	N\A	0.108626351764	0.015780305890	0.045794503819	0.008953170436	47	5	
2450000	470.159237	1	-1.551005869477	1.443875456529	-0.085137838947	-0.101463065712	0.025681217036	0.000089434151	0.959573050643	N\A	0.104332333060	0.015191729253	0.043611948797	0.008281405527	41	4	
2500000	452.169920	1	-1.342596520280	1.297843838099	-0.056172028608	-0.105786276923	0.017920616643	0.000125935663	0.957044352039	N\A	0.122908727067	0.017695620419	0.050140814241	0.009564828116	38	5	
2550000	462.378916	1	-1.400478465518	1.347728733684	-0.073606624940	-0.063894509832	0.015665557795	0.000118648122	0.961950640726	N\A	0.114665565112	0.017889897013	0.044392563269	0.009201565117	46	8	
2600000	461.215964	1	-1.535151640667	1.479980036317	-0.094285383995	-0.147497066774	0.036054492248	0.000096457695	0.960172600872	N\A	0.102246482369	0.014356791976	0.045047263329	0.008516370817	54	6	
2650000	463.320816	1	-1.451560461435	1.409999171589	-0.081509010184	-0.121806082452	0.029374560538	0.000062833833	0.957998714134	N\A	0.111812064911	0.015309526824	0.049788287277	0.009397934253	46	5	
2700000	475.845541	1	-1.240450272115	1.235402726702	-0.053236068161	-0.054868875453	0.009652852901	0.000188926571	0.957522899311	N\A	0.104423579898	0.014893420687	0.046898216882	0.008783014653	38	6	
2750000	469.117281	1	-1.193468738324	1.211339323310	-0.048156301776	-0.088507235429	0.016013092583	0.000088148501	0.964301923430	N\A	0.076307193133	0.012740451304	0.035927207659	0.007969214162	54	3	
2800000	467.492527	1	-1.268714706968	1.211786686226	-0.045779885237	-0.060008456656	0.007559862907	0.000098254709	0.959551373053	N\A	0.107453235124	0.016202315479	0.045252799228	0.009366060968	37	8	
2850000	450.366479	1	-1.174951699176	1.122887427146	-0.021637605302	-0.045752999435	-0.001208269613	0.000100243060	0.964320165394	N\A	0.102937460518	0.015167030995	0.044968194734	0.008751831701	32	4	
2900000	473.668924	1	-1.220526361559	1.202441244728	-0.050620398202	-0.037682355817	0.012560321559	0.000098866411	0.958873657421	N\A	0.102788061552	0.015971415037	0.043205437241	0.009126009146	41	5	
2950000	470.674595	1	-1.343463651827	1.280490294579	-0.050112108711	-0.095307493377	0.011542987968	0.000104176695	0.956309823314	N\A	0.105700859475	0.015152361164	0.045472294647	0.008359853131	38	8	
3000000	467.174211	1	-1.467746812755	1.399731666324	-0.069249079945	-0.130983096769	0.018299274394	0.000043479662	0.956572853846	N\A	0.110221486193	0.016712482074	0.046362199078	0.009489272835	46	6	
3050000	471.349192	1	-1.084818291028	1.094544560269	-0.034469134990	-0.001041317749	0.002899780776	0.000180799683	0.962485175680	N\A	0.099196827175	0.014349714696	0.042697318866	0.007962520648	40	8	
3100000	465.169143	1	-1.312490513909	1.273334753477	-0.060458588793	-0.077622139440	0.019056080905	0.000099151799	0.966330385830	N\A	0.102398180580	0.014956563479	0.044243562556	0.008991393492	29	11	
3150000	463.343704	1	-1.144711872104	1.150581938041	-0.027787519349	-0.078669040997	0.001534643935	0.000151413938	0.953473779019	N\A	0.116543028425	0.016909172327	0.048275774588	0.009015693521	30	3	
3200000	462.080081	1	-1.152868576018	1.121126452020	-0.029480735657	-0.002474338150	-0.006039278672	0.000126398753	0.961076701067	N\A	0.101253623044	0.016265841583	0.039983507861	0.008820948021	41	5	
3250000	461.271531	1	-1.266243579019	1.250154565125	-0.052711046618	-0.084597760727	0.014870737223	0.000134567166	0.965968800180	N\A	0.107975790972	0.015645002164	0.046087544323	0.009061504437	35	3	
3300000	468.576421	1	-0.968664234672	1.031916112673	-0.030541162559	0.051393702552	-0.005225570628	0.000027070286	0.962963340259	N\A	0.096640116354	0.014647485988	0.042020565125	0.008649472912	41	4	
3350000	487.982346	1	-1.204175779939	1.206488788153	-0.054244588168	-0.010582517030	0.007482924250	0.000022419470	0.964230662247	N\A	0.092268715964	0.013265837098	0.040848081268	0.007998805477	42	6	
3400000	462.613547	1	-0.964076915771	0.995652259729	-0.024642603521	0.098094103523	-0.013225724330	0.000033491659	0.963315999163	N\A	0.106547004379	0.014912783902	0.046944932130	0.008654131548	43	6	
3450000	453.191872	1	-1.184523717532	1.203789219391	-0.040455131950	-0.097875698877	0.012486565114	0.000089570770	0.957309833232	N\A	0.129639781208	0.017947368862	0.054951223093	0.010283863586	45	4	
3500000	461.533141	1	-1.183136908823	1.252494992816	-0.061240036787	-0.091630745569	0.023776536042	0.000081856239	0.961355630542	N\A	0.102303433649	0.016196695207	0.041428358118	0.009214426707	39	6	
3550000	481.172155	1	-1.378829057839	1.307692369036	-0.063388404069	-0.039653156949	0.007832416734	0.000013229215	0.960903701820	N\A	0.128475587721	0.018685824947	0.052750582497	0.010449839398	41	7	
3600000	465.693741	1	-1.545872243069	1.475623794286	-0.096447745124	-0.122038911884	0.035068139308	0.000054292064	0.953271281582	N\A	0.133087791599	0.018491209027	0.053983939937	0.009762478432	37	6	
3650000	478.498817	1	-1.193328490173	1.196413366365	-0.050222351010	-0.044417160006	0.012695555249	0.000099492955	0.968420327070	N\A	0.085201048794	0.013699883944	0.034930279060	0.007605142520	47	6	
3700000	455.716392	1	-1.465190724007	1.406209464080	-0.076833572467	-0.125534725772	0.025344559000	0.000139015343	0.957145132795	N\A	0.109348812617	0.015123788984	0.049042208009	0.008821791645	43	5	
3750000	477.685902	1	-1.226176923195	1.260518314884	-0.068764131502	-0.026356241690	0.012986785758	0.000116444294	0.958265263504	N\A	0.112307662377	0.017530594200	0.045833556602	0.009547639305	42	8	
3800000	446.479311	1	-1.196826904002	1.193837816154	-0.045291680061	-0.038861212695	0.007761719826	0.000026832651	0.949282352319	N\A	0.106892391566	0.014735554760	0.049805062774	0.009031588527	35	3	
3850000	452.818229	1	-1.086811756449	1.111527605721	-0.042157488337	0.028998055886	-0.002771753539	0.000101844348	0.965136550874	N\A	0.100631713867	0.014919561750	0.043659232903	0.008404898712	35	6	
3900000	459.870876	1	-1.216735338024	1.222807459076	-0.053190654245	-0.053863839494	0.010258761059	0.000154955669	0.955925434754	N\A	0.086832840426	0.013640161103	0.038073440893	0.008014516661	36	6	
3950000	464.511261	1	-1.230819478478	1.238193716124	-0.056853353059	-0.067053606854	0.017648272484	0.000175599564	0.960588443583	N\A	0.113582703639	0.016326904528	0.042914288161	0.008149759715	45	6	
4000000	470.269764	1	-1.102926476911	1.134031540509	-0.039554816691	-0.024791677729	0.006519142684	0.000105121555	0.961805191184	N\A	0.105116310612	0.015001600949	0.044906517927	0.008411141558	41	6	
4050000	469.649530	1	-1.191920671692	1.168478188509	-0.037417829444	-0.045107215298	0.002385192740	0.000082631721	0.957814075450	N\A	0.095883002510	0.014147589912	0.042257939868	0.008165981450	38	8	
4100000	458.507520	1	-1.400703683139	1.390164870704	-0.071936322723	-0.123106339275	0.021458851559	0.000097018291	0.964260326651	N\A	0.107982784096	0.016188261913	0.041872465682	0.008312936110	42	5	
4150000	480.896071	1	-1.355375688649	1.298369693015	-0.052637453563	-0.085690962795	0.008750106738	0.000052586372	0.967983905698	N\A	0.097957497804	0.015925019332	0.037684708685	0.008882500961	40	10	
4200000	475.194113	1	-0.925790600872	1.091892836083	-0.027826990464	-0.023470622577	-0.005641619120	0.000084300940	0.958670710489	N\A	0.096253521684	0.014185850145	0.042823629295	0.008458401234	37	11	
4250000	459.952078	1	-0.976682832799	1.040044861702	-0.023613205752	-0.011843213122	-0.000362350460	0.000105042681	0.955115590603	N\A	0.118087114588	0.016130938962	0.050524778102	0.008944865247	35	4	
4300000	453.189761	1	-1.376775343283	1.322327617222	-0.060405495931	-0.101279614990	0.014048341326	0.000108496533	0.959200047377	N\A	0.098590180817	0.013794093828	0.044779294842	0.008270906541	35	4	
4350000	460.867754	1	-1.277583619834	1.223721960726	-0.049993811607	-0.036813028013	0.007938785048	0.000086382244	0.957024305356	N\A	0.124157698547	0.018172224693	0.052351210916	0.010170616174	34	5	
4400000	453.607764	1	-1.010169676624	1.058962124123	-0.025241984129	-0.019075955145	0.002386846145	0.000071146152	0.954510137993	N\A	0.112714954868	0.015341670403	0.052343284062	0.009621764277	31	5	
4450000	474.084062	1	-1.108649300820	1.171362033915	-0.040476286856	-0.077916150532	0.013098893911	0.000013412550	0.955836289723	N\A	0.115632282661	0.016058895296	0.048958954484	0.008825757099	41	8	
4500000	471.757735	1	-1.342963840848	1.267078523188	-0.038720606515	-0.080525969905	-0.002320379617	0.000021195376	0.967263465796	N\A	0.107104078937	0.014842365800	0.047158354663	0.008915035506	42	9	
4550000	483.752462	1	-1.189188469870	1.178114668080	-0.036680046672	-0.083700975217	0.011562882542	0.000040526757	0.971404291199	N\A	0.076599139221	0.011570949189	0.030330920751	0.005307167189	44	8	
4600000	461.055511	1	-1.536018797765	1.468520170805	-0.093837624063	-0.113593708398	0.028523400487	0.000100220007	0.956631135035	N\A	0.102307553854	0.014479807582	0.046150209824	0.008677238254	50	7	
4650000	471.860992	1	-1.278215826341	1.282225027655	-0.058057914405	-0.100556166786	0.017958874923	0.000107434351	0.959448280320	N\A	0.097910350462	0.013606505135	0.045470629826	0.008098366944	32	4	
4700000	480.660630	1	-1.209397334466	1.195685560629	-0.036476105098	-0.070661881565	0.003818351573	0.000177811373	0.963757577350	N\A	0.103712003740	0.014707141295	0.043689206312	0.008139304782	39	7	
4750000	467.903412	1	-1.226563364744	1.233875761123	-0.054079411937	-0.073352727653	0.017487949034	0.000082715310	0.960832571978	N\A	0.099427999836	0.014938115132	0.043411660876	0.008223610376	42	8	
4800000	453.658866	1	-1.261351695924	1.219939712144	-0.044690042804	-0.039003099109	-0.000010464999	0.000099386941	0.959862688346	N\A	0.097257090370	0.013224153808	0.043910695794	0.007953462182	44	8	
4850000	464.674968	1	-1.316210565823	1.303066127767	-0.068843999190	-0.067605924224	0.017124196576	0.000094251630	0.957730868093	N\A	0.112819756787	0.017399023036	0.045214710589	0.009495153810	36	5	
4900000	472.908043	1	-1.148157832601	1.162531123347	-0.031304171198	-0.087375570157	0.008208873803	0.000122361622	0.964542856550	N\A	0.086612744645	0.010711370450	0.042207935006	0.006818279555	38	8	
4950000	464.854986	1	-1.247708240607	1.261012974670	-0.054199406786	-0.098663949691	0.018443144808	0.000097155933	0.957501758879	N\A	0.111322144587	0.016880128040	0.047277754010	0.009612002473	54	3	
5000000	456.915633	1	-1.347935620634	1.241770727042	-0.049953819076	-0.029061819970	0.003939820331	0.000096180021	0.957922987337	N\A	0.098391771296	0.014423550548	0.042705527050	0.008007693559	36	4	
5050000	452.647646	1	-1.346929998738	1.236106721601	-0.038376159944	-0.077067905836	0.004546211058	0.000122845620	0.962653002901	N\A	0.100289038008	0.015055472913	0.042867895330	0.008566278822	34	8	
5100000	477.047046	1	-1.488309666930	1.408619945074	-0.066504649325	-0.187171767958	0.028998924735	0.000150703569	0.964001981473	N\A	0.086193492189	0.013051461971	0.039791680647	0.007949989214	41	5	
5150000	470.600827	1	-1.294465339766	1.272020131720	-0.057252677568	-0.094345881454	0.018778260986	0.000110968989	0.958917785894	N\A	0.090081709320	0.013297831784	0.039892561754	0.007880651215	44	10	
5200000	458.827105	1	-1.438582437809	1.383022203291	-0.076737159642	-0.112861127839	0.026908328081	0.000110015749	0.949359088345	N\A	0.108570409732	0.014555011466	0.049638551775	0.008833597660	27	9	
5250000	471.400886	1	-1.497069690151	1.430287466824	-0.079027073959	-0.145623132963	0.028920740761	0.000101833671	0.959527587892	N\A	0.108390776485	0.015224036342	0.047968032342	0.009040749134	33	8	
5300000	464.058243	1	-1.218253660998	1.228399129678	-0.046542994934	-0.088849511925	0.009716302528	0.000085711267	0.960522715238	N\A	0.103075435373	0.016127198229	0.040835655226	0.008608304541	52	7	
5350000	470.704276	1	-1.512945457147	1.406357944711	-0.069627243236	-0.121129466030	0.016348836101	0.000142666821	0.959106984832	N\A	0.111897297343	0.017135369027	0.046018448775	0.009452653059	37	9	
5400000	485.245867	1	-1.347933402957	1.333997382310	-0.065815751976	-0.101406259505	0.018526523124	0.000080223884	0.961473001742	N\A	0.100881711283	0.014857168057	0.043616935575	0.008620884396	38	10	
5450000	462.045395	1	-1.298153854199	1.271729090132	-0.062449662223	-0.033808994872	0.008712205377	0.000140718161	0.953627621580	N\A	0.104257338182	0.015100993647	0.047729373343	0.009261357706	46	9	
5500000	470.709943	1	-1.183448527496	1.158069531862	-0.041470273134	-0.006036062116	0.000932881504	0.000091399063	0.962419507278	N\A	0.096046516636	0.013995449975	0.041621760950	0.008111183582	42	8	
5550000	464.886671	1	-1.428195996232	1.394457499365	-0.081327816656	-0.138988942811	0.033901321426	0.000120568043	0.963030220517	N\A	0.108966209823	0.015886883365	0.047351473879	0.008860062529	41	7	
5600000	467.813342	1	-1.084021694927	1.089951489519	-0.029403250721	-0.004086982221	0.000289532479	0.000083333674	0.961719702089	N\A	0.108591495759	0.015189219316	0.047485946735	0.008688592378	36	12	
5650000	474.528304	1	-1.475928116614	1.341784133942	-0.057749977089	-0.085551330301	0.009920035064	0.000119300541	0.957821894346	N\A	0.115651860597	0.016538473507	0.049415080993	0.009281252349	39	10	
5700000	468.843002	1	-1.238535015462	1.217287954677	-0.050879962700	-0.033457376330	0.004250283706	0.000138470641	0.959431743269	N\A	0.109320221610	0.015523007095	0.046663263132	0.009074842305	47	11	
5750000	465.967822	1	-1.116435184985	1.106684422747	-0.029324560275	-0.007547513349	-0.003138946174	0.000137897013	0.955079147823	N\A	0.095008869058	0.012532346708	0.045516006309	0.007865265684	33	11	
5800000	491.981935	1	-1.189514456148	1.205033731409	-0.048451479143	-0.058650678137	0.011503229578	0.000013557237	0.972074092714	N\A	0.087001497296	0.014282593271	0.032858223007	0.007970728028	40	10	
5850000	474.981273	1	-1.553810591193	1.510040288403	-0.102018312105	-0.138088796897	0.035299557129	0.000074209259	0.972895939776	N\A	0.102033476286	0.015633237671	0.040658241675	0.008756293488	43	10	
5900000	486.510329	1	-1.709394729864	1.605729923630	-0.102966919691	-0.196682953461	0.036003895960	0.000024754083	0.965071796868	N\A	0.110778914014	0.016913414454	0.045112906731	0.009280192291	42	7	
5950000	466.273898	1	-1.183265124344	1.220342855513	-0.056344689131	-0.048298611269	0.011507756367	0.000018450698	0.959023089839	N\A	0.109493119490	0.016844632920	0.043937882156	0.009266987994	43	11	
6000000	467.968003	1	-1.417236874037	1.389826696343	-0.068931407383	-0.145373908900	0.024824238824	0.000009321809	0.957807120016	N\A	0.102201657953	0.014514606045	0.044533576122	0.008309161731	39	10	
6050000	468.293725	1	-1.344594924697	1.380318480381	-0.079885175012	-0.122598663029	0.026342208958	0.000012886300	0.964224865295	N\A	0.089462886321	0.012658815356	0.040891160363	0.007823228688	45	11	
6100000	467.717781	1	-1.343214401892	1.337200588297	-0.070405046704	-0.117083156576	0.026056951397	0.000084707222	0.956910450925	N\A	0.103164029074	0.015125492003	0.045449031710	0.008970372289	36	9	
6150000	460.350390	1	-1.331860656844	1.241353671085	-0.041623520097	-0.044961948647	-0.004050328233	0.000109993729	0.959346917529	N\A	0.111232897990	0.016052084864	0.048379678727	0.009262597180	51	4	
6200000	466.250577	1	-1.524881279636	1.468604767217	-0.098530591502	-0.114579990359	0.035655119748	0.000132983682	0.963378190024	N\A	0.116808680259	0.017277133100	0.048514444129	0.009670450382	46	3	
6250000	475.005828	1	-1.385863196137	1.373643404325	-0.074517939393	-0.106839252277	0.019289129566	0.000091559418	0.960200861300	N\A	0.111405401114	0.016543756483	0.045989699691	0.008981286109	36	8	
6300000	467.407610	1	-1.105494821930	1.170316465868	-0.058940220452	-0.011786975199	0.015543700513	0.000099959668	0.954821656618	N\A	0.101967266688	0.014821755662	0.044476397350	0.008355647214	41	3	
6350000	462.658688	1	-1.151960208729	1.177898302017	-0.045368263811	-0.034950713669	0.007352205970	0.000027732405	0.959189508651	N\A	0.096637082534	0.012644995541	0.046132210064	0.007990933898	39	4	
6400000	467.200958	1	-1.339664617644	1.300887353831	-0.057846929217	-0.081470109730	0.010376357196	0.000123627288	0.963291110190	N\A	0.110074131421	0.016565588448	0.044727733797	0.008919373042	39	4	
6450000	472.170103	1	-1.539614660687	1.420968698612	-0.067977545381	-0.149876959665	0.019916623695	0.000127895519	0.958534504323	N\A	0.113303264469	0.015509573549	0.048987766877	0.008581304300	36	6	
6500000	456.750265	1	-1.138686258219	1.177893311758	-0.046911548274	-0.024071471480	0.005510700648	0.000134352697	0.969825283900	N\A	0.072310125726	0.013282782957	0.028575059558	0.007661530493	38	4	
6550000	471.918466	1	-1.646334392794	1.533919148905	-0.093801543114	-0.164642585100	0.031489577344	0.000077090387	0.961885690102	N\A	0.098621881213	0.014785140331	0.041123529468	0.008202131710	40	7	
6600000	464.519227	1	-1.350570780928	1.316979814875	-0.055414093645	-0.134774406352	0.018817474201	0.000109643747	0.960287330618	N\A	0.099705005865	0.014916819281	0.043041375011	0.008604570227	43	7	
6650000	481.689936	1	-1.348877033258	1.321987615560	-0.064380528497	-0.102626179685	0.021748465950	0.000102202419	0.960972334373	N\A	0.086075077470	0.012346828819	0.038994599683	0.007567267657	41	6	
6700000	475.584139	1	-1.047517331418	1.123808540640	-0.034919807393	-0.059064442011	0.011727749736	0.000041483623	0.961872822360	N\A	0.103559752674	0.014800099757	0.045210769462	0.008719481920	45	7	
6750000	473.110951	1	-1.376627318416	1.353215901800	-0.072523495208	-0.118444334508	0.028511974812	0.000144819823	0.965245395652	N\A	0.104803271112	0.015311967180	0.042749163083	0.008521468874	43	6	
6800000	484.262366	1	-1.111909043043	1.176268030734	-0.029735656924	-0.122484287154	0.011438641633	0.000097464734	0.958773179466	N\A	0.113361958397	0.016682402907	0.046312330066	0.009003572014	30	9	
6850000	472.741375	1	-1.542438865214	1.471406450695	-0.091391269282	-0.096569019155	0.018131939979	0.000148774766	0.957416467638	N\A	0.106831815912	0.016480928927	0.043687594227	0.008887942102	38	5	
6900000	464.688567	1	-1.163009433486	1.180279490924	-0.038988820151	-0.075300581463	0.012085535069	0.000135779272	0.954589576518	N\A	0.104734758951	0.014457299942	0.046364817019	0.008477610489	37	7	
6950000	487.437428	1	-1.033100115702	1.080681311702	-0.031221862367	0.003571677811	-0.003336989334	0.000118840338	0.963966485496	N\A	0.098554587087	0.014816324354	0.038255768412	0.008386990485	38	6	
7000000	459.654577	1	-1.172594914945	1.183459414745	-0.050267989051	-0.035874256337	0.014120411997	0.000092463759	0.962014435241	N\A	0.100589328990	0.014876131044	0.042581805124	0.008491828680	45	4	
7050000	467.658764	1	-1.398968472615	1.335398548005	-0.064609504401	-0.086840828012	0.015376256544	0.000112763892	0.955876513479	N\A	0.106030241462	0.015309759256	0.045270994923	0.008521492443	40	5	
