Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m8-VR-003.txt
Log File Name:                   MES_d1_m8-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4139497782
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m8-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	565.519307	1	-0.720616119311	0.869841083938	-0.027582490707	0.117728859591	0.000061285459	0.978660593927	N\A	0.035010124550	0.004183135572	0.015818523545	54	26	
1050000	568.704767	1	-0.996751629336	1.037558026700	-0.042265370086	0.064759913883	0.000052967082	0.972976821741	N\A	0.039009247438	0.004507516901	0.016480084134	54	21	
1100000	569.089340	1	-0.820912698389	0.928593433596	-0.031553013611	0.093983509040	0.000047050345	0.976135947431	N\A	0.032424480744	0.004209746691	0.015428910512	49	32	
1150000	571.956332	1	-0.956829299132	1.021909379113	-0.035065202650	0.039664547681	0.000053574827	0.977284030017	N\A	0.035588344498	0.003222937093	0.013553799160	45	26	
1200000	550.555940	1	-0.862194134053	0.979918094586	-0.035405484296	0.069824294763	0.000073531641	0.974510131011	N\A	0.033559664642	0.004210767123	0.015938766540	46	23	
1250000	580.259312	1	-1.056658480283	1.087430385647	-0.048972697871	0.054680941292	0.000057043708	0.983203952531	N\A	0.025933842671	0.003341993064	0.012805357495	51	29	
1300000	557.277230	1	-1.034653747474	1.057106403267	-0.037131105994	0.025321000104	0.000089266641	0.976899103358	N\A	0.035833685718	0.004190282562	0.016640559397	40	29	
1350000	562.512459	1	-0.927391378961	0.998558860992	-0.041631644417	0.086784655674	0.000067194793	0.970821355939	N\A	0.043460229561	0.005162565063	0.017996947959	37	26	
1400000	577.291715	1	-0.933294890762	1.026686172441	-0.044469324184	0.066983258155	0.000088372477	0.973991647533	N\A	0.039365170413	0.004334292767	0.017582497116	45	27	
1450000	565.169424	1	-0.898122493984	0.948191719667	-0.029251321476	0.082628641419	0.000098692417	0.974835178642	N\A	0.039758066034	0.004618430164	0.017115887630	53	24	
1500000	553.703667	1	-1.063643430898	1.077231157427	-0.044933636735	0.045053634193	0.000089973131	0.978260967164	N\A	0.031311920756	0.003996915751	0.014928525867	39	23	
1550000	568.585849	1	-0.794748937930	0.920056515722	-0.032472516281	0.100180981632	0.000079648270	0.973131888084	N\A	0.038975427730	0.004375598915	0.017693777566	42	22	
1600000	584.140701	1	-0.950495943137	1.028972279804	-0.043489417180	0.068173574200	0.000065145980	0.989805211282	N\A	0.018296789098	0.003080876229	0.013288632633	42	28	
1650000	576.980664	1	-0.920900408902	0.998122869095	-0.033679276795	0.048748980753	0.000092846050	0.974604357932	N\A	0.038622529629	0.004911397126	0.018152745167	50	26	
1700000	565.907203	1	-1.005234973897	1.045453580299	-0.038306655228	0.039357008301	0.000058807979	0.978594435167	N\A	0.036106129486	0.003828130626	0.014932771030	40	35	
1750000	568.375286	1	-0.864593765025	0.979031525036	-0.044848291538	0.110568870785	0.000071122798	0.975379496260	N\A	0.037998885207	0.005021537863	0.018978237816	49	26	
1800000	565.627215	1	-0.878892453418	0.964408150035	-0.033067503789	0.068261478862	0.000093014691	0.971539677656	N\A	0.041813227871	0.004831842349	0.018822212936	45	22	
1850000	571.790464	1	-0.861074760452	0.941523352836	-0.027042534674	0.065460733513	0.000119508300	0.976468653627	N\A	0.037912868869	0.005711666358	0.018004825202	41	28	
1900000	564.372879	1	-1.015180710535	1.055183357634	-0.038918372027	0.030714553930	0.000058621206	0.978433295975	N\A	0.030874714519	0.003823582735	0.014409752674	48	27	
1950000	557.444416	1	-1.053793167205	1.056260157494	-0.033805723534	0.020132685922	0.000109062129	0.972249638723	N\A	0.040094399346	0.004907014987	0.017093461583	38	24	
2000000	575.511139	1	-0.924466937289	1.009137445052	-0.038170253222	0.062170740132	0.000068769437	0.977977913155	N\A	0.036405181962	0.004674273171	0.017183170610	46	30	
2050000	577.407906	1	-0.949705677456	1.013162134969	-0.042405377764	0.075267080682	0.000061786735	0.975474041233	N\A	0.035277110695	0.003936745397	0.015796886734	51	33	
2100000	556.841053	1	-0.763528961143	0.910636405980	-0.029596972635	0.087218163187	0.000071568655	0.973035135940	N\A	0.040163737753	0.004371798116	0.017313206616	34	29	
2150000	569.891768	1	-1.011280638959	1.035035246750	-0.037650021271	0.040608164943	0.000062983673	0.979883520059	N\A	0.033280528591	0.003797684173	0.014664468374	54	24	
2200000	559.136886	1	-0.872242244447	0.962184965157	-0.035520542699	0.083269727213	0.000095214674	0.977259719933	N\A	0.028690673260	0.003866197712	0.014617874220	43	26	
2250000	559.723736	1	-0.964360834082	1.005903795044	-0.033353523731	0.046176191279	0.000078015242	0.974150370277	N\A	0.037596113408	0.004088770988	0.016010527220	45	26	
2300000	579.097842	1	-0.963547312984	1.070493669102	-0.037473113163	0.011784518047	0.000057842138	0.981010937922	N\A	0.032706767475	0.003772219681	0.014220151495	60	23	
2350000	565.905475	1	-1.088937371610	1.077668369608	-0.042993726967	0.050464564806	0.000082757047	0.974940567293	N\A	0.033308291718	0.004233444839	0.015720028279	48	20	
2400000	577.050095	1	-0.859005638917	0.964784216328	-0.037460428341	0.090652657518	0.000065317083	0.984295550914	N\A	0.032959842930	0.004860790252	0.017525382360	36	27	
2450000	560.582072	1	-0.827252802900	0.960355480167	-0.039909911034	0.095578450548	0.000070365948	0.973615292581	N\A	0.039253960554	0.004549662363	0.017461374716	60	26	
2500000	570.126934	1	-0.950746378383	1.018753037391	-0.046867945453	0.101500443017	0.000087838745	0.972928445074	N\A	0.039547413620	0.004447156142	0.017937691219	48	31	
2550000	545.644701	1	-0.792090432335	0.908315110094	-0.023920827702	0.068208907157	0.000074952369	0.976012187795	N\A	0.033834175641	0.004265968709	0.015427478162	54	27	
2600000	562.457736	1	-0.968443030566	1.040856406632	-0.037712449808	0.027925651014	0.000062045814	0.971389343621	N\A	0.039247131450	0.004456798091	0.017025202436	49	27	
2650000	567.874009	1	-0.846866476198	0.974105980297	-0.035310507701	0.066330233488	0.000052732720	0.981373436383	N\A	0.032743127861	0.003599245211	0.014983344495	52	38	
