Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m8-VR-005.txt
Log File Name:                   STR_d1_m8-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3086178201
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m8-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	539.205467	1	-1.626064960731	1.211968829465	-0.019941724292	-0.072798535665	0.000088788597	0.979227371739	N\A	0.042489738252	0.005881113497	0.018978505359	46	29	
1050000	540.689820	1	-1.590379682037	1.162104375722	-0.006291518443	-0.084584010465	0.000152711987	0.983812951716	N\A	0.037308733482	0.005152032664	0.017026741393	45	21	
1100000	533.070124	1	-1.471274678271	1.078219730878	0.003957944873	-0.065767742048	0.000154482043	0.979706926128	N\A	0.043396046277	0.005561571117	0.020172687474	46	23	
1150000	538.987025	1	-1.598330276660	1.158889815930	-0.006639664806	-0.072965150811	0.000099900285	0.986440605671	N\A	0.033362420821	0.004756216561	0.011387439148	45	23	
1200000	531.998549	1	-1.373823835961	1.028385582608	0.008879188070	-0.067962305293	0.000123580005	0.988467109577	N\A	0.032528471395	0.004654259939	0.018033284338	42	32	
1250000	537.268109	1	-1.429398189387	1.066903573522	0.002705599929	-0.061985290029	0.000128110008	0.977393805421	N\A	0.045176065318	0.005817368126	0.020158799458	35	26	
1300000	537.570724	1	-1.526063166890	1.119053439655	-0.007707891139	-0.047994610245	0.000109935013	0.986670019746	N\A	0.035279038184	0.004385710024	0.016794081089	52	27	
1350000	530.634867	1	-1.350907280600	0.995669096746	0.021119370440	-0.076697705033	0.000092703534	0.975602068714	N\A	0.048660073819	0.007145948947	0.022777044562	48	21	
1400000	534.252824	1	-1.519564465416	1.102642688155	-0.002504165835	-0.047463573626	0.000150409761	0.978447514265	N\A	0.045638107994	0.005886054782	0.020137587326	60	28	
1450000	534.188957	1	-1.458174075990	1.075880650317	0.009145696856	-0.092410317548	0.000185105464	0.981550280749	N\A	0.043718001098	0.005509792423	0.018683519214	46	17	
1500000	532.716552	1	-1.474662410339	1.064566236700	0.008753871585	-0.072209680349	0.000219543112	0.983334898026	N\A	0.042956675579	0.005253921693	0.017661763021	49	19	
1550000	524.690491	1	-1.479837205813	1.078190827397	0.002314622830	-0.056045690636	0.000175134351	0.983291498091	N\A	0.042606226076	0.005484615504	0.015503458502	55	22	
1600000	538.878358	1	-1.520366789889	1.110270371830	-0.004130562042	-0.050766803708	0.000077394481	0.985799586449	N\A	0.040260745651	0.004880810445	0.016987829086	44	30	
1650000	523.431372	1	-1.422261503870	1.063152417298	0.006640042477	-0.073188533719	0.000366261796	0.987873524054	N\A	0.034410148671	0.005012155469	0.015067309757	38	30	
1700000	558.140965	1	-1.498236162845	1.111087083438	0.000551852991	-0.083413794058	0.000195584894	0.982628933136	N\A	0.039739373342	0.005102236574	0.017955262380	42	25	
1750000	533.077601	1	-1.734192429754	1.196794630171	-0.006507051435	-0.112372692149	0.000018010639	0.982535621210	N\A	0.039675683978	0.004923969029	0.017402461704	44	19	
1800000	529.125277	1	-1.374691298195	1.054670586055	0.004255811899	-0.060021866588	0.000073327961	0.983155181683	N\A	0.038540403587	0.004998176168	0.018072568491	51	32	
1850000	530.514957	1	-1.516264871768	1.102165074015	-0.000595467146	-0.065560626984	0.000078722426	0.983579073474	N\A	0.041975694688	0.005633725277	0.018776565015	56	26	
1900000	522.836430	1	-1.358934406124	1.026187665502	0.011964180159	-0.075925974491	0.000254187286	0.984176840939	N\A	0.044822021041	0.005380246196	0.019793519700	53	23	
1950000	532.488005	1	-1.526780786702	1.120388350831	0.003969197811	-0.101035946573	0.000171252178	0.980908960850	N\A	0.042023237010	0.006011182962	0.018742936492	44	20	
2000000	528.733833	1	-1.519011369539	1.075282555544	0.019894960872	-0.122374163964	0.000082405827	0.979754650728	N\A	0.044199412247	0.006175369662	0.020075328602	47	20	
2050000	532.332891	1	-1.430168411300	1.053475560919	0.010856639390	-0.083704495461	0.000162391877	0.982888166697	N\A	0.042428202418	0.005340983582	0.017530012965	41	21	
2100000	542.732200	1	-1.543406480765	1.123475796173	-0.003490267872	-0.064268311373	0.000147251068	0.988359009980	N\A	0.036227822901	0.004704730081	0.016552806206	40	37	
2150000	530.222440	1	-1.368342131060	1.042773562904	0.009367710284	-0.074747387354	0.000191743864	0.985200907999	N\A	0.038211693054	0.004944033579	0.017763095388	54	22	
2200000	533.645355	1	-1.762056339027	1.234240745073	-0.020727550927	-0.058257319375	0.000161587265	0.980177953157	N\A	0.043622239554	0.006008125851	0.019234729032	56	26	
2250000	524.698828	1	-1.459263480061	1.066546285988	0.006621670883	-0.080676654985	0.000040284970	0.978246347227	N\A	0.042677962575	0.005814325825	0.020376462158	40	32	
2300000	548.720993	1	-1.520153965867	1.142192503669	-0.007364295331	-0.072247799058	0.000139851769	0.982490393410	N\A	0.038448274255	0.004818080294	0.018120066938	45	21	
2350000	520.252007	1	-1.604232501404	1.172228877889	-0.009075686464	-0.081775088226	0.000117200826	0.977310497889	N\A	0.046041106590	0.006226730551	0.020633715943	44	32	
2400000	539.633673	1	-1.634715191882	1.190846635188	-0.006628593069	-0.106573365715	0.000109006617	0.988378952751	N\A	0.034147986791	0.005018655077	0.016286650317	51	23	
2450000	541.579143	1	-1.389718043366	1.042264075238	0.017527053396	-0.110150481209	0.000210271360	0.979128504486	N\A	0.044374499650	0.005942463460	0.020929588523	36	28	
2500000	538.622086	1	-1.482043724743	1.098512052551	-0.000930650093	-0.063305669314	0.000190377871	0.982035745322	N\A	0.041856111457	0.005692177538	0.019211945886	48	28	
2550000	535.120431	1	-1.328490155037	1.004670236443	0.016472227591	-0.085094930723	0.000155120459	0.979450600084	N\A	0.045837120037	0.005849744073	0.018670606905	50	26	
2600000	544.209863	1	-1.596063150336	1.157642918288	0.000865595716	-0.111499927141	0.000114272598	0.986831637523	N\A	0.035682223643	0.004752372605	0.017482192460	49	27	
2650000	534.461080	1	-1.379051146769	1.032163201855	0.004597013867	-0.047717429262	0.000088373154	0.988655748866	N\A	0.030193385243	0.004001662904	0.015146012744	43	31	
2700000	527.808654	1	-1.455700046364	1.073661101706	0.002355761222	-0.062755818162	0.000088004532	0.978360073494	N\A	0.044074915138	0.005796084590	0.020828195414	33	17	
2750000	527.498310	1	-1.447271691734	1.080110906812	0.001828029067	-0.066508970013	0.000184437637	0.983853935335	N\A	0.039110226683	0.005225184485	0.019865010742	42	23	
2800000	519.255238	1	-1.516204794778	1.133612304250	-0.014219926567	-0.036462664958	0.000087671117	0.976511119444	N\A	0.043101692716	0.005690659408	0.019245652873	47	29	
2850000	543.645112	1	-1.533264271889	1.129332804460	-0.006741981506	-0.063688851799	0.000138930401	0.981985427728	N\A	0.039189269622	0.005183408535	0.019127279718	49	28	
2900000	537.134637	1	-1.521720693049	1.107755767283	0.001047512073	-0.067549455628	0.000110458449	0.979159513423	N\A	0.046098160940	0.005904162392	0.019262356715	46	24	
2950000	536.758607	1	-1.546782989392	1.129294559750	0.002572319787	-0.103020097737	0.000113430846	0.981156838049	N\A	0.039499313359	0.006018468623	0.017867502923	45	23	
3000000	526.421643	1	-1.520089538781	1.120814167772	-0.009525971417	-0.052938937251	0.000092800897	0.984012585666	N\A	0.034583321966	0.005257586269	0.017657222277	61	24	
3050000	540.165017	1	-1.540468726413	1.125245338776	0.001376432870	-0.093732235595	0.000098869280	0.983829406081	N\A	0.038778176500	0.005126261652	0.017464055859	33	25	
3100000	527.440441	1	-1.502785549636	1.117551680034	-0.005042938706	-0.055475049919	0.000108831461	0.985683786271	N\A	0.044551241314	0.005087620101	0.016968773410	45	24	
3150000	530.147672	1	-1.522012289143	1.124437100443	-0.001037043503	-0.080521377534	0.000148166922	0.985662787478	N\A	0.036924351558	0.005230353267	0.017806413679	28	19	
3200000	523.505829	1	-1.471597381133	1.067527268388	0.002563944334	-0.044193587588	0.000090065163	0.974253337935	N\A	0.048315698833	0.006379629724	0.021843524144	46	13	
3250000	514.749629	1	-1.714866121753	1.229966490401	-0.023253541787	-0.054319607328	0.000084756402	0.973583582440	N\A	0.044773185739	0.006125671734	0.020491546593	51	23	
3300000	525.030353	1	-1.724968823491	1.207491036179	-0.012536473453	-0.075551031125	0.000189818559	0.977023940700	N\A	0.044450628445	0.005526138890	0.021174977034	57	27	
3350000	537.409125	1	-1.339129190004	1.008625180997	0.010188095898	-0.051302835477	0.000108616517	0.986569200127	N\A	0.035702137518	0.004656752447	0.016701561805	42	25	
3400000	537.560658	1	-1.455454391417	1.070731295483	0.001741180473	-0.054256492327	0.000152472033	0.993175626999	N\A	0.026492977596	0.003146612702	0.011823068803	45	29	
3450000	513.274317	1	-1.726234435392	1.207718223913	-0.011045984158	-0.095448274962	0.000214637787	0.970555138731	N\A	0.052532907120	0.007232136818	0.022804492248	38	18	
3500000	540.305971	1	-1.480782072251	1.096602816273	0.003516983270	-0.084940970255	0.000174624000	0.984211824069	N\A	0.035088845712	0.005555821771	0.016434380728	37	19	
3550000	519.672494	1	-1.423103083821	1.056277778839	0.004129062809	-0.055014069124	0.000101690730	0.980650113152	N\A	0.042738488100	0.005487411041	0.016775923393	58	28	
3600000	534.652826	1	-1.552010557208	1.110398833477	0.007360189659	-0.102117161976	0.000093723412	0.981242481928	N\A	0.040969068158	0.005203273850	0.018563086481	39	19	
3650000	544.302834	1	-1.551042318740	1.113413756301	0.004661058290	-0.097530624458	0.000123580394	0.983393478946	N\A	0.039022061721	0.005283997815	0.016267679336	41	32	
3700000	534.658678	1	-1.352919348681	1.009379465518	0.009141193104	-0.043402806845	0.000128444232	0.989280283836	N\A	0.039690625438	0.004742494129	0.015174583247	52	36	
3750000	537.579127	1	-1.508424780285	1.081182580265	0.003360108509	-0.061001376722	0.000088407169	0.983472502982	N\A	0.039998373312	0.004935002284	0.018277760059	49	25	
3800000	526.005138	1	-1.449239474006	1.056154243010	0.014519631591	-0.096240927022	0.000166540627	0.986252282374	N\A	0.036127910610	0.005828806751	0.015834851742	56	24	
3850000	520.682207	1	-1.281267650155	0.976450072787	0.011889827791	-0.044552801751	0.000073532949	0.975700561905	N\A	0.047319164508	0.006596860370	0.020279772694	42	21	
3900000	537.745779	1	-1.455791595188	1.081552363930	0.006970639704	-0.093734950069	0.000094308959	0.980130827692	N\A	0.043723619759	0.005711034174	0.019211071130	52	27	
3950000	533.356393	1	-1.485368428156	1.095308741227	0.002961129889	-0.074607224046	0.000152097535	0.983471116435	N\A	0.042432393025	0.005174809378	0.018313751588	43	22	
4000000	530.929938	1	-1.508891672609	1.110743503833	0.001901279458	-0.087553583276	0.000131662872	0.979682377468	N\A	0.042760852181	0.006179187579	0.020007090233	47	22	
4050000	531.419944	1	-1.495765139256	1.096975766179	0.006895783486	-0.100828182497	0.000193677566	0.982943952162	N\A	0.039290224853	0.004938865866	0.016646984598	49	19	
4100000	532.383849	1	-1.472422404766	1.067244980465	0.009427331997	-0.075093994289	0.000114536007	0.991165679395	N\A	0.029810016074	0.003864780570	0.013696705315	38	20	
4150000	543.822373	1	-1.476822829718	1.100726145878	0.001677531005	-0.074147853999	0.000091595479	0.984356157502	N\A	0.037387064078	0.005055882116	0.017973232159	47	30	
4200000	521.667673	1	-1.576215205382	1.151208575062	-0.012313919106	-0.047628690703	0.000102806794	0.982886868426	N\A	0.039521766255	0.005288315492	0.019725450718	42	31	
4250000	544.062318	1	-1.417751395452	1.043632226425	0.014267847399	-0.086275068132	0.000178628895	0.989168146812	N\A	0.032762743442	0.004885533433	0.014578209683	40	30	
4300000	522.454184	1	-1.511534600352	1.119212160001	0.000240961310	-0.084553707055	0.000165984707	0.979549947549	N\A	0.049046824260	0.005937288146	0.021319390376	51	28	
4350000	538.011168	1	-1.379437912089	1.055978434464	0.002274996430	-0.056631848331	0.000092695417	0.986750065322	N\A	0.034337596416	0.004673249065	0.016001024590	42	28	
4400000	526.291890	1	-1.495450602761	1.106937361714	-0.006963617002	-0.045491136443	0.000100519875	0.984991157576	N\A	0.035664152551	0.004881822377	0.015407331147	58	20	
4450000	532.508838	1	-1.504124710733	1.091590345540	0.006719226208	-0.087155149552	0.000160767530	0.977603614130	N\A	0.047015572168	0.006512046079	0.022353198969	40	27	
4500000	535.934743	1	-1.530824252380	1.116457358803	-0.000079449162	-0.072270305887	0.000143919852	0.986120349948	N\A	0.041216429654	0.005128513059	0.017420697575	49	31	
4550000	538.573035	1	-1.581474779674	1.157599424620	-0.004990138484	-0.088161777074	0.000124284300	0.983527155865	N\A	0.038334332095	0.005024025437	0.017183818595	51	30	
4600000	545.164375	1	-1.405099093985	1.047905527632	-0.000573653293	-0.029763374016	0.000116843661	0.985809147605	N\A	0.035447719845	0.004727897291	0.015961056233	40	37	
4650000	528.694077	1	-1.346487264494	1.029499529621	0.007231820548	-0.054820363087	0.000115609593	0.984112006382	N\A	0.045179244203	0.005408045515	0.017727139525	40	26	
4700000	533.297088	1	-1.673612699774	1.222231325449	-0.007758717956	-0.119107617303	0.000136665550	0.983271058202	N\A	0.040468250362	0.005480876256	0.018185742969	48	21	
4750000	539.840021	1	-1.518806768250	1.056957410447	0.006302895589	-0.053499901898	0.000155493222	0.984375919942	N\A	0.041722815470	0.005972932963	0.017861039588	48	22	
4800000	538.515553	1	-1.389372144974	1.049800657628	0.007562390335	-0.072495600663	0.000139444493	0.978485392690	N\A	0.045134682994	0.006109445808	0.020215708536	50	23	
4850000	547.820524	1	-1.466198639366	1.105373772699	-0.000957429467	-0.080221049682	0.000071970058	0.985939620637	N\A	0.034100179864	0.005097773355	0.016767410260	49	22	
4900000	534.275194	1	-1.541682870724	1.129405839134	-0.007278857821	-0.053767245808	0.000149393712	0.976181320031	N\A	0.045330496734	0.005977311963	0.020184467037	41	22	
4950000	536.692408	1	-1.273118732828	0.962614977890	0.017796458254	-0.052086263280	0.000085191281	0.983040823413	N\A	0.042286455798	0.006303671972	0.017448896618	38	25	
5000000	541.952127	1	-1.476683161871	1.093987409333	0.002728754376	-0.082159817447	0.000201992212	0.984087787509	N\A	0.039561519312	0.005132978344	0.017343382116	50	24	
5050000	528.298790	1	-1.524117746474	1.127425752520	-0.003461399942	-0.080100132570	0.000117019450	0.975443351052	N\A	0.045032679291	0.005916498406	0.020247986214	46	23	
5100000	542.869722	1	-1.536419991741	1.140313668029	-0.000820158402	-0.097528743977	0.000113744039	0.993487354619	N\A	0.024579253490	0.003579123741	0.011572256226	46	24	
5150000	546.763830	1	-1.493733071520	1.086916773759	0.001564184918	-0.060904335626	0.000103372147	0.989396806334	N\A	0.035716044326	0.004262239771	0.015110611185	51	27	
5200000	526.664047	1	-1.442548690123	1.078801205882	-0.003035225781	-0.039830555794	0.000180026242	0.977179252949	N\A	0.043013473036	0.005782105505	0.020648245624	42	18	
5250000	536.450305	1	-1.577750813485	1.161395137024	-0.004397923846	-0.094196701331	0.000172231288	0.977025619811	N\A	0.045462224403	0.005834103035	0.021747884849	48	26	
