Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m6-glob-006.txt
Log File Name:                   CEREB_d1_m6-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2980394955
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m6-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	568.237311	1	-0.869910309908	1.002318506241	0.011490906566	0.000090346348	0.981019266008	N\A	0.024199156495	0.016839450276	30	1	0.004703546957	Global Trend	
1050000	572.548832	1	-0.736697759666	0.964023032560	0.039945172820	0.000071900306	0.999022103669	N\A	0.013475083678	0.013165968090	33	0	0.093995504005	Global Trend	
1100000	578.633959	1	-0.755456154546	0.939878943877	0.061899815696	0.000058466767	0.999251135867	N\A	0.012318493887	0.012081550635	29	0	0.101425000558	Global Trend	
1150000	558.880984	1	-0.703126196598	0.968545582239	0.032689234945	0.000073352866	0.999883649083	N\A	0.014068348491	0.014046518943	31	1	0.292923791616	Global Trend	
1200000	567.971174	1	-0.823079838477	0.992134168259	0.018950059824	0.000074939932	0.992573100330	N\A	0.017249712891	0.014052305172	43	0	0.020481242847	Global Trend	
1250000	564.724556	1	-0.733433684893	0.943006197942	0.056202281979	0.000069807761	0.999827681263	N\A	0.012605827490	0.012569270895	31	2	-0.267538333050	Global Trend	
1300000	562.556480	1	-0.679381460546	0.896295584718	0.103408862324	0.000130186895	0.999973597561	N\A	0.013986476551	0.013965607857	24	3	-1.233215104770	Global Trend	
1350000	580.006060	1	-0.727322137555	0.941630334701	0.060269960004	0.000090665506	0.999555426946	N\A	0.012096939464	0.011946805226	37	1	0.201564706223	Global Trend	
1400000	563.894752	1	-0.803950371737	0.958250642664	0.041663467619	0.000084896305	0.999308088861	N\A	0.013847659293	0.013637922970	33	0	0.168873695622	Global Trend	
1450000	578.439922	1	-0.714602417304	0.933777934985	0.065469653239	0.000081950975	0.999929648836	N\A	0.011240677494	0.011193264990	22	3	-0.587297752748	Global Trend	
