Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m7-fab-002.txt
Log File Name:                   SEP_d1_m7-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1182972828
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m7-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	544.903623	1	-1.650249729152	0.906514607266	0.089299618640	-0.019038820624	0.000066955018	0.973603978881	N\A	0.025104239089	0.023353990894	0.003127958295	36	2	
1050000	566.955757	1	-1.576602606637	0.899010551947	0.046426324394	-0.010091545474	0.000094542685	0.982625913992	N\A	0.023023871251	0.020231359269	0.002809394138	40	3	
1100000	553.324508	1	-1.548428538629	0.873840023886	0.080153621033	-0.015614593562	0.000069662326	0.973397703722	N\A	0.027934530428	0.025496523449	0.003722192887	39	2	
1150000	543.138551	1	-1.611141202312	0.884221282878	0.098716643069	-0.020187946968	0.000074731205	0.973266263631	N\A	0.024948062751	0.024090641625	0.003233932067	36	2	
1200000	551.959341	1	-1.608220838615	0.901774105919	0.083226870035	-0.017595225040	0.000073017753	0.979871582482	N\A	0.023879962199	0.020490376254	0.002723509317	41	4	
1250000	562.082316	1	-1.558943338584	0.887344707084	0.078621375340	-0.014963798158	0.000095517850	0.979476244099	N\A	0.025761041034	0.022458367503	0.002899769533	40	3	
1300000	560.540509	1	-1.587597542110	0.889814473911	0.048053447336	-0.008871861635	0.000078826058	0.980525776380	N\A	0.024717040668	0.020874671934	0.002761960215	45	2	
1350000	551.464652	1	-1.617471174518	0.895736170139	0.070879355389	-0.012755857599	0.000086424877	0.972027521106	N\A	0.029203583128	0.027252424339	0.003841496128	26	2	
1400000	563.030919	1	-1.674733076396	0.926366104998	0.089761166198	-0.023651537945	0.000057647036	0.980973105399	N\A	0.025950487695	0.023179210035	0.003255806342	40	4	
1450000	547.706329	1	-1.571549148819	0.883096581779	0.082808526855	-0.018758750816	0.000061032122	0.974604397836	N\A	0.029324366212	0.025966181354	0.003548450060	37	2	
1500000	551.083999	1	-1.614102186307	0.873772358433	0.123073656299	-0.023262134194	0.000078000403	0.976339554736	N\A	0.026287866126	0.024146085821	0.003322166461	27	4	
1550000	571.247135	1	-1.553519091399	0.872250103363	0.098375126666	-0.017209731707	0.000072745112	0.978137766252	N\A	0.024152781356	0.022549011936	0.003104531629	38	4	
1600000	556.142837	1	-1.595832381100	0.899788729889	0.045448036052	-0.010886847135	0.000084762745	0.975553007118	N\A	0.025469978101	0.023310595083	0.003074190763	35	2	
1650000	561.632883	1	-1.626224249864	0.925395570445	0.042624781120	-0.011270881497	0.000082813729	0.975158877943	N\A	0.027905699643	0.025110985963	0.003241389826	22	5	
1700000	571.863044	1	-1.630565039938	0.914713316658	0.072466494339	-0.018886856236	0.000065616363	0.977509705377	N\A	0.025244016349	0.023726296407	0.003198261177	30	9	
1750000	557.316805	1	-1.556352244709	0.879070896270	0.074262030112	-0.013586979978	0.000019303502	0.977528465050	N\A	0.024627558666	0.021826726821	0.002833668581	39	2	
1800000	549.204414	1	-1.616114606900	0.903101366763	0.050362372090	-0.010017799345	0.000023184568	0.974512246121	N\A	0.025716500751	0.023921229617	0.003072889517	41	2	
1850000	557.241101	1	-1.650086461015	0.919976625393	0.042243780847	-0.011811623796	0.000069619359	0.975468512896	N\A	0.025277776913	0.023873819411	0.003239013147	30	5	
1900000	560.271591	1	-1.623268674022	0.905110298032	0.064239261506	-0.014652165121	0.000076176300	0.973814725582	N\A	0.025526501258	0.023453710630	0.002972331755	22	2	
1950000	558.508375	1	-1.521420435990	0.844908134327	0.124525543906	-0.019686284396	0.000071754069	0.975753618507	N\A	0.027436795609	0.024346435548	0.002967542597	31	3	
2000000	546.775293	1	-1.721943103863	0.937484621969	0.014109516799	-0.009123146933	0.000090712260	0.974112349130	N\A	0.025488709979	0.024108411998	0.003316278883	43	2	
2050000	563.343579	1	-1.495615878886	0.838407651404	0.108027173671	-0.012980854953	0.000081096647	0.974318367731	N\A	0.025206533798	0.023059614192	0.003079988480	31	4	
2100000	551.653466	1	-1.537639039710	0.835365870272	0.139226336267	-0.020892600147	0.000118197712	0.981059192250	N\A	0.028800456519	0.024697866429	0.003187529509	39	5	
2150000	557.769283	1	-1.550595392199	0.865090064213	0.096739312194	-0.016633742376	0.000056679836	0.978348364319	N\A	0.026547930017	0.023713375766	0.003017171906	26	2	
2200000	564.892404	1	-1.552811511166	0.873998953546	0.086678250517	-0.016241967583	0.000070872386	0.975435544750	N\A	0.025074415837	0.022985781717	0.003093993697	28	4	
2250000	554.358368	1	-1.572353843055	0.880950278047	0.088230282866	-0.014387178376	0.000068409647	0.975146258153	N\A	0.024178506660	0.022582154378	0.002985503504	27	2	
2300000	568.181067	1	-1.591110650179	0.880221848835	0.101979546028	-0.017416485837	0.000065304892	0.978246530291	N\A	0.023414479712	0.021833217081	0.002957639106	34	4	
2350000	564.989918	1	-1.619570674229	0.902165208239	0.083246546464	-0.016672497064	0.000077041323	0.975516734203	N\A	0.025525813687	0.023354726053	0.003063228846	35	2	
2400000	561.640702	1	-1.518407516374	0.845137209160	0.097535156140	-0.013548161822	0.000069789808	0.977165296798	N\A	0.023783193252	0.022302381228	0.003072771659	28	4	
2450000	558.180718	1	-1.543886108213	0.880084549469	0.074358253022	-0.012840110859	0.000054726738	0.974602595335	N\A	0.028007273369	0.026079777764	0.003493856876	33	2	
2500000	560.682708	1	-1.633812932268	0.905377215331	0.067607273352	-0.016612792446	0.000108730631	0.976612275242	N\A	0.026710342857	0.023724212224	0.003041395105	35	5	
2550000	554.895464	1	-1.726019118298	0.945845689802	0.081274025104	-0.023146301179	0.000065098510	0.974150461354	N\A	0.027456673585	0.025038495247	0.003243751666	26	3	
2600000	564.194875	1	-1.565809972717	0.861012537827	0.108416721948	-0.018286259090	0.000065772794	0.978524063936	N\A	0.024662087820	0.022211179058	0.002828284690	37	5	
2650000	552.442497	1	-1.523971023529	0.853065675881	0.119579039796	-0.019361385117	0.000059332975	0.979382984892	N\A	0.025271933351	0.022087014184	0.002859316167	32	3	
2700000	557.142887	1	-1.490663626763	0.847285439058	0.097275430757	-0.012638081248	0.000071893938	0.974109878931	N\A	0.023129262675	0.022629643839	0.003172785022	26	3	
2750000	552.484146	1	-1.588758402820	0.898928766006	0.080277141042	-0.019740467547	0.000104524987	0.974916537837	N\A	0.026859276302	0.024492362159	0.003244229281	34	2	
2800000	545.017212	1	-1.490955203424	0.838520780808	0.121139204812	-0.017439779959	0.000061088052	0.976985461129	N\A	0.024692099356	0.023102567771	0.003094499998	28	3	
2850000	560.298677	1	-1.566643726609	0.854375449808	0.152665558779	-0.026132569423	0.000075080881	0.974982414098	N\A	0.024957261518	0.022794356233	0.002866966810	30	6	
2900000	573.337524	1	-1.613567181023	0.902631898741	0.076338070862	-0.016750318580	0.000047286909	0.978910278101	N\A	0.023558098058	0.022372978658	0.002813762411	40	8	
2950000	560.092972	1	-1.629518110456	0.911536802200	0.086166876113	-0.018865764622	0.000066659679	0.976884251929	N\A	0.025934387648	0.024122223855	0.003374716299	28	4	
3000000	554.678874	1	-1.574305220314	0.889626863613	0.066622446462	-0.013020235452	0.000058632581	0.981110575607	N\A	0.026375413498	0.021111113418	0.002732419217	30	2	
3050000	553.983378	1	-1.526288766322	0.848614306160	0.100283954910	-0.015439492673	0.000086631664	0.994991508144	N\A	0.021475197686	0.019302532312	0.002824977348	24	2	
3100000	569.306931	1	-1.515703691751	0.840910682041	0.126211409425	-0.018405302551	0.000057773661	0.979657877024	N\A	0.025007618287	0.022402925838	0.003125214437	36	2	
3150000	550.386773	1	-1.600569793362	0.865471786794	0.140891856187	-0.025163961371	0.000028018072	0.975540723425	N\A	0.027561196945	0.025167847868	0.003373496924	36	3	
3200000	561.931824	1	-1.624923111675	0.924436935557	0.041460235312	-0.013276322045	0.000049753351	0.974545408754	N\A	0.024178924383	0.021734977121	0.003015265822	40	3	
3250000	554.457908	1	-1.643734835356	0.906793295140	0.093575052930	-0.020015624965	0.000099200934	0.973599645482	N\A	0.029240193266	0.026095362057	0.003520801165	41	3	
3300000	559.157713	1	-1.511163693547	0.849394805821	0.106090540304	-0.015489917699	0.000068428609	0.976013369087	N\A	0.023716072001	0.022551419490	0.003135604175	34	3	
3350000	559.505194	1	-1.618434969616	0.915591648218	0.063270463490	-0.015535518203	0.000120272711	0.975848390197	N\A	0.024389083336	0.022144596622	0.002952122533	35	3	
3400000	561.221901	1	-1.533190723398	0.862733920976	0.101296768752	-0.015819586331	0.000063902134	0.979581156930	N\A	0.027552011630	0.026192653960	0.003643069533	37	4	
3450000	559.245291	1	-1.641071248981	0.902488511799	0.102433909143	-0.021327643779	0.000063373755	0.976087536706	N\A	0.027049679316	0.024753934461	0.003297783739	30	2	
3500000	558.763885	1	-1.552474299688	0.873304275408	0.091206393307	-0.014333005811	0.000074425051	0.979747581260	N\A	0.026176028286	0.024398455347	0.003139802852	34	2	
3550000	565.138377	1	-1.545607052199	0.862538878573	0.118246639448	-0.022518851566	0.000075921680	0.974566183882	N\A	0.027516175548	0.024659778183	0.003248070303	38	4	
3600000	562.339842	1	-1.534925241914	0.862391474526	0.099653672899	-0.017064244082	0.000075999012	0.974676776649	N\A	0.028867277060	0.025509569859	0.003396887628	29	2	
3650000	549.863000	1	-1.660617395017	0.901465333283	0.118794537415	-0.025762082535	0.000065968226	0.977621535139	N\A	0.026525501760	0.025275423219	0.003569797280	28	4	
3700000	549.193495	1	-1.558418076656	0.873024863799	0.093103664215	-0.016511048141	0.000081265170	0.978050223587	N\A	0.023064538211	0.020012087537	0.002760033607	38	4	
3750000	562.373548	1	-1.585470141793	0.893245670234	0.084911001478	-0.017846021223	0.000063468645	0.982481961500	N\A	0.021974854944	0.019244372757	0.002739030527	33	3	
3800000	556.503256	1	-1.530599772821	0.857081245107	0.096426292152	-0.013951447492	0.000062350061	0.974773763533	N\A	0.025601374455	0.024287753407	0.003416204587	26	3	
3850000	560.986408	1	-1.625195297605	0.918045108657	0.062330029733	-0.015880866147	0.000065775261	0.977499611747	N\A	0.023515093490	0.021776657818	0.002791417301	38	2	
3900000	562.408995	1	-1.588808678850	0.904974475764	0.054778014969	-0.014566468679	0.000080824483	0.976614620020	N\A	0.028414837977	0.025044124818	0.003369701051	32	4	
3950000	552.959096	1	-1.550343253222	0.865342657155	0.094964832107	-0.019305753591	0.000088439182	0.976744885891	N\A	0.024817895883	0.023021394552	0.003087695722	38	2	
4000000	554.546968	1	-1.543360120902	0.868168766499	0.082412385069	-0.013449239920	0.000051173430	0.976996098014	N\A	0.026648587565	0.024140061211	0.003354098828	30	1	
4050000	552.397448	1	-1.596949611580	0.862483572338	0.123898342276	-0.022135400160	0.000090124641	0.974748153869	N\A	0.025133543903	0.022659560933	0.003021722952	38	4	
4100000	562.254858	1	-1.628446523189	0.912938933713	0.064501598557	-0.015208985547	0.000070863502	0.978202713904	N\A	0.023105794862	0.020900417056	0.002924652698	40	3	
4150000	562.155119	1	-1.652854898743	0.924524803212	0.058709851366	-0.015728427478	0.000081434257	0.976701898489	N\A	0.027555860135	0.025094974231	0.003385649875	33	2	
4200000	562.680225	1	-1.548259042202	0.857328943817	0.106312191444	-0.015744114561	0.000059272009	0.979989299964	N\A	0.024150878931	0.021990358301	0.003124496122	32	2	
4250000	553.770313	1	-1.663667662344	0.916507107558	0.060129921512	-0.016332647350	0.000068562612	0.974283772874	N\A	0.027891692483	0.025136581440	0.003052908216	44	2	
4300000	567.345381	1	-1.626797484879	0.902809248837	0.086399804558	-0.019402911148	0.000078947877	0.975859137838	N\A	0.025264791646	0.023418298827	0.003103495782	29	2	
4350000	558.350074	1	-1.654358419930	0.914406151402	0.054927768550	-0.013297720554	0.000077312686	0.974457613571	N\A	0.026068195993	0.023701048832	0.003038109044	38	3	
4400000	565.147661	1	-1.580068588396	0.887361961562	0.072254078710	-0.013140911468	0.000053080169	0.977365040570	N\A	0.024763978755	0.023426486679	0.003236333472	32	4	
4450000	549.950500	1	-1.583872605550	0.877192000548	0.092930742094	-0.017241176787	0.000065303170	0.974132966527	N\A	0.025829818591	0.023761899390	0.003343288859	31	4	
4500000	558.888564	1	-1.627357523541	0.923491236416	0.044466531530	-0.013238491518	0.000046881251	0.977335839183	N\A	0.026717872373	0.025466090654	0.003431449476	48	5	
4550000	567.125657	1	-1.424487832624	0.807249916125	0.117431537734	-0.012389120536	0.000067962276	0.976510710965	N\A	0.026239544096	0.024129781435	0.003364894713	34	3	
4600000	560.348001	1	-1.576525530700	0.871232420701	0.090202544185	-0.012638397410	0.000048873703	0.977440584889	N\A	0.026186879181	0.024649186263	0.003396295372	29	3	
4650000	557.852715	1	-1.585827199288	0.892470192442	0.071718920609	-0.015205813232	0.000026181673	0.976176754199	N\A	0.024921173649	0.022631893940	0.002925137849	33	4	
4700000	572.731363	1	-1.534115062310	0.854676429199	0.099225684071	-0.015758064539	0.000064560826	0.979847407582	N\A	0.024021485444	0.021207666157	0.002770533211	29	4	
4750000	562.779632	1	-1.604093398910	0.883790211078	0.082162977951	-0.015002160421	0.000084415902	0.991547024330	N\A	0.022956101651	0.021747101318	0.002883148613	26	3	
4800000	568.505556	1	-1.600992225164	0.895696974416	0.072171163298	-0.014677946661	0.000053888772	0.977226236972	N\A	0.024888040255	0.023751093663	0.003312611593	37	4	
4850000	550.356945	1	-1.518555826198	0.835218476159	0.135123752592	-0.019894916084	0.000050574542	0.974140760749	N\A	0.027737594921	0.024965826529	0.003322602800	30	2	
4900000	554.524952	1	-1.595167582695	0.868587094340	0.119966587398	-0.023603770873	0.000072210414	0.975247216268	N\A	0.027936329516	0.025356630000	0.003155692129	32	2	
4950000	567.007527	1	-1.557993592932	0.868513675312	0.124945909533	-0.024218028927	0.000060786101	0.979031299022	N\A	0.025902784790	0.023879949707	0.003293640534	37	4	
5000000	563.831059	1	-1.605051312174	0.902674270619	0.067777010146	-0.014580494917	0.000061288271	0.980482425393	N\A	0.025563535278	0.024003142024	0.003316383880	28	4	
