Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m8-fab-001.txt
Log File Name:                   STR_d1_m8-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4121515428
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m8-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	528.605902	1	-1.569391747166	1.131158136421	0.008659914052	-0.121806255554	0.000087690253	0.985955577188	N\A	0.036286597801	0.004900036009	0.019022269815	38	3	
1050000	537.455405	1	-1.491611134515	1.105961693978	-0.003875529859	-0.059957060500	0.000188151079	0.985187330318	N\A	0.041450654158	0.005614196290	0.017956004416	38	1	
1100000	548.268200	1	-1.552739515074	1.136189076527	0.001073044499	-0.097219248096	0.000165584005	0.981737367872	N\A	0.041805339558	0.006042430389	0.019337265489	39	2	
1150000	545.852181	1	-1.469615710443	1.085788359658	0.010621070026	-0.115556426261	0.000073499416	0.981094628082	N\A	0.041166141022	0.005564313178	0.018655268440	32	1	
1200000	544.944559	1	-1.523895826541	1.125873998276	-0.003152835256	-0.077168199974	0.000199790621	0.987401702106	N\A	0.035093958121	0.004590165584	0.015065305238	43	2	
1250000	538.398320	1	-1.465656284385	1.079175928399	0.012828043257	-0.111512936623	0.000098556239	0.982600915849	N\A	0.041328878782	0.005682226203	0.019191421702	35	1	
1300000	543.658949	1	-1.367153883466	1.023443006114	0.009279502680	-0.055290347281	0.000182452927	0.984666976137	N\A	0.040430904233	0.005893263927	0.017174536779	44	1	
1350000	533.925101	1	-1.466500233342	1.089314340604	0.003897179103	-0.076514058944	0.000085107453	0.980090882876	N\A	0.044496076181	0.005587860345	0.018347235399	34	2	
1400000	546.313795	1	-1.477213015525	1.076037126615	0.000527399843	-0.043035560936	0.000093114400	0.983962060636	N\A	0.039409196705	0.004929911222	0.017013376222	47	1	
1450000	531.725959	1	-1.550394401447	1.145517776498	-0.016789279118	-0.030351280942	0.000115696429	0.978945727206	N\A	0.043393197320	0.005745779904	0.020841440657	32	4	
