Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m9-fab-003.txt
Log File Name:                   DIE_d1_m9-fab-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            499965901
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m9-fab-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
1500000	745.578551	1	-0.909431799629	0.860923100510	0.013015959763	0.080470450444	-0.009570964023	0.000029383209	0.992688411875	N\A	0.049855053914	0.007128641369	0.021735273447	0.004119808288	30	4	
1550000	743.205358	1	-0.904597073871	0.887268490729	0.002357577805	0.091463320183	-0.008751840554	0.000020331705	0.991518280799	N\A	0.063079525521	0.009428457123	0.025499909620	0.005090930513	35	3	
1600000	733.561467	1	-0.910249935546	0.867881136015	0.013146589348	0.077794589327	-0.011907684651	0.000022315922	0.992596050138	N\A	0.054462660589	0.008607643766	0.021604225859	0.004678117529	36	4	
1650000	731.620222	1	-1.081344775054	0.994037649173	-0.005533612688	0.046691270322	-0.006115058555	0.000023885905	0.991831030713	N\A	0.044208024776	0.006056456389	0.020896554762	0.003741509290	34	4	
1700000	729.568185	1	-0.897426360546	0.865692454622	0.010007760370	0.078580963549	-0.007858098548	0.000025781757	0.992152817570	N\A	0.058887553834	0.008974423861	0.023236449544	0.004830764329	27	3	
1750000	737.937057	1	-0.829040862541	0.796352299565	0.026080827435	0.098344077963	-0.018489489439	0.000024141356	0.993029324802	N\A	0.055928831907	0.009104770089	0.021436147688	0.004863888526	45	3	
1800000	725.149209	1	-0.957959559363	0.912379147340	-0.000315798811	0.084541690457	-0.005921964690	0.000024517492	0.991748284375	N\A	0.053199574965	0.007706365427	0.022062418423	0.004360278393	38	3	
1850000	726.207819	1	-0.916468386707	0.865853681324	0.014604730143	0.080356796185	-0.014048333061	0.000032883543	0.992985101583	N\A	0.062318706098	0.009759026942	0.023310092509	0.005072672611	37	3	
1900000	725.173163	1	-0.847420325727	0.838263023944	0.017392704442	0.078733705359	-0.014171605905	0.000023522965	0.992253324539	N\A	0.055602277222	0.008654256318	0.021591988581	0.004601800010	39	3	
1950000	737.889226	1	-1.124627959631	1.043696349279	-0.013671258094	0.018668988453	0.001079495643	0.000013263980	0.993113120163	N\A	0.052082335150	0.008154355927	0.020506737660	0.004512374557	35	4	
2000000	726.814428	1	-0.880870857234	0.836439105239	0.019565214219	0.082548939194	-0.013908143467	0.000022148789	0.992298438008	N\A	0.054874827997	0.008943891270	0.021319407636	0.004840654289	40	3	
2050000	734.416820	1	-1.024175719399	0.938391613508	0.003803950703	0.067146132317	-0.010762922741	0.000024305968	0.992886587867	N\A	0.056605315082	0.008419512355	0.022073313621	0.004077421401	30	4	
2100000	728.399336	1	-0.823279593371	0.781252127384	0.026749540287	0.126545472096	-0.023106125033	0.000020940570	0.991790962541	N\A	0.054075702848	0.007916655423	0.023394889193	0.004434615219	31	4	
2150000	728.040480	1	-0.996289624063	0.927418358980	0.003223383789	0.072791065683	-0.009787530482	0.000032468399	0.991955766100	N\A	0.056505434892	0.008739902958	0.022867123148	0.004846240701	36	4	
2200000	728.943268	1	-1.034294414238	0.975948961202	-0.008665592881	0.053966264962	-0.000865067590	0.000030256613	0.991712128032	N\A	0.052319358438	0.007917323758	0.021894622624	0.004473834794	34	3	
2250000	738.047375	1	-0.942904849225	0.915265044052	0.000453091255	0.071074137281	-0.006177523185	0.000022547740	0.992407577460	N\A	0.050949179648	0.007915158003	0.020368468774	0.004376050769	34	3	
2300000	733.937124	1	-0.986837877410	0.930782154450	0.000603300774	0.071643343467	-0.007099703659	0.000018622966	0.993521175548	N\A	0.057204780005	0.008970813131	0.022333887630	0.004787137743	48	3	
2350000	728.475874	1	-0.921920417196	0.874005480763	0.011967704046	0.075997959300	-0.010158613368	0.000027911215	0.993093372015	N\A	0.063355880451	0.009703551436	0.024135757307	0.005018809860	52	3	
2400000	732.613503	1	-1.000081720312	0.940664774982	0.002352004385	0.050730889440	-0.008725617537	0.000021437927	0.991829075384	N\A	0.046011160308	0.006732586024	0.019708963436	0.003586607445	31	4	
2450000	736.027043	1	-0.827882639652	0.780876216562	0.029529744856	0.104894032133	-0.019112452885	0.000026955296	0.993575533480	N\A	0.059171210210	0.009476955463	0.021166357502	0.004982928505	37	4	
2500000	737.320541	1	-0.754191961211	0.755554292649	0.028601183657	0.114675581845	-0.019467798946	0.000023853530	0.992869919317	N\A	0.054504292809	0.008395515206	0.020922400141	0.004345451478	31	5	
2550000	732.055635	1	-0.854469503905	0.823444875352	0.017857363516	0.102047714530	-0.015211138886	0.000024723973	0.992802247632	N\A	0.060523942500	0.009272581997	0.023531273841	0.004899187120	43	3	
2600000	733.786692	1	-1.039201463962	0.951865791712	0.002763877476	0.047741346732	-0.006776075714	0.000022523484	0.993057880572	N\A	0.049928165507	0.007653408214	0.020768509213	0.004177628861	43	3	
2650000	730.238392	1	-0.815809313024	0.804013336696	0.020501675934	0.101290075050	-0.014543523670	0.000020937930	0.993598934644	N\A	0.053184814677	0.008288247200	0.021257918693	0.004511948443	36	3	
2700000	727.711070	1	-1.048049533591	1.007589780893	-0.017122004749	0.049407959161	0.001697689753	0.000048961341	0.990597878332	N\A	0.052381037913	0.007692903747	0.021850288527	0.004320351287	37	3	
2750000	728.937487	1	-0.852012300250	0.843654156428	0.012555363140	0.078828844755	-0.008560840584	0.000023565215	0.992405729547	N\A	0.051051069475	0.008123006630	0.021085722083	0.004570759426	31	3	
2800000	733.214706	1	-0.937440557735	0.887960277381	0.004996844194	0.095210501737	-0.010223528019	0.000020888495	0.993175200405	N\A	0.050452317679	0.007974718762	0.020996864302	0.004419149889	36	3	
2850000	719.811074	1	-1.042672256556	0.977198979603	-0.009257722891	0.059055622394	-0.001065891736	0.000024253939	0.991712400764	N\A	0.052430975601	0.008183462672	0.022183327748	0.004677847687	35	3	
2900000	731.253218	1	-0.815860942991	0.791858472445	0.024208123556	0.110539189666	-0.019506574834	0.000020920482	0.992817977489	N\A	0.053983977752	0.008327901594	0.021722532488	0.004395279390	43	3	
2950000	733.112946	1	-0.890279881193	0.857612473156	0.014316547792	0.075938210572	-0.011951975351	0.000026149162	0.992103762751	N\A	0.052379903411	0.008220899711	0.021183620252	0.004495451903	26	3	
3000000	731.520261	1	-0.981863055835	0.945274642773	-0.008559624253	0.093289473937	-0.007240622865	0.000034255077	0.991723620243	N\A	0.054403990580	0.007791275545	0.023339985903	0.004375726418	42	3	
3050000	746.324167	1	-0.853417959164	0.816990097492	0.018532300189	0.110192952660	-0.016642136035	0.000022909945	0.992721065794	N\A	0.051038813698	0.007202887469	0.022639387006	0.004234755146	38	4	
3100000	728.033225	1	-0.860478212553	0.821709030593	0.020126494576	0.108131829189	-0.020082124392	0.000038707359	0.991451038767	N\A	0.055371108818	0.008424270446	0.022330517244	0.004400326118	28	3	
3150000	724.033410	1	-0.974718258097	0.904031593394	0.009684959165	0.062587775597	-0.009605482831	0.000025704292	0.991488677382	N\A	0.053701028209	0.008461142287	0.022209937889	0.004812182859	30	3	
3200000	727.987759	1	-0.930784310653	0.898041342610	0.006148471033	0.061978379599	-0.006203806455	0.000027199519	0.992036787893	N\A	0.056250390474	0.008526973403	0.022997916737	0.004688279576	31	4	
3250000	740.548073	1	-0.900614153220	0.869065650740	0.008457221356	0.098132626132	-0.012540628797	0.000021709534	0.992331646533	N\A	0.054569850606	0.008413941420	0.022089331956	0.004517971562	36	4	
3300000	736.154282	1	-0.944026458844	0.869694322827	0.013287720998	0.102304771877	-0.017496692222	0.000017649283	0.993618989310	N\A	0.052792424231	0.008096684450	0.020859839711	0.004270073300	43	4	
3350000	739.400344	1	-0.879554597751	0.844960276966	0.015849739072	0.088591018188	-0.013877552096	0.000023466216	0.992791616309	N\A	0.059081805954	0.009236270751	0.021557950984	0.004537939010	40	4	
3400000	731.369057	1	-0.952116735375	0.880977930246	0.016850177540	0.056792871478	-0.013306671620	0.000022848323	0.992246943036	N\A	0.064151400639	0.009561104219	0.025548496716	0.005077844360	38	3	
3450000	739.280423	1	-0.834068092843	0.794165916179	0.028587186937	0.091780891252	-0.019059400571	0.000021401530	0.993023721008	N\A	0.053306942078	0.008867939647	0.020209384367	0.004820991420	26	4	
3500000	733.856747	1	-0.943259085107	0.907619223712	0.005307933009	0.051626914701	-0.003982506979	0.000019111331	0.993166800261	N\A	0.051017218144	0.008222713099	0.019965818915	0.004358690742	48	3	
3550000	725.807265	1	-0.928243441174	0.891688836555	0.007975871535	0.068564099060	-0.009541281066	0.000025561211	0.992557534972	N\A	0.056632142304	0.008190849849	0.022709589666	0.004120396297	48	4	
3600000	722.792351	1	-0.986414674649	0.947463137641	-0.002189198707	0.060201921608	-0.007521021584	0.000023530579	0.992223099428	N\A	0.063053992438	0.009262080826	0.024959724926	0.004889870724	32	3	
3650000	723.899635	1	-1.020817393360	0.956547342342	-0.009502017334	0.099621572203	-0.008463526408	0.000030332300	0.991192461543	N\A	0.052152675209	0.007393756342	0.024024791071	0.004538414896	34	3	
3700000	729.255847	1	-0.977876972913	0.905088942293	0.011069524244	0.064227056072	-0.011565161795	0.000017597640	0.992499126464	N\A	0.055698844002	0.008629672135	0.022900578923	0.004779877320	35	4	
3750000	730.785606	1	-0.993938257097	0.928898002200	0.006041706728	0.047821059859	-0.005945912067	0.000022816261	0.992921504994	N\A	0.059302887542	0.009167428099	0.021948403137	0.004524329042	45	3	
3800000	729.114136	1	-0.928515234333	0.893885357883	0.005810351325	0.076472831597	-0.009210849742	0.000021205066	0.991744033209	N\A	0.057961193804	0.008810607375	0.023724647834	0.004864782626	28	4	
3850000	732.253583	1	-0.888271650807	0.855978875294	0.013309767108	0.085594902246	-0.012923851096	0.000021589545	0.992333858524	N\A	0.058573885698	0.009037571984	0.022732666717	0.004752551265	43	3	
3900000	731.457890	1	-0.954580024315	0.892574982316	0.004938666187	0.101456907634	-0.012727740388	0.000027973835	0.992869467625	N\A	0.047545103155	0.006905108150	0.021161424850	0.004027612680	32	4	
3950000	724.260009	1	-0.907977702816	0.853308337083	0.016821765759	0.082597771734	-0.013771690475	0.000024295365	0.992631824103	N\A	0.058155586858	0.008967353887	0.022275681957	0.004640718925	43	3	
4000000	727.106105	1	-0.890766840264	0.846613941276	0.017954455667	0.082368620665	-0.013517521682	0.000019599207	0.992919428180	N\A	0.053983833051	0.008056198099	0.022716706026	0.004495298031	30	5	
4050000	734.913924	1	-0.897337298165	0.837697677149	0.021082217975	0.083339976294	-0.015775917656	0.000021592354	0.992679381476	N\A	0.062013880959	0.009622835326	0.024346084530	0.005205553611	41	4	
4100000	736.344632	1	-0.969771159606	0.936430722224	-0.004270192363	0.068489995610	-0.003899693698	0.000023281937	0.992223647747	N\A	0.051143759739	0.007872475145	0.021122823511	0.004394257364	32	3	
4150000	735.691787	1	-1.058939501289	0.966204354499	-0.001543247589	0.058736828779	-0.006920825157	0.000009647772	0.992289410352	N\A	0.057501986505	0.008766976152	0.022489360175	0.004671176094	34	3	
4200000	731.216007	1	-0.976394911500	0.892225937922	0.013276398074	0.078353380732	-0.015164595490	0.000031382726	0.991851587817	N\A	0.055137515095	0.008584287911	0.021630282186	0.004508026367	27	3	
4250000	743.288673	1	-0.958957937181	0.900253559458	0.005970922916	0.085530534135	-0.011345548079	0.000032813323	0.992927866375	N\A	0.055838196867	0.008296928323	0.022478686272	0.004367498074	40	4	
4300000	742.757246	1	-0.884728990385	0.835513046605	0.021065944881	0.090780948204	-0.019329714869	0.000029602422	0.992612952250	N\A	0.053763485008	0.007715647152	0.022142126471	0.004266322313	44	4	
4350000	746.543816	1	-1.040339829953	0.965811462858	0.003497733984	0.020793119531	-0.004383671001	0.000021795884	0.992917861866	N\A	0.046417490501	0.006905751904	0.019871700904	0.003852877304	34	5	
4400000	732.915385	1	-0.877466457334	0.838738537553	0.015163876679	0.098692402944	-0.013697071214	0.000023119542	0.992194644436	N\A	0.050389255549	0.007763897828	0.021477103325	0.004464660195	42	4	
4450000	735.377908	1	-0.919410167376	0.881237004017	0.012064486102	0.073736315268	-0.013611988860	0.000014162905	0.992236187049	N\A	0.052739007670	0.008184747722	0.021517911700	0.004508279857	46	4	
4500000	726.798188	1	-0.855474282206	0.827806774841	0.020325424962	0.078728542370	-0.012944294600	0.000021975883	0.991569656178	N\A	0.057028176831	0.009435657077	0.021525572396	0.004811567105	26	3	
4550000	738.631637	1	-0.873579227681	0.834228566933	0.016591516270	0.097431938412	-0.014286806557	0.000036819370	0.992962951728	N\A	0.052931268584	0.008719246105	0.018880479946	0.004210914418	40	3	
4600000	723.544303	1	-1.091818969319	0.998276467342	-0.005152345197	0.036678152449	-0.004123216183	0.000027830782	0.992698607064	N\A	0.053926667355	0.008176105526	0.022138562641	0.004464423481	37	3	
4650000	736.310923	1	-0.854633366681	0.808441465845	0.022995352573	0.102948539415	-0.016986280413	0.000020805124	0.994178245202	N\A	0.051884466542	0.007549138873	0.021317307747	0.003983289717	41	4	
4700000	727.799534	1	-0.744830219608	0.732200864610	0.034533688944	0.124104479758	-0.022795791257	0.000028493245	0.992768325653	N\A	0.049503480654	0.007187389825	0.021333123503	0.004043769393	30	4	
4750000	736.348412	1	-0.973613749603	0.893905484217	0.014098168718	0.064058435497	-0.012947437212	0.000025663796	0.992866359124	N\A	0.048485262941	0.007463694096	0.020330040350	0.004217385925	32	4	
4800000	749.468782	1	-0.950471167255	0.889735191032	0.010350438144	0.077320215621	-0.012327619937	0.000031316130	0.992630345946	N\A	0.049853274641	0.007257516415	0.021219733605	0.004037093028	38	6	
4850000	735.943372	1	-1.030280814533	0.960008753658	0.000786188739	0.039314681147	-0.005135273601	0.000021517379	0.992759669690	N\A	0.053512619246	0.008193818586	0.021842534802	0.004471262217	33	4	
4900000	726.338647	1	-0.948729196374	0.906447496825	0.004356036850	0.071435233321	-0.008461245489	0.000026111662	0.992737368930	N\A	0.057103222092	0.008626466725	0.022975492544	0.004498599319	39	3	
4950000	737.908764	1	-1.113203327777	1.027168103054	-0.019863176619	0.072292762081	-0.001841242693	0.000034448054	0.991484250975	N\A	0.059250839505	0.008892052905	0.024736921351	0.004993852824	33	3	
5000000	724.627537	1	-0.925449957172	0.880200385729	0.013329678048	0.061208603995	-0.010473385744	0.000013980299	0.991905313009	N\A	0.055073844239	0.008651767125	0.021383461331	0.004474163969	36	3	
5050000	744.336847	1	-1.136769302072	1.040960339436	-0.013294254032	0.027823226083	-0.000957830766	0.000023549068	0.991746264048	N\A	0.058756817752	0.008960997524	0.023467476371	0.004775179433	34	3	
5100000	738.742840	1	-0.782881398317	0.743496386394	0.035910427961	0.124173830105	-0.025695199471	0.000023956978	0.993782896112	N\A	0.055966025532	0.008762498673	0.020904978149	0.004510083584	46	3	
5150000	727.673665	1	-0.836409951539	0.823413723530	0.013243309500	0.119775280706	-0.015875099462	0.000027163639	0.992994884616	N\A	0.054843171825	0.008692303590	0.020964375345	0.004368942233	42	4	
5200000	742.530701	1	-0.923045119552	0.876305776386	0.012438168110	0.074263464557	-0.012300536288	0.000030406325	0.992462420178	N\A	0.048496939555	0.007005798768	0.021295236710	0.003963097564	38	4	
5250000	735.324249	1	-0.724895686994	0.740946344592	0.027142508889	0.132238673684	-0.020987382997	0.000023170020	0.992598085492	N\A	0.056928694896	0.008822894622	0.021651401486	0.004564430329	35	3	
5300000	729.364526	1	-1.043638125489	0.985961654186	-0.014008147047	0.067103326560	0.000690565991	0.000029364800	0.991619459871	N\A	0.054970918990	0.008122599105	0.023785449733	0.004718223088	19	3	
5350000	704.881887	1	-1.181838197384	1.087329998123	-0.020870196763	0.011269676660	0.001305651632	0.000023130989	0.990664029844	N\A	0.048921727987	0.007341834972	0.021405159479	0.004139984260	32	3	
5400000	724.845000	1	-1.179127977952	1.100153681282	-0.021829538661	-0.023295643274	0.008323235541	0.000021427929	0.990769005446	N\A	0.053306583260	0.008038636699	0.023094950907	0.004626060190	52	3	
5450000	732.319348	1	-0.836560308449	0.816223712807	0.020793250430	0.082581853723	-0.012362206830	0.000025270991	0.992356887821	N\A	0.051956687062	0.007991866645	0.021614522100	0.004412280875	32	4	
5500000	729.696737	1	-0.741656185946	0.724620037228	0.039713474870	0.103187522080	-0.022016129504	0.000005291467	0.991986140308	N\A	0.052736550333	0.008243294301	0.021764192721	0.004398509131	39	4	
5550000	731.507211	1	-0.929526508540	0.911351361685	0.001031043651	0.047889273836	0.001193347889	0.000005903120	0.992034989644	N\A	0.055204781735	0.008489866289	0.022233198648	0.004615216436	30	3	
5600000	725.368415	1	-0.991929524541	0.957760857864	-0.005328596824	0.046243905864	-0.001053457331	0.000009974972	0.993762387095	N\A	0.051967806864	0.008127074610	0.020521158519	0.004293196667	41	3	
5650000	736.850217	1	-0.998974863094	0.931179395093	0.004661976801	0.054672400383	-0.007457321293	0.000024869153	0.992749976045	N\A	0.059966686948	0.009152182178	0.023821294488	0.004956550637	30	3	
5700000	739.141259	1	-0.885955730776	0.813453740074	0.030357605522	0.082351861216	-0.020764228132	0.000021906781	0.993037340446	N\A	0.053420880556	0.008758122781	0.021261318907	0.004704079554	39	4	
5750000	738.887026	1	-0.994922407481	0.939907314921	0.001351343461	0.042218962581	-0.002205154344	0.000022738659	0.992894836538	N\A	0.055672535857	0.008677879033	0.022133824105	0.004730197245	42	3	
5800000	732.504902	1	-0.984139061291	0.935187665350	0.000328480431	0.063795480644	-0.007018112706	0.000020869978	0.992716114969	N\A	0.051863126523	0.007889755683	0.020956367384	0.004142371717	38	3	
5850000	721.841242	1	-0.864532192577	0.816780942411	0.021838365646	0.106075093112	-0.018921234654	0.000024503538	0.992397684178	N\A	0.061058838665	0.009128641677	0.023809347905	0.004537936282	32	3	
5900000	728.724614	1	-0.934417933584	0.878387782181	0.013242881461	0.073346176744	-0.012593891589	0.000023322385	0.992919835260	N\A	0.051276542948	0.008070735615	0.020038271829	0.004209820193	26	4	
5950000	724.896692	1	-1.021730145781	0.948241223386	-0.002447065185	0.072223659539	-0.007675531096	0.000008607133	0.992099561531	N\A	0.051693290084	0.007604682374	0.022170304644	0.004268034113	34	3	
6000000	717.581660	1	-0.981918940044	0.946954100733	-0.008387243048	0.076181288364	-0.002219084580	0.000023511012	0.992321138844	N\A	0.058890615554	0.008363755401	0.024280799143	0.004597371575	36	3	
6050000	730.244267	1	-0.952796493083	0.872830692303	0.014599145480	0.089160347485	-0.015050640958	0.000027619695	0.992942825015	N\A	0.052102800588	0.007942461352	0.021112663900	0.004252748013	40	3	
6100000	731.419110	1	-0.923759208621	0.885942179721	0.004951418138	0.087190030879	-0.008184460777	0.000021732185	0.992699881631	N\A	0.058245494072	0.008875627730	0.023083875668	0.004773870087	32	3	
6150000	741.082693	1	-0.867434435014	0.849362767248	0.011600795149	0.096490085894	-0.012709799476	0.000025485703	0.992765227649	N\A	0.049352609749	0.006844698450	0.021946331861	0.003947143456	31	4	
6200000	729.535992	1	-1.111681196366	1.039147426796	-0.019221597143	0.036577192875	0.003571868674	0.000024249159	0.991589254325	N\A	0.055655855077	0.008229606200	0.023804909766	0.004710785099	39	3	
6250000	737.138855	1	-1.036084582225	0.969854436433	-0.008482767078	0.069471981880	-0.003430058626	0.000024609173	0.992296155100	N\A	0.057335675554	0.008638739491	0.023552720529	0.004738719058	34	3	
6300000	731.734247	1	-0.983214983281	0.938881297085	-0.001809635827	0.070218314617	-0.008160848252	0.000027137243	0.993518008409	N\A	0.051609216381	0.007727290101	0.020575288823	0.004106503962	44	3	
6350000	728.828741	1	-0.874790786971	0.830523740568	0.020140205278	0.083570530364	-0.013272171807	0.000028837720	0.992442649173	N\A	0.054285286471	0.008305818455	0.022397627358	0.004758806870	32	3	
6400000	740.927263	1	-1.142271801083	1.065514249538	-0.020959028535	0.019087180148	0.004205586354	0.000030534504	0.991690259108	N\A	0.052293543585	0.007476578794	0.022674884777	0.004245074438	37	4	
6450000	736.784953	1	-0.941931946847	0.910589934437	0.002573858247	0.062626140126	-0.004841794118	0.000025008362	0.992005979853	N\A	0.054278548081	0.008371960791	0.021687915371	0.004437553347	25	4	
6500000	739.019499	1	-0.806212573259	0.794789537637	0.020556366555	0.117361219437	-0.017062007030	0.000021645677	0.992853754035	N\A	0.053385482558	0.007832255655	0.022505077811	0.004219045708	52	5	
6550000	735.582132	1	-0.977358425718	0.911970081053	-0.000628493731	0.110085572882	-0.011191841779	0.000032274096	0.993040780155	N\A	0.057041308020	0.008385988757	0.022795787400	0.004408292818	38	4	
6600000	723.611923	1	-1.162778679864	1.070688084202	-0.018075630979	0.013175750186	0.001645331003	0.000025550267	0.991369476546	N\A	0.062628441146	0.009172474072	0.025602977961	0.004946789744	31	3	
6650000	731.155146	1	-1.102128188237	1.041929406013	-0.019841904162	0.026065325081	0.006783782145	0.000024835389	0.991657212188	N\A	0.049791631139	0.007292991376	0.022220488197	0.004428369586	41	4	
6700000	734.202220	1	-1.007352992693	0.957761555407	-0.006404708918	0.067930092895	-0.002470079186	0.000024673617	0.993289135815	N\A	0.054807482427	0.008351190352	0.021905620352	0.004656214041	41	3	
6750000	730.348423	1	-0.986625476961	0.933650618181	-0.002347330937	0.077862564008	-0.007457495551	0.000009116277	0.991820953286	N\A	0.054335705992	0.008345217059	0.022384802142	0.004679807446	30	3	
6800000	743.735931	1	-0.970832004978	0.907856966751	0.005159468493	0.082206321637	-0.011088966122	0.000023140152	0.992642352626	N\A	0.058935092797	0.009095954767	0.022314155715	0.004757966212	43	3	
6850000	730.460803	1	-0.880248627188	0.853456579250	0.010284692732	0.106085073134	-0.014263936894	0.000022964037	0.992429058117	N\A	0.056687305307	0.008844966937	0.022450198501	0.004674976941	37	3	
6900000	734.723848	1	-0.820706379786	0.806969803146	0.018337330317	0.102953850384	-0.013461873750	0.000026797909	0.992314594249	N\A	0.045798302898	0.006848902175	0.019667190263	0.004022810447	40	4	
6950000	723.346367	1	-0.846361698056	0.829436073914	0.020799657694	0.070263341396	-0.014569558835	0.000044357018	0.991589516924	N\A	0.046657839718	0.006941773834	0.020635541090	0.004020695918	40	5	
7000000	731.075997	1	-1.012183492296	0.951219858604	-0.001391463222	0.058643816794	-0.006179314008	0.000026700376	0.992304149832	N\A	0.056744576401	0.009039004259	0.022498318497	0.004979555020	34	3	
7050000	734.546713	1	-0.891163256122	0.857021611538	0.011713930698	0.095203320196	-0.013175741384	0.000023014356	0.992575540806	N\A	0.056553254119	0.008597626070	0.022124457056	0.004146004909	28	3	
7100000	722.634224	1	-0.976953695114	0.922588434037	0.003375465992	0.063462183870	-0.008830489444	0.000024201130	0.992635649081	N\A	0.050393177329	0.007865083059	0.020811829457	0.004373788340	36	3	
