Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m8-VR-005.txt
Log File Name:                   MES_d1_m8-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1012611467
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m8-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	568.219663	1	-1.012081059790	1.067545345206	-0.043065086123	0.037486588330	0.000089946059	0.979637304045	N\A	0.034999820056	0.004304702182	0.016954758709	45	25	
1050000	567.729503	1	-0.996179187704	1.040410214434	-0.035068950191	0.023891151425	0.000054680966	0.979897812011	N\A	0.030071164962	0.003262872286	0.012820002350	57	33	
1100000	547.562062	1	-1.049053170293	1.065759689119	-0.039191904320	0.032567084815	0.000089753259	0.968592145246	N\A	0.043103732361	0.005020386636	0.018234431004	49	20	
1150000	571.949773	1	-0.939324573134	1.004953370641	-0.034880908483	0.041703450190	0.000147699129	0.984554239278	N\A	0.032799399939	0.003839154480	0.013887043127	46	27	
1200000	574.790202	1	-0.967338682362	1.018834499244	-0.035748165455	0.042368215710	0.000063002227	0.983784706645	N\A	0.024533846295	0.003538217601	0.013150353225	49	35	
1250000	574.242172	1	-1.013297796656	1.055308673585	-0.039531940201	0.034905354121	0.000067482960	0.981963420349	N\A	0.023980490740	0.003444259632	0.013224634905	49	22	
1300000	570.036851	1	-0.964807285361	1.013767276584	-0.045610384096	0.097354855567	0.000090767557	0.979593742459	N\A	0.032878434916	0.004425880898	0.016077077315	36	29	
1350000	573.630261	1	-1.001734716662	1.069776233024	-0.046327151359	0.047850502410	0.000056873609	0.972915915713	N\A	0.039638870638	0.004245957054	0.016556790339	46	33	
1400000	561.354882	1	-1.029292984896	1.058821657964	-0.044066765272	0.058726921752	0.000094690552	0.974344801984	N\A	0.037515593033	0.004349534970	0.017095708217	36	21	
1450000	583.333556	1	-0.891451176748	1.000142462291	-0.038556272495	0.055953260120	0.000084560977	0.976785945279	N\A	0.036554948654	0.004375274656	0.017513908213	56	22	
1500000	561.402015	1	-0.901177219205	0.987630089060	-0.037761766160	0.072482467467	0.000070777721	0.974873296521	N\A	0.038776465194	0.004230052458	0.017121105578	47	24	
1550000	582.962053	1	-0.948383374203	1.030005855198	-0.040075558958	0.046115924393	0.000062724408	0.982285945509	N\A	0.025055008238	0.003568739755	0.013150980583	48	31	
1600000	573.826473	1	-1.039148928013	1.062193086378	-0.040710494494	0.040784201376	0.000071467134	0.976154977452	N\A	0.036652931970	0.004334018528	0.016104994272	56	31	
1650000	569.900414	1	-0.833050573351	0.934098977485	-0.032332589675	0.079212466437	0.000081172209	0.980894351328	N\A	0.029906841065	0.004091652802	0.014764424599	39	24	
1700000	569.977133	1	-0.901687967207	0.973398148150	-0.031361344500	0.061329068447	0.000075756149	0.977918067845	N\A	0.033902465244	0.003973716148	0.015449044678	49	28	
1750000	555.435592	1	-0.983433438857	1.033705488432	-0.040947960608	0.059175263457	0.000073053625	0.982317382504	N\A	0.025673213422	0.003646699636	0.013894649237	47	23	
1800000	557.200011	1	-0.892262085435	0.980936724338	-0.037550019245	0.078359167061	0.000069560390	0.972216107739	N\A	0.039885803074	0.004532313731	0.017885535155	59	22	
1850000	559.692447	1	-0.998340813718	1.050710713039	-0.045704204735	0.060753698118	0.000133645539	0.973067831480	N\A	0.037740610906	0.004249088928	0.017460145946	42	28	
1900000	563.643108	1	-0.928461643468	1.013162784436	-0.035087339296	0.031268930146	0.000062683310	0.974665611760	N\A	0.037629962639	0.004124815858	0.015758829152	38	23	
1950000	568.975751	1	-0.887718915683	0.976062156742	-0.032877080017	0.068782173023	0.000068989608	0.974911031742	N\A	0.037461902448	0.004435375727	0.016891831413	42	22	
2000000	569.671713	1	-0.960736958886	1.028107213792	-0.041585371720	0.060191235715	0.000067052763	0.979074709384	N\A	0.037425099311	0.004182447853	0.016594538106	43	26	
2050000	578.068563	1	-0.996951273005	1.036149820576	-0.038919565788	0.044328098994	0.000060003287	0.981011135459	N\A	0.031537671248	0.003687592236	0.014717894215	45	27	
2100000	560.216695	1	-0.843230418317	0.977303760020	-0.036039618124	0.075325838679	0.000082672383	0.974097991610	N\A	0.037442537798	0.004642730433	0.016711336283	55	33	
2150000	581.691474	1	-0.964598695104	1.013074153753	-0.037206381085	0.054329542848	0.000071850598	0.978606819472	N\A	0.038712277355	0.004081394012	0.017119322459	38	25	
2200000	567.334704	1	-1.035541474612	1.054293821953	-0.039991165513	0.047947291403	0.000058743186	0.979381517004	N\A	0.030152122396	0.003580770702	0.013981997155	45	30	
2250000	573.525221	1	-0.896486518253	0.991652263391	-0.035256945367	0.055095478487	0.000059262186	0.985085810373	N\A	0.021716503392	0.003455140349	0.012538469156	43	29	
2300000	592.785995	1	-0.818042026284	0.946894764447	-0.036439872269	0.084571370175	0.000055279407	0.976274180607	N\A	0.035752757846	0.004711724707	0.017979755048	44	26	
2350000	567.527684	1	-0.956514631304	1.005613832751	-0.039577515594	0.062993348523	0.000067676417	0.975301764148	N\A	0.037712558072	0.004099476820	0.017519590107	46	26	
2400000	577.131071	1	-0.883723608504	0.960362278527	-0.034479184189	0.068683971902	0.000059553240	0.984353830397	N\A	0.021550220680	0.003489021829	0.012460583664	44	34	
2450000	561.761188	1	-0.979738357681	1.015989558142	-0.038276711202	0.062686883254	0.000128618241	0.974729996486	N\A	0.036835877587	0.004056670080	0.016075484038	45	20	
2500000	558.935127	1	-0.828052496746	0.940928684033	-0.027804383795	0.064292550135	0.000084933526	0.980430269496	N\A	0.030915127164	0.004072040495	0.014540405962	43	33	
2550000	575.627469	1	-1.034015683961	1.053303608069	-0.034947902394	0.016624926089	0.000047278703	0.977787183653	N\A	0.034261686630	0.003846178206	0.014677285572	39	21	
2600000	564.742346	1	-0.873815057139	0.970362424179	-0.037447944650	0.089227513223	0.000058260609	0.972692275105	N\A	0.038947139166	0.004708043448	0.017744911392	41	26	
2650000	562.126150	1	-0.839765496251	0.967075111887	-0.035376664563	0.064491335608	0.000075051234	0.981168099366	N\A	0.023490261732	0.003698227635	0.013952168367	51	22	
2700000	564.140183	1	-0.831918046638	0.926732780189	-0.031121637965	0.088987653195	0.000066353890	0.973864423934	N\A	0.038087424019	0.004258498731	0.015682959162	38	21	
2750000	569.729090	1	-0.972604040139	1.036917856153	-0.042830693568	0.051137225826	0.000101783353	0.976927219915	N\A	0.032018941972	0.003846453490	0.014333928067	51	24	
2800000	569.226091	1	-1.033338108869	1.078651112042	-0.048627609739	0.060616760014	0.000032074351	0.973202069745	N\A	0.038097495105	0.004183303242	0.016760346734	49	32	
