Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m8-fab-005.txt
Log File Name:                   MOB_d1_m8-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3180713083
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m8-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	314.025228	1	-1.392671552874	1.270151465753	-0.094458072178	0.169554654489	0.000266120997	0.921269782295	N\A	0.079982234094	0.011560533638	0.035810442251	42	17	
1050000	314.611552	1	-1.300013456291	1.234185532531	-0.088442454447	0.177107417369	0.000293360501	0.966290258882	N\A	0.064495677122	0.009688262718	0.027667642211	36	25	
1100000	317.442121	1	-1.288589249187	1.232794537928	-0.068146802574	0.136909031092	0.000358432255	0.943137006549	N\A	0.068148863266	0.008549231655	0.023549117836	44	27	
1150000	323.580468	1	-1.347769408480	1.214178298374	-0.073471847787	0.171734135937	0.000352282056	0.937724143067	N\A	0.079010615545	0.010805519516	0.027330713752	45	24	
1200000	345.588298	1	-1.432108637527	1.255952803198	-0.064287221553	0.090705050056	0.000184754698	0.948212154574	N\A	0.078127168058	0.011793324276	0.028086816093	41	31	
1250000	309.364794	1	-1.415609870854	1.295559752455	-0.095320770809	0.181153113623	0.000234869645	0.927900806864	N\A	0.088814992828	0.012914671095	0.040549487086	30	21	
1300000	318.808216	1	-1.372972450643	1.227623362201	-0.062333040559	0.081593829560	0.000230320617	0.924665734609	N\A	0.084758621058	0.013198484337	0.036068858857	42	22	
1350000	308.432899	1	-1.768628748011	1.416260611061	-0.103766416829	0.129872777621	0.000299218633	0.932303970443	N\A	0.086315703090	0.012911692642	0.033350895926	38	18	
1400000	319.548566	1	-1.581503171012	1.369687526416	-0.081379229350	0.062725200720	0.000253598608	0.919381322888	N\A	0.088490613933	0.010460906434	0.037002750914	39	24	
1450000	319.930746	1	-1.547156529409	1.318049990956	-0.081103622924	0.102634198124	0.000215967726	0.926757964311	N\A	0.081080065718	0.012488552064	0.033615332918	52	26	
