Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-VR-005.txt
Log File Name:                   STR_d1_m7-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3761263856
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	534.046126	1	-1.555326258708	1.136638633203	-0.082869940217	-0.000121212809	0.000151534988	0.986269054860	N\A	0.024127366619	0.022613992019	0.002974343736	42	29	
1050000	544.773666	1	-1.546865852667	1.123033726884	-0.070416476590	-0.003318423468	0.000119294829	0.983869008530	N\A	0.025405864297	0.022511818061	0.003001234267	57	23	
1100000	530.192520	1	-1.501327866038	1.107481667931	-0.078778035104	0.001932078871	0.000092367309	0.979462652870	N\A	0.027594336248	0.024727953460	0.003281152899	43	25	
1150000	527.557523	1	-1.543430330416	1.116794019556	-0.057785600717	-0.005978622302	0.000192467713	0.975889203489	N\A	0.028823241401	0.025972722140	0.003517743521	38	27	
1200000	534.310016	1	-1.402735755200	1.039597823967	-0.025008301601	-0.001975061694	0.000281459862	0.984299264149	N\A	0.028091121921	0.025441114636	0.003114642502	39	20	
1250000	523.401651	1	-1.514966038839	1.128385801617	-0.089280175087	-0.000471324616	0.000128923952	0.987960810290	N\A	0.022025221674	0.017682302485	0.002388212397	41	33	
1300000	519.995601	1	-1.509428579064	1.121819149281	-0.124487490553	0.009773063598	0.000100467254	0.979324413242	N\A	0.029455655697	0.025678025287	0.003403236329	47	24	
1350000	540.220969	1	-1.581013302726	1.159453337825	-0.105637571671	-0.001164282868	0.000115469612	0.984408990479	N\A	0.023428487109	0.022357685519	0.002705136573	50	20	
1400000	530.291432	1	-1.500400111389	1.114596682519	-0.091331562263	0.002982604573	0.000210352007	0.975771630572	N\A	0.030556237312	0.027169439309	0.003581038478	45	27	
1450000	539.784928	1	-1.522368370135	1.096423368927	-0.060866039021	0.000462767612	0.000096090735	0.984644358125	N\A	0.024725195837	0.022238664812	0.002936637841	47	19	
1500000	539.965855	1	-1.506840508611	1.100299331057	-0.060296093440	-0.001544315271	0.000138671149	0.984046236661	N\A	0.024953231400	0.021474178257	0.002801365093	32	30	
1550000	526.650330	1	-1.631000419942	1.180503697357	-0.129968788894	-0.000427676142	0.000090552849	0.983972231361	N\A	0.023683152462	0.023428062062	0.003179020186	51	18	
1600000	546.627625	1	-1.565313017116	1.144512526076	-0.109946363565	0.002822165951	0.000163628038	0.984399449049	N\A	0.024553731698	0.023782163825	0.003156023217	38	28	
1650000	520.384654	1	-1.568817850568	1.140025569899	-0.063770975926	-0.007862668867	0.000087479804	0.977617763851	N\A	0.029466577264	0.025896067100	0.002986332708	52	17	
1700000	532.506885	1	-1.620635210227	1.172020515661	-0.136816243845	0.004115157380	0.000092990459	0.985360222632	N\A	0.022421460815	0.022049635940	0.003061094822	36	20	
1750000	537.823563	1	-1.562334300257	1.137837690976	-0.093389176091	0.001355586591	0.000166934588	0.984075177846	N\A	0.024243368752	0.022405688935	0.003016023978	45	21	
1800000	532.216619	1	-1.473456002333	1.101830432017	-0.073077743330	-0.001994640728	0.000089974580	0.989442165620	N\A	0.018371103403	0.016104604687	0.002272233250	55	33	
1850000	530.979703	1	-1.486896279013	1.112646870133	-0.103643955189	0.004374167338	0.000168951967	0.980512154339	N\A	0.027106259356	0.025455556615	0.003510739751	48	19	
1900000	527.849493	1	-1.580499361050	1.153893633849	-0.125432634567	0.006607475079	0.000067454580	0.984826091576	N\A	0.030715001362	0.027386205200	0.003568219808	37	30	
1950000	534.102717	1	-1.586584724491	1.137594269615	-0.076871148067	-0.002539680208	0.000128188524	0.981106260941	N\A	0.026988762235	0.024349634829	0.002943628377	49	14	
2000000	534.943944	1	-1.452947552746	1.084792799490	-0.065294092138	0.000464278519	0.000079836922	0.979566262643	N\A	0.030178684377	0.025953309887	0.003029237140	47	26	
2050000	539.303642	1	-1.610892986479	1.154709770021	-0.092695124694	-0.001013858548	0.000115248045	0.982978308944	N\A	0.025891949126	0.024209941754	0.003126084292	53	24	
2100000	535.916056	1	-1.500027743056	1.101092618150	-0.070379601221	0.000576940479	0.000114049920	0.981877059646	N\A	0.026959813141	0.023994576399	0.003007686410	47	22	
2150000	545.234000	1	-1.562204568036	1.137719762399	-0.103848581138	0.003598161215	0.000094677298	0.983432357286	N\A	0.025239804466	0.024633122227	0.003328963677	45	25	
2200000	541.943899	1	-1.523892794128	1.108694034845	-0.068297833197	0.000747556287	0.000212838318	0.981111552050	N\A	0.027400965606	0.025202252400	0.003181723927	57	27	
2250000	539.763312	1	-1.467416426751	1.100546413100	-0.071239253642	-0.001651588909	0.000205103489	0.979917109656	N\A	0.029361432500	0.026402433402	0.003355444658	46	23	
2300000	532.429580	1	-1.500959862381	1.093591501178	-0.061130101771	0.003070342929	0.000071499090	0.981189189352	N\A	0.028877984286	0.026541759947	0.003263747572	50	25	
2350000	531.127429	1	-1.430417085072	1.072460533071	-0.058099642598	0.003152047982	0.000114506141	0.984505094820	N\A	0.025072472946	0.022885610479	0.002959165459	65	26	
2400000	544.969302	1	-1.535437883439	1.140005113696	-0.120579604005	0.005532449446	0.000177634044	0.982239783400	N\A	0.026480997754	0.023495186011	0.003035182547	43	24	
2450000	541.593832	1	-1.484457967194	1.097962550211	-0.076281943314	0.004498283793	0.000180413797	0.987038326718	N\A	0.022201079859	0.021465484013	0.002978344543	55	30	
2500000	540.574334	1	-1.511081474223	1.124113364060	-0.113240738413	0.009038962977	0.000085733974	0.985358957902	N\A	0.023739779081	0.023473712167	0.003439068382	41	26	
2550000	534.664850	1	-1.489453097982	1.113396428870	-0.121319832245	0.011651997445	0.000063352997	0.979217631004	N\A	0.028998475913	0.026551278196	0.003853624067	40	21	
2600000	543.594086	1	-1.531609940127	1.125329472008	-0.112668406819	0.006879704059	0.000187305838	0.983821486033	N\A	0.026939805332	0.024721343675	0.003272886159	38	28	
2650000	527.843185	1	-1.455220105160	1.105689051759	-0.102662092061	0.006408051451	0.000081447619	0.974960820320	N\A	0.031199808491	0.027862906022	0.003608064076	47	18	
2700000	539.199923	1	-1.515372235791	1.125086664178	-0.107094781427	0.003872087108	0.000153282454	0.979762390069	N\A	0.027867887028	0.026373470264	0.003490701083	50	27	
2750000	547.671860	1	-1.526725631834	1.117244239629	-0.083578430453	0.001416487352	0.000110192028	0.982539805194	N\A	0.023853011110	0.022846950886	0.002960369428	44	33	
2800000	541.869982	1	-1.576258967817	1.158697379769	-0.126325810441	0.005794019957	0.000180338757	0.982772613841	N\A	0.028619419238	0.026239063021	0.003332658723	48	25	
2850000	534.896049	1	-1.478509168037	1.103416086743	-0.067567601871	-0.000427683211	0.000079136524	0.987112652221	N\A	0.022131568082	0.021924625825	0.002799163309	46	28	
2900000	532.746422	1	-1.541467216751	1.129806787562	-0.117084756339	0.009667863275	0.000241714980	0.978452942986	N\A	0.030458943577	0.027388099840	0.003572697210	37	29	
2950000	533.230071	1	-1.542575705613	1.102090648309	-0.039105276145	-0.006677058401	0.000248634814	0.982128306474	N\A	0.024945395637	0.023107430454	0.003211133350	43	25	
3000000	533.557563	1	-1.648938749174	1.183276601195	-0.111163274429	-0.002500664635	0.000118556513	0.981887365418	N\A	0.027408677457	0.025023839270	0.003126211604	43	26	
3050000	533.551356	1	-1.561770188111	1.151846591215	-0.128865423887	0.005124365284	0.000096116599	0.985667773820	N\A	0.024120999444	0.024070233788	0.003203490434	45	24	
3100000	546.069803	1	-1.553771181490	1.126977621085	-0.106393075716	0.006840774566	0.000059975516	0.984276590520	N\A	0.023538144821	0.022561593961	0.003100572718	44	22	
3150000	544.227909	1	-1.610924249769	1.172248131592	-0.126245375286	0.001536056494	0.000125418088	0.980925069158	N\A	0.026399146994	0.024293787219	0.003060243330	43	28	
3200000	538.105404	1	-1.481957988318	1.100448450075	-0.086703257434	0.005311167421	0.000211638939	0.985828169144	N\A	0.023220325826	0.022219645344	0.003039538275	43	29	
3250000	539.489252	1	-1.496163654784	1.106139129617	-0.085278355918	0.000827941771	0.000085784840	0.980273914568	N\A	0.026395433653	0.024682457802	0.003122001428	37	32	
3300000	538.538279	1	-1.514076723035	1.113392349916	-0.087511246956	0.000925412095	0.000082022086	0.977176643599	N\A	0.030154941411	0.027604541543	0.003659114961	38	23	
3350000	533.913561	1	-1.448249993475	1.085467732865	-0.070860734453	0.002867442637	0.000082078721	0.985550738363	N\A	0.024601016199	0.023901814331	0.003391158149	44	34	
