Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m7-glob-002.txt
Log File Name:                   HIP_d1_m7-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1720350948
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m7-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	471.223689	1	-0.776925949678	0.884858877160	0.068098912286	-0.014993993725	0.000012278760	0.958232013949	N\A	0.036085067027	0.033036958963	0.004413658061	36	6	-0.000206635957	Global Trend	
1050000	453.341436	1	-0.850636726524	0.963584139148	-0.001313266459	-0.009915145854	0.000226582010	0.962437073953	N\A	0.035305835757	0.034330719248	0.004422524423	50	4	-0.013400228758	Global Trend	
1100000	464.530507	1	-0.875894879440	0.914341715113	0.065772191122	-0.016844863616	0.000120122507	0.966667233261	N\A	0.034692602617	0.032246579563	0.004003105073	43	5	0.005996895829	Global Trend	
1150000	477.694387	1	-0.744521412654	0.881366500475	0.057619530111	-0.015789688793	0.000079281346	0.960039001941	N\A	0.032875102632	0.030660699271	0.004553508312	29	9	-0.000945640193	Global Trend	
1200000	475.884376	1	-0.766011296493	0.931673362539	-0.028028043161	-0.004368748812	0.000125797985	0.966382499785	N\A	0.031355676194	0.028716169988	0.003746306902	50	9	-0.003165355348	Global Trend	
1250000	458.955408	1	-0.981388377385	0.991786140139	-0.011775161915	-0.018562940375	0.000087750246	0.965792957539	N\A	0.034684229755	0.032229078676	0.004644305511	37	8	-0.000455656030	Global Trend	
1300000	444.845028	1	-0.924549306722	0.895043736325	0.134732433399	-0.032788674696	0.000126418968	0.986861381447	N\A	0.034539192552	0.036216680709	0.003723615594	40	4	0.029672342999	Global Trend	
1350000	472.426494	1	-0.927835362200	0.866378655199	0.095159677326	-0.018146934508	0.000102368157	0.969585528139	N\A	0.034688534445	0.033396103662	0.003762808541	39	10	0.010715678684	Global Trend	
1400000	475.520226	1	-0.957316478876	0.981882835974	0.020074555914	-0.020622253131	0.000084042387	0.965750373164	N\A	0.032439353099	0.031582603060	0.004575322851	27	8	-0.004147126539	Global Trend	
1450000	479.455829	1	-0.831741456926	0.917950106547	0.027110692890	-0.016400219686	0.000087549979	0.968844844596	N\A	0.032132112740	0.028575129020	0.003563058467	38	7	0.001356549288	Global Trend	
1500000	453.130633	1	-0.993422052014	0.966884843652	0.065700172488	-0.028489931415	0.000138676160	0.960306273214	N\A	0.035436010338	0.030071682570	0.004246927389	38	8	-0.002246691623	Global Trend	
1550000	467.813160	1	-0.811785214685	0.875525825219	0.126262969868	-0.025051416040	0.000149924727	0.970765377854	N\A	0.029912234844	0.026056599012	0.003651825852	43	8	-0.013192028927	Global Trend	
1600000	465.324341	1	-0.898086712180	0.930694040834	0.019817484366	-0.011784986310	0.000081181086	0.961186240389	N\A	0.035186558675	0.032864102024	0.004880453461	40	7	-0.000995820971	Global Trend	
1650000	479.952546	1	-0.712140349561	0.811657916381	0.114261565727	-0.016806738784	0.000088652267	0.959982234860	N\A	0.036960418268	0.033392664054	0.004418052529	37	10	0.001889312761	Global Trend	
1700000	477.107358	1	-0.848579226325	0.865780369682	0.085457991463	-0.014034897746	0.000099500116	0.962853225738	N\A	0.031006809726	0.029506785882	0.003822385422	40	11	0.003652809398	Global Trend	
1750000	457.803295	1	-1.224443312366	1.025169603856	-0.011249237653	-0.019497770723	0.000126456605	0.999160373445	N\A	0.030577720076	0.033183077929	0.003273973562	43	10	0.140024789534	Global Trend	
1800000	452.800085	1	-0.948270880291	0.934074491627	0.047384739828	-0.017212715990	0.000169739744	0.960422641830	N\A	0.036077873370	0.031370322152	0.004060632510	37	8	0.004424909997	Global Trend	
1850000	433.331443	1	-0.764840364071	0.890964825252	0.043472491529	-0.017239154625	0.000124996232	0.952068575666	N\A	0.036718753045	0.033303709117	0.004369650658	29	7	0.000225549495	Global Trend	
1900000	459.565167	1	-0.888543274416	0.915740596409	0.067872133339	-0.019554689925	0.000105333713	0.959256247792	N\A	0.035992957507	0.032433573987	0.004345431376	34	4	-0.000621312145	Global Trend	
1950000	463.093328	1	-0.743712808970	0.868683045029	0.079774641178	-0.018497189558	0.000147701958	0.960078484507	N\A	0.036723724169	0.032280770874	0.004169826135	36	6	-0.002362707549	Global Trend	
2000000	476.333555	1	-0.834735804419	0.924951515836	0.011039004910	-0.009943428907	0.000072442935	0.962054725065	N\A	0.032649217207	0.029855093922	0.004270756241	44	8	-0.000887914474	Global Trend	
2050000	484.923570	1	-0.855580784544	0.947277294198	0.017707243972	-0.013493048932	0.000088250046	0.974390501443	N\A	0.029937405984	0.030588342948	0.003899906976	46	13	-0.006626193846	Global Trend	
2100000	465.163589	1	-0.944748569110	0.945810227715	0.061453312714	-0.017873125803	0.000137397059	0.965279875796	N\A	0.031129239342	0.030478442835	0.003846304525	36	8	-0.006513162495	Global Trend	
2150000	447.497545	1	-0.898990275569	0.922264721765	0.087584851814	-0.030231519294	0.000125620682	0.948734208040	N\A	0.039354709118	0.036184956991	0.004842528203	36	7	-0.001208899894	Global Trend	
2200000	461.256723	1	-0.773634164896	0.894545788906	0.048458149571	-0.015088477810	0.000090152884	0.960731433622	N\A	0.036055530890	0.033331516288	0.004449284038	36	7	-0.002175702931	Global Trend	
2250000	469.281862	1	-0.822863210440	0.969014154418	0.008037134137	-0.013904495184	0.000190403207	0.974088205762	N\A	0.031159770249	0.030235107280	0.003597710958	33	10	-0.023914611282	Global Trend	
2300000	485.600819	1	-0.837288071004	0.871471677013	0.091433939529	-0.019191680039	0.000105224072	0.964798456599	N\A	0.028912819305	0.026969784770	0.003675791343	40	8	0.002245085091	Global Trend	
2350000	463.566368	1	-0.935069211871	0.995131954423	0.012020004962	-0.020769956077	0.000100717889	0.989370876073	N\A	0.030095297536	0.033155126714	0.003926596928	41	9	-0.024073672607	Global Trend	
2400000	459.519917	1	-0.828568595300	0.857133392035	0.098748969126	-0.021315189061	0.000221328487	0.964557678850	N\A	0.032632380523	0.029631428385	0.004226272269	44	6	0.007251612205	Global Trend	
2450000	466.511620	1	-0.988593246694	0.960593802961	0.064437973314	-0.024958176297	0.000072795024	0.999972944735	N\A	0.028878542564	0.031698749507	0.003484957474	40	10	-0.341370598190	Global Trend	
2500000	464.939462	1	-0.786062254865	0.893699396905	0.064260501857	-0.018456339827	0.000019916880	0.961276461390	N\A	0.034806075129	0.031869935282	0.004545433231	30	8	-0.000345669991	Global Trend	
2550000	449.819786	1	-0.826256959583	0.955674906877	-0.024288510618	-0.006763229013	0.000014643292	0.964294855963	N\A	0.033324148530	0.031402706013	0.004071486219	40	1	-0.000672679732	Global Trend	
2600000	453.601003	1	-0.667820023248	0.846311819954	0.045713541606	-0.008428100007	0.000042962602	0.961841823741	N\A	0.037370936379	0.034034199635	0.004347661156	44	5	0.000490554071	Global Trend	
2650000	455.045066	1	-0.735602102218	0.845651221420	0.040341455198	-0.006545053740	0.000020963598	0.956609205612	N\A	0.035607523401	0.033351353223	0.004396546385	49	6	0.000514658325	Global Trend	
2700000	440.189745	1	-0.711542422762	0.879437135664	0.037850311801	-0.010056389783	0.000056124933	0.952372021774	N\A	0.036667003865	0.033241596129	0.004387739040	33	5	-0.000839165170	Global Trend	
2750000	462.363136	1	-0.830868225207	0.876037259234	0.112792282571	-0.024077464697	0.000095872028	0.965420321297	N\A	0.036331050945	0.032192055557	0.003882762242	46	6	-0.002131647808	Global Trend	
2800000	448.856602	1	-0.833678115394	0.862321832178	0.092493999012	-0.019277823111	0.000145575316	0.956528728046	N\A	0.037670966005	0.033710022909	0.004208648345	34	6	0.004431797352	Global Trend	
2850000	446.641003	1	-0.807341108311	0.910472831977	0.042519706656	-0.013582851802	0.000119588041	0.955903748129	N\A	0.039378401913	0.036037137165	0.004725866936	43	6	-0.002954410137	Global Trend	
2900000	446.366670	1	-0.930020854224	0.911909734166	0.044528060038	-0.014039480976	0.000155554529	0.950773266270	N\A	0.042449916808	0.037309170142	0.004555869423	42	6	0.002727229960	Global Trend	
2950000	452.100800	1	-0.910806746760	0.917323018146	0.067681702554	-0.018633111778	0.000117784002	0.955238468240	N\A	0.035767702658	0.033551842192	0.004719762836	35	6	0.001170137665	Global Trend	
3000000	468.599281	1	-0.969945671593	0.994483769236	0.002263647896	-0.017590189214	0.000105353767	0.963536228688	N\A	0.035487180382	0.031008554721	0.004300608057	35	8	-0.000256538707	Global Trend	
3050000	452.232812	1	-0.841498438316	0.894823204453	0.097358330748	-0.021983680650	0.000091096500	0.968055983464	N\A	0.034161465280	0.032362470707	0.004011162102	47	5	-0.005936994176	Global Trend	
3100000	446.289714	1	-1.056383018710	1.021768496149	-0.001121357565	-0.019564303177	0.000113621381	0.979183573965	N\A	0.034171592837	0.035412943276	0.004002477211	26	5	0.022717739570	Global Trend	
3150000	457.735295	1	-0.971843765431	0.973975379755	0.049113277480	-0.023102405901	0.000011217925	0.999999904510	N\A	0.023458187488	0.026171045181	0.003378636873	37	5	-1.003648192754	Global Trend	
3200000	453.163243	1	-0.855133484896	0.930650081553	0.007458783045	-0.012261809723	0.000043168316	0.953799275442	N\A	0.036061358331	0.032936407969	0.004213837667	38	3	0.001092139410	Global Trend	
3250000	447.850887	1	-0.852909609421	0.949439402032	0.026696826586	-0.019041805173	0.000112840066	0.962156012413	N\A	0.034123396249	0.032928933114	0.004572455333	32	8	-0.005617972744	Global Trend	
